,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,7751.929,7917.118,8105.348,8304.347,8526.553,8760.861,8987.567,9195.062,9395.611,9570.741,9724.378999999999,9864.957999999999,9996.126,10108.291,10211.75,10305.436,10388.245,10461.92,10533.560000000001,10605.479,10676.593,10746.077,10814.735,10913.336,11003.012999999999,11091.154,11187.263,11294.874,11414.78,11545.228,11680.155,11808.517,11923.669999999998,12039.852,12141.93,12230.621,12309.278,12379.714,12448.78,12509.904999999999,12562.025999999998,12603.854000000001,12635.375,12671.335000000001,12697.652999999998,12715.928,12728.975999999999,12738.766,12748.563529600182,12758.368594591646,12768.181200769948,12778.0013539351,12787.829059891576,12797.664324448311,12807.507153418714,12817.357552620659,12827.215527876497,12837.081085013057,12846.95422986165,12856.834968258074,12866.72330604261,12876.619249060033,12886.522803159616,12896.433974195128,12906.35276802484,12916.279190511532,12926.21324752249,12936.154944929513,12946.104288608914,12956.061284441532,12966.025938312721,12975.998256112369,12985.978243734888,12995.965907079226,13005.961252048868,13015.964284551841,13025.975010500713,13035.993435812601,13046.019566409172,13056.053408216647,13066.094967165807,13076.144249191993,13086.201260235111,13096.266006239637,13106.338493154617,13116.418726933673,13126.506713535005,13136.602458921398,13146.705969060222,13156.817249923435,13166.936307487591,13177.063147733837,13187.197776647923,13197.340200220202,13207.490424445636,13217.648455323793,13227.81429885886,13237.98796105964
2 Male 15-19,2053.946,2096.998,2129.771,2148.931,2158.26,2167.12,2189.883,2234.476,2292.091,2371.72,2465.62,2560.688,2648.703,2730.315,2804.528,2874.581,2946.154,3021.861,3099.63,3178.75,3255.339,3322.948,3377.279,3414.768,3441.95,3459.889,3470.821,3477.024,3479.311,3476.391,3473.808,3479.587,3498.362,3529.142,3573.777,3627.873,3683.615,3735.795,3785.745,3832.47,3876.511,3919.167,3960.827,4000.647,4038.547,4073.673,4104.545,4130.129,4155.87246738457,4181.776396128332,4207.841786401443,4234.069644608209,4260.460983425948,4287.016821844084,4313.738185203496,4340.626105236105,4367.68162010471,4394.905774443074,4422.299619396254,4449.864212661191,4477.600618527547,4505.509907918797,4533.593158433578,4561.851454387298,4590.285886854001,4618.8975537084925,4647.687559668733,4676.6570163384895,4705.807042250253,4735.138762908433,4764.653310832807,4794.35182560225,4824.235453898737,4854.305349551616,4884.562673582154,4915.008594248373,4945.644287090149,4976.470934974607,5007.489728141789,5038.701864250609,5070.1085484251,5101.71099330094,5133.510419072276,5165.508053538835,5197.705132153331,5230.102898069165,5262.7026021884285,5295.5055032101955,5328.512867679126,5361.725970034369,5395.146092658767,5428.774525928369,5462.612568262258,5496.6615261726765,5530.922714315479,5565.397455540888,5600.08708094457,5634.992929919032
3 Male 20-24,1743.073,1803.081,1860.051,1909.886,1957.954,2002.551,2041.562,2074.189,2096.943,2112.766,2128.789,2156.138,2201.882,2265.244,2346.357,2438.891,2532.152,2619.202,2701.163,2775.363,2845.114,2916.377,2992.274,3067.641,3147.371,3225.677,3293.935,3347.266,3388.397,3416.067,3432.596,3442.247,3448.27,3450.376,3447.962,3446.205,3452.373,3471.033,3502.996,3547.863,3601.401,3656.428,3708.258,3758.18,3805.12,3849.309,3891.779,3933.087,3974.8334500928754,4017.023004062008,4059.6603650868233,4102.750286267087,4146.297571152771,4190.307074279536,4234.783701709906,4279.732411580183,4325.158214653162,4371.066174876723,4417.461409948347,4464.349091885617,4511.7344476027865,4559.622759493461,4608.019366019463,4656.929662305951,4706.359100742855,4756.3131915926915,4806.797503604836,4857.81766463631,4909.379362279161,4961.4883444945,5014.150420253267,5067.371460183804,5121.15739722629,5175.514227294139,5230.448009942401,5285.964869043265,5342.0709934687375,5398.772637780557,5456.076122927437,5513.98783694971,5572.5142356914475,5631.661843520141,5691.43725405402,5751.847130897095,5812.898208381993,5874.597292320686,5936.951260763186,5999.967064764289,6063.6517291584605,6128.012353342948,6193.056112069199,6258.790256242688,6325.2221137312235,6392.359090181842,6460.208669846368,6528.778416415743,6598.075973863199,6668.109067296393
4 Male 25-29,1408.183,1461.784,1517.647,1572.954,1628.78,1684.36,1739.345,1793.361,1845.864,1899.849,1951.893,1996.85,2032.496,2060.708,2078.585,2094.558,2121.557,2167.181,2230.681,2311.46,2403.358,2496.048,2582.911,2662.283,2736.786,2808.064,2879.992,2954.814,3032.899,3112.603,3189.223,3255.995,3308.806,3349.268,3377.243,3394.694,3405.006,3411.059,3414.329,3412.456,3410.743,3416.857,3435.486,3467.351,3512.359,3566.036,3620.948,3672.333,3724.447206336297,3777.300967201571,3830.904777640068,3885.2692816315744,3940.4052742049666,3996.323703581755,4053.0356733500453,4110.55244466935,4168.885438506692,4228.0462379044375,4288.046590280313,4348.8984097600605,4410.6137795432005,4473.20495430236,4536.684362616655,4601.0646094396025,4666.358478602058,4732.578935350669,4799.7391289223515,4867.852395155304,4936.932259137073,5006.992437890195,5078.046843095956,5150.109583856798,5223.194969497929,5297.317512408696,5372.491930924268,5448.733152248226,5526.056315416622,5604.4767743040975,5684.010100672666,5764.672087263765,5846.478750934177,5929.446335836461,6013.591316644514,6098.9304018249095,6185.480536954653,6273.25890808603,6362.282945159195,6452.570325463195,6544.138977146105,6637.007082774978,6731.193082946313,6826.715679947761,6923.593841471792,7021.846804382066,7121.494078533248,7222.555450645036,7325.05098823116,7429.00104358414
5 Male 30-34,1108.813,1156.211,1204.382,1252.934,1300.92,1349.325,1400.14,1454.214,1510.097,1569.547,1630.819,1691.173,1748.842,1805.144,1860.145,1911.712,1956.453,1992.648,2020.792,2038.731,2055.032,2082.597,2128.93,2189.974,2270.418,2363.02,2455.967,2541.915,2622.808,2696.784,2766.527,2837.362,2911.945,2988.478,3067.513,3144.321,3211.462,3264.391,3305.075,3333.02,3350.485,3361.208,3368.01,3370.971,3369.374,3368.369,3375.251,3394.397,3413.651605053668,3433.0154312195905,3452.489098050925,3472.073228615224,3491.7684495143703,3511.5753909046257,3531.4946865167913,3551.5269736764867,3571.672893324539,3591.9330900374916,3612.308212048227,3632.7989112667065,3653.405843300831,3674.129667477414,3694.971046863279,3715.9306482864745,3737.009142357609,3758.2072034913076,3779.5255099277897,3800.9647437545705,3822.5255909282837,3844.20874129663,3866.0148886204474,3887.9447305959106,3909.9989688768524,3932.1783090972135,3954.48346089362,3976.9151379280884,3999.4740579108598,4022.160942623362,4044.9765179413057,4067.921513857906,4090.996664507242,4114.202708187742,4137.54038738581,4161.0104487995795,4184.613643362803,4208.35072626888,4232.222456995022,4256.229599326548,4280.372921381324,4304.65319563434,4329.0711989424235,4353.627712569099,4378.32352220958,4403.159418015914,4428.136194622255,4453.254651170297,4478.515591334837,4503.919823349492
6 Male 35-39,853.077,886.263,922.335,963.096,1006.09,1050.994,1097.614,1145.7,1194.284,1244.745,1297.158,1351.629,1408.165,1466.998,1527.032,1587.439,1646.94,1704.425,1760.146,1814.568,1865.688,1910.299,1946.909,1973.304,1991.872,2009.808,2038.332,2084.302,2146.844,2226.584,2317.141,2408.217,2493.248,2572.492,2645.725,2715.436,2786.214,2860.401,2936.724,3015.123,3091.084,3157.665,3210.591,3250.666,3278.733,3296.824,3308.289,3315.779,3323.285957436306,3330.809910700727,3338.350898271991,3345.9089587159415,3353.484130685737,3361.076452922046,3368.6859642532468,3376.312703595625,3383.9567099535734,3391.6180224197915,3399.2966801754847,3406.992722490565,3414.706188723852,3422.437118323274,3430.1855508260696,3437.951525858991,3445.7350831385043,3453.536262470995,3461.3551037529714,3469.1916469712664,3477.0459322032443,3484.9179996170046,3492.8078894715886,3500.7156421171835,3508.64129799533,3516.5848976391294,3524.5464816734498,3532.5260908151345,3540.52376587321,3548.539547749095,3556.57347743681,3564.6255960231856,3572.6959446880737,3580.784564704558,3588.891497439164,3597.0167843520726,3605.1604669973303,3613.3225870230626,3621.503186171687,3629.7023062801254,3637.9199892800198,3646.1562771979457,3654.411212155627,3662.6848363701515,3670.9771921541874,3679.2883219161986,3687.618268160663,3695.967073488288,3704.3347805962303,3712.721432278313
7 Male 40-44,659.623,682.932,707.257,736.127,766.03,797.542,831.836,869.545,909.977,954.408,1001.815,1050.624,1099.987,1150.616,1201.369,1252.908,1306.419,1362.401,1420.124,1479.032,1538.308,1596.849,1653.794,1707.163,1761.267,1812.985,1857.834,1893.888,1921.921,1940.761,1958.106,1986.04,2031.73,2092.954,2171.598,2261.159,2351.101,2434.918,2513.334,2585.691,2654.436,2724.355,2797.925,2872.963,2950.593,3026.039,3092.197,3144.869,3198.438206608764,3252.9199027033196,3308.3296314868317,3364.6832009229556,3421.9966882457275,3480.2864445462733,3539.569099437647,3599.86156579913,3661.1810446013446,3723.545029813555,3786.971313394562,3851.4779903686094,3917.083463987753,3983.806450982166,4051.6659868998754,4120.681431537455,4190.872474463226,4262.259140634536,4334.861796110725,4408.701153863398,4483.798279685683,4560.174598202131,4637.851898980995,4716.852342750628,4797.198467721761,4878.913196017481,4962.019840212735,5046.542109985226,5132.504118879595,5219.930391186833,5308.845868940867,5399.2759190343295,5491.246340455531,5584.783371648716,5679.913697999683,5776.664459448917,5875.063258234406,5975.138166766341,6076.917735635956,6180.431001760791,6285.707496668698,6392.777254922953,6501.670822690887,6612.419266458465,6725.054181893316,6839.607702858728,6956.11251058119,7074.601842974091,7195.109504120237,7317.669873915894
8 Male 44-49,507.935,524.052,541.072,562.008,584.157,607.703,632.979,660.139,688.311,718.951,752.211,788.157,826.806,868.086,912.06,958.346,1006.246,1055.166,1103.915,1152.94,1203.08,1255.579,1310.889,1365.463,1422.886,1481.727,1539.867,1595.87,1649.024,1701.806,1751.897,1795.839,1831.971,1858.539,1876.987,1894.866,1923.474,1969.361,2029.315,2106.071,2193.564,2281.891,2364.751,2440.526,2511.152,2579.093,2648.722,2722.065,2797.4388645637405,2874.8998282449793,2954.505682729886,3036.3158199539726,3120.3912764129304,3206.794778700431,3295.590790306868,3386.845559713954,3480.627169821055,3577.0055887401354,3676.052721997218,3777.842466179296,3882.4507640667252,3989.9556612922343,4100.4373645688165,4213.978301529951,4330.663182226796,4450.579062328241,4573.815408070957,4700.464163007922,4830.6198166052,4964.379474738169,5101.842932139784,5243.112746854929,5388.294316756406,5537.495958179653,5690.828986734847,5848.4078003566965,6010.3499646538785,6176.776300621794,6347.810974784089,6523.581591830192,6704.219289817977,6889.858838012586,7080.638737434403,7276.7013241912055,7478.192875671562,7685.263719678739,7898.068346586507,8116.765524600542,8341.518418211415,8572.494709927525,8809.86672537883,9053.811561884684,9304.511220581711,9562.1527422103,9826.928346661025,10099.03557638508,10378.677443775772,10666.06258263098
9 Male 50-54,376.168,393.122,409.032,426.385,443.067,459.733,477.506,497.057,517.437,540.033,564.612,590.729,618.237,647.022,677.261,709.44,744.267,782.098,821.535,863.612,907.96,954.02,1001.434,1047.212,1094.543,1143.588,1194.749,1248.214,1301.862,1357.32,1413.581,1469.411,1523.899,1574.694,1625.852,1674.915,1718.105,1753.738,1779.792,1798.0,1815.719,1844.105,1889.632,1947.751,2022.375,2107.428,2193.31,2274.166,2358.002742683889,2444.930112623592,2535.0620452670823,2628.51667627324,2725.416496351911,2825.8885118121198,2930.064411028866,3038.0807370466882,3150.0790665462337,3266.206195408393,3386.6143311192327,3511.461292267897,3640.9107153989703,3775.132269490412,3914.301878338189,4058.601951139076,4208.221621573854,4363.356995704266,4524.2114090086625,4690.995692893204,4863.928451027975,5043.236345870163,5229.154395749879,5421.926282907988,5621.80467288971,5829.051545712599,6043.9385392429895,6266.747305230941,6497.769878470362,6737.309059568155,6985.678811824081,7243.20467274153,7510.224180708571,7787.087317408524,8074.156966539921,8371.809389447104,8680.43471828486,9000.437467363487,9332.237063344512,9676.268394981984,10032.982383129882,10402.846571762748,10786.345740784203,11183.982541426543,11596.27815507422,12023.772976374757,12467.027321532423,12926.622162713025,13403.159889522427,13897.265098556822
10 Male 55-59,249.411,265.023,280.441,297.359,314.736,332.313,349.893,367.359,383.801,400.52,417.834,436.179,455.883,476.421,498.406,521.904,546.976,573.691,600.509,628.827,659.134,692.17,728.34,764.597,804.363,846.848,890.953,936.086,979.906,1024.658,1070.805,1119.314,1170.613,1220.82,1273.394,1327.259,1380.964,1433.531,1481.803,1530.693,1577.802,1619.63,1654.628,1679.073,1696.764,1714.572,1742.966,1787.978,1834.152432396272,1881.5193169407905,1930.1094486439558,1979.9544177955986,2031.0866305030272,2083.5393297594687,2137.346617056601,2192.5434745552284,2249.165787828511,2307.250369192541,2366.8349816394243,2427.9583633884395,2490.660253071222,2554.9814155673594,2620.9636685071864,2688.649909459016,2758.0841438184752,2829.3115134180875,2902.378325875689,2977.3320847007703,3054.2215201783138,3133.0966210501992,3214.008667014786,3297.0102620657913,3382.1553686921434,3469.4993429610454,3559.098970507058,3651.0125034505945,3745.2996982698387,3842.021854650699,3941.241855340063,4043.024207028259,4147.435082287304,4254.542362592208,4364.415682453296,4477.12647468825,4592.748016863294,4711.355478933725,4833.025972114754,4957.838599014435,5085.874505061276,5217.216931259963,5351.9512683094945,5490.165112118925,5631.948320756786,5777.393072871231,5926.593927618875,6079.647886141291,6236.65445462914,6397.715709014921
