,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,-0.00022471381634888568,-0.00016698064467402657,-0.0001816551212232495,-5.903266476794955e-05,0.000335890012113503,4.730125245443889e-05,0.00022013179902222876,6.737721157989984e-05,0.0003446861682544003,0.0002677186227976122,0.00013174593803627618,0.00015374362644560852,-5.895349717380261e-05,0.00024162779989095331,0.00018415628414962526,0.0002599326329172716,0.00030653903714750186,0.0004369624755800813,0.0004895445269670132,0.00029875367118259444,0.00015107788697103774,-0.00014623194381778448,-0.00022621315971988604,0.00013663664846605414,0.0006961969029198807,-0.0024958908499367253,0.0028652098793626873,0.003373441985169791,0.004010851142426677,0.0035494433978941063,-0.0038584352061925907,-0.01078674343479847,0.0056789090967880726,-0.0022810142095929732,0.015908012782441784,-0.01881538157460609,0.019622842015262508,-0.011709161616053627,-0.03758856231934482,0.003962560150157292,0.024414736137784592,-0.02996226952744375,4.1812436235033786e-05,-0.0003896304329850968,-0.000796368842573102,-0.00016138366557408998,0.0004198183029585391,0.0002881504436555689,9.285135889372e-05,-0.0005913804767830173,-3.178662499267026e-05,0.0003516958409661179,0.0001320799741148827,0.00012246256483757802,0.00011347889850019893,0.0001054116055362554,0.00010966867005167675,0.0001114313922055063,0.00011367671943074854,0.00011670424988232276,7.39893354397966e-05,7.508417548178145e-05,7.634211519932757e-05,7.777118733876941e-05,7.866875942911904e-05,6.400300191420141e-05,6.412349310920724e-05,6.42258233125052e-05,6.453619000418818e-05,6.506879601110571e-05,5.279959090240694e-05,5.2594406621052365e-05,5.268419293424052e-05,5.353857446096979e-05,5.380231629893186e-05,6.0985716124614855e-05,6.117783264109923e-05,6.263417537226075e-05,6.24323962768545e-05,6.284165888173487e-05,6.423266278854886e-05,6.550026508501863e-05,6.61283618191913e-05,6.619262378986229e-05,6.662406375962208e-05,6.680541173935147e-05,6.71123732450922e-05,7.170422283687973e-05,6.742044070865913e-05,6.865396204151254e-05
Indirect Heating Oil,-0.00014177357936018264,-0.00010534930189852118,-0.00011460753576870293,-3.7244137095375496e-05,0.00021191544900263026,2.984270383389262e-05,0.000138882751338814,4.2508772305119284e-05,0.0002174650078191065,0.00016890562419386718,8.311946948811115e-05,9.699797092658016e-05,-3.719418968503932e-05,0.00015244473446296078,0.00011618553763079187,0.00016399338661038376,0.00019339770565132006,0.00027568280053100885,0.00030885719877831586,0.00018848586170060191,9.531613652451544e-05,-9.225879578164327e-05,-0.00014271952598618812,8.62050542309971e-05,0.0004392356841698558,-0.0015746756707583527,0.00180768172965708,0.0021283290576975256,0.002530475126014745,0.0022393696276980443,0.013229557304966541,-0.0002572755132325064,0.011943202846874905,-0.004297891862511248,-0.005539121568339861,0.007504355992125059,-0.018205532747568053,0.004205920014427954,0.012788495272459559,-0.003760176255480238,-0.024333183863720742,0.018121755623309692,-0.018669111620151783,-0.010843202708950884,-0.0027658590563742983,-0.00038191045548835115,0.0009934896368532092,0.0006819009023880836,0.0002197304457156064,-0.001399487280523028,-7.522226234113125e-05,0.0008322795144039222,0.0003125639939808335,0.00028980463264988154,0.00026854500832137335,0.00024945395893011084,0.0002595281968794365,0.00026369963528539465,0.0002690131466637491,0.0002761777226427155,0.0001750939334447029,0.00017768484534174366,0.00018066172858946863,0.00018404359248354318,0.00018616767464911703,0.00015146152199927918,0.00015174666143394355,0.00015198882333064892,0.0001527232984348606,0.00015398369738523282,0.00012494892676655903,0.00012446336323650511,0.00012467584032731238,0.0001266977130916537,0.00012732185163200418,0.00014432118975970729,0.00014477582874721298,0.00014822222782253158,0.00014774472258083718,0.00014871323241910997,0.0001520050087816492,0.00015500475828355773,0.00015649113367964887,0.00015664320804479812,0.00015766420006887993,0.000158093355580341,0.0001588197723961758,0.0001696862709534737,0.00015954880643387348,0.0001624679041778085
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6516607378157043e-17,-1.6516607378157043e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52144610587655e-18,0.014611310502681775,0.012595763636737832,0.0045847489873601655,-0.001048080039355418,0.002726441873294235,0.0018713463178103573,0.0006030080896809106,-0.0038406245835098103,-0.00020643308016818351,0.0022840315934680717,0.000857771968284092,0.0007953132636934063,0.0007369702998318363,0.0006845785742066736,0.0007122253891987117,0.0007236731023100852,0.0007382550157783857,0.0007579168212253558,0.00048051173781291085,0.00048762199888058994,0.0004957914843361638,0.0005050723615477383,0.0005109014979007426,0.0004156571145318422,0.00041643962505395066,0.0004171041919611152,0.00041911981809823057,0.00042257874142053587,0.0003428983789288132,0.0003415658428948115,0.0003421489455422977,0.00034769758778545323,0.0003494104163727293,0.00039606184138046835,0.0003973095109351468,0.0004067674925813045,0.0004054570709751335,0.000408114960579388,0.00041714860982894336,0.00042538084733598913,0.0004294599196976792,0.0004298772586428176,0.0004326791755460621,0.00043385691058550613,0.00043585042229481175,0.0004656714446625784,0.00043785111646785213,0.00044586202068474384
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,-0.0008380234136496911,-0.0006227195645410745,-0.0006774449709763264,-0.00022015003816616693,0.0012526318992560905,0.00017640017732697966,0.0008209357335778322,0.0002512692889462542,0.0012854353330455925,0.0009984008897169774,0.0004913190587098881,0.0005733548597687821,-0.00021985479909905625,0.0009011005953585283,0.0006867725376017432,0.0009693646607739914,0.0011431735462514026,0.0016295606179100306,0.0018256544358868363,0.0011141396440710603,0.0005634135391563155,-0.0005453416026389435,-0.0008436149027284956,0.0005095579454686693,0.002596321466284135,-0.00930790551353333,0.010685203976057685,0.012580549848220574,0.014957634651171087,0.013236910489924064,-0.08995482448480094,-0.015644864619070387,-0.02547550124729177,-0.03646794065565668,-0.0058501256216321115,0.049122261914153566,0.09737630432063277,-0.0708855447604329,-0.08753607980443068,-0.0003830148614945668,0.10493391906887882,-0.11042584507294384,-0.000695761346075084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Oil,-0.006719518490382548,-0.004993148831049289,-0.005431953253987265,-0.0017652278301791835,0.010043971411296315,0.0014144285636283893,0.0065825044400227295,0.00201475114613614,0.010306999002538396,0.008005472317354824,0.0039395408838283075,0.00459732809252711,-0.0017628605164043964,0.007225289906682031,0.0055067444297340895,0.0077726512838423014,0.00916630210640368,0.013066296865809512,0.01463863483904859,0.00893349972955959,0.004517615656589147,-0.004372709548230658,-0.006764352696255528,0.004085785648382245,0.020818070015125038,-0.07463352716188743,0.08567711178609616,0.10087455308216042,0.11993471897546205,0.10613744597566344,0.15956104042378128,-0.15660380761548565,0.13278878693609464,0.03516062589968238,-0.03915117671498014,0.09113381511009112,0.11305920734745345,-0.0593561383880834,-0.10392732852958607,0.1130177875238465,-0.03419877109631031,-0.4927909592132729,-0.36568642128690504,-0.004027490976117432,0.0418931977300816,-0.031960782995220434,0.0831417580617515,0.05706595997117225,0.018388491312655075,-0.11711831565379073,-0.0062950944875816974,0.06965063294016738,0.02615741423200046,0.024252760933943573,0.022473615508729502,0.02087595072114268,0.02171902932324277,0.022068122771077503,0.0225127924093822,0.023112371328537717,0.014653013894186715,0.014869838471022634,0.015118963673319996,0.015401980324172946,0.015579737513540247,0.012675298010772272,0.012699160357205086,0.012719426060117334,0.012780891775662441,0.012886370263516687,0.010456549372981794,0.010415914217824396,0.010433695700613477,0.010602899333916229,0.01065513135888585,0.01207774796744876,0.012115795153149644,0.012404212533135395,0.012364251748638422,0.012445303032584398,0.01272078056528847,0.01297181936638192,0.013096209051976615,0.013108935636741316,0.013194378975754928,0.01323029353629024,0.013291084881177362,0.01420046507047634,0.013352095252431084,0.013596384583068666
Direct Heating Gas,-0.009626299623038959,-0.007153123661894911,-0.007781749486374556,-0.002528843699225236,0.014388870028224419,0.0020262929804208962,0.009430014978056844,0.0028863077356398037,0.014765680123478118,0.01146854127436292,0.005643737862946807,0.006586075735547148,-0.002525452314599663,0.010350861539348166,0.007888894405750023,0.011135004722548024,0.013131531766422677,0.01871861633744576,0.020971128397758942,0.012798021941921922,0.006471880679292719,-0.006264289968995973,-0.009690528555470257,0.005853246315658645,0.02982371130101225,-0.10691907395042666,0.12273997758469155,0.14451164524642146,0.1718170047028078,0.1520512009377004,0.3533427882439568,-0.4749090424202067,0.8160889931664914,-0.3907378534489245,0.5458247607017568,-0.7492882419662568,-0.13588100935050296,-0.12013777092803668,-1.0009965708161312,-0.06598890448647066,0.05838288849684192,-0.05103706692834409,0.1091704259370635,-0.04197944378298146,-0.08184901846478487,-0.032116218255183626,0.0835461023727172,0.057343489539972266,0.01847792028340134,-0.11768789856553652,-0.0063257094962413385,0.06998936570022718,0.026284625898927768,0.02437070967760091,0.02258291171306359,0.020977476983118137,0.021824655739514087,0.022175446937707788,0.022622279143208024,0.023224774001724846,0.0147242760727202,0.014942155135126313,0.015192491911013128,0.015476884960144988,0.015655506638187155,0.012736941939887505,0.012760920336355895,0.012781284597705113,0.01284304924020252,0.012949040702854742,0.010507402835187252,0.010466570058591529,0.01048443801827892,0.01065446454164598,0.010706950587248798,0.012136485824258523,0.012174718045294464,0.012464538088990508,0.012424382962729295,0.012505828424357324,0.012782645690258887,0.01303490537136853,0.013159900002815084,0.01317268848093267,0.013258547357563044,0.013294636581814512,0.013355723573977407,0.01426952636287826,0.013417030657703057,0.013662508043579493
