,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011870057189751564,6.8633231956520624e-06,1.9975259734901106e-05,-6.888728845463116e-05,-7.281675825977687e-06,4.855214296328085e-06,2.4378908670336704e-06,6.268888479603698e-05,0.00014189756274276166,-7.787090949185017e-06,1.5742519737165648e-05,0.0001025559707605072,0.0002574028808696471,8.616857854523729e-05,-2.7308805228599704e-06,-0.00012557220804519566,-0.000617562659320021,8.149338834060726e-05,-0.0003796983889574936,-0.0007595670007856702,0.0,0.0005400817855986985,4.3918295642446825e-05,0.00012731616331219942,2.3088583300377068e-05,9.526352732750592e-05,1.3844422397848197e-05,-7.749523106863278e-05,-8.18348444956373e-06,3.421035381719853e-05,1.1102506934095207e-05,1.1185851414461864e-05,9.882807640053373e-06,7.5224290545818345e-06,6.522098723014155e-06,6.517184543747084e-06,6.5618052914906974e-06,6.746774999096223e-06,1.3526180148524494e-05,1.3740045230219349e-05,1.365512821248794e-05,1.433426778717163e-05,1.4955223479335604e-05,1.8094597762194415e-05,1.7643279538323607e-05,1.828231941018981e-05,1.9014925255297213e-05,1.94890452709668e-05,1.961425855868688e-05,1.9833627521161042e-05,2.001604185554776e-05,2.047640216926985e-05,2.079543068727653e-05,1.9354986460566086e-05,1.982144035657884e-05,2.0245435743726373e-05,2.051689500642893e-05,2.1137457564251744e-05,2.1782197884067777e-05,2.234202118615121e-05,2.268483433180961e-05,2.282577299318376e-05,2.3115709569930358e-05,2.3286919575588386e-05,2.3590812421453227e-05,2.3497246448211372e-05,2.385067422108625e-05,2.5066638738884938e-05
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024754608237931557,1.4313231537364975e-05,4.165773772474551e-05,-0.00014366214172414384,-1.518569199003778e-05,1.0125387426151208e-05,5.084140065673722e-06,0.00013073557769701033,-0.00046667723866636134,5.041681363353269e-05,0.00021829040918743602,8.329329150091751e-05,-0.0007616178656252848,-0.00015139131782353842,0.0005170405705800661,0.00020431028383305916,-0.00013685873980563224,-0.000458937800540529,-6.836906588953448e-05,0.00033818482723759944,8.483482264765767e-06,-0.0003644920968914063,-0.0004414288429998773,0.0002373608476649676,4.304501141871582e-05,0.00017760377794737527,2.5810735654412413e-05,-0.00014447760015621428,-1.5256812295217585e-05,6.377979330916958e-05,2.069886798756939e-05,2.0854250587809242e-05,1.8424931585479292e-05,1.4024379076808206e-05,1.215942140553642e-05,1.215025969561771e-05,1.2233448021688707e-05,1.2578294783069767e-05,2.5217423320008075e-05,2.5616140935714278e-05,2.545782658830236e-05,2.672397489921689e-05,2.788164856467896e-05,3.37345153298349e-05,3.289310389080241e-05,3.408449264877006e-05,3.545032036361196e-05,3.6334242136671887e-05,3.65676825054282e-05,3.697666123624933e-05,3.731674390846946e-05,3.817501289375474e-05,3.876979110174761e-05,3.6084310690060514e-05,3.695394019564806e-05,3.774441252752444e-05,3.825050538349599e-05,3.940744611216369e-05,4.06094624536414e-05,4.1653164447701125e-05,4.229228533170725e-05,4.2555043172205504e-05,4.30955840574729e-05,4.341477803107823e-05,4.3981338172518435e-05,4.3806899215644186e-05,4.446580939307561e-05,4.6732782895627083e-05
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03197592029295376,0.0001848862831414361,0.0005380996088761233,-0.0018557066824621614,-0.00019615599325976604,0.00013079123618598906,6.567264403281939e-05,0.0016887322036012837,0.0015433988580571686,-0.0005543847840537922,0.001685715177550881,0.004801069305114133,-0.007139946890944278,0.0038639198614536384,-0.0022884820178154107,-0.005334008959107215,-0.016282110148693102,0.003297813911846713,-0.008915295454788202,-0.0072099284516900205,0.0,0.0015734754569357804,0.0001873550273168668,0.0003838735450545931,6.961485557863091e-05,0.00028723099250125466,4.1742598636617275e-05,-0.00023365744223844678,-2.4674189865821986e-05,0.00010314833133305426,3.347539373561902e-05,3.372668736799757e-05,2.979785366746509e-05,2.2681028342983866e-05,1.9664912080802774e-05,1.9650095239269125e-05,1.978463216037885e-05,2.034233807562914e-05,4.078305997902735e-05,4.1427888922485664e-05,4.117185390081898e-05,4.32195414004936e-05,4.509179749643015e-05,5.4557388540508584e-05,5.319660981424309e-05,5.5123391887016565e-05,5.733228662255707e-05,5.8761815493529105e-05,5.9139348615754466e-05,5.9800772421728186e-05,6.0350773579383524e-05,6.173881529406663e-05,6.270072464630233e-05,5.8357612056546704e-05,5.976402665472912e-05,6.104242374207905e-05,6.186090606828893e-05,6.373197681690429e-05,6.567594642585724e-05,6.736388101314219e-05,6.839750387839082e-05,6.882245089351747e-05,6.969664454388458e-05,7.021286330284593e-05,7.112913678316429e-05,7.084702412040246e-05,7.191265136335685e-05,7.557893063194886e-05
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1372689885577515,0.0007936957827174572,0.002310000412092089,-0.007966337701234949,-0.0008420753663263003,0.0005614718994475798,0.000281925190571769,0.007249535256826781,-0.017089424272139317,0.004122072176128547,0.005372355980876709,0.009304611766052434,-0.015281107354145812,-0.006546386069679014,0.004989287343777154,0.0066093393879586146,-0.01229346230447062,-0.02309889220067621,-0.015068964741702441,-0.005417643529449276,0.01775690363769744,0.02125688788297446,-0.023485877829123383,0.019792189514307487,0.003589282023660795,0.014809382702209828,0.0021522124503737805,-0.01204717657100858,-0.00127217998798769,0.005318239165290868,0.0017259624827421355,0.001738918966094058,0.0015363516827453796,0.0011694142957413,0.0010139059377745616,0.0010131419941807054,0.0010200786020130306,0.0010488334388859821,0.0021027394632352203,0.0021359862884401115,0.0021227853431382004,0.0022283623478099868,0.002324894260330501,0.002812931985833711,0.0027427714061733772,0.0028421146311193024,0.0029560033420924225,0.0030297086200282157,0.003049173902799768,0.0030832763448299105,0.003111633931034141,0.003183200166907069,0.0032327953850206648,0.003008868238787682,0.003081381764717145,0.0031472948179955273,0.003189495062120629,0.003285965859153389,0.003386195258668484,0.0034732237128810572,0.003526516417989012,0.0035484263202610056,0.0035934989922990213,0.0036201147871089967,0.003667357058953658,0.00365281157292624,0.0037077543961970827,0.003896784599062425
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
