,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.3543083900226757,0.017715419501133787,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.4746011192165941,91.66735188312164,18.33347037662433,0,0.95,0.1,-0.05
Indirect Heating Oil,0.03897392290249433,0.0019486961451247167,7487.2448979591845,374.3622448979592,25.0,1,-0.05,0.05,0.4637441316581297,85.70516114822699,17.1410322296454,0,0.95,0.1,-0.05
Indirect Heating Gas,0.03897392290249433,0.0019486961451247167,8250.14172335601,412.50708616780054,25.0,1,-0.05,0.05,0.5897069941644886,64.11695176565597,12.823390353131197,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.4379251700680272,0.021896258503401364,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.42157860908375744,84.85133250128476,16.970266500256955,0,0.9,0.1,-0.05
Indirect Heating Electric,0.05668934240362813,0.002834467120181407,6348.781179138323,317.43905895691614,25.0,1,-0.05,0.05,0.9,864.8907569194624,172.9781513838925,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.7086167800453514,0.035430839002267574,0.0,0.0,20.0,1,-0.05,0.05,0.5912253878937739,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.7745181405895691,0.03872590702947847,21764.94937074829,1088.247468537415,20.0,1,-0.432959407,0.05,3.0,864.8907569194624,172.9781513838925,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.15589569160997732,0.007794784580498867,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.6148209539032857,91.66735188312164,18.33347037662433,0,0.9,0.1,-0.05
Direct Heating Oil,0.010629251700680272,0.0005314625850340137,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.5822189216476302,85.70516114822699,17.1410322296454,0,0.9,0.1,-0.05
Direct Heating Gas,0.010629251700680272,0.0005314625850340137,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.3356922264198316,64.11695176565597,12.823390353131197,0,0.95,0.1,-0.05
Direct Heating Biomass,0.15589569160997732,0.007794784580498867,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.5976457486261701,84.85133250128476,16.970266500256955,0,0.9,0.1,-0.05
Direct Heating Electric,0.04251700680272109,0.0021258503401360546,1118.112244897959,55.90561224489796,12.5,1,-0.05,0.05,0.4504926722150844,864.8907569194624,172.9781513838925,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.7086167800453514,0.035430839002267574,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
