,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Indirect Heating Oil,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Indirect Heating Gas,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Indirect Heating Biomass,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Indirect Heating Electric,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Indirect Heating Steam Distributed,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061,0.0200911558723061
Heat Pumps (Electricity),0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037,0.003415496498292037
Direct Heating Coal,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937
Direct Heating Oil,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937
Direct Heating Gas,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937,0.9799088441276937
