,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012328178493203976,3.746805298785014e-05,2.527785186640704e-05,-0.00011926117957390594,0.00030681722266449386,0.0002599282118918461,-0.00021915515904606664,0.0003302617280508168,0.0013800328401463876,-0.0018152050935643766,-0.0007485683407719709,0.0003750239406916125,0.00015983723025021963,5.280151885574732e-05,0.0010906028637781855,0.0004610910559700375,-1.4775668791110025e-05,-0.0009706205212133461,0.0015428149197730912,-0.0011353296279774789,0.0020743273082148715,-0.0014119138061265439,-0.002124565515856146,7.667890533798324e-05,0.00014911260888934388,1.936868121857967e-05,2.1521610916982407e-05,-8.786794936973348e-05,-4.3098062960980066e-06,6.378937090569991e-05,2.3370837101387975e-05,2.274057960380445e-05,2.222519764879323e-05,2.0788941769330155e-05,2.373852193023507e-05,2.3572752159941235e-05,2.456757851324607e-05,2.491469791946269e-05,1.951347010315939e-05,1.8992063933438632e-05,1.9341676118156013e-05,1.981405764403055e-05,2.088636786239757e-05,1.8635596607843993e-05,1.773113347518858e-05,1.9000996389732143e-05,1.8821724069226917e-05,1.935808690995181e-05,1.626621064296772e-05,1.563262944071636e-05,1.5597315078624005e-05,1.6514034372242707e-05,1.5915975263623792e-05,1.4889573715979156e-05,1.5056797607065084e-05,1.4887496400560736e-05,1.5128049525875693e-05,1.572880914453372e-05,1.5643431480886474e-05,1.5910158780456507e-05,1.7317124512537413e-05,1.6999295253702744e-05,1.7031909105753385e-05,1.7218244298677693e-05,1.6619561995436565e-05,1.6666924786948225e-05,1.600426116885674e-05,1.792453154053045e-05
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5426868781232896e-05,1.3806227152743143e-06,9.314382172838392e-07,-4.394535622748653e-06,1.130560019185768e-05,9.577834049580413e-06,-8.075428708469765e-06,1.2169483262996315e-05,0.00014291693820238618,-0.00016144485246518268,-9.619402905024946e-06,-1.4001615231813323e-05,-3.8051646839599686e-06,-2.236778580341232e-05,0.0,1.580092929865164e-05,-1.580092929865164e-05,2.335688961540873e-05,5.711059209423941e-06,-4.9626319512168685e-06,3.3206412091060786e-05,-5.7311728964676586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041743740615352194,1.2686843284669287e-05,8.559188952417239e-06,-4.038234641361231e-05,0.00010388962624356674,8.801280628607801e-05,-7.420687588826193e-05,0.00011182803622231096,8.162603809265556e-05,7.016202037463039e-05,0.0004294847919266168,0.0007883012654466287,0.0003915746013138937,-0.00016633410393452694,0.0004505074753019737,0.00022682695038830523,-0.0018809856174766208,-0.00024885534920635017,0.00018185428637073784,0.00011414345661633767,-0.00022426974710155643,0.00011604771845490383,0.00013716425658673488,0.00010909203592723264,0.00021214437027313336,2.755606457926032e-05,3.0619064539570255e-05,-0.00012501082856156598,-6.131615223522233e-06,9.075393437017526e-05,3.3249981718911845e-05,3.235330650860793e-05,3.162006616689466e-05,2.957668699614847e-05,3.377309151529834e-05,3.353724879353844e-05,3.49526006663593e-05,3.544645177922011e-05,2.7762057532977263e-05,2.7020246465786357e-05,2.751764408573929e-05,2.81897071800815e-05,2.9715296315078413e-05,2.6513095951322986e-05,2.522630496066321e-05,2.7032954782872523e-05,2.677790181435319e-05,2.754099192410985e-05,2.3142140958336013e-05,2.2240737071907612e-05,2.2190494888074588e-05,2.3494722871945237e-05,2.2643856711609785e-05,2.118358241559419e-05,2.142149393315933e-05,2.1180626993016087e-05,2.1522864927602147e-05,2.2377573137289872e-05,2.225610526931541e-05,2.263558152838969e-05,2.463728924077769e-05,2.418510958627313e-05,2.4231509720754746e-05,2.4496611126042292e-05,2.3644858338932664e-05,2.371224197372053e-05,2.276946217119385e-05,2.5501454802716574e-05
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03620939255379809,0.0011004832868144188,0.0007424419281826937,-0.0035028490786381122,0.009011603185214302,0.007634414658570231,-0.006436859418010213,0.00970019744853632,0.020082922081206232,-0.03521361434023343,-0.008845125021046113,0.0189392301129122,0.018350313132947604,0.0002334019119147879,0.05674151241498671,-0.002833988523740047,-0.05423806340854805,-0.012634232604258493,0.02762539272660245,-0.015856862780336517,-0.018510001128093027,0.015220610373069009,-0.035647733780604623,0.0027766896629278053,0.005399652458394445,0.0007013769522024246,0.0007793386499107546,-0.0031818663248018852,-0.00015606632018087124,0.0023099349947394853,0.0008463026631295376,0.0008234798349891354,0.0008048168697233835,0.0007528073002564598,0.0008596172332707637,0.0008536143931732049,0.0008896389561146369,0.0009022088130106881,0.0007066200343427974,0.0006877389207526964,0.0007003990459208825,0.0007175048834921412,0.0007563352852260757,0.0006748305578361119,0.0006420782197598812,0.0006880623820611914,0.000681570588822851,0.0007009933120458375,0.0005890305651632746,0.0005660873793266949,0.0005648085788046571,0.0005980047358856086,0.0005763478729270549,0.0005391799118718009,0.0005452354084614364,0.000539104688311684,0.0005478155765735737,0.0005695702301602365,0.0005664785418393048,0.0005761372469587425,0.0006270861642279774,0.0006155769595296082,0.0006167579694235162,0.0006235055227662573,0.0006018260927396837,0.0006035411899104129,0.000579544874232181,0.0006490815332070367
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023099186099598537,7.020352027131043e-05,4.73628610083883e-05,-0.00022345849250592163,0.000574880395250279,0.00048702491956419006,-0.00041062885375020087,0.0006188081330933256,0.0016100171586020742,-0.0021317736811439733,0.0007190346022625233,-0.00014754311000734436,-0.0006697262343176445,-0.0012253180676963713,0.001653160122422641,-7.944792306376113e-05,-0.002596999459060715,0.0013119932088696403,-6.4219552431540525e-06,-0.00086608847984203,0.00015375482934619337,-0.000614330557058654,-3.7549331724280324e-05,5.4479854923791446e-05,0.00010594352206506312,1.376131985977489e-05,1.5290962166392073e-05,-6.242959667999883e-05,-3.062088859069265e-06,4.532192598869802e-05,1.660482513566187e-05,1.6157031353504365e-05,1.579085588431135e-05,1.4770405584431704e-05,1.6866062773901133e-05,1.6748284448864443e-05,1.7455101990970775e-05,1.770172803249525e-05,1.3864191404324398e-05,1.3493735770437145e-05,1.3742132914593575e-05,1.4077756863382114e-05,1.483962617897065e-05,1.3240468094042235e-05,1.2597853022350716e-05,1.3500082221535193e-05,1.3372710423908064e-05,1.3753792673588254e-05,1.1557035042201493e-05,1.1106879789868004e-05,1.108178916924582e-05,1.173311216221256e-05,1.1308195122386802e-05,1.0578943613606976e-05,1.0697755081845407e-05,1.057746769474676e-05,1.074837909874728e-05,1.1175214833090974e-05,1.1114554567940183e-05,1.130406254957854e-05,1.2303702393531108e-05,1.2077886807933823e-05,1.2101058734037856e-05,1.2233448655789335e-05,1.1808088840306074e-05,1.1841739790316094e-05,1.1370921673941724e-05,1.2735261068226545e-05
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007066840117246263,0.00021477685459827915,0.0001448993764535493,-0.0006836368314326317,0.0017587580022326715,0.0014899777095326618,-0.0012562557158804812,0.0018931481485826786,0.005175962270093171,-0.005738518565094211,0.0030713410079019066,-0.00022738097994461602,-0.001254726350814108,0.0011226705297711116,0.0016081651648054938,-0.0019495784445110863,-0.0018622917694855762,0.0020283145259170493,0.000207366387133652,0.0016789658093673866,0.00037194513633065536,-0.002800733578461478,-0.0008108867274794503,0.0011206466916638383,0.0021792506178936293,0.00028306935830422347,0.0003145339903730324,-0.0012841723069786715,-6.298694727246977e-05,0.0009322687531035916,0.0003415600570149408,0.0003323489711700225,0.0003248167681438839,0.0003038261789771873,0.00034693369641688315,0.00034451100475431373,0.000359050190684225,0.0003641232705942077,0.0002851854185658871,0.00027756517286030985,0.0002826746842238513,0.000289578444675833,0.00030525004162096706,0.00027235547499943063,0.00025913692926151505,0.00027769571890226547,0.00027507569019951517,0.0002829145246265353,0.0002377273783787208,0.00022846771726236362,0.00022795160500341602,0.00024134927205473472,0.00023260875915177143,0.0002176081081432836,0.00022005205148710458,0.000217577748598638,0.00022109338386838706,0.00022987336417936918,0.00022862558689452223,0.00023252375242677203,0.00025308627201400813,0.0002484412616835172,0.0002489179065344252,0.0002516411576889664,0.00024289153692262294,0.00024358373454050342,0.00023389903979913892,0.00026196340286786107
