,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4815563902532986,0.02407781951266493,48497.92930752192,2424.8964653760954,25.0,1,-0.05,0.05,0.5446464160611352,103.33459974833029,20.66691994966606,0,0.95,0.1,-0.05
Indirect Heating Oil,0.05297120292786285,0.002648560146393143,10176.249638832707,508.8124819416355,25.0,1,-0.05,0.05,0.5764031537301809,348.5224324847547,69.70448649695093,0,0.95,0.1,-0.05
Indirect Heating Gas,0.05297120292786285,0.002648560146393143,11213.136858326108,560.6568429163054,25.0,1,-0.05,0.05,0.6384235203447876,208.15577711096057,41.631155422192116,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5952036983530772,0.02976018491765386,48497.92930752192,2424.8964653760954,25.0,1,-0.05,0.05,0.5507285603499311,96.29667989546029,19.25933597909205,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07704902244052779,0.0038524511220263897,8628.912645670809,431.4456322835405,25.0,1,-0.05,0.05,0.9,2092.556480495596,418.51129609911925,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9631127805065972,0.04815563902532987,0.0,0.0,20.0,1,-0.05,0.05,0.7195951949914385,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0526822690937108,0.052634113454685535,29581.71679861312,1479.0858399306562,20.0,1,-0.432959407,0.05,3.0,2092.556480495596,418.51129609911925,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.2118848117114514,0.010594240585572573,6060.656842916305,303.03284214581527,15.0,1,-0.05,0.05,0.2688881401792873,103.33459974833029,20.66691994966606,0,0.9,0.1,-0.05
Direct Heating Oil,0.01444669170759896,0.000722334585379948,2539.052472117885,126.95262360589425,15.0,1,-0.05,0.05,0.4182830246623419,348.5224324847547,69.70448649695093,0,0.9,0.1,-0.05
Direct Heating Gas,0.01444669170759896,0.000722334585379948,2539.052472117885,126.95262360589425,15.0,1,-0.05,0.05,0.44861087096855035,208.15577711096057,41.631155422192116,0,0.95,0.1,-0.05
Direct Heating Biomass,0.2118848117114514,0.010594240585572573,6060.656842916305,303.03284214581527,15.0,1,-0.05,0.05,0.11289263143445169,96.29667989546029,19.25933597909205,0,0.9,0.1,-0.05
Direct Heating Electric,0.05778676683039584,0.002889338341519792,1519.6763941057498,75.98381970528749,12.5,1,-0.05,0.05,0.3770411524628637,2092.556480495596,418.51129609911925,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9631127805065972,0.04815563902532987,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
