,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4338018393197987,0.02169009196598993,43688.53027936838,2184.426513968419,25.0,1,-0.05,0.05,0.5446464160611352,82.7414301128818,16.54828602257636,0,0.95,0.1,-0.05
Indirect Heating Oil,0.047718202325177865,0.002385910116258893,9167.100468505983,458.3550234252993,25.0,1,-0.05,0.05,0.5764031537301809,236.36727395971667,47.27345479194334,0,0.95,0.1,-0.05
Indirect Heating Gas,0.047718202325177865,0.002385910116258893,10101.162588929375,505.0581294464688,25.0,1,-0.05,0.05,0.6384235203447876,64.36216246126604,12.872432492253209,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5361790733992712,0.02680895366996356,43688.53027936838,2184.426513968419,25.0,1,-0.05,0.05,0.5507285603499311,82.57312416998671,16.514624833997342,0,0.9,0.1,-0.05
Indirect Heating Electric,0.0694082942911678,0.0034704147145583892,7773.208398403608,388.6604199201805,25.0,1,-0.05,0.05,0.9,409.5444057104913,81.90888114209827,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8676036786395974,0.04338018393197987,0.0,0.0,20.0,1,-0.05,0.05,0.7195951949914385,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.9482908207530799,0.04741454103765401,26648.18371681416,1332.409185840708,20.0,1,-0.432959407,0.05,3.0,409.5444057104913,81.90888114209827,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.19087280930071146,0.009543640465035572,5459.6390768696865,272.9819538434843,15.0,1,-0.05,0.05,0.2688881401792873,82.7414301128818,16.54828602257636,0,0.9,0.1,-0.05
Direct Heating Oil,0.01301405517959396,0.0006507027589796983,2287.2620005205617,114.36310002602808,15.0,1,-0.05,0.05,0.4182830246623419,236.36727395971667,47.27345479194334,0,0.9,0.1,-0.05
Direct Heating Gas,0.01301405517959396,0.0006507027589796983,2287.2620005205617,114.36310002602808,15.0,1,-0.05,0.05,0.44861087096855035,64.36216246126604,12.872432492253209,0,0.95,0.1,-0.05
Direct Heating Biomass,0.19087280930071146,0.009543640465035572,5459.6390768696865,272.9819538434843,15.0,1,-0.05,0.05,0.11289263143445169,82.57312416998671,16.514624833997342,0,0.9,0.1,-0.05
Direct Heating Electric,0.05205622071837584,0.002602811035918793,1368.9744924518475,68.44872462259241,12.5,1,-0.05,0.05,0.12749211286429973,409.5444057104913,81.90888114209827,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8676036786395974,0.04338018393197987,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
