Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.5613,13.77,14.3587,14.9485,15.5559,16.1417,16.7925,17.4644,18.1517,18.8726,19.6075,20.3881,20.9511,21.4306,21.9184,22.4137,22.925,23.4429,23.9821,24.5393,25.1058,25.6794,26.2735,26.8845,27.509,28.1324,28.7758,29.4461,30.1078,30.8124,31.5134,32.2394,31.4412,30.6601,29.8959,29.1481,28.4168,27.7024,27.0048,26.3244,25.6611,25.0149
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.3515,18.2842,19.0659,19.849,20.6555,21.4334,22.2975,23.1897,24.1023,25.0596,26.0354,27.0719,27.8195,28.4562,29.1038,29.7615,30.4404,31.1282,31.8441,32.584,33.3362,34.0979,34.8867,35.698,36.5272,37.3549,38.2093,39.0994,39.978,40.9136,41.8444,42.8085,41.7486,40.7114,39.6966,38.7037,37.7327,36.784,35.8577,34.9543,34.0735,33.2156
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5351,1.8284,1.9066,1.9849,2.0656,2.1433,2.2298,2.319,2.4102,2.506,2.6035,2.7072,2.7819,2.8456,2.9104,2.9762,3.044,3.1128,3.1844,3.2584,3.3336,3.4098,3.4887,3.5698,3.6527,3.7355,3.8209,3.9099,3.9978,4.0914,4.1844,4.2808,4.1749,4.0711,3.9697,3.8704,3.7733,3.6784,3.5858,3.4954,3.4073,3.3216
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.3515,18.2842,19.0659,19.849,20.6555,21.4334,22.2975,23.1897,24.1023,25.0596,26.0354,27.0719,27.8195,28.4562,29.1038,29.7615,30.4404,31.1282,31.8441,32.584,33.3362,34.0979,34.8867,35.698,36.5272,37.3549,38.2093,39.0994,39.978,40.9136,41.8444,42.8085,41.7486,40.7114,39.6966,38.7037,37.7327,36.784,35.8577,34.9543,34.0735,33.2156
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5351,1.8284,1.9066,1.9849,2.0656,2.1433,2.2298,2.319,2.4102,2.506,2.6035,2.7072,2.7819,2.8456,2.9104,2.9762,3.044,3.1128,3.1844,3.2584,3.3336,3.4098,3.4887,3.5698,3.6527,3.7355,3.8209,3.9099,3.9978,4.0914,4.1844,4.2808,4.1749,4.0711,3.9697,3.8704,3.7733,3.6784,3.5858,3.4954,3.4073,3.3216
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.7543,9.2357,9.6306,10.0261,10.4335,10.8264,11.2629,11.7136,12.1745,12.6581,13.151,13.6745,14.0521,14.3738,14.7009,15.0331,15.376,15.7234,16.0851,16.4588,16.8387,17.2235,17.6219,18.0317,18.4506,18.8687,19.3002,19.7499,20.1936,20.6662,21.1364,21.6234,21.088,20.5641,20.0515,19.55,19.0595,18.5803,18.1124,17.6561,17.2112,16.7778
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7754,0.9236,0.9631,1.0026,1.0433,1.0826,1.1263,1.1714,1.2175,1.2658,1.3151,1.3675,1.4052,1.4374,1.4701,1.5033,1.5376,1.5723,1.6085,1.6459,1.6839,1.7223,1.7622,1.8032,1.8451,1.8869,1.93,1.975,2.0194,2.0666,2.1136,2.1623,2.1088,2.0564,2.0052,1.955,1.9059,1.858,1.8112,1.7656,1.7211,1.6778
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.0813,-17.9624,-18.7304,-19.4996,-20.292,-21.0561,-21.9051,-22.7816,-23.6781,-24.6185,-25.5772,-26.5954,-27.3298,-27.9553,-28.5916,-29.2377,-29.9047,-30.5803,-31.2836,-32.0105,-32.7494,-33.4977,-34.2727,-35.0697,-35.8843,-36.6975,-37.5368,-38.4113,-39.2744,-40.1935,-41.108,-42.055,-41.0138,-39.9949,-38.998,-38.0225,-37.0686,-36.1366,-35.2266,-34.3391,-33.4738,-32.631
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
