Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,10.6351,13.198,13.811,14.3518,14.94,15.4835,16.1033,16.7506,17.4282,18.1411,18.8702,19.6465,20.1945,20.6606,21.1347,21.6179,22.1191,22.6239,23.143,23.6774,24.227,24.7694,25.3481,25.937,26.5301,27.15,27.7751,28.4386,29.0964,29.7944,30.4916,31.2142,30.4652,29.7327,29.0159,28.3145,27.628,26.9562,26.3003,25.6615,25.04,24.4352
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.1215,17.5246,18.3387,19.0567,19.8378,20.5594,21.3825,22.2419,23.1417,24.0883,25.0564,26.0872,26.8148,27.4337,28.0633,28.7049,29.3704,30.0407,30.7299,31.4395,32.1694,32.8896,33.658,34.4399,35.2274,36.0506,36.8805,37.7616,38.635,39.5619,40.4876,41.4471,40.4526,39.4799,38.5282,37.5968,36.6852,35.7932,34.9223,34.0741,33.2488,32.4458
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.4122,1.7525,1.8339,1.9057,1.9838,2.0559,2.1382,2.2242,2.3142,2.4088,2.5056,2.6087,2.6815,2.7434,2.8063,2.8705,2.937,3.0041,3.073,3.1439,3.2169,3.289,3.3658,3.444,3.5227,3.6051,3.6881,3.7762,3.8635,3.9562,4.0488,4.1447,4.0453,3.948,3.8528,3.7597,3.6685,3.5793,3.4922,3.4074,3.3249,3.2446
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.1215,17.5246,18.3387,19.0567,19.8378,20.5594,21.3825,22.2419,23.1417,24.0883,25.0564,26.0872,26.8148,27.4337,28.0633,28.7049,29.3704,30.0407,30.7299,31.4395,32.1694,32.8896,33.658,34.4399,35.2274,36.0506,36.8805,37.7616,38.635,39.5619,40.4876,41.4471,40.4526,39.4799,38.5282,37.5968,36.6852,35.7932,34.9223,34.0741,33.2488,32.4458
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.4122,1.7525,1.8339,1.9057,1.9838,2.0559,2.1382,2.2242,2.3142,2.4088,2.5056,2.6087,2.6815,2.7434,2.8063,2.8705,2.937,3.0041,3.073,3.1439,3.2169,3.289,3.3658,3.444,3.5227,3.6051,3.6881,3.7762,3.8635,3.9562,4.0488,4.1447,4.0453,3.948,3.8528,3.7597,3.6685,3.5793,3.4922,3.4074,3.3249,3.2446
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.1331,8.852,9.2632,9.6259,10.0204,10.3849,10.8007,11.2348,11.6893,12.1675,12.6565,13.1771,13.5447,13.8573,14.1753,14.4994,14.8355,15.1741,15.5222,15.8807,16.2494,16.6131,17.0013,17.3962,17.794,18.2098,18.629,19.0741,19.5153,19.9835,20.4511,20.9357,20.4334,19.942,19.4613,18.9909,18.5304,18.0798,17.6399,17.2115,16.7946,16.389
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7133,0.8852,0.9263,0.9626,1.002,1.0385,1.0801,1.1235,1.1689,1.2167,1.2656,1.3177,1.3545,1.3857,1.4175,1.4499,1.4836,1.5174,1.5522,1.5881,1.6249,1.6613,1.7001,1.7396,1.7794,1.821,1.8629,1.9074,1.9515,1.9983,2.0451,2.0936,2.0433,1.9942,1.9461,1.8991,1.853,1.808,1.764,1.7211,1.6795,1.6389
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-13.873,-17.2162,-18.0159,-18.7213,-19.4886,-20.1975,-21.0061,-21.8505,-22.7344,-23.6644,-24.6154,-25.6281,-26.3429,-26.9509,-27.5693,-28.1997,-28.8535,-29.512,-30.189,-30.8861,-31.6032,-32.3107,-33.0656,-33.8337,-34.6074,-35.4161,-36.2314,-37.097,-37.9551,-38.8656,-39.775,-40.7176,-39.7406,-38.785,-37.8501,-36.9351,-36.0395,-35.1633,-34.3077,-33.4744,-32.6636,-31.8748
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 BIGCC + CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-13.873,-17.2162,-18.0159,-18.7213,-19.4886,-20.1975,-21.0061,-21.8505,-22.7344,-23.6644,-24.6154,-25.6281,-26.3429,-26.9509,-27.5693,-28.1997,-28.8535,-29.512,-30.189,-30.8861,-31.6032,-32.3107,-33.0656,-33.8337,-34.6074,-35.4161,-36.2314,-37.097,-37.9551,-38.8656,-39.775,-40.7176,-39.7406,-38.785,-37.8501,-36.9351,-36.0395,-35.1633,-34.3077,-33.4744,-32.6636,-31.8748
13 Biogas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14 Biogas + CCS,0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-5.3241,-6.6072,-6.9141,-7.1848,-7.4793,-7.7513,-8.0617,-8.3857,-8.7249,-9.0818,-9.4468,-9.8354,-10.1098,-10.3431,-10.5805,-10.8224,-11.0733,-11.326,-11.5858,-11.8534,-12.1286,-12.4001,-12.6898,-12.9846,-13.2815,-13.5919,-13.9048,-14.2369,-14.5663,-14.9157,-15.2647,-15.6265,-15.2515,-14.8848,-14.526,-14.1748,-13.8311,-13.4948,-13.1665,-12.8467,-12.5355,-12.2328
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 Large Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17 Onshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 Offshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Fuel Cells,0.0,0.0,0.0,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,5.0823,6.3071,6.6,6.8585,7.1396,7.3993,7.6955,8.0048,8.3286,8.6693,9.0177,9.3887,9.6506,9.8733,10.0999,10.3308,10.5703,10.8116,11.0596,11.315,11.5777,11.8369,12.1134,12.3948,12.6783,12.9745,13.2732,13.5903,13.9046,14.2382,14.5714,14.9167,14.5588,14.2087,13.8662,13.531,13.2029,12.8819,12.5684,12.2632,11.9661,11.6772
24 CHP,0.0,0.0,0.0,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,5.0823,6.3071,6.6,6.8585,7.1396,7.3993,7.6955,8.0048,8.3286,8.6693,9.0177,9.3887,9.6506,9.8733,10.0999,10.3308,10.5703,10.8116,11.0596,11.315,11.5777,11.8369,12.1134,12.3948,12.6783,12.9745,13.2732,13.5903,13.9046,14.2382,14.5714,14.9167,14.5588,14.2087,13.8662,13.531,13.2029,12.8819,12.5684,12.2632,11.9661,11.6772
