Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,12.048,14.6466,15.5134,16.0985,16.7373,17.3586,18.0339,18.7368,19.4636,20.2085,20.9644,21.7592,22.3645,22.8867,23.4157,23.9506,24.4983,25.0464,25.6132,26.2024,26.8008,27.4081,28.0392,28.6901,29.3567,30.0353,30.7384,31.4764,32.1977,32.9701,33.7404,34.5523,33.7325,32.925,32.1307,31.3506,30.5908,29.849,29.13,28.4274,27.7391,27.067
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.9976,19.4481,20.5991,21.3761,22.2243,23.0493,23.9459,24.8792,25.8443,26.8334,27.8371,28.8925,29.6963,30.3896,31.0921,31.8023,32.5296,33.2573,34.0099,34.7923,35.5868,36.3933,37.2313,38.0955,38.9807,39.8818,40.8154,41.7952,42.753,43.7787,44.8014,45.8795,44.791,43.7187,42.6641,41.6282,40.6193,39.6344,38.6796,37.7467,36.8327,35.9403
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5998,1.9448,2.0599,2.1376,2.2224,2.3049,2.3946,2.4879,2.5844,2.6833,2.7837,2.8892,2.9696,3.039,3.1092,3.1802,3.253,3.3257,3.401,3.4792,3.5587,3.6393,3.7231,3.8096,3.8981,3.9882,4.0815,4.1795,4.2753,4.3779,4.4801,4.588,4.4791,4.3719,4.2664,4.1628,4.0619,3.9634,3.868,3.7747,3.6833,3.594
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.9976,19.4481,20.5991,21.3761,22.2243,23.0493,23.9459,24.8792,25.8443,26.8334,27.8371,28.8925,29.6963,30.3896,31.0921,31.8023,32.5296,33.2573,34.0099,34.7923,35.5868,36.3933,37.2313,38.0955,38.9807,39.8818,40.8154,41.7952,42.753,43.7787,44.8014,45.8795,44.791,43.7187,42.6641,41.6282,40.6193,39.6344,38.6796,37.7467,36.8327,35.9403
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5998,1.9448,2.0599,2.1376,2.2224,2.3049,2.3946,2.4879,2.5844,2.6833,2.7837,2.8892,2.9696,3.039,3.1092,3.1802,3.253,3.3257,3.401,3.4792,3.5587,3.6393,3.7231,3.8096,3.8981,3.9882,4.0815,4.1795,4.2753,4.3779,4.4801,4.588,4.4791,4.3719,4.2664,4.1628,4.0619,3.9634,3.868,3.7747,3.6833,3.594
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,8.0807,9.8236,10.405,10.7974,11.2259,11.6426,12.0956,12.567,13.0544,13.5541,14.061,14.5941,15.0001,15.3504,15.7052,16.064,16.4313,16.7989,17.1791,17.5743,17.9756,18.3829,18.8062,19.2428,19.6899,20.145,20.6166,21.1116,21.5954,22.1134,22.63,23.1746,22.6248,22.0832,21.5504,21.0272,20.5176,20.0201,19.5378,19.0666,18.6049,18.1541
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.8081,0.9824,1.0405,1.0797,1.1226,1.1643,1.2096,1.2567,1.3054,1.3554,1.4061,1.4594,1.5,1.535,1.5705,1.6064,1.6431,1.6799,1.7179,1.7574,1.7976,1.8383,1.8806,1.9243,1.969,2.0145,2.0617,2.1112,2.1595,2.2113,2.263,2.3175,2.2625,2.2083,2.155,2.1027,2.0518,2.002,1.9538,1.9067,1.8605,1.8154
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.7161,-19.1058,-20.2366,-20.9998,-21.8332,-22.6436,-23.5245,-24.4413,-25.3894,-26.3611,-27.3471,-28.384,-29.1736,-29.8547,-30.5448,-31.2426,-31.957,-32.672,-33.4114,-34.18,-34.9605,-35.7527,-36.576,-37.425,-38.2946,-39.1798,-40.097,-41.0596,-42.0006,-43.0082,-44.0129,-45.072,-44.0027,-42.9493,-41.9132,-40.8956,-39.9044,-38.9368,-37.9989,-37.0823,-36.1845,-35.3078
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 BIGCC + CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.7161,-19.1058,-20.2366,-20.9998,-21.8332,-22.6436,-23.5245,-24.4413,-25.3894,-26.3611,-27.3471,-28.384,-29.1736,-29.8547,-30.5448,-31.2426,-31.957,-32.672,-33.4114,-34.18,-34.9605,-35.7527,-36.576,-37.425,-38.2946,-39.1798,-40.097,-41.0596,-42.0006,-43.0082,-44.0129,-45.072,-44.0027,-42.9493,-41.9132,-40.8956,-39.9044,-38.9368,-37.9989,-37.0823,-36.1845,-35.3078
13 Biogas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14 Biogas + CCS,0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-6.0315,-7.3324,-7.7663,-8.0592,-8.3791,-8.6901,-9.0281,-9.38,-9.7439,-10.1168,-10.4952,-10.8931,-11.1961,-11.4575,-11.7224,-11.9902,-12.2644,-12.5387,-12.8225,-13.1175,-13.417,-13.7211,-14.037,-14.3628,-14.6966,-15.0363,-15.3883,-15.7577,-16.1188,-16.5055,-16.8911,-17.2976,-16.8872,-16.4829,-16.0853,-15.6948,-15.3144,-14.943,-14.5831,-14.2313,-13.8868,-13.5503
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 Large Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17 Onshore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
