Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,9.4099,11.793,12.3047,12.8292,13.4338,14.0164,14.6601,15.3384,16.0497,16.8084,17.5966,18.4543,19.0911,19.6636,20.2325,20.8436,21.4979,22.1239,22.7469,23.4708,24.1632,24.8838,25.6045,26.3451,27.1084,27.8772,28.6738,29.5052,30.3348,31.2179,32.0993,33.0113,32.3568,31.7065,31.0595,30.4138,29.7738,29.14,28.5161,27.898,27.2913,26.6975
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,12.4947,15.6591,16.3385,17.0349,17.8378,18.6114,19.4661,20.3668,21.3113,22.3187,23.3653,24.5041,25.3498,26.1099,26.8653,27.6767,28.5455,29.3768,30.2039,31.1653,32.0846,33.0415,33.9984,34.9818,35.9953,37.0162,38.0739,39.1779,40.2794,41.4521,42.6224,43.8334,42.9642,42.1008,41.2416,40.3843,39.5345,38.693,37.8645,37.0438,36.2381,35.4497
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.2495,1.5659,1.6339,1.7035,1.7838,1.8611,1.9466,2.0367,2.1311,2.2319,2.3365,2.4504,2.535,2.611,2.6865,2.7677,2.8546,2.9377,3.0204,3.1165,3.2085,3.3041,3.3998,3.4982,3.5995,3.7016,3.8074,3.9178,4.0279,4.1452,4.2622,4.3833,4.2964,4.2101,4.1242,4.0384,3.9534,3.8693,3.7864,3.7044,3.6238,3.545
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,12.4947,15.6591,16.3385,17.0349,17.8378,18.6114,19.4661,20.3668,21.3113,22.3187,23.3653,24.5041,25.3498,26.1099,26.8653,27.6767,28.5455,29.3768,30.2039,31.1653,32.0846,33.0415,33.9984,34.9818,35.9953,37.0162,38.0739,39.1779,40.2794,41.4521,42.6224,43.8334,42.9642,42.1008,41.2416,40.3843,39.5345,38.693,37.8645,37.0438,36.2381,35.4497
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.2495,1.5659,1.6339,1.7035,1.7838,1.8611,1.9466,2.0367,2.1311,2.2319,2.3365,2.4504,2.535,2.611,2.6865,2.7677,2.8546,2.9377,3.0204,3.1165,3.2085,3.3041,3.3998,3.4982,3.5995,3.7016,3.8074,3.9178,4.0279,4.1452,4.2622,4.3833,4.2964,4.2101,4.1242,4.0384,3.9534,3.8693,3.7864,3.7044,3.6238,3.545
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,6.3113,7.9097,8.2529,8.6047,9.0102,9.401,9.8327,10.2877,10.7647,11.2736,11.8023,12.3775,12.8046,13.1886,13.5702,13.98,14.4189,14.8388,15.2566,15.7422,16.2065,16.6899,17.1733,17.67,18.1819,18.6976,19.2319,19.7895,20.3459,20.9382,21.5294,22.141,21.702,21.2659,20.8319,20.3989,19.9696,19.5446,19.126,18.7115,18.3046,17.9063
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.6311,0.791,0.8253,0.8605,0.901,0.9401,0.9833,1.0288,1.0765,1.1274,1.1802,1.2377,1.2805,1.3189,1.357,1.398,1.4419,1.4839,1.5257,1.5742,1.6207,1.669,1.7173,1.767,1.8182,1.8698,1.9232,1.9789,2.0346,2.0938,2.1529,2.2141,2.1702,2.1266,2.0832,2.0399,1.997,1.9545,1.9126,1.8712,1.8305,1.7906
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-12.2748,-15.3835,-16.051,-16.7351,-17.5238,-18.2838,-19.1235,-20.0083,-20.9362,-21.9259,-22.9541,-24.0728,-24.9036,-25.6503,-26.3925,-27.1896,-28.0431,-28.8597,-29.6723,-30.6167,-31.5199,-32.4599,-33.4001,-34.3661,-35.3618,-36.3647,-37.4038,-38.4883,-39.5705,-40.7225,-41.8723,-43.0619,-42.2081,-41.3598,-40.5158,-39.6736,-38.8386,-38.012,-37.198,-36.3918,-35.6003,-34.8258
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
