Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.9561,14.4071,15.3082,16.0493,16.7843,17.5022,18.2948,19.1164,19.9781,20.8853,21.82,22.8155,23.4548,23.9961,24.5455,25.1053,25.6867,26.272,26.8792,27.5037,28.1382,28.7822,29.447,30.1302,30.8308,31.5306,32.2541,33.0112,33.761,34.5613,35.3614,36.1939,35.3126,34.4539,33.6183,32.8034,32.0067,31.2266,30.4651,29.7236,29.0006,28.2964
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.8757,19.1302,20.3266,21.3108,22.2867,23.24,24.2923,25.3833,26.5275,27.7321,28.9733,30.295,31.144,31.8627,32.5922,33.3355,34.1076,34.8847,35.6909,36.5202,37.3628,38.2179,39.1006,40.0078,40.938,41.8673,42.8279,43.8332,44.8288,45.8915,46.9539,48.0593,46.889,45.7489,44.6393,43.5573,42.4994,41.4636,40.4524,39.4678,38.5079,37.5727
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5876,1.913,2.0327,2.1311,2.2287,2.324,2.4292,2.5383,2.6527,2.7732,2.8973,3.0295,3.1144,3.1863,3.2592,3.3335,3.4108,3.4885,3.5691,3.652,3.7363,3.8218,3.9101,4.0008,4.0938,4.1867,4.2828,4.3833,4.4829,4.5892,4.6954,4.8059,4.6889,4.5749,4.4639,4.3557,4.2499,4.1464,4.0452,3.9468,3.8508,3.7573
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.8757,19.1302,20.3266,21.3108,22.2867,23.24,24.2923,25.3833,26.5275,27.7321,28.9733,30.295,31.144,31.8627,32.5922,33.3355,34.1076,34.8847,35.6909,36.5202,37.3628,38.2179,39.1006,40.0078,40.938,41.8673,42.8279,43.8332,44.8288,45.8915,46.9539,48.0593,46.889,45.7489,44.6393,43.5573,42.4994,41.4636,40.4524,39.4678,38.5079,37.5727
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5876,1.913,2.0327,2.1311,2.2287,2.324,2.4292,2.5383,2.6527,2.7732,2.8973,3.0295,3.1144,3.1863,3.2592,3.3335,3.4108,3.4885,3.5691,3.652,3.7363,3.8218,3.9101,4.0008,4.0938,4.1867,4.2828,4.3833,4.4829,4.5892,4.6954,4.8059,4.6889,4.5749,4.4639,4.3557,4.2499,4.1464,4.0452,3.9468,3.8508,3.7573
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,8.0191,9.663,10.2674,10.7645,11.2574,11.739,12.2705,12.8216,13.3995,14.008,14.635,15.3026,15.7314,16.0944,16.4629,16.8384,17.2284,17.6209,18.0282,18.447,18.8726,19.3046,19.7505,20.2087,20.6786,21.1479,21.6332,22.141,22.6439,23.1807,23.7173,24.2757,23.6845,23.1086,22.5482,22.0016,21.4672,20.9441,20.4333,19.9359,19.451,18.9787
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.8019,0.9663,1.0267,1.0764,1.1257,1.1739,1.2271,1.2822,1.34,1.4008,1.4635,1.5303,1.5731,1.6094,1.6463,1.6838,1.7228,1.7621,1.8028,1.8447,1.8873,1.9305,1.975,2.0209,2.0679,2.1148,2.1633,2.2141,2.2644,2.3181,2.3717,2.4276,2.3685,2.3109,2.2548,2.2002,2.1467,2.0944,2.0433,1.9936,1.9451,1.8979
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.5963,-18.7935,-19.9689,-20.9357,-21.8944,-22.8309,-23.8648,-24.9365,-26.0606,-27.244,-28.4634,-29.7618,-30.5959,-31.3019,-32.0186,-32.7488,-33.5073,-34.2707,-35.0628,-35.8774,-36.7052,-37.5452,-38.4124,-39.3036,-40.2175,-41.1304,-42.0742,-43.0617,-44.0398,-45.0838,-46.1275,-47.2134,-46.0638,-44.9437,-43.8537,-42.7907,-41.7514,-40.7339,-39.7404,-38.7732,-37.8301,-36.9114
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 BIGCC + CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.5963,-18.7935,-19.9689,-20.9357,-21.8944,-22.8309,-23.8648,-24.9365,-26.0606,-27.244,-28.4634,-29.7618,-30.5959,-31.3019,-32.0186,-32.7488,-33.5073,-34.2707,-35.0628,-35.8774,-36.7052,-37.5452,-38.4124,-39.3036,-40.2175,-41.1304,-42.0742,-43.0617,-44.0398,-45.0838,-46.1275,-47.2134,-46.0638,-44.9437,-43.8537,-42.7907,-41.7514,-40.7339,-39.7404,-38.7732,-37.8301,-36.9114
13 Biogas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14 Biogas + CCS,0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-5.9855,-7.2125,-7.6636,-8.0346,-8.4026,-8.762,-9.1587,-9.5701,-10.0014,-10.4556,-10.9236,-11.4219,-11.742,-12.0129,-12.288,-12.5682,-12.8593,-13.1523,-13.4563,-13.7689,-14.0866,-14.409,-14.7418,-15.0838,-15.4345,-15.7849,-16.1471,-16.5261,-16.9015,-17.3021,-17.7026,-18.1194,-17.6782,-17.2483,-16.83,-16.4221,-16.0232,-15.6327,-15.2514,-14.8802,-14.5183,-14.1657
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
