Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.214,13.4078,14.0166,14.5578,15.1351,15.692,16.309,16.9457,17.6019,18.2892,18.9891,19.732,20.2811,20.749,21.2222,21.7039,22.2037,22.6745,23.2004,23.7374,24.2837,24.8388,25.4046,25.9865,26.581,27.1746,27.7893,28.4316,29.0674,29.7457,30.4204,31.1218,30.355,29.6046,28.8715,28.1547,27.4546,26.7694,26.1008,25.4494,24.8148,24.1972
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.8902,17.8032,18.6116,19.3303,20.0968,20.8362,21.6555,22.501,23.3723,24.285,25.2142,26.2007,26.9298,27.5512,28.1794,28.819,29.4827,30.1079,30.8062,31.5192,32.2447,32.9817,33.7329,34.5056,35.2951,36.0832,36.8994,37.7522,38.5965,39.4971,40.3931,41.3244,40.3063,39.3099,38.3364,37.3846,36.455,35.5451,34.6574,33.7924,32.9498,32.1298
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.489,1.7803,1.8612,1.933,2.0097,2.0836,2.1656,2.2501,2.3372,2.4285,2.5214,2.6201,2.693,2.7551,2.8179,2.8819,2.9483,3.0108,3.0806,3.1519,3.2245,3.2982,3.3733,3.4506,3.5295,3.6083,3.6899,3.7752,3.8597,3.9497,4.0393,4.1324,4.0306,3.931,3.8336,3.7385,3.6455,3.5545,3.4657,3.3792,3.295,3.213
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.8902,17.8032,18.6116,19.3303,20.0968,20.8362,21.6555,22.501,23.3723,24.285,25.2142,26.2007,26.9298,27.5512,28.1794,28.819,29.4827,30.1079,30.8062,31.5192,32.2447,32.9817,33.7329,34.5056,35.2951,36.0832,36.8994,37.7522,38.5965,39.4971,40.3931,41.3244,40.3063,39.3099,38.3364,37.3846,36.455,35.5451,34.6574,33.7924,32.9498,32.1298
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.489,1.7803,1.8612,1.933,2.0097,2.0836,2.1656,2.2501,2.3372,2.4285,2.5214,2.6201,2.693,2.7551,2.8179,2.8819,2.9483,3.0108,3.0806,3.1519,3.2245,3.2982,3.3733,3.4506,3.5295,3.6083,3.6899,3.7752,3.8597,3.9497,4.0393,4.1324,4.0306,3.931,3.8336,3.7385,3.6455,3.5545,3.4657,3.3792,3.295,3.213
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.5213,8.9928,9.4011,9.7641,10.1513,10.5248,10.9386,11.3657,11.8058,12.2668,12.7362,13.2345,13.6028,13.9166,14.234,14.557,14.8923,15.2081,15.5608,15.921,16.2874,16.6597,17.0391,17.4295,17.8282,18.2263,18.6386,19.0694,19.4958,19.9508,20.4033,20.8737,20.3595,19.8562,19.3645,18.8837,18.4141,17.9545,17.5061,17.0692,16.6436,16.2294
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7521,0.8993,0.9401,0.9764,1.0151,1.0525,1.0939,1.1366,1.1806,1.2267,1.2736,1.3234,1.3603,1.3917,1.4234,1.4557,1.4892,1.5208,1.5561,1.5921,1.6287,1.666,1.7039,1.7429,1.7828,1.8226,1.8639,1.9069,1.9496,1.9951,2.0403,2.0874,2.0359,1.9856,1.9364,1.8884,1.8414,1.7955,1.7506,1.7069,1.6644,1.6229
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-14.6281,-17.4899,-18.2841,-18.9901,-19.7431,-20.4695,-21.2744,-22.105,-22.9609,-23.8576,-24.7705,-25.7396,-26.4559,-27.0663,-27.6835,-28.3118,-28.9638,-29.578,-30.264,-30.9645,-31.6771,-32.4012,-33.1392,-33.8983,-34.6739,-35.4482,-36.25,-37.0878,-37.9172,-38.802,-39.6821,-40.5971,-39.5969,-38.618,-37.6617,-36.7267,-35.8134,-34.9195,-34.0474,-33.1977,-32.3699,-31.5643
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 BIGCC + CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-14.6281,-17.4899,-18.2841,-18.9901,-19.7431,-20.4695,-21.2744,-22.105,-22.9609,-23.8576,-24.7705,-25.7396,-26.4559,-27.0663,-27.6835,-28.3118,-28.9638,-29.578,-30.264,-30.9645,-31.6771,-32.4012,-33.1392,-33.8983,-34.6739,-35.4482,-36.25,-37.0878,-37.9172,-38.802,-39.6821,-40.5971,-39.5969,-38.618,-37.6617,-36.7267,-35.8134,-34.9195,-34.0474,-33.1977,-32.3699,-31.5643
13 Biogas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14 Biogas + CCS,0.0,0.0,0.0,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-1.9234,-5.6139,-6.7122,-7.017,-7.2879,-7.5769,-7.8557,-8.1646,-8.4834,-8.8119,-9.156,-9.5063,-9.8782,-10.1531,-10.3874,-10.6243,-10.8654,-11.1156,-11.3513,-11.6146,-11.8834,-12.1569,-12.4348,-12.7181,-13.0094,-13.307,-13.6042,-13.9119,-14.2334,-14.5517,-14.8913,-15.2291,-15.5802,-15.1964,-14.8207,-14.4537,-14.0948,-13.7443,-13.4013,-13.0666,-12.7405,-12.4228,-12.1136
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
