Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.6189,13.9608,14.8387,15.4192,16.1181,16.7318,17.4095,18.1105,18.8332,19.5898,20.3621,21.1807,21.7733,22.276,22.7873,23.3063,23.846,24.3885,24.949,25.5253,26.1141,26.7137,27.3365,27.9799,28.6404,29.3046,29.9923,30.712,31.4239,32.1823,32.9369,33.7175,32.9019,32.1039,31.3202,30.5528,29.8018,29.0679,28.3517,27.6549,26.9775,26.32
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.4278,18.5375,19.7033,20.474,21.402,22.2169,23.1168,24.0477,25.0072,26.0119,27.0373,28.1243,28.9112,29.5787,30.2576,30.9467,31.6634,32.3837,33.1281,33.8932,34.675,35.4712,36.2982,37.1525,38.0295,38.9115,39.8246,40.7803,41.7256,42.7326,43.7346,44.771,43.688,42.6284,41.5878,40.5689,39.5716,38.5972,37.6462,36.721,35.8214,34.9484
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5428,1.8537,1.9703,2.0474,2.1402,2.2217,2.3117,2.4048,2.5007,2.6012,2.7037,2.8124,2.8911,2.9579,3.0258,3.0947,3.1663,3.2384,3.3128,3.3893,3.4675,3.5471,3.6298,3.7153,3.803,3.8911,3.9825,4.078,4.1726,4.2733,4.3735,4.4771,4.3688,4.2628,4.1588,4.0569,3.9572,3.8597,3.7646,3.6721,3.5821,3.4948
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.4278,18.5375,19.7033,20.474,21.402,22.2169,23.1168,24.0477,25.0072,26.0119,27.0373,28.1243,28.9112,29.5787,30.2576,30.9467,31.6634,32.3837,33.1281,33.8932,34.675,35.4712,36.2982,37.1525,38.0295,38.9115,39.8246,40.7803,41.7256,42.7326,43.7346,44.771,43.688,42.6284,41.5878,40.5689,39.5716,38.5972,37.6462,36.721,35.8214,34.9484
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5428,1.8537,1.9703,2.0474,2.1402,2.2217,2.3117,2.4048,2.5007,2.6012,2.7037,2.8124,2.8911,2.9579,3.0258,3.0947,3.1663,3.2384,3.3128,3.3893,3.4675,3.5471,3.6298,3.7153,3.803,3.8911,3.9825,4.078,4.1726,4.2733,4.3735,4.4771,4.3688,4.2628,4.1588,4.0569,3.9572,3.8597,3.7646,3.6721,3.5821,3.4948
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.7929,9.3636,9.9525,10.3418,10.8106,11.2222,11.6767,12.1469,12.6316,13.1391,13.6571,14.2061,14.6036,14.9408,15.2837,15.6318,15.9938,16.3576,16.7336,17.1201,17.515,17.9172,18.3349,18.7665,19.2094,19.6549,20.1162,20.5989,21.0764,21.5851,22.0912,22.6147,22.0676,21.5324,21.0068,20.4921,19.9884,19.4962,19.0158,18.5485,18.0941,17.6531
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7793,0.9364,0.9953,1.0342,1.0811,1.1222,1.1677,1.2147,1.2632,1.3139,1.3657,1.4206,1.4604,1.4941,1.5284,1.5632,1.5994,1.6358,1.6734,1.712,1.7515,1.7917,1.8335,1.8766,1.9209,1.9655,2.0116,2.0599,2.1076,2.1585,2.2091,2.2615,2.2068,2.1532,2.1007,2.0492,1.9988,1.9496,1.9016,1.8548,1.8094,1.7653
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.1563,-18.2112,-19.3565,-20.1137,-21.0253,-21.8259,-22.7099,-23.6245,-24.5671,-25.5541,-26.5615,-27.6293,-28.4023,-29.0581,-29.7251,-30.402,-31.1061,-31.8138,-32.545,-33.2967,-34.0647,-34.8469,-35.6593,-36.4986,-37.3602,-38.2266,-39.1237,-40.0626,-40.9912,-41.9805,-42.9648,-43.983,-42.9191,-41.8782,-40.8559,-39.8549,-38.8752,-37.9179,-36.9836,-36.0747,-35.191,-34.3333
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 BIGCC + CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.1563,-18.2112,-19.3565,-20.1137,-21.0253,-21.8259,-22.7099,-23.6245,-24.5671,-25.5541,-26.5615,-27.6293,-28.4023,-29.0581,-29.7251,-30.402,-31.1061,-31.8138,-32.545,-33.2967,-34.0647,-34.8469,-35.6593,-36.4986,-37.3602,-38.2266,-39.1237,-40.0626,-40.9912,-41.9805,-42.9648,-43.983,-42.9191,-41.8782,-40.8559,-39.8549,-38.8752,-37.9179,-36.9836,-36.0747,-35.191,-34.3333
