Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.7663,13.9096,14.8666,15.5127,16.2308,16.8726,17.5844,18.3185,19.0816,19.8854,20.7185,21.6032,22.2266,22.7615,23.305,23.8567,24.43,25.0076,25.6023,26.2169,26.8419,27.476,28.1362,28.8155,29.514,30.2095,30.9298,31.68,32.4241,33.2163,34.0074,34.8289,34.0088,33.2073,32.4209,31.6554,30.9073,30.1776,29.466,28.7736,28.1006,27.4454
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.6236,18.4696,19.7404,20.5983,21.5517,22.404,23.349,24.3238,25.3371,26.4044,27.5106,28.6853,29.5131,30.2234,30.945,31.6776,32.4389,33.2057,33.9955,34.8115,35.6415,36.4835,37.3601,38.2621,39.1896,40.1131,41.0695,42.0656,43.0537,44.1056,45.1559,46.2468,45.1579,44.0936,43.0494,42.0329,41.0395,40.0706,39.1258,38.2064,37.3128,36.4428
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5624,1.847,1.974,2.0598,2.1552,2.2404,2.3349,2.4324,2.5337,2.6404,2.7511,2.8685,2.9513,3.0223,3.0945,3.1678,3.2439,3.3206,3.3995,3.4812,3.5641,3.6483,3.736,3.8262,3.919,4.0113,4.1069,4.2066,4.3054,4.4106,4.5156,4.6247,4.5158,4.4094,4.3049,4.2033,4.104,4.0071,3.9126,3.8206,3.7313,3.6443
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.6236,18.4696,19.7404,20.5983,21.5517,22.404,23.349,24.3238,25.3371,26.4044,27.5106,28.6853,29.5131,30.2234,30.945,31.6776,32.4389,33.2057,33.9955,34.8115,35.6415,36.4835,37.3601,38.2621,39.1896,40.1131,41.0695,42.0656,43.0537,44.1056,45.1559,46.2468,45.1579,44.0936,43.0494,42.0329,41.0395,40.0706,39.1258,38.2064,37.3128,36.4428
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5624,1.847,1.974,2.0598,2.1552,2.2404,2.3349,2.4324,2.5337,2.6404,2.7511,2.8685,2.9513,3.0223,3.0945,3.1678,3.2439,3.3206,3.3995,3.4812,3.5641,3.6483,3.736,3.8262,3.919,4.0113,4.1069,4.2066,4.3054,4.4106,4.5156,4.6247,4.5158,4.4094,4.3049,4.2033,4.104,4.0071,3.9126,3.8206,3.7313,3.6443
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.8918,9.3294,9.9712,10.4046,10.8862,11.3167,11.794,12.2864,12.7983,13.3374,13.8961,14.4895,14.9076,15.2664,15.6309,16.001,16.3855,16.7729,17.1718,17.584,18.0032,18.4285,18.8713,19.3269,19.7954,20.2619,20.745,21.2481,21.7472,22.2786,22.8091,23.3602,22.8101,22.2725,21.7451,21.2316,20.7298,20.2404,19.7632,19.2988,18.8474,18.4079
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7892,0.9329,0.9971,1.0405,1.0886,1.1317,1.1794,1.2286,1.2798,1.3337,1.3896,1.4489,1.4908,1.5266,1.5631,1.6001,1.6386,1.6773,1.7172,1.7584,1.8003,1.8428,1.8871,1.9327,1.9795,2.0262,2.0745,2.1248,2.1747,2.2279,2.2809,2.336,2.281,2.2273,2.1745,2.1232,2.073,2.024,1.9763,1.9299,1.8847,1.8408
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.3486,-18.1446,-19.3929,-20.2357,-21.1724,-22.0097,-22.9381,-23.8957,-24.8912,-25.9397,-27.0264,-28.1804,-28.9937,-29.6915,-30.4004,-31.1201,-31.868,-32.6213,-33.3971,-34.1988,-35.0142,-35.8414,-36.7025,-37.5887,-38.4998,-39.4071,-40.3466,-41.3253,-42.296,-43.3293,-44.3612,-45.4329,-44.3631,-43.3175,-42.2918,-41.2931,-40.3172,-39.3654,-38.4372,-37.534,-36.656,-35.8014
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
