Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,11.6076,14.0396,14.837,15.4035,16.0238,16.62,17.2901,17.9788,18.6882,19.4352,20.1959,21.0025,21.5822,22.0751,22.5739,23.0794,23.6041,24.1321,24.6754,25.2342,25.8024,26.3804,26.9792,27.5972,28.2325,28.8675,29.5261,30.216,30.9003,31.632,32.3613,33.1172,32.3081,31.5176,30.7439,29.9847,29.2398,28.5093,27.7957,27.0973,26.4163,25.7514
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.4129,18.6421,19.701,20.4532,21.2768,22.0684,22.9583,23.8727,24.8147,25.8066,26.8167,27.8878,28.6574,29.312,29.9743,30.6455,31.3422,32.0433,32.7647,33.5066,34.2612,35.0287,35.8238,36.6444,37.4879,38.3311,39.2056,40.1217,41.0303,42.0019,42.9702,43.9739,42.8997,41.85,40.8226,39.8146,38.8255,37.8555,36.9079,35.9806,35.0763,34.1935
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5413,1.8642,1.9701,2.0453,2.1277,2.2068,2.2958,2.3873,2.4815,2.5807,2.6817,2.7888,2.8657,2.9312,2.9974,3.0645,3.1342,3.2043,3.2765,3.3507,3.4261,3.5029,3.5824,3.6644,3.7488,3.8331,3.9206,4.0122,4.103,4.2002,4.297,4.3974,4.29,4.185,4.0823,3.9815,3.8825,3.7855,3.6908,3.5981,3.5076,3.4194
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,15.4129,18.6421,19.701,20.4532,21.2768,22.0684,22.9583,23.8727,24.8147,25.8066,26.8167,27.8878,28.6574,29.312,29.9743,30.6455,31.3422,32.0433,32.7647,33.5066,34.2612,35.0287,35.8238,36.6444,37.4879,38.3311,39.2056,40.1217,41.0303,42.0019,42.9702,43.9739,42.8997,41.85,40.8226,39.8146,38.8255,37.8555,36.9079,35.9806,35.0763,34.1935
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.5413,1.8642,1.9701,2.0453,2.1277,2.2068,2.2958,2.3873,2.4815,2.5807,2.6817,2.7888,2.8657,2.9312,2.9974,3.0645,3.1342,3.2043,3.2765,3.3507,3.4261,3.5029,3.5824,3.6644,3.7488,3.8331,3.9206,4.0122,4.103,4.2002,4.297,4.3974,4.29,4.185,4.0823,3.9815,3.8825,3.7855,3.6908,3.5981,3.5076,3.4194
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.7854,9.4165,9.9514,10.3313,10.7473,11.1472,11.5967,12.0586,12.5344,13.0354,13.5456,14.0866,14.4754,14.8061,15.1406,15.4796,15.8316,16.1857,16.5501,16.9248,17.306,17.6936,18.0953,18.5098,18.9358,19.3617,19.8035,20.2662,20.7252,21.216,21.7051,22.2121,21.6694,21.1392,20.6203,20.1111,19.6115,19.1215,18.6429,18.1745,17.7177,17.2718
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7785,0.9416,0.9951,1.0331,1.0747,1.1147,1.1597,1.2059,1.2534,1.3035,1.3546,1.4087,1.4475,1.4806,1.5141,1.548,1.5832,1.6186,1.655,1.6925,1.7306,1.7694,1.8095,1.851,1.8936,1.9362,1.9803,2.0266,2.0725,2.1216,2.1705,2.2212,2.1669,2.1139,2.062,2.0111,1.9611,1.9122,1.8643,1.8174,1.7718,1.7272
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-15.1417,-18.314,-19.3543,-20.0932,-20.9024,-21.68,-22.5543,-23.4525,-24.378,-25.3524,-26.3447,-27.3969,-28.153,-28.7961,-29.4468,-30.1061,-30.7906,-31.4794,-32.1881,-32.9169,-33.6582,-34.4122,-35.1933,-35.9995,-36.8281,-37.6564,-38.5156,-39.4156,-40.3082,-41.2627,-42.2139,-43.2,-42.1446,-41.1135,-40.1041,-39.1138,-38.1421,-37.1892,-36.2583,-35.3473,-34.4589,-33.5917
