Technology,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.0,3.8421,3.8421,3.8421,3.8421,3.8421,3.8421,10.5817,12.7973,13.1614,13.6502,14.2156,14.7308,15.3023,15.8917,16.5014,17.1407,17.7878,18.4773,18.9731,19.3895,19.8135,20.2438,20.6896,21.1375,21.5979,22.0691,22.5478,23.033,23.5307,24.0431,24.5665,25.089,25.6286,26.1904,26.7447,27.3369,27.9258,28.5376,27.8029,27.0865,26.3889,25.709,25.0462,24.3992,23.7701,23.1566,22.5605,21.9802
3 Coal,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.0507,16.9927,17.4761,18.1252,18.8758,19.5599,20.3188,21.1015,21.911,22.76,23.6192,24.5346,25.193,25.746,26.3089,26.8802,27.4722,28.067,28.6783,29.304,29.9396,30.5839,31.2447,31.9252,32.6201,33.3139,34.0304,34.7764,35.5123,36.2987,37.0806,37.893,36.9174,35.9662,35.04,34.1371,33.2571,32.3979,31.5626,30.748,29.9565,29.186
4 Coal + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.4051,1.6993,1.7476,1.8125,1.8876,1.956,2.0319,2.1102,2.1911,2.276,2.3619,2.4535,2.5193,2.5746,2.6309,2.688,2.7472,2.8067,2.8678,2.9304,2.994,3.0584,3.1245,3.1925,3.262,3.3314,3.403,3.4776,3.5512,3.6299,3.7081,3.7893,3.6917,3.5966,3.504,3.4137,3.3257,3.2398,3.1563,3.0748,2.9957,2.9186
5 IGCC,0.0,0.0,0.0,5.1016,5.1016,5.1016,5.1016,5.1016,5.1016,14.0507,16.9927,17.4761,18.1252,18.8758,19.5599,20.3188,21.1015,21.911,22.76,23.6192,24.5346,25.193,25.746,26.3089,26.8802,27.4722,28.067,28.6783,29.304,29.9396,30.5839,31.2447,31.9252,32.6201,33.3139,34.0304,34.7764,35.5123,36.2987,37.0806,37.893,36.9174,35.9662,35.04,34.1371,33.2571,32.3979,31.5626,30.748,29.9565,29.186
6 IGCC + CCS,0.0,0.0,0.0,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,1.4051,1.6993,1.7476,1.8125,1.8876,1.956,2.0319,2.1102,2.1911,2.276,2.3619,2.4535,2.5193,2.5746,2.6309,2.688,2.7472,2.8067,2.8678,2.9304,2.994,3.0584,3.1245,3.1925,3.262,3.3314,3.403,3.4776,3.5512,3.6299,3.7081,3.7893,3.6917,3.5966,3.504,3.4137,3.3257,3.2398,3.1563,3.0748,2.9957,2.9186
7 CCGT,0.0,0.0,0.0,2.5769,2.5769,2.5769,2.5769,2.5769,2.5769,7.0973,8.5833,8.8275,9.1554,9.5345,9.8801,10.2634,10.6588,11.0676,11.4965,11.9305,12.3929,12.7255,13.0048,13.2891,13.5777,13.8768,14.1772,14.486,14.802,15.1231,15.4485,15.7823,16.126,16.477,16.8275,17.1894,17.5662,17.9379,18.3351,18.7301,19.1405,18.6477,18.1672,17.6994,17.2433,16.7988,16.3648,15.9428,15.5314,15.1316,14.7424
8 CCGT + CCS,0.0,0.0,0.0,0.2577,0.2577,0.2577,0.2577,0.2577,0.2577,0.7097,0.8583,0.8827,0.9155,0.9535,0.988,1.0263,1.0659,1.1068,1.1496,1.1931,1.2393,1.2725,1.3005,1.3289,1.3578,1.3877,1.4177,1.4486,1.4802,1.5123,1.5448,1.5782,1.6126,1.6477,1.6827,1.7189,1.7566,1.7938,1.8335,1.873,1.914,1.8648,1.8167,1.7699,1.7243,1.6799,1.6365,1.5943,1.5531,1.5132,1.4742
9 Solid Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 S Biomass CCS,0.0,0.0,0.0,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-5.0118,-13.8034,-16.6936,-17.1685,-17.8062,-18.5436,-19.2157,-19.9612,-20.7301,-21.5253,-22.3594,-23.2035,-24.1028,-24.7496,-25.2928,-25.8459,-26.4071,-26.9887,-27.573,-28.1736,-28.7882,-29.4127,-30.0456,-30.6948,-31.3633,-32.046,-32.7276,-33.4314,-34.1643,-34.8873,-35.6598,-36.428,-37.2261,-36.2677,-35.3332,-34.4233,-33.5363,-32.6717,-31.8277,-31.007,-30.2068,-29.4293,-28.6723
