,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.13468331967773942,-0.12794915369385243,-0.12121498770996547,-0.11448082172607851,-0.10774665574219153,-0.10101248975830456,-0.0942783237744176,-0.08754415779053062,-0.08080999180664364,-0.07407582582275668,-0.06734165983886971,-0.060607493854982736,-0.053873327871095764,-0.0471391618872088,-0.04040499590332182,-0.033670829919434854,-0.026936663935547882,-0.02020249795166091,-0.013468331967773941,-0.0067341659838869704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 Coal + CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3030374692749137,-0.26936663935547883,-0.23569580943604396,-0.2020249795166091,-0.16835414959717426,-0.13468331967773942,-0.10101248975830456,-0.06734165983886971,-0.033670829919434854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 IGCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6 IGCC + CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3030374692749137,-0.26936663935547883,-0.23569580943604396,-0.2020249795166091,-0.16835414959717426,-0.13468331967773942,-0.10101248975830456,-0.06734165983886971,-0.033670829919434854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 CCGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 CCGT + CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3367082991943485,-0.3030374692749137,-0.26936663935547883,-0.23569580943604396,-0.2020249795166091,-0.16835414959717426,-0.13468331967773942,-0.10101248975830456,-0.06734165983886971,-0.033670829919434854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 Solid Biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4040499590332182,-0.4040499590332182,-0.4040499590332182,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.3787968365936421,-0.3535437141540659,-0.3282905917144898,-0.3030374692749137,-0.27778434683533754,-0.25253122439576137,-0.22727810195618528,-0.2020249795166091,-0.176771857077033,-0.15151873463745685,-0.12626561219788068,-0.10101248975830401,-0.07575936731872787,-0.050506244879151826,-0.025253122439575632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 S Biomass CCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4040499590332182,-0.4040499590332182,-0.4040499590332182,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.4040499590332183,-0.3787968365936421,-0.3535437141540659,-0.3282905917144898,-0.3030374692749137,-0.27778434683533754,-0.25253122439576137,-0.22727810195618528,-0.2020249795166091,-0.176771857077033,-0.15151873463745685,-0.12626561219788068,-0.10101248975830401,-0.07575936731872787,-0.050506244879151826,-0.025253122439575632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
