Gamma
0.0
0.0
0.0
0.0
0.0
Gamma
-0.77
-0.76
-0.09
-0.25
0.2
-0.31
-0.07
0.13
-0.69
-0.0
0.01
0.01
-0.02
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.01
0.01
0.6
0.26
-0.4
-0.41
-0.33
-0.17
-0.52
-0.61
-0.57
-0.27
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.14
-0.74
-0.19
-0.24
0.0
-0.06
-0.39
-0.11
-0.53
-0.37
-0.21
0.04
-0.13
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.19
-0.32
-0.23
-0.21
-0.03
-0.37
0.14
0.01
-0.29
0.01
0.01
0.01
-0.22
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.02
-0.3
-0.01
-0.15
0.04
-0.18
0.0
0.0
0.06
-0.39
0.0
0.0
-0.27
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.03
-0.23
-0.52
-0.37
-0.01
-0.05
0.04
0.01
-0.36
0.01
0.01
0.01
0.19
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.48
-0.58
-0.02
-0.09
0.02
0.02
0.02
0.02
-0.37
-0.67
-0.64
-0.46
-0.57
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.47
-0.53
-0.03
-0.13
0.19
-0.25
0.32
0.01
-0.5
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.01
-0.42
-0.47
-0.49
-0.02
0.04
0.16
0.01
-0.46
0.01
0.01
0.01
-0.38
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.27
-0.21
-0.15
-0.27
0.23
0.23
0.08
-0.09
-0.18
-0.31
-0.53
0.2
-0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.21
0.25
0.28
0.34
-0.0
-0.0
-0.0
-0.0
0.22
-0.51
-0.26
-0.04
0.32
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.12
-0.31
-0.01
-0.21
-0.03
-0.37
0.35
0.0
-0.41
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.5
0.18
-0.29
-0.3
0.09
0.07
0.12
-0.0
-0.07
-0.0
-0.0
-0.0
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.23
-0.05
-0.24
-0.21
-0.05
-0.32
0.08
0.0
0.28
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.05
-0.63
0.2
-0.18
-0.08
-0.34
-0.18
0.09
-0.44
0.01
0.01
0.01
-0.07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.32
0.24
-0.02
-0.22
-0.05
-0.46
-0.08
0.44
-0.43
-0.56
-0.57
-0.39
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.17
-0.08
0.0
0.0
0.0
0.0
-0.06
0.0
-0.19
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.02
-0.08
0.0
0.0
0.05
-0.19
0.22
0.0
-0.16
0.0
0.0
0.0
-0.21
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.05
0.03
0.0
0.0
-0.26
-0.01
-0.09
0.0
0.05
0.0
0.0
0.0
-0.05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.48
-0.66
0.13
-0.01
-0.18
-0.49
0.04
0.01
-0.37
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.23
-0.5
0.19
0.12
-0.2
-0.41
-0.04
0.01
-0.7
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.04
-0.24
0.17
-0.03
0.11
-0.22
0.35
-0.0
-0.1
-0.0
-0.0
-0.0
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.08
-0.36
0.42
0.17
-0.11
-0.46
-0.14
-0.06
-0.04
0.0
0.0
0.0
0.08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.12
-0.16
0.0
0.0
-0.04
0.44
0.0
0.0
-0.57
-0.53
-0.37
0.01
0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.02
-0.11
-0.01
-0.31
-0.14
-0.29
0.04
0.0
-0.02
0.0
0.0
0.0
0.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.01
-0.18
0.12
-0.34
-0.03
-0.25
0.19
0.0
-0.06
0.0
0.0
0.0
0.32
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.06
-0.26
0.11
-0.14
-0.04
-0.22
0.16
-0.0
-0.13
-0.0
-0.0
-0.0
0.38
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.04
-0.14
0.06
-0.18
-0.07
-0.26
-0.01
0.0
-0.05
0.0
0.0
0.0
0.14
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.16
-0.24
-0.04
-0.27
-0.01
-0.17
0.17
0.0
0.08
0.0
0.0
0.0
0.07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.06
-0.14
0.07
-0.08
0.04
-0.24
0.1
-0.0
-0.13
-0.0
-0.0
-0.0
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.08
-0.09
0.06
-0.13
-0.12
-0.05
0.06
0.0
-0.11
0.0
0.0
0.0
-0.17
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.01
-0.49
-0.19
-0.3
-0.39
-0.59
-0.16
0.01
-0.78
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.03
-0.49
0.32
0.07
-0.01
-0.12
0.21
-0.0
0.03
-0.0
-0.0
-0.0
0.08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
