0.09,0.42,0.22,0.00,0.28,0.18,0.06,0.36,0.22,0.21,0.01,0.06,0.30,0.15,0.02,0.05,0.39,0.09,0.22,0.37,0.08,-0.01,-0.58,-0.05,0.27,0.00,-0.04,0.21,0.00,0.00,0.24,-0.91,0.00,0.37,0.15,0.49,0.06,0.27,-0.02,0.09,0.11,-0.10,0.47,0.04,0.06,0.39,0.01,0.19,0.00,0.06,0.00,-0.01,0.00,-0.00,0.00,0.00,0.01,-0.00,0.00,0.01,-0.00,0.00,-0.01,-0.00,0.01,-0.00,-0.00,-0.00,0.00,-0.00,0.00
-0.40,0.03,-0.19,-0.38,-0.01,-0.13,-0.25,-0.03,-0.02,-0.13,-0.33,-0.29,-0.04,-0.20,-0.16,-0.30,0.01,-0.26,-0.13,-0.01,-0.18,-0.36,-0.83,-0.25,-0.01,-0.26,-0.25,-0.04,-0.25,0.00,-0.10,-0.78,0.00,0.13,-0.29,0.25,0.03,0.12,-0.14,-0.00,0.01,-0.45,-0.02,0.03,-0.04,0.02,-0.21,-0.06,0.00,-0.01,0.00,-0.00,-0.01,0.00,-0.00,0.01,0.01,-0.01,0.00,0.00,-0.00,0.01,0.01,-0.00,-0.00,-0.00,0.00,0.00,-0.01,-0.00,0.00
-0.65,-0.27,-0.52,-0.64,-0.63,-0.61,-0.74,-0.56,-0.66,-0.72,-0.88,-0.85,-0.63,-0.73,-0.78,-0.85,-0.51,-0.89,-0.69,-0.52,-0.86,-0.94,-0.00,-0.77,-0.62,0.00,-0.82,-0.65,-0.82,0.00,-0.70,-0.36,0.00,-0.20,-0.73,-0.01,-0.24,-0.04,0.00,-0.23,-0.91,-0.67,-0.16,-0.06,-0.37,0.01,-0.32,-0.47,0.00,-0.63,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.01,-0.00,0.00,-0.00,-0.01,-0.00,0.00,-0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,0.32,0.06,0.01,0.32,0.27,0.03,0.34,0.16,0.25,0.03,0.12,0.30,0.08,0.19,0.00,0.44,0.06,0.25,0.36,0.12,0.00,-0.43,0.07,0.16,0.00,0.06,0.31,0.13,0.00,0.00,-0.86,0.00,0.00,0.00,0.00,0.00,0.06,0.04,-0.05,0.00,-0.12,0.00,0.00,0.13,0.00,0.07,0.00,0.00,0.04,0.00,0.00,-0.00,-0.00,0.00,0.01,-0.01,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.01,0.00
-0.35,-0.02,-0.29,-0.44,-0.08,-0.10,-0.43,-0.09,-0.12,-0.18,-0.38,-0.33,-0.09,-0.21,-0.29,-0.39,0.02,-0.39,-0.21,-0.10,-0.20,-0.46,-0.85,-0.41,-0.11,0.00,-0.53,-0.13,-0.33,0.00,-0.18,-0.72,0.00,0.00,0.00,0.00,-0.21,-0.04,-0.37,-0.15,0.00,-0.35,-0.01,-0.25,0.09,0.24,0.07,-0.21,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.01,-0.00,0.00,-0.00,0.00,0.01,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.01,-0.00
-0.67,-0.34,-0.57,-0.80,-0.42,-0.41,-0.68,-0.25,-0.46,-0.52,-0.70,-0.56,-0.38,-0.57,-0.60,-0.68,-0.28,-0.74,-0.49,-0.30,-0.69,-0.77,-0.82,-0.61,-0.54,0.00,-0.73,-0.44,-0.66,0.00,-0.39,-1.00,0.00,0.00,-0.78,0.00,-0.35,-0.16,0.00,-0.44,-0.87,-0.77,-0.52,-0.36,-0.02,-0.01,-0.00,-0.42,0.00,-0.23,0.00,-0.00,0.01,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.01,-0.01,-0.00,-0.01,-0.01,-0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
