PFRE - price of electricity use (incl taxes) in euro/toe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Dan_ba; 1 Belgium (BE); sum of FUTI,2161.2791,2368.2559,2460.9302,2455.3489,2295.2327,2509.186,3072.3257,3299.1062,3238.1714,3284.6216,3199.2773,3199.2773,4495.8838,3893.7029,4038.8457,4119.0151,4192.8013,4263.3281,4339.0605,4416.895,4497.3765,4580.0981,4668.9482,4760.7129,4855.437,4953.1782,5035.1265,5118.6621,5204.0103,5291.5503,5380.2954,5471.2236,5564.6748,5659.647,5755.9253,5854.4404,5954.9751,6057.9053,6162.9556,6269.8604,6379.6924
Dan_ba; 2 Denmark (DK); sum of FUTI,3098.6521,3386.8384,3441.5251,3251.3328,3323.3525,3299.3884,3467.9695,3357.3804,3523.8325,3336.8821,3135.4209,3135.4209,3880.501,3392.1306,3446.5269,3485.9956,3521.4912,3553.6392,3588.7358,3624.6069,3661.5562,3699.437,3739.5005,3780.6118,3822.6199,3865.311,3906.8281,3948.46,3991.3252,4035.2625,4080.1228,4125.9683,4172.5435,4220.5723,4268.8818,4318.4004,4369.1675,4420.8984,4473.8296,4527.5068,4583.0972
Dan_ba; 3 Germany (DE); sum of FUTI,2798.2559,2941.2791,3064.5349,3395.3489,3462.2095,3428.4883,3456.9766,3544.186,3480.814,3468.6047,3516.8604,3516.8604,4564.6382,5195.7871,5364.7559,5450.8965,5528.7505,5602.3716,5682.0005,5762.4619,5845.4619,5930.3521,6021.6782,6115.5034,6211.9473,6309.7207,6403.4414,6499.7056,6597.9863,6698.0308,6800.291,6904.7139,7011.4126,7120.1626,7230.2412,7343.8188,7459.6377,7578.1587,7697.5718,7820.9595,7946.8438
Dan_ba; 4 Greece (EL); sum of FUTI,1390.6978,1446.5116,1633.1395,1895.3488,2065.1162,2056.9766,1999.4187,2067.4419,1929.0698,1925,1995.9302,1995.9302,2725.2883,2532.7456,2628.7402,2681.1785,2729.5129,2774.5222,2822.9976,2872.55,2923.4836,2974.9919,3029.9746,3087.4707,3143.8767,3202.7207,3258.0271,3315.2461,3374.0396,3435.3342,3498.3623,3562.0535,3626.9827,3693.8169,3760.3337,3828.4924,3898.3347,3970.2021,4042.5247,4110.6431,4198.7529
Dan_ba; 5 Spain (ES); sum of FUTI,2077.686,2370.5513,2603.3701,2568.3853,2861.6497,2940.7283,2821.2964,2999.5286,3068.7556,2988.1819,2804.0103,2804.0103,5063.7363,4339.2109,4529.1172,4629.9995,4719.3188,4803.2856,4893.4194,4986.2544,5082.4077,5180.6978,5286.8638,5394.1367,5510.6899,5627.4233,5731.4741,5839.4858,5949.0557,6063.8374,6177.7544,6295.6802,6416.7119,6539.064,6664.3555,6790.4443,6919.5322,7051.8413,7188.1401,7325.8237,7466.6426
Dan_ba; 6 France (FR); sum of FUTI,1446.835,1560.4592,1607.4507,1705.8076,1784.4495,1888.4836,1916.0736,1932.4216,1993.4663,2068.5239,2193.6084,2193.6084,3387.0132,3342.5225,3472.3228,3538.1851,3597.1157,3652.189,3711.1025,3771.3779,3833.3062,3895.812,3963.2012,4032.4053,4103.2607,4175.5342,4247.3735,4320.7729,4395.9238,4473.0942,4552.0371,4632.8169,4716.4497,4800.355,4886.7754,4974.5347,5062.4609,5151.998,5244.2065,5337.6113,5433.73
Dan_ba; 7 Ireland (IE); sum of FUTI,2041.8605,2168.3706,2445.4695,2563.51,2675.3777,2645.4397,2553.822,2476.3381,2530.2781,2685.6018,2666.4214,2543.335,3709.3323,2472.1294,2541.6538,2600.4165,2654.7725,2706.9238,2761.9592,2818.9751,2876.9309,2936.5195,3000.5593,3065.7881,3133.4912,3202.7129,3263.5251,3325.4058,3388.9988,3453.4373,3519.2764,3586.8254,3655.9939,3725.9629,3797.6135,3871.2324,3945.6355,4022.1724,4100.0791,4180.0298,4261.1821
Dan_ba; 8 Italy (IT); sum of FUTI,2321.1152,2360.4419,2627.5818,2731.8384,2840.1172,2873.9062,2830.5601,2715.3828,2755.4761,3005.0867,2914.5884,2914.5884,4612.9873,4187.9707,4346.832,4430.6104,4506.0439,4577.5947,4654.5952,4732.439,4813.4004,4896.0327,4984.3457,5074.7363,5167.0244,5262.7339,5351.6152,5441.2437,5534.4575,5628.9023,5724.0352,5820.7725,5921.2744,6024.8774,6126.9551,6232.521,6343.5967,6453.4639,6574.5312,6690.1162,6812.5591
Dan_ba; 9 Luxembourg (LX); sum of FUTI,1890.6978,1847.6744,1893.0233,1824.4186,1926.7441,1976.7443,1903.4884,1788.3721,1885.4651,2005.814,2223.8372,2223.8372,3624.7461,4148.0493,4325.5684,4415.6729,4495.1875,4569.4839,4649.2778,4730.3335,4813.604,4897.6338,4988.4614,5080.6606,5175.0659,5271.1685,5369.6494,5469.9907,5573.0283,5677.7349,5784.8579,5894.1074,6005.9897,6120.6465,6235.7095,6354.0513,6474.77,6599.0708,6724.6626,6853.0376,6985.0391
Dan_ba; 10 Netherlands (NL); sum of FUTI,1941.5233,1988.1021,2155.2197,2252.8994,2212.2617,2168.8564,1846.5887,1831.8767,2077.77,2595.1257,1655.6213,1639.6266,2657.0173,2807.0437,2950.5527,3022.7114,3087.4338,3152.1743,3218.3477,3283.303,3349.9902,3419.7957,3493.8713,3569.866,3647.1133,3726.1841,3805.9919,3887.6501,3970.7839,4055.8589,4142.4126,4231.1021,4321.8398,4413.6509,4507.0752,4602.895,4701.5264,4801.8789,4904.291,5008.2383,5115.0776
