"Variable Name","ZTLC"
"Desc","FTT-Fr LCOF without policy"
"Unit","2010 Euros"
"Type","Levels"
"scenario","dimension","dimension2","dimension3","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"S0","3 Germany (DE)","BEV HDT","None",0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.0655257483927192,0.06233927514737975,0.06021380247985407,0.058060912361503285,0.05605899869180866,0.05420026909822782,0.05244244015077047,0.05080418003256798,0.04923857202789077,0.04777746401254291,0.046412400933311435,0.045115414586897405,0.04391112197117222,0.04278763992530498,0.04178286426268912,0.04085105996802405,0.03997659423405713,0.03916140201359565,0.03841701482360583,0.03774159749722331,0.03710848045262035,0.036517189824654565,0.03595168240931011,0.03541594708211592,0.03491478017317329,0.03445851032392027,0.03402963874430253,0.03361871725433955
"S0","3 Germany (DE)","BEV LCV","None",1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.1072447271612023,1.0650336360502044,1.0308199450649396,0.9963818110005641,0.9634874017689621,0.9322551736334057,0.9024688930043646,0.8743524466626323,0.8475517050741205,0.8225213781247025,0.7991990960887705,0.7773768692627022,0.7572572220407061,0.738687427154039,0.7219534164453051,0.7065941468685424,0.6923265793953655,0.6791205495510997,0.6670153835215159,0.655929103897917,0.6455863465285583,0.6359425067213712,0.6268236901526809,0.6182353601251526,0.6101925238366207,0.6027617520794601,0.5957647051649729,0.5890985471059558
"S0","3 Germany (DE)","BEV MDT","None",0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.13599286418913503,0.12996200947960446,0.12561992990859958,0.1212377377564094,0.11711668858264657,0.11325433363501648,0.10958882236746666,0.1061540484110853,0.1028759695159705,0.09981621868439762,0.09696168472450241,0.09426848062746261,0.09177616350487748,0.08946237806122262,0.08738661279924695,0.0854704847057316,0.08368052477898218,0.08201725363239361,0.08049619215676151,0.07911077302216006,0.07781493418813377,0.07660579829171106,0.07545504383341993,0.07436765257565636,0.07335004588484331,0.07241807145869177,0.07154141802000702,0.07070352911686696
"S0","3 Germany (DE)","BEV TWV","None",0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6322958933529216,0.6159883683222308,0.5980732927411403,0.5800452027923714,0.5622762303439439,0.5449656267194471,0.5282950454457904,0.5123389632887508,0.4971480999874767,0.48293478718271765,0.46970517467936784,0.45749050338530645,0.4462887850422223,0.43604800674414024,0.4267364218499013,0.41827189357610256,0.41048252105227984,0.4033193925652601,0.39671948450832595,0.39060803509772885,0.38492990654592457,0.3796369510269501,0.3746917538277718,0.3700617977401847,0.3657181949249123,0.36163211312159393,0.3577764338917278,0.3541242754938404
"S0","3 Germany (DE)","CNG/LPG HDT","None",0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.053018521658963265,0.05294174613798326,0.05287185906413427,0.052804618996824836,0.05274984440944915,0.052691775525625664,0.05263530970284946,0.0525779016832216,0.052517698986186474,0.05245907759346462,0.05240186086647765,0.05234579901236248,0.05229089652269363,0.05223699511284062,0.052185166569218455,0.05213489390317933,0.05208521898173432,0.052036061013099814,0.05198909679532068,0.05194338120333102,0.05189897691180451,0.051855160990425524,0.05181195829943341,0.05176929150724816,0.05172730887616388,0.051685872414624065,0.05164496858762851,0.051604378519713105
"S0","3 Germany (DE)","CNG/LPG LCV","None",0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.849132863079743,0.8474296384770477,0.8458792304554472,0.8443875448834517,0.8431723994356588,0.8418841717516686,0.8406315071349227,0.8393579403759602,0.8380223751667635,0.8367218903630962,0.8354525673308854,0.8342088645466796,0.8329908816537007,0.8317951071905678,0.8306453181758877,0.8295300454880837,0.8284280334501047,0.8273374897386705,0.8262956132375833,0.8252814368437321,0.8242963509618285,0.823324317762576,0.8223658887573256,0.821419348385598,0.8204879857685049,0.8195687396358527,0.8186613097207711,0.8177608403860644
"S0","3 Germany (DE)","CNG/LPG MDT","None",0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.1313706652754607,0.13117532048528557,0.1309975024046953,0.13082641926944258,0.1306870528393454,0.13053930452345763,0.13039563497668688,0.13024956813916594,0.1300963906280245,0.12994723652897242,0.1298016564093574,0.12965901470547617,0.12951932284552456,0.12938217809595493,0.12925030747039976,0.129122395562104,0.12899600453300022,0.12887092881946846,0.1287514348043097,0.12863511774633396,0.12852213711265803,0.12841065350617964,0.12830073018037041,0.12819217037562428,0.1280853513250275,0.12797992192797783,0.1278758477465224,0.12777257188204214
"S0","3 Germany (DE)","CNG/LPG TWV","None",0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6322944136816945,0.6306117806095551,0.6290801166068584,0.6276064651150347,0.6264060104511694,0.6251333570958238,0.6238958368597376,0.6226376671827515,0.6213182486002363,0.620033486310517,0.6187795090547596,0.6175508423050516,0.6163475844999544,0.615166266630718,0.6140303782581441,0.6129285889192733,0.6118398999125121,0.6107625405832907,0.6097332600908416,0.6087313448187296,0.6077581683620452,0.6067978867845649,0.6058510449300146,0.604915947978583,0.6039958452867857,0.6030877125943683,0.6021912532646072,0.6013016703636634
"S0","3 Germany (DE)","Diesel HDT","None",0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.05092346223085017,0.050837171554930005,0.05075948329822207,0.05068510057888931,0.05062421585894875,0.05056061818491464,0.05049912889209869,0.050436528639370544,0.05037086587817153,0.05030711608101175,0.05024502703753798,0.050184383631628325,0.050125094236610955,0.0500669591379281,0.05001076801724117,0.049956446421161115,0.04990285324554993,0.049849858684311965,0.04979899600458765,0.04974939353773432,0.04970133310095349,0.049653965278386246,0.049607394498894855,0.049561516678127464,0.04951647577956195,0.04947212920911975,0.049428441072080394,0.049385210430679054
"S0","3 Germany (DE)","Diesel LCV","None",0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.841686706375951,0.8397723930592272,0.8380489198938686,0.836398778338777,0.8350480828096906,0.8336372018191557,0.8322730941584116,0.8308843404356031,0.8294276465711065,0.8280133908089399,0.8266359779949009,0.8252906358908275,0.8239753318071369,0.8226856351812737,0.8214390646860775,0.8202339686122216,0.8190450321638281,0.8178693756608513,0.8167410138293759,0.8156406091584524,0.8145744136146578,0.8135235833533608,0.8124904350740142,0.8114726597199476,0.810473451045294,0.8094896456753246,0.8085204473045221,0.8075613982341255
