,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate
1 Petrol Econ,12936.1759581343,2872.35341254385,0.09873202923346162,0.05154843634768464,0.038,0.02,0.15,14,1.8400059993508755,6980,0.375,2.6175,0.96,127.51241575501567,4,-0.014499569695115089,4
2 Petrol  Mid,21320.5334041955,3746.18407830755,0.12829409706710146,0.03269533878301043,0.051,0.03,0.15,14,2.390935445341436,6980,0.375,2.6175,0.3200000000000003,165.69182636216152,4,-0.014499569695115089,4
3 Petrol Lux,27991.145200887,15787.1067762675,0.1734707823740827,0.02564436306309076,0.064,0.03,0.15,14,3.2328645806079046,6980,0.375,2.6175,-0.2400000000000002,224.0375154361278,4,-0.014499569695115089,4
4 Adv Petrol Econ,15523.41114976116,2872.35341254385,0.05627725666307312,0.05,0.038,0.02,0.15,14,1.048803419629999,6980,0.375,2.6175,0.96,72.68207698035891,4,-0.07400058144377691,4
5 Adv Petrol Mid,25584.6400850346,3746.18407830755,0.07312763532824783,0.03,0.051,0.03,0.15,14,1.3628332038446187,6980,0.375,2.6175,0.3200000000000003,94.44434102643207,4,-0.07400058144377691,4
6 Adv Petrol Lux,33589.3742410644,15787.1067762675,0.09887834595322713,0.025,0.064,0.03,0.15,14,1.842732810946506,6980,0.375,2.6175,-0.2400000000000002,127.70138379859287,4,-0.07400058144377691,4
7 Diesel Econ,15523.41114976116,2872.35341254385,0.07,0.01,0.038,0.02,0.15,14,2,6980,0.375,2.6175,0,148.2,4,-0.014499569695115089,4
8 Diesel Mid,25584.6400850346,3746.18407830755,0.09726021348342435,0.0654858769921206,0.051,0.03,0.15,14,2.230170500256864,6980,0.375,2.6175,0.16000000000000014,165.25563406903365,4,-0.014499569695115089,4
9 Diesel Lux,33589.3742410644,15787.1067762675,0.11575136246386208,0.0332767300002358,0.064,0.04,0.15,14,2.6541713685981114,6980,0.375,2.6175,-0.08000000000000007,196.67409841312005,4,-0.014499569695115089,4
10 Adv Diesel Econ,18628.09337971339,2872.35341254385,0.037905,0.01,0.038,0,0.15,14,1.2577800520130993,6980,0.375,2.6175,0,93.20150185417066,4,-0.07400058144377691,4
11 Adv Diesel Mid,30701.568102041518,3746.18407830755,0.052666405601274266,0.065,0.051,0,0.15,14,1.4025319839055792,6980,0.375,2.6175,0.16000000000000014,103.92762000740342,4,-0.07400058144377691,4
12 Adv Diesel Lux,40307.24908927728,15787.1067762675,0.06267936277418132,0.033,0.064,0,0.15,14,1.6691819010235065,6980,0.375,2.6175,-0.08000000000000007,123.68637886584183,4,-0.07400058144377691,4
13 LPG Econ,15523.41114976116,2872.35341254385,0.05,0.01,0.039,0.02,0.15,14,1.7,6980,0.375,2.6175,0,95.37,4,-0.014499569695115089,4
14 LPG Mid,25584.6400850346,3746.18407830755,0.07,0.01,0.056,0.03,0.15,14,2.2,6980,0.375,2.6175,0,123.42000000000002,4,-0.014499569695115089,4
15 LPG Lux,33589.3742410644,15787.1067762675,0.08,0.01,0.066,0.04,0.15,14,3,6980,0.375,2.6175,0,168.3,4,-0.014499569695115089,4
16 Hybrid Econ,19513.4626287368,2913.99117225888,0.05,0.01,0.039,0.03,0.15,14,1,6980,0.375,2.6175,0,69.3,4,-0.15200309344504995,4
17 Hybrid Mid,22734.5097700025,4844.60343429581,0.06496863158554037,0.08321791405596402,0.056,0.04,0.15,14,1.2107790431850702,6980,0.375,2.6175,-1.2000000000000002,83.90698769272537,4,-0.15200309344504995,4
18 Hybrid Lux,45303.0958790364,13194.4267662207,0.1282186264204857,0.031401393912240685,0.066,0.04,0.15,14,2.3895289469272334,6980,0.375,2.6175,-2.16,165.59435602205727,4,-0.15200309344504995,4
19 Electric Econ,18984.940041791,190.125912032389,0.030000000000000002,0.001,0.046,0.04,0.15,14,0.54,6980,0.375,2.6175,0,0,4,-0.15200309344504995,4
20 Electric Mid,31287.7369530681,1529.99450091449,0.042,0.001,0.065,0.05,0.15,14,0.756,6980,0.375,2.6175,-0.96,0,4,-0.15200309344504995,4
21 Electric Lux,40000,2000,0.052000000000000005,0.001,0.08,0.06,0.15,14,0.936,6980,0.375,2.6175,-1.9534880000000001,0,4,-0.15200309344504995,4
22 motorcycles Econ,4516,2292,0.032032000000000005,0.007789999999999999,0.03,0.03,0.15,7,0.5969599999999999,2000,0.375,2.6175,1.12,41.369327999999996,4,-0.014499569695115089,3
23 motorcycles Lux,7000,4541,0.040128,0.0016909999999999998,0.04,0.03,0.15,7,0.7478399999999998,2000,0.375,2.6175,0.16000000000000014,51.82531199999999,4,-0.014499569695115089,3
24 Adv motorcycles Econ,4516,2292,0.032032000000000005,0.007789999999999999,0.03,0.03,0.15,7,0.0681310822052893,2000,0.375,2.6175,1.12,0,4,-0.014499569695115089,3
25 Adv motorcycles Lux,7000,4541,0.040128,0.0016909999999999998,0.04,0.03,0.15,7,0.16890192530577955,2000,0.375,2.6175,0.16000000000000014,0,4,-0.014499569695115089,3
