RTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Belgium (BE),14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14237.5009765625,14200.6640625,14173.6064453125,14143.18359375,14106.71484375,14063.34375,12657.009765625,13289.8603515625,13251.6279296875,13218.5234375,13191.470703125,13167.7236328125,13149.0908203125,13137.1279296875,13129.2001953125,13122.673828125,13119.7138671875,13118.4833984375,13117.82421875,13117.3056640625,13118.376953125,13119.0693359375,13120.99609375,13122.6875,13124.3203125,13127.3642578125,13130.7900390625,13133.8251953125,13135.9599609375,13139.1455078125,13140.8798828125,13143.4560546875,13146.5546875,13147.5263671875,13148.509765625,13150.119140625,13152.4296875,13152.4755859375,13152.56640625,13152.7021484375,13152.8828125,13153.109375,13153.3818359375,13153.69921875,13154.0615234375,13154.46875,13154.921875,13155.4208984375,13155.96484375,13156.5537109375,13157.1884765625,13157.8681640625,13158.59375,13159.3642578125,13160.1806640625,13161.0419921875,13161.9482421875,13162.900390625,13163.8984375,13164.94140625,13166.0302734375,13167.1640625,13168.3427734375,13169.568359375,13170.8388671875,13172.154296875,13173.515625,13174.9228515625,13176.375,13177.873046875,13179.416015625,13181.005859375,13182.640625,13184.3203125,13186.046875,13187.818359375,13189.6357421875,13191.4990234375,13193.4072265625,13195.361328125,13197.3623046875,13199.408203125,13201.5,13203.63671875,13205.8203125,13208.0498046875,13210.3251953125
2 Denmark (DK),14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14880.40234375,14846.0693359375,14821.541015625,14795.3408203125,14764.65234375,14726.08984375,13253.48046875,13916.1552734375,13885.671875,13858.8779296875,13840.71875,13824.818359375,13813.3095703125,13811.9755859375,13813.89453125,13816.9921875,13823.26171875,13832.2392578125,13839.244140625,13848.0888671875,13858.765625,13867.427734375,13875.482421875,13885.5400390625,13894.6474609375,13904.1044921875,13914.4443359375,13923.0048828125,13930.8974609375,13939.6748046875,13948.0703125,13956.685546875,13966.60546875,13970.7392578125,13975.4345703125,13980.8447265625,13986.37109375,13986.4794921875,13986.6962890625,13987.021484375,13987.455078125,13987.9970703125,13988.6474609375,13989.40625,13990.2744140625,13991.25,13992.333984375,13993.52734375,13994.8291015625,13996.2392578125,13997.7578125,13999.384765625,14001.12109375,14002.9658203125,14004.919921875,14006.982421875,14009.1533203125,14011.43359375,14013.822265625,14016.3212890625,14018.927734375,14021.64453125,14024.470703125,14027.4052734375,14030.44921875,14033.603515625,14036.8662109375,14040.2392578125,14043.720703125,14047.3134765625,14051.0146484375,14054.8271484375,14058.748046875,14062.7802734375,14066.921875,14071.173828125,14075.5361328125,14080.009765625,14084.5927734375,14089.287109375,14094.091796875,14099.0078125,14104.0341796875,14109.1728515625,14114.421875,14119.7822265625,14125.25390625
3 Germany (DE),13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13578.8681640625,13550.677734375,13532.8515625,13514.6650390625,13493.87890625,13468.818359375,12121.9365234375,12728.033203125,12713.830078125,12704.150390625,12700.0634765625,12699.333984375,12703.341796875,12714.517578125,12729.3056640625,12745.8154296875,12765.7958984375,12787.5048828125,12810.0400390625,12833.2548828125,12858.0068359375,12882.7802734375,12908.3056640625,12933.9853515625,12958.861328125,12984.6005859375,13010.2451171875,13035.1806640625,13059.1630859375,13083.142578125,13106.1337890625,13129.521484375,13153.388671875,13165.224609375,13177.208984375,13189.205078125,13201.48828125,13201.7294921875,13202.2109375,13202.9345703125,13203.8994140625,13205.1044921875,13206.5517578125,13208.2392578125,13210.1689453125,13212.33984375,13214.7529296875,13217.4072265625,13220.3037109375,13223.44140625,13226.822265625,13230.4453125,13234.310546875,13238.4189453125,13242.7705078125,13247.3642578125,13252.203125,13257.2841796875,13262.6103515625,13268.1806640625,13273.9951171875,13280.0546875,13286.3603515625,13292.9111328125,13299.70703125,13306.75,13314.0400390625,13321.576171875,13329.3603515625,13337.392578125,13345.673828125,13354.203125,13362.9814453125,13372.009765625,13381.2890625,13390.818359375,13400.599609375,13410.6318359375,13420.9169921875,13431.455078125,13442.2470703125,13453.29296875,13464.59375,13476.1494140625,13487.9609375,13500.029296875,13512.35546875
4 Greece (EL),9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9213.208984375,9110.0751953125,9043.1044921875,8964.1630859375,8871.26953125,8764.994140625,7888.49462890625,8282.9189453125,8187.09814453125,8098.16796875,8019.26953125,7947.64111328125,7885.81689453125,7833.3642578125,7787.14599609375,7744.5537109375,7708.16162109375,7678.4609375,7652.41943359375,7629.841796875,7610.89208984375,7595.23388671875,7586.0849609375,7583.34912109375,7585.3828125,7592.64892578125,7607.4892578125,7627.33544921875,7649.12646484375,7677.10888671875,7708.041015625,7741.2548828125,7777.9443359375,7796.2314453125,7813.1826171875,7830.30322265625,7852.2958984375,7852.72802734375,7853.59326171875,7854.890625,7856.62109375,7858.7841796875,7861.38134765625,7864.41162109375,7867.87646484375,7871.7763671875,7876.111328125,7880.8828125,7886.0908203125,7891.73681640625,7897.8212890625,7904.34521484375,7911.31005859375,7918.716796875,7926.56640625,7934.86083984375,7943.6005859375,7952.787109375,7962.42236328125,7972.50830078125,7983.04541015625,7994.03662109375,8005.48291015625,8017.38623046875,8029.7490234375,8042.5732421875,8055.86083984375,8069.61376953125,8083.8349609375,8098.52587890625,8113.68994140625,8129.3291015625,8145.4462890625,8162.0439453125,8179.12451171875,8196.69140625,8214.748046875,8233.2958984375,8252.33984375,8271.8818359375,8291.92578125,8312.474609375,8333.533203125,8355.103515625,8377.189453125,8399.794921875,8422.9248046875
5 Spain (ES),9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9756.46875,9861.7197265625,9932.0185546875,10023.2705078125,10134.08203125,10263.583984375,9237.2255859375,9699.0869140625,9848.8544921875,10004.947265625,10168.271484375,10337.41796875,10513.611328125,10698.58984375,10889.796875,11085.845703125,11287.849609375,11494.751953125,11705.8173828125,11920.8525390625,12140.9130859375,12363.7998046875,12590.4423828125,12814.703125,13036.1796875,13255.7822265625,13472.6953125,13686.267578125,13896.103515625,14104.05078125,14308.8330078125,14517.4267578125,14703.2138671875,14804.474609375,14905.697265625,15006.326171875,15104.7119140625,15106.6533203125,15110.537109375,15116.365234375,15124.138671875,15133.859375,15145.533203125,15159.162109375,15174.751953125,15192.3095703125,15211.83984375,15233.3505859375,15256.8505859375,15282.34765625,15309.8525390625,15339.375,15370.92578125,15404.517578125,15440.1640625,15477.876953125,15517.671875,15559.564453125,15603.5693359375,15649.7060546875,15697.990234375,15748.44140625,15801.0791015625,15855.923828125,15912.998046875,15972.322265625,16033.921875,16097.8203125,16164.04296875,16232.615234375,16303.5654296875,16376.921875,16452.71484375,16530.97265625,16611.7265625,16695.01171875,16780.861328125,16869.30859375,16960.390625,17054.14453125,17150.609375,17249.82421875,17351.83203125,17456.673828125,17564.390625,17675.033203125,17788.642578125
6 France (FR),13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13276.2216796875,13258.6494140625,13242.87890625,13228.396484375,13213.6318359375,11892.2685546875,12486.8818359375,12481.22265625,12477.37890625,12473.041015625,12463.8662109375,12450.62109375,12437.330078125,12423.0556640625,12408.9970703125,12397.2509765625,12387.71484375,12381.912109375,12379.6484375,12380.18359375,12380.14453125,12379.3349609375,12378.4853515625,12377.2822265625,12377.728515625,12378.4345703125,12378.9013671875,12381.0556640625,12385.8212890625,12392.396484375,12400.17578125,12408.9658203125,12412.9560546875,12417.8134765625,12424.3427734375,12430.869140625,12430.9970703125,12431.2529296875,12431.63671875,12432.1494140625,12432.7890625,12433.5576171875,12434.4541015625,12435.478515625,12436.630859375,12437.912109375,12439.3203125,12440.8583984375,12442.5234375,12444.3173828125,12446.240234375,12448.291015625,12450.470703125,12452.7783203125,12455.21484375,12457.7802734375,12460.474609375,12463.2978515625,12466.25,12469.3310546875,12472.5419921875,12475.8818359375,12479.3505859375,12482.94921875,12486.6767578125,12490.53515625,12494.5224609375,12498.640625,12502.888671875,12507.2666015625,12511.7744140625,12516.4130859375,12521.1826171875,12526.0830078125,12531.1142578125,12536.2763671875,12541.5693359375,12546.994140625,12552.55078125,12558.23828125,12564.05859375,12570.0107421875,12576.0947265625,12582.3115234375,12588.6611328125,12595.1435546875
7 Ireland (IE),13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13302.2802734375,13355.4560546875,13396.48046875,13458.53125,13553.9833984375,13686.3525390625,12317.716796875,12933.6025390625,13078.259765625,13211.12109375,13314.677734375,13384.1982421875,13413.494140625,13406.4521484375,13379.9521484375,13348.37890625,13313.9423828125,13282.330078125,13271.0634765625,13274.7890625,13289.333984375,13301.7978515625,13307.6103515625,13309.587890625,13312.3037109375,13320.38671875,13327.6162109375,13333.2822265625,13348.869140625,13373.3154296875,13415.1806640625,13458.916015625,13505.3291015625,13527.1181640625,13549.923828125,13583.7412109375,13611.712890625,13612.26171875,13613.361328125,13615.009765625,13617.208984375,13619.9580078125,13623.2578125,13627.107421875,13631.509765625,13636.462890625,13641.96875,13648.02734375,13654.6396484375,13661.806640625,13669.529296875,13677.8076171875,13686.6435546875,13696.0380859375,13705.9921875,13716.505859375,13727.58203125,13739.2216796875,13751.42578125,13764.1953125,13777.533203125,13791.439453125,13805.91796875,13820.9677734375,13836.5927734375,13852.7939453125,13869.5732421875,13886.9326171875,13904.875,13923.4013671875,13942.5146484375,13962.2177734375,13982.51171875,14003.3994140625,14024.884765625,14046.96875,14069.6552734375,14092.9453125,14116.84375,14141.3525390625,14166.474609375,14192.2138671875,14218.572265625,14245.5546875,14273.162109375,14301.400390625,14330.271484375
8 Italy (IT),10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10784.3857421875,10790.9921875,10799.7060546875,10810.154296875,10822.0888671875,9739.8798828125,10226.8740234375,10240.291015625,10254.2626953125,10267.5712890625,10279.9375,10293.103515625,10307.4482421875,10322.5224609375,10337.9951171875,10353.9140625,10370.4140625,10388.5,10407.9921875,10427.65625,10447.29296875,10467.0400390625,10486.41796875,10505.5478515625,10524.310546875,10542.9248046875,10561.169921875,10578.9560546875,10596.41796875,10613.4375,10630.69140625,10647.9345703125,10656.541015625,10665.146484375,10673.8662109375,10682.65234375,10682.8251953125,10683.169921875,10683.6875,10684.376953125,10685.2392578125,10686.2744140625,10687.4814453125,10688.861328125,10690.4140625,10692.1396484375,10694.0380859375,10696.109375,10698.353515625,10700.771484375,10703.3623046875,10706.1259765625,10709.0634765625,10712.1748046875,10715.4599609375,10718.9189453125,10722.552734375,10726.3603515625,10730.341796875,10734.498046875,10738.830078125,10743.3369140625,10748.0185546875,10752.8759765625,10757.9091796875,10763.1181640625,10768.50390625,10774.0654296875,10779.8046875,10785.7197265625,10791.8134765625,10798.083984375,10804.5322265625,10811.1591796875,10817.96484375,10824.94921875,10832.1123046875,10839.4560546875,10846.978515625,10854.6826171875,10862.56640625,10870.6318359375,10878.8779296875,10887.306640625,10895.9169921875,10904.7099609375
9 Luxembourg (LX),10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10774.72265625,10784.3857421875,10790.9921875,10799.7060546875,10810.154296875,10822.0888671875,9739.8798828125,10226.8740234375,10240.291015625,10254.2626953125,10267.5712890625,10279.9375,10293.103515625,10307.4482421875,10322.5224609375,10337.9951171875,10353.9140625,10370.4140625,10388.5,10407.9921875,10427.65625,10447.29296875,10467.0400390625,10486.41796875,10505.5478515625,10524.310546875,10542.9248046875,10561.169921875,10578.9560546875,10596.41796875,10613.4375,10630.69140625,10647.9345703125,10656.541015625,10665.146484375,10673.8662109375,10682.65234375,10682.8251953125,10683.169921875,10683.6875,10684.376953125,10685.2392578125,10686.2744140625,10687.4814453125,10688.861328125,10690.4140625,10692.1396484375,10694.0380859375,10696.109375,10698.353515625,10700.771484375,10703.3623046875,10706.1259765625,10709.0634765625,10712.1748046875,10715.4599609375,10718.9189453125,10722.552734375,10726.3603515625,10730.341796875,10734.498046875,10738.830078125,10743.3369140625,10748.0185546875,10752.8759765625,10757.9091796875,10763.1181640625,10768.50390625,10774.0654296875,10779.8046875,10785.7197265625,10791.8134765625,10798.083984375,10804.5322265625,10811.1591796875,10817.96484375,10824.94921875,10832.1123046875,10839.4560546875,10846.978515625,10854.6826171875,10862.56640625,10870.6318359375,10878.8779296875,10887.306640625,10895.9169921875,10904.7099609375
10 Netherlands (NL),11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11229.4775390625,11253.8154296875,11267.0927734375,11282.845703125,11300.921875,11320.8037109375,10188.7236328125,10698.1591796875,10711.3779296875,10725.6904296875,10739.94921875,10753.71875,10766.8955078125,10779.7216796875,10792.376953125,10804.8837890625,10818.1748046875,10831.80078125,10845.0673828125,10858.7841796875,10873.083984375,10888.2890625,10904.302734375,10920.869140625,10937.208984375,10953.3408203125,10969.7060546875,10985.705078125,11001.7529296875,11017.6533203125,11033.5908203125,11050.046875,11066.7783203125,11074.98046875,11083.376953125,11092.05078125,11100.603515625,11100.771484375,11101.107421875,11101.6103515625,11102.2822265625,11103.12109375,11104.12890625,11105.3037109375,11106.646484375,11108.158203125,11109.837890625,11111.685546875,11113.701171875,11115.8857421875,11118.2392578125,11120.7607421875,11123.4501953125,11126.3095703125,11129.337890625,11132.53515625,11135.9013671875,11139.4365234375,11143.142578125,11147.017578125,11151.0615234375,11155.27734375,11159.662109375,11164.2177734375,11168.9443359375,11173.8408203125,11178.9091796875,11184.1494140625,11189.560546875,11195.142578125,11200.8984375,11206.8251953125,11212.9248046875,11219.1982421875,11225.6435546875,11232.2626953125,11239.0556640625,11246.0234375,11253.1640625,11260.48046875,11267.9716796875,11275.6376953125,11283.48046875,11291.498046875,11299.693359375,11308.064453125,11316.61328125
