RTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
11 Austria (AT),4323.544921875,4108.8642578125,4178.15380859375,4232.025390625,4288.58642578125,4347.38818359375,4404.3974609375,4460.2412109375,4546.29248046875,4633.32958984375,4711.31396484375,4800.681640625,4821.9970703125,4843.40673828125,4864.9111328125,4886.51123046875,4908.20751953125,4930.0,5043.3857421875,5094.69775390625,5137.83740234375,5173.5947265625,5204.0791015625,5232.57373046875,5261.548828125,5291.6474609375,5322.1923828125,5352.81201171875,5382.662109375,5411.1591796875,5438.32275390625,5464.474609375,5489.58740234375,5513.63525390625,5536.61962890625,5558.50537109375,5579.3017578125,5599.0634765625,5617.85498046875,5635.73486328125,5652.736328125,5668.84619140625,5684.04150390625,5698.3037109375,5711.6181640625,5724.01416015625,5735.498046875,5746.0751953125,5755.72216796875,5764.458984375,5772.2998046875,5779.287109375,5785.53173828125,5791.14794921875,5796.23876953125,5800.8564453125,5805.05322265625,5808.92431640625,5812.5986328125,5816.16162109375,5819.66796875,5823.1337890625,5826.59033203125,5830.05126953125,5833.51708984375,5837.0146484375,5840.53173828125,5843.99169921875,5847.2978515625,5850.37109375,6151.83544921875,6153.33984375,6154.79248046875,6156.193359375,6157.54296875,6158.8408203125,6160.08740234375,6161.28173828125,6162.4248046875,6163.515625,6164.55517578125,6165.54248046875,6166.478515625,6167.3623046875,6168.1943359375,6168.97412109375,6169.70263671875,6170.37890625,6171.0029296875,6171.5751953125,6172.095703125,6172.56396484375,6172.98046875,6173.3447265625,6173.6572265625,6173.91748046875,6174.12548828125,6174.28173828125,6174.3857421875,6174.43798828125
12 Portugal (PT),4564.59912109375,4599.435546875,4712.1416015625,4826.89697265625,4910.91455078125,4944.0087890625,5038.37451171875,5071.2646484375,5124.64599609375,5101.89990234375,5144.11376953125,5179.56494140625,5196.6572265625,5213.80615234375,5231.01171875,5248.2744140625,5265.59375,5282.97021484375,5253.357421875,5265.7734375,5278.42333984375,5291.6923828125,5305.259765625,5318.71826171875,5331.7451171875,5344.166015625,5355.9462890625,5367.109375,5377.75830078125,5387.943359375,5397.62109375,5406.681640625,5415.0966796875,5422.81005859375,5429.779296875,5435.9775390625,5441.3486328125,5445.85546875,5449.4248046875,5452.005859375,5453.56298828125,5454.0810546875,5453.501953125,5451.798828125,5448.9189453125,5444.8662109375,5439.63525390625,5433.2529296875,5425.765625,5417.20068359375,5407.59326171875,5396.9794921875,5385.41748046875,5372.97412109375,5359.7197265625,5345.7109375,5331.0166015625,5315.71875,5299.89990234375,5283.65380859375,5267.05126953125,5250.1845703125,5233.13916015625,5216.03466796875,5198.970703125,5182.01318359375,5165.25341796875,5148.80126953125,5132.78759765625,5117.31640625,4562.56103515625,4555.0009765625,4547.71337890625,4540.69775390625,4533.9521484375,4527.4755859375,4521.26708984375,4515.32568359375,4509.64990234375,4504.23876953125,4499.091796875,4494.20751953125,4489.5849609375,4485.22412109375,4481.1240234375,4477.283203125,4473.70166015625,4470.37890625,4467.31396484375,4464.505859375,4461.955078125,4459.66064453125,4457.6220703125,4455.83935546875,4454.3115234375,4453.0390625,4452.021484375,4451.25830078125,4450.74951171875,4450.4951171875
13 Finland (FI),2090.16748046875,2135.586669921875,2225.447265625,2312.55224609375,2412.36767578125,2511.205322265625,2617.064697265625,2758.566162109375,2844.427001953125,2955.1748046875,3051.61279296875,3130.00732421875,3184.34423828125,3239.62451171875,3295.8642578125,3353.08056640625,3411.2900390625,3470.510009765625,3480.9736328125,3502.33935546875,3523.105224609375,3543.1748046875,3562.613525390625,3581.4716796875,3599.7900390625,3617.624755859375,3635.005126953125,3651.8896484375,3668.244384765625,3684.00830078125,3699.212158203125,3713.867919921875,3727.93994140625,3741.41259765625,3754.24072265625,3766.435546875,3778.025634765625,3789.063232421875,3799.61328125,3809.749267578125,3819.499267578125,3828.87548828125,3837.901123046875,3846.59765625,3854.998291015625,3863.130859375,3871.002197265625,3878.637939453125,3886.022216796875,3893.17236328125,3900.097900390625,3906.8349609375,3913.39794921875,3919.83251953125,3926.156982421875,3932.388427734375,3938.541259765625,3944.679931640625,3950.864013671875,3957.152099609375,3963.55419921875,3970.060546875,3976.63427734375,3983.246826171875,3989.84912109375,3996.42822265625,4002.96923828125,4009.386962890625,4015.586669921875,4021.511962890625,4389.0283203125,4379.87890625,4371.0634765625,4362.580078125,4354.4267578125,4346.6015625,4339.1025390625,4331.9287109375,4325.078125,4318.54931640625,4312.3408203125,4306.451171875,4300.87939453125,4295.62353515625,4290.68310546875,4286.056640625,4281.74365234375,4277.7421875,4274.05224609375,4270.6728515625,4267.60302734375,4264.84228515625,4262.3896484375,4260.24462890625,4258.4072265625,4256.876953125,4255.65283203125,4254.7353515625,4254.12353515625,4253.81787109375
14 Sweden (SW),4309.94091796875,4371.09814453125,4441.60302734375,4523.7421875,4522.2509765625,4571.87255859375,4577.04345703125,4615.2294921875,4686.927734375,4665.74658203125,4731.1796875,4772.9453125,4788.982421875,4805.07373046875,4821.21875,4837.41796875,4853.671875,4869.97998046875,4803.53662109375,4858.8359375,4913.50830078125,4967.49169921875,5020.83544921875,5073.65478515625,5126.02197265625,5177.982421875,5229.48388671875,5280.3994140625,5330.51416015625,5379.697265625,5427.92578125,5475.28857421875,5521.94580078125,5568.13037109375,5614.0390625,5659.73193359375,5705.23486328125,5750.70263671875,5796.27392578125,5842.0830078125,5888.18212890625,5934.583984375,5981.2763671875,6028.22900390625,6075.3974609375,6122.7705078125,6170.33740234375,6217.9697265625,6265.51904296875,6312.85546875,6359.9306640625,6406.72119140625,6453.154296875,6499.1435546875,6544.62744140625,6589.58056640625,6634.00439453125,6677.92578125,6721.4169921875,6764.53125,6807.279296875,6849.67333984375,6891.80615234375,6933.79736328125,6975.736328125,7017.646484375,7059.51953125,7101.37255859375,7143.2119140625,7185.0205078125,6695.96337890625,6715.724609375,6734.8603515625,6753.365234375,6771.23388671875,6788.4609375,6805.04052734375,6820.96826171875,6836.2392578125,6850.8486328125,6864.79248046875,6878.0654296875,6890.66455078125,6902.58544921875,6913.82470703125,6924.37841796875,6934.24365234375,6943.4169921875,6951.89599609375,6959.67822265625,6966.7607421875,6973.1416015625,6978.818359375,6983.78955078125,6988.05419921875,6991.60986328125,6994.45556640625,6996.5908203125,6998.01513671875,6998.72705078125
15 UK (UK),31030.640625,30910.30859375,31514.359375,31925.130859375,32339.2265625,32486.888671875,32891.6328125,33011.859375,31039.16015625,30948.548828125,30804.31640625,30723.88671875,30854.76953125,30986.2109375,31118.212890625,31250.775390625,31383.904296875,31517.599609375,32024.9375,32367.255859375,32695.244140625,33010.73828125,33317.1328125,33619.41015625,33921.375,34224.32421875,34527.58984375,34830.64453125,35132.2421875,35431.48046875,35728.52734375,36023.99609375,36317.8359375,36609.98046875,36900.38671875,37188.97265625,37475.79296875,37761.203125,38045.68359375,38329.53515625,38612.81640625,38895.29296875,39176.5703125,39456.1171875,39733.4296875,40008.390625,40280.83984375,40550.24609375,40815.9765625,41077.52734375,41334.70703125,41587.53515625,41836.0546875,42080.43359375,42320.87109375,42557.37890625,42790.1171875,43019.52734375,43246.16796875,43470.578125,43692.88671875,43913.27734375,44132.203125,44350.2265625,44567.7265625,44784.91796875,45001.734375,45217.88671875,45432.85546875,45646.25,38444.58203125,38514.97265625,38583.0625,38648.8359375,38712.28125,38773.38671875,38832.13671875,38888.52734375,38942.546875,38994.1796875,39043.41796875,39090.25390625,39134.6796875,39176.68359375,39216.26171875,39253.40234375,39288.09765625,39320.34375,39350.13671875,39377.46484375,39402.328125,39424.71484375,39444.62890625,39462.0625,39477.01171875,39489.47265625,39499.4453125,39506.9296875,39511.91796875,39514.4140625
16 Czech Rep. (CZ),4502.77001953125,4624.603515625,4667.40673828125,4777.51416015625,4969.3203125,5148.447265625,5353.8857421875,5523.86083984375,5539.78125,5623.1005859375,5722.6259765625,5763.52294921875,5760.91796875,5758.31396484375,5755.71142578125,5753.10986328125,5750.50927734375,5747.91015625,5779.97021484375,5821.24169921875,5860.37939453125,5897.81005859375,5933.62060546875,5968.064453125,6001.34765625,6033.4453125,6064.2392578125,6093.75537109375,6122.01123046875,6149.05859375,6174.93408203125,6199.74658203125,6223.69384765625,6247.0498046875,6270.04931640625,6292.78369140625,6315.33251953125,6337.8505859375,6360.51953125,6383.47705078125,6406.79345703125,6430.47314453125,6454.49609375,6478.7861328125,6503.26513671875,6527.90576171875,6552.66455078125,6577.4013671875,6601.93701171875,6626.12158203125,6649.8623046875,6673.0927734375,6695.6376953125,6717.2998046875,6737.92041015625,6757.443359375,6775.8447265625,6793.05029296875,6808.99658203125,6823.66845703125,6837.0595703125,6849.2587890625,6860.4091796875,6870.72900390625,6880.419921875,6889.58056640625,6898.32373046875,6906.91748046875,6915.62841796875,6924.703125,5787.39208984375,5776.43994140625,5765.8857421875,5755.7265625,5745.96142578125,5736.58740234375,5727.603515625,5719.00732421875,5710.796875,5702.97119140625,5695.5283203125,5688.466796875,5681.78515625,5675.48193359375,5669.55615234375,5664.0068359375,5658.83251953125,5654.03173828125,5649.6044921875,5645.54931640625,5641.865234375,5638.5517578125,5635.6083984375,5633.03369140625,5630.82861328125,5628.9912109375,5627.52197265625,5626.42041015625,5625.68603515625,5625.31884765625
17 Estonia (EN),504.3133850097656,496.8844909667969,538.413330078125,584.9353637695312,613.7984619140625,690.0361328125,655.9362182617188,693.4461669921875,687.235107421875,697.0996704101562,727.302490234375,767.0045166015625,763.5422973632812,760.0956420898438,756.66455078125,753.2489624023438,749.8488159179688,746.4639892578125,748.5374145507812,752.718505859375,755.6201782226562,757.3999633789062,758.3438110351562,758.9049072265625,759.4320678710938,760.0062255859375,760.5198974609375,760.9396362304688,761.2158813476562,761.2864379882812,761.1747436523438,760.9232177734375,760.5703125,760.1340942382812,759.6463623046875,759.1241455078125,758.5591430664062,757.965087890625,757.345458984375,756.6987915039062,756.0255126953125,755.327392578125,754.5955810546875,753.8001708984375,752.942626953125,752.0001831054688,750.9747314453125,749.8567504882812,748.6429443359375,747.324951171875,745.890380859375,744.3489379882812,742.6888427734375,740.90869140625,739.0263671875,737.0235595703125,734.9070434570312,732.6724243164062,730.3125610351562,727.8351440429688,725.2350463867188,722.5228881835938,719.702392578125,716.7715454101562,713.7303466796875,710.5963745117188,707.3719482421875,704.0681762695312,700.703857421875,697.2906494140625,496.2091064453125,494.31610107421875,492.495361328125,490.74609375,489.067626953125,487.4591979980469,485.92022705078125,484.45001220703125,483.0479736328125,481.7135314941406,480.4461364746094,479.24530029296875,478.1105041503906,477.0412902832031,476.0372314453125,475.097900390625,474.222900390625,473.41192626953125,472.66461181640625,471.98065185546875,471.3597412109375,470.80169677734375,470.30621337890625,469.8731384277344,469.5022888183594,469.1934509277344,468.9465637207031,468.7615051269531,468.63818359375,468.5765380859375
18 Cyprus (CY),322.2422790527344,328.04486083984375,344.1519470214844,377.1665344238281,395.6747131347656,413.4825744628906,452.2997131347656,486.9150085449219,503.4222717285156,503.62237548828125,509.5249938964844,510.4253845214844,516.97412109375,523.60693359375,530.3247680664062,537.1288452148438,544.0202026367188,551.0,555.0055541992188,562.0447387695312,568.8892822265625,575.5989379882812,582.1826782226562,588.6735229492188,595.0945434570312,601.44775390625,607.72265625,613.9391479492188,620.1140747070312,626.2606811523438,632.3837280273438,638.4888916015625,644.5736083984375,650.6458129882812,656.7018432617188,662.7435913085938,668.773681640625,674.7780151367188,680.7564086914062,686.6862182617188,692.5625,698.390869140625,704.1621704101562,709.8538208007812,715.4688110351562,721.001708984375,726.442626953125,731.7896118164062,737.031982421875,742.17236328125,747.203857421875,752.1229858398438,756.9386596679688,761.6476440429688,766.2427368164062,770.734619140625,775.1275024414062,779.4223022460938,783.6249389648438,787.7418212890625,791.7786254882812,795.7413940429688,799.6250610351562,803.4445190429688,807.201416015625,810.908203125,814.55712890625,818.1398315429688,821.682861328125,825.1517333984375,767.9097900390625,769.60400390625,771.243408203125,772.82763671875,774.3563232421875,775.8291015625,777.2456665039062,778.605712890625,779.9088745117188,781.1549072265625,782.343505859375,783.474365234375,784.5472412109375,785.5619506835938,786.5181884765625,787.4157104492188,788.25439453125,789.0339965820312,789.7543334960938,790.415283203125,791.0166015625,791.5582275390625,792.0399780273438,792.4617919921875,792.823486328125,793.1251220703125,793.366455078125,793.5475463867188,793.6682739257812,793.7286376953125
19 Latvia (LV),682.2070922851562,720.0451049804688,754.2901611328125,803.91748046875,870.0498046875,964.3641357421875,1065.8643798828125,1104.9373779296875,1073.723876953125,756.0866088867188,727.3432006835938,701.2944946289062,701.2454223632812,701.1962890625,701.147216796875,701.09814453125,701.049072265625,701.0,700.335693359375,696.0770263671875,692.2506103515625,688.8241577148438,685.7088012695312,682.7654418945312,679.9004516601562,677.086181640625,674.33837890625,671.6467895507812,669.013916015625,666.442138671875,663.9126586914062,661.4190063476562,658.9976806640625,656.6824951171875,654.49951171875,652.4634399414062,650.5658569335938,648.7972412109375,647.1454467773438,645.5980834960938,644.15283203125,642.8058471679688,641.5662841796875,640.4425659179688,639.4193725585938,638.508544921875,637.694091796875,636.9551391601562,636.2630004882812,635.5952758789062,634.9407958984375,634.2963256835938,633.6433715820312,632.961181640625,632.236572265625,631.4622192382812,630.6334228515625,629.7552490234375,628.82470703125,627.86328125,626.8550415039062,625.8200073242188,624.7588500976562,623.7012939453125,622.6680908203125,621.66455078125,620.693603515625,619.768798828125,618.90966796875,618.1250610351562,392.8882751464844,390.2082824707031,387.63836669921875,385.1765441894531,382.8209533691406,380.5697937011719,378.4214172363281,376.3741760253906,374.4265441894531,372.5770568847656,370.8243103027344,369.1670837402344,367.60406494140625,366.1341247558594,364.7561950683594,363.4692687988281,362.2723388671875,361.1645812988281,360.1451721191406,359.2133483886719,358.368408203125,357.6097717285156,356.9368591308594,356.3491516113281,355.84625244140625,355.427734375,355.09332275390625,354.8427429199219,354.67584228515625,354.5924072265625
20 Lithuania (LT),1001.9736938476562,1044.9512939453125,1111.795654296875,1162.9881591796875,1284.8299560546875,1404.9422607421875,1403.6451416015625,1484.498291015625,1510.4405517578125,1511.7376708984375,1533.529052734375,1553.677490234375,1532.524169921875,1511.6588134765625,1491.07763671875,1470.776611328125,1450.751953125,1431.0,1409.307373046875,1396.0352783203125,1385.280029296875,1376.5543212890625,1369.38427734375,1362.98779296875,1356.7606201171875,1350.5845947265625,1344.56884765625,1338.6270751953125,1332.70458984375,1326.7557373046875,1320.6998291015625,1314.471923828125,1308.130859375,1301.7279052734375,1295.3209228515625,1288.9105224609375,1282.47412109375,1276.0718994140625,1269.7564697265625,1263.5797119140625,1257.545654296875,1251.65625,1245.9110107421875,1240.33056640625,1234.891357421875,1229.6224365234375,1224.4813232421875,1219.4114990234375,1214.326416015625,1209.1583251953125,1203.8798828125,1198.4869384765625,1192.970703125,1187.3037109375,1181.493896484375,1175.5281982421875,1169.40380859375,1163.1370849609375,1156.7347412109375,1150.2200927734375,1143.60107421875,1136.890380859375,1130.1163330078125,1123.3304443359375,1116.5732421875,1109.857177734375,1103.2001953125,1096.61962890625,1090.1275634765625,1083.731689453125,1240.1246337890625,1234.1695556640625,1228.447265625,1222.955078125,1217.68994140625,1212.6490478515625,1207.829833984375,1203.229736328125,1198.846435546875,1194.6776123046875,1190.72119140625,1186.9749755859375,1183.43701171875,1180.105712890625,1176.9791259765625,1174.0556640625,1171.333984375,1168.8125,1166.489990234375,1164.365234375,1162.4371337890625,1160.704833984375,1159.167236328125,1157.8236083984375,1156.67333984375,1155.715576171875,1154.9500732421875,1154.3763427734375,1153.994140625,1153.802978515625
21 Hungary (HU),2929.73583984375,3101.705322265625,3276.404296875,3346.57958984375,3425.057861328125,3507.289306640625,3580.535400390625,3636.038818359375,3589.179443359375,3555.854736328125,3538.11181640625,3553.46630859375,3568.071044921875,3582.735595703125,3597.460693359375,3612.246337890625,3627.092529296875,3642.0,3607.96484375,3614.488525390625,3620.4033203125,3625.751708984375,3630.580322265625,3635.0087890625,3639.1259765625,3642.92333984375,3646.322265625,3649.308349609375,3651.82763671875,3653.873046875,3655.428955078125,3656.53173828125,3657.213134765625,3657.513916015625,3657.479248046875,3657.140380859375,3656.53076171875,3655.72900390625,3654.817626953125,3653.88330078125,3652.95654296875,3652.079345703125,3651.30859375,3650.70654296875,3650.317626953125,3650.177490234375,3650.285400390625,3650.649658203125,3651.24169921875,3652.052978515625,3653.07421875,3654.297607421875,3655.663818359375,3657.100830078125,3658.544677734375,3659.97900390625,3661.387939453125,3662.714111328125,3663.885009765625,3664.8623046875,3665.6171875,3666.17724609375,3666.565673828125,3666.843994140625,3667.061767578125,3667.2392578125,3667.408203125,3667.638671875,3668.033203125,3668.67919921875,3190.92822265625,3187.50634765625,3184.205810546875,3181.0263671875,3177.9677734375,3175.02978515625,3172.2119140625,3169.513671875,3166.93505859375,3164.475830078125,3162.13525390625,3159.91357421875,3157.81005859375,3155.824951171875,3153.95751953125,3152.2080078125,3150.576171875,3149.0615234375,3147.6640625,3146.383544921875,3145.22021484375,3144.17333984375,3143.2431640625,3142.429443359375,3141.732177734375,3141.1513671875,3140.6865234375,3140.338134765625,3140.10595703125,3139.98974609375
22 Malta (MT),190.0692596435547,197.6116943359375,202.13714599609375,190.0692596435547,179.50985717773438,185.54380798339844,193.0862274169922,217.22201538085938,218.73049926757812,223.25596618652344,233.81536865234375,245.8832550048828,254.17198181152344,262.7401123046875,271.5970764160156,280.75262451171875,290.216796875,300.0,272.73333740234375,274.19354248046875,275.6999816894531,277.1904602050781,278.6453857421875,280.01348876953125,281.2507019042969,282.36102294921875,283.35174560546875,284.2176208496094,284.9565734863281,285.5493469238281,285.998291015625,286.31475830078125,286.50701904296875,286.5950622558594,286.58551025390625,286.49285888671875,286.3175048828125,286.07928466796875,285.77166748046875,285.41595458984375,285.0115966796875,284.57159423828125,284.099365234375,283.612060546875,283.1131591796875,282.60101318359375,282.0882568359375,281.5791931152344,281.0682373046875,280.57342529296875,280.0780334472656,279.59228515625,279.11187744140625,278.6292419433594,278.12945556640625,277.6339416503906,277.1172180175781,276.58349609375,276.029052734375,275.447509765625,274.8318176269531,274.1761779785156,273.4908447265625,272.76068115234375,271.98193359375,271.1614685058594,270.28619384765625,269.3756408691406,268.41204833984375,267.4156494140625,91.25194549560547,92.7281723022461,94.17655181884766,95.59501647949219,96.98151397705078,98.33403015136719,99.65055084228516,100.9291000366211,102.16776275634766,103.3646240234375,104.51785278320312,105.6256332397461,106.68624114990234,107.69798278808594,108.65924072265625,109.56846618652344,110.4241714477539,111.22496032714844,111.96951293945312,112.6565933227539,113.28504180908203,113.85379791259766,114.36190032958984,114.8084716796875,115.19274139404297,115.5140380859375,115.77178955078125,115.96553802490234,116.09491729736328,116.15968322753906
23 Poland (PL),12715.228515625,13532.203125,13516.8359375,14200.15625,14535.86328125,15699.0439453125,17249.337890625,19140.859375,19808.48828125,20751.650390625,21839.18359375,23124.873046875,23175.28515625,23225.80859375,23276.439453125,23327.18359375,23378.03515625,23429.0,23375.353515625,23466.84375,23552.705078125,23633.34375,23708.08984375,23776.451171875,23838.0390625,23892.34375,23939.08984375,23978.548828125,24011.22265625,24037.5546875,24057.599609375,24071.359375,24079.197265625,24081.564453125,24078.857421875,24071.318359375,24059.10546875,24042.466796875,24021.609375,23996.728515625,23968.037109375,23935.703125,23899.912109375,23860.818359375,23818.564453125,23773.236328125,23724.93359375,23673.810546875,23620.04296875,23563.7265625,23504.916015625,23443.5625,23379.451171875,23312.32421875,23241.931640625,23168.19140625,23091.0703125,23010.365234375,22925.853515625,22837.361328125,22744.8984375,22648.4453125,22547.841796875,22442.892578125,22333.505859375,22219.775390625,22101.947265625,21980.4296875,21855.728515625,21728.361328125,18627.126953125,18564.6875,18504.603515625,18446.853515625,18391.4140625,18338.26953125,18287.396484375,18238.779296875,18192.3984375,18148.240234375,18106.28515625,18066.51953125,18028.931640625,17993.50390625,17960.2265625,17929.087890625,17900.07421875,17873.17578125,17848.384765625,17825.69140625,17805.087890625,17786.564453125,17770.1171875,17755.73828125,17743.42578125,17733.169921875,17724.970703125,17718.82421875,17714.728515625,17712.681640625
24 Slovenia (SI),900.6790161132812,913.73095703125,921.1753540039062,941.7683715820312,975.413330078125,999.1968383789062,1049.5675048828125,1089.786865234375,1109.2196044921875,1114.34375,1120.2413330078125,1126.1387939453125,1128.931640625,1131.7314453125,1134.5380859375,1137.3516845703125,1140.17236328125,1143.0,1145.7738037109375,1151.4637451171875,1156.8709716796875,1161.992431640625,1166.8294677734375,1171.3668212890625,1175.5947265625,1179.5191650390625,1183.1712646484375,1186.5595703125,1189.7213134765625,1192.681640625,1195.4378662109375,1198.009521484375,1200.4088134765625,1202.6531982421875,1204.74658203125,1206.7034912109375,1208.51513671875,1210.19140625,1211.7142333984375,1213.09716796875,1214.3232421875,1215.3917236328125,1216.3060302734375,1217.04443359375,1217.5972900390625,1217.948486328125,1218.1221923828125,1218.098388671875,1217.899169921875,1217.5167236328125,1216.953857421875,1216.215576171875,1215.3057861328125,1214.2391357421875,1213.005126953125,1211.618896484375,1210.100341796875,1208.44384765625,1206.6844482421875,1204.8084716796875,1202.854248046875,1200.8135986328125,1198.7213134765625,1196.5753173828125,1194.4019775390625,1192.203369140625,1190.0068359375,1187.82666015625,1185.68798828125,1183.59765625,1161.7159423828125,1160.211181640625,1158.7601318359375,1157.3626708984375,1156.0185546875,1154.7276611328125,1153.4898681640625,1152.3048095703125,1151.1724853515625,1150.0926513671875,1149.0653076171875,1148.090087890625,1147.1669921875,1146.2958984375,1145.4766845703125,1144.709228515625,1143.993408203125,1143.3292236328125,1142.71630859375,1142.1549072265625,1141.644775390625,1141.185791015625,1140.7779541015625,1140.4212646484375,1140.11572265625,1139.861083984375,1139.6573486328125,1139.504638671875,1139.40283203125,1139.35205078125
25 Slovakia (SK),1654.3760986328125,1694.1890869140625,1725.7921142578125,1763.8056640625,1671.470947265625,1705.8856201171875,1839.157958984375,1986.6009521484375,2043.17138671875,2145.403076171875,2233.576416015625,2314.102294921875,2315.351806640625,2316.60205078125,2317.85302734375,2319.104736328125,2320.35693359375,2321.610107421875,2325.97314453125,2338.243896484375,2349.970947265625,2361.115478515625,2371.691650390625,2381.73046875,2391.266845703125,2400.28564453125,2408.75244140625,2416.650390625,2423.947265625,2430.637939453125,2436.71142578125,2442.198974609375,2447.1328125,2451.57666015625,2455.563232421875,2459.132080078125,2462.30322265625,2465.144287109375,2467.7177734375,2470.0810546875,2472.27197265625,2474.311767578125,2476.236572265625,2478.077392578125,2479.8466796875,2481.578125,2483.265869140625,2484.916015625,2486.53271484375,2488.102783203125,2489.6162109375,2491.072998046875,2492.42626953125,2493.61962890625,2494.625732421875,2495.41064453125,2495.96533203125,2496.24267578125,2496.193603515625,2495.785400390625,2494.99365234375,2493.839599609375,2492.313232421875,2490.429931640625,2488.21435546875,2485.66943359375,2482.83447265625,2479.778076171875,2476.596435546875,2473.3642578125,1896.070068359375,1891.4071044921875,1886.9158935546875,1882.595458984375,1878.4444580078125,1874.4620361328125,1870.6468505859375,1866.9981689453125,1863.5150146484375,1860.1962890625,1857.041259765625,1854.049072265625,1851.2188720703125,1848.550048828125,1846.0418701171875,1843.693603515625,1841.504638671875,1839.4744873046875,1837.6025390625,1835.8883056640625,1834.3314208984375,1832.931396484375,1831.6878662109375,1830.6005859375,1829.6690673828125,1828.893310546875,1828.2728271484375,1827.8077392578125,1827.4976806640625,1827.3427734375
26 Bulgaria (BG),1570.1561279296875,1599.89599609375,1631.3140869140625,1668.8851318359375,1702.0745849609375,1719.1353759765625,2024.73876953125,2305.636474609375,2442.21630859375,2543.08984375,2635.19970703125,2739.61572265625,2745.204345703125,2750.8046875,2756.416259765625,2762.039306640625,2767.673828125,2773.320068359375,2763.487060546875,2758.014892578125,2752.3759765625,2746.504150390625,2740.38330078125,2733.99755859375,2727.321044921875,2720.37939453125,2713.18896484375,2705.731689453125,2697.96728515625,2689.88427734375,2681.490478515625,2672.81201171875,2663.91650390625,2654.8828125,2645.7890625,2636.65087890625,2627.496826171875,2618.37255859375,2609.3291015625,2600.409912109375,2591.646728515625,2583.03466796875,2574.5537109375,2566.16845703125,2557.845458984375,2549.572021484375,2541.34912109375,2533.132080078125,2524.87060546875,2516.534912109375,2508.10205078125,2499.55615234375,2490.857177734375,2481.979248046875,2472.886962890625,2463.578369140625,2454.04052734375,2444.292724609375,2434.3505859375,2424.234375,2413.956787109375,2403.531005859375,2393.01220703125,2382.459228515625,2371.919189453125,2361.443115234375,2351.038818359375,2340.738525390625,2330.57080078125,2320.57568359375,2253.71630859375,2242.244140625,2231.223876953125,2220.6494140625,2210.514892578125,2200.814697265625,2191.543212890625,2182.695556640625,2174.266845703125,2166.252197265625,2158.6474609375,2151.4482421875,2144.650634765625,2138.2509765625,2132.245849609375,2126.631591796875,2121.40576171875,2116.56494140625,2112.106689453125,2108.028564453125,2104.328369140625,2101.00390625,2098.0537109375,2095.475830078125,2093.268798828125,2091.431640625,2089.96337890625,2088.86279296875,2088.12939453125,2087.762939453125
27 Romania (RO),4353.05517578125,4482.56787109375,4638.318359375,4828.958984375,4970.05517578125,4555.97705078125,5039.41748046875,5720.89501953125,6035.884765625,6147.67333984375,6175.58544921875,6269.78955078125,6299.88427734375,6330.12353515625,6360.50830078125,6391.03857421875,6421.7158203125,6452.5400390625,6416.7529296875,6380.54833984375,6349.9697265625,6323.869140625,6300.85498046875,6278.75048828125,6255.93505859375,6232.03076171875,6207.4296875,6182.21142578125,6156.6591796875,6130.966796875,6105.052734375,6078.7333984375,6052.0654296875,6025.12939453125,5998.0048828125,5970.69921875,5943.19970703125,5915.51318359375,5887.63671875,5859.5830078125,5831.349609375,5802.95556640625,5774.427734375,5745.796875,5717.09912109375,5688.33935546875,5659.51025390625,5630.587890625,5601.533203125,5572.32275390625,5542.96240234375,5513.46240234375,5483.78515625,5453.91357421875,5423.81591796875,5393.5107421875,5363.03271484375,5332.4443359375,5301.8134765625,5271.21630859375,5240.68896484375,5210.2880859375,5180.09228515625,5150.21044921875,5120.7265625,5091.693359375,5063.14990234375,5035.17333984375,5007.84521484375,4981.23388671875,5010.7265625,4998.33837890625,4986.40673828125,4974.92822265625,4963.90087890625,4953.32080078125,4943.18603515625,4933.4931640625,4924.23974609375,4915.42333984375,4907.04248046875,4899.09375,4891.57568359375,4884.48583984375,4877.8232421875,4871.58544921875,4865.7705078125,4860.3779296875,4855.4052734375,4850.85205078125,4846.71630859375,4842.99755859375,4839.6943359375,4836.80615234375,4834.33203125,4832.271484375,4830.62353515625,4829.38818359375,4828.564453125,4828.15283203125
