,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
1 Petrol Econ,24615.101308562105,23503,0.07108364137931035,0.06,0.038,0.02,0.15,10,1.960532689655173,12961,0.375,4.860375,0.6,132.9952,4,-0.014499569695115089,4,0,0,0,0,0
2 Petrol Mid,36000,4864.4,0.07520486815415824,0.03,0.051,0.03,0.15,10,2.074198782961461,12961,0.375,4.860375,0.2,140.7058823529412,4,-0.014499569695115089,4,0,0,0,0,0
3 Petrol Lux,53973,14482,0.08523218390804599,0.04,0.064,0.03,0.15,10,2.350758620689656,12961,0.375,4.860375,-0.3,159.4666666666667,4,-0.014499569695115089,4,0,0,0,0,0
4 Adv Petrol Econ,24615.101308562105,23503,0.06238995862068966,0.06,0.038,0.02,0.15,10,1.7207553103448279,12961,0.375,4.860375,0,116.7296,4,-0.07400058144377691,4,0,0,0,0,0
5 Adv Petrol Mid,32337.193061532576,4864.4,0.07057224827586209,0.03,0.051,0.03,0.15,10,1.946428137931035,12961,0.375,4.860375,0,132.03840000000002,4,-0.07400058144377691,4,0,0,0,0,0
6 Adv Petrol Lux,52047.898295647785,14482,0.0869368275862069,0.04,0.064,0.03,0.15,10,2.3977737931034486,12961,0.375,4.860375,0,162.65600000000003,4,-0.07400058144377691,4,0,0,0,0,0
7 Diesel Econ,27076.611439418317,2872.35341254385,0.05688054339622642,0.06,0.038,0.02,0.15,10,2.111143245283019,12961,0.375,4.860375,0,144.936,4,-0.014499569695115089,4,0,0,0,0,0
8 Diesel Mid,39600,3746.18407830755,0.06434028679245284,0.03,0.051,0.03,0.15,10,2.388014490566038,12961,0.375,4.860375,0,163.94400000000002,4,-0.014499569695115089,4,0,0,0,0,0
9 Diesel Lux,59370.3,15787.1067762675,0.07925977358490567,0.013,0.064,0.04,0.15,10,2.941756981132076,12961,0.375,4.860375,-0.6,201.96,4,-0.014499569695115089,4,0,0,0,0,0
10 Adv Diesel Econ,27076.611439418317,2872.35341254385,0.04550443471698114,0.06,0.038,0,0.15,10,1.6889145962264154,12961,0.375,4.860375,0,115.9488,4,-0.07400058144377691,4,0,0,0,0,0
11 Adv Diesel Mid,35570.912367685836,3746.18407830755,0.05147222943396227,0.03,0.051,0,0.15,10,1.9104115924528304,12961,0.375,4.860375,0,131.1552,4,-0.07400058144377691,4,0,0,0,0,0
12 Adv Diesel Lux,57252.68812521257,15787.1067762675,0.06340781886792454,0.013,0.064,0,0.15,10,2.3534055849056608,12961,0.375,4.860375,0,161.568,4,-0.07400058144377691,4,0,0,0,0,0
13 CNG Econ,20000,2872.35341254385,0.017112053894736842,0.06,0.039,0.02,0.15,10,0.5746585263157895,12961,0.375,4.860375,0,49.62960000000001,4,-0.014499569695115089,4,0,0,0,0,0
14 CNG Mid,30000,3746.18407830755,0.019356257684210534,0.03,0.056,0.03,0.15,10,0.6500235789473686,12961,0.375,4.860375,0,56.13840000000001,4,-0.014499569695115089,4,0,0,0,0,0
15 CNG Lux,40000,15787.1067762675,0.023844665263157903,0.04,0.066,0.04,0.15,10,0.8007536842105265,12961,0.375,4.860375,0,69.15600000000002,4,-0.014499569695115089,4,0,0,0,0,0
16 Hybrid Econ,17307.30548297762,719.7491,0.04774454634119664,0.013,0.039,0.03,0.15,10,1.3168253910233267,12961,0.375,4.860375,-0.4,89.32850605772275,4,-0.07,4,0,0,0,0,0
17 Hybrid Mid,30278,4419.4,0.050700883678732836,0.02,0.056,0.04,0.15,10,1.3983630821069863,12961,0.375,4.860375,-0.1,94.85971785053239,4,-0.07,4,0,0,0,0,0
18 Hybrid Lux,37590,13422.7486389078,0.09493209365276878,0.03,0.066,0.04,0.15,10,2.618288389455397,12961,0.375,4.860375,-0.85,177.61488489872866,4,-0.07,4,0,0,0,0,0
19 Electric Econ,31432,12517,0.02625,0.00056,0.046,0.04,0.15,10,0.63,12961,0.375,4.860375,-0.3,38.7018,4,-0.23,4,12.6,150,1.05,1.00045,0.996
20 Electric Mid,44445.55014734916,397.4819,0.027916666666666666,0.0008,0.065,0.05,0.15,10,0.67,12961,0.375,4.860375,-0.72,54.1824,4,-0.23,4,43.778509842693644,150,1.05,1.00045,0.996
21 Electric Lux,70637.74665073605,300,0.035833333333333335,0.01238,0.08,0.06,0.15,10,0.86,12961,0.375,4.860375,0,67.083,4,-0.23,4,76.36052127537562,150,1.05,1.00045,0.996
22 PHEV Econ,36620,1000,0.010689655172413793,0.06,0.046,0.04,0.15,12,0.2948275862068966,12961,0.375,4.860375,0,20,4,-0.23,4,10.09,150,1.05,1.00045,0.996
23 PHEV Mid,38100.44,6480.6,0.01603448275862069,0.03,0.065,0.05,0.15,12,0.44224137931034485,12961,0.375,4.860375,-0.8,30,4,-0.23,4,10.09,150,1.05,1.00045,0.996
24 PHEV Lux,74410.45,33781,0.039587837837837835,0.04,0.08,0.06,0.15,12,1.0918581081081082,12961,0.375,4.860375,-1.4,74.06756756756756,4,-0.23,4,10.09,150,1.05,1.00045,0.996
25 Hydrogen Econ,37718.4,1000,0,0,0.046,0.04,0.15,12,0,12961,0.375,4.860375,0,0,4,-0.22,4,0,0,0,0,0
26 Hydrogen Mid,53334.660176818994,1000,0,0,0.065,0.05,0.15,12,0,12961,0.375,4.860375,0,0,4,-0.22,4,0,0,0,0,0
27 Hydrogen Lux,90000,1596.2,0,0,0.08,0.06,0.15,12,0,12961,0.375,4.860375,-2,0,4,-0.22,4,0,0,0,0,0
28 Bikes Econ,1504,2292,0.0511393103448276,0.013,0,0.03,0.15,7,1.4104551724137935,3500,0.55,1.9250000000000003,0,95.68,2,-0.01,3,0,0,0,0,0
29 Bikes Lux,5974,4541,0.0639241379310345,0.02,0,0.03,0.15,7,1.763068965517242,3500,0.55,1.9250000000000003,0,119.60000000000002,2,-0.01,3,0,0,0,0,0
30 Bikes Adv Econ,1504,2292,0.04091144827586208,0.09462069,0.03,0.03,0.15,7,1.1283641379310347,3500,0.55,1.9250000000000003,0,76.54400000000001,2,-0.01,3,0,0,0,0,0
31 Bikes Adv Lux,5974,4541,0.0511393103448276,0.09462069,0.03,0.03,0.15,7,1.4104551724137935,3500,0.55,1.9250000000000003,0,95.68,2,-0.01,3,0,0,0,0,0
