,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4697040864255519,0.0234852043212776,47304.27430718648,2365.213715359324,25.0,1,-0.05,0.05,0.37547328101574,134.9932622122403,22.498877035373383,0,0.9703846153846154,0.0133872676417274,-0.05
Indirect Heating Oil,0.0516674495068107,0.0025833724753405,9925.786754344765,496.2893377172381,25.0,1,-0.05,0.05,0.4042120968341066,0.6169567658618753,0.1028261276436459,0,0.9768538461538462,0.0129453174006491,-0.05
Indirect Heating Gas,0.0516674495068107,0.0025833724753405,10937.153593236262,546.8576796618131,25.0,1,-0.05,0.05,0.4545001293492125,226.5435148792813,37.75725247988022,0,0.9814,0.0125093385235134,-0.05
Indirect Heating Biomass,0.5805542508219822,0.0290277125410991,47304.27430718648,2365.213715359324,25.0,1,-0.05,0.05,0.3826514466822173,1.1979225154407642,0.2395845030881528,0,0.9116666666666666,0.008671634140044,-0.05
Indirect Heating Electric,0.0751526538280883,0.0037576326914044,8416.53358384218,420.826679192109,25.0,1,-0.05,0.05,0.9,769.2957140183416,153.85914280366836,0,0.9878205128205128,0.0028867513459481,-0.05
Indirect Heating Steam Distributed,0.9394081728511038,0.0469704086425552,0.0,0.0,20.0,1,-0.05,0.05,0.4931738707021153,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),1.0267731329262564,0.0513386566463128,28853.63696759041,1442.681848379521,20.0,1,-0.432959407,0.05,3.0,769.2957140183416,153.85914280366836,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.2066697980272428,0.0103334899013621,5911.48896195397,295.5744480976985,15.0,1,-0.05,0.05,0.2457392545951674,134.9932622122403,22.498877035373383,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Oil,0.0140911225927665,0.0007045561296383,2476.560058055425,123.82800290277126,15.0,1,-0.05,0.05,0.3966248273945267,0.6169567658618753,0.1028261276436459,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Gas,0.0140911225927665,0.0007045561296383,2476.560058055425,123.82800290277126,15.0,1,-0.05,0.05,0.4294862775509355,226.5435148792813,37.75725247988022,0,0.9878846153846156,0.0121153846153846,-0.05
Direct Heating Biomass,0.2066697980272428,0.0103334899013621,5911.48896195397,295.5744480976985,15.0,1,-0.05,0.05,0.1128926314344516,1.1979225154407642,0.2395845030881528,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Electric,0.0563644903710662,0.0028182245185533,1482.2733677782996,74.11366838891499,12.5,1,-0.05,0.05,0.5715463629001298,769.2957140183416,153.85914280366836,0,0.9902564102564102,0.0168763924840044,-0.05
Direct Heating Steam Distributed,0.9394081728511038,0.0469704086425552,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
