,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.3543083900226757,0.0177154195011337,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.3801596869547053,30.845929080096912,5.140988180016152,0,0.9703846153846154,0.0133872676417274,-0.05
Indirect Heating Oil,0.0389739229024943,0.0019486961451247,7487.244897959184,374.3622448979592,25.0,1,-0.05,0.05,0.4321710713766217,39.28821672417589,6.548036120695982,0,0.9768538461538462,0.0129453174006491,-0.05
Indirect Heating Gas,0.0389739229024943,0.0019486961451247,8250.14172335601,412.5070861678005,25.0,1,-0.05,0.05,0.4601728954637037,31.1240584391748,5.187343073195801,0,0.9814,0.0125093385235134,-0.05
Indirect Heating Biomass,0.4379251700680272,0.0218962585034013,35682.68140589569,1784.1340702947846,25.0,1,-0.05,0.05,0.3874274456758983,84.85133250128476,16.970266500256955,0,0.9116666666666666,0.008671634140044,-0.05
Indirect Heating Electric,0.0566893424036281,0.0028344671201814,6348.781179138323,317.43905895691614,25.0,1,-0.05,0.05,0.9,864.8907569194624,172.9781513838925,0,0.9878205128205128,0.0028867513459481,-0.05
Indirect Heating Steam Distributed,0.7086167800453514,0.0354308390022675,0.0,0.0,20.0,1,-0.05,0.05,0.4993293365460461,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),0.7745181405895691,0.0387259070294784,21764.94937074829,1088.247468537415,20.0,1,-0.432959407,0.05,3.0,864.8907569194624,172.9781513838925,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.1558956916099773,0.0077947845804988,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.2457392545951674,30.845929080096912,5.140988180016152,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Oil,0.0106292517006802,0.000531462585034,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.3974327868312289,39.28821672417589,6.548036120695982,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Gas,0.0106292517006802,0.000531462585034,1868.1251288265305,93.40625644132652,15.0,1,-0.05,0.05,0.4303611786335554,31.1240584391748,5.187343073195801,0,0.9878846153846156,0.0121153846153846,-0.05
Direct Heating Biomass,0.1558956916099773,0.0077947845804988,4459.169501133787,222.95847505668937,15.0,1,-0.05,0.05,0.1128926314344516,84.85133250128476,16.970266500256955,0,0.9293589743589744,0.0339690368351952,-0.05
Direct Heating Electric,0.042517006802721,0.002125850340136,1118.112244897959,55.90561224489796,12.5,1,-0.05,0.05,0.5870033983380213,864.8907569194624,172.9781513838925,0,0.9902564102564102,0.0168763924840044,-0.05
Direct Heating Steam Distributed,0.7086167800453514,0.0354308390022675,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.0,-0.05
