,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.36088054853843377,0.01804402742692169,36344.568747744495,1817.2284373872246,25.0,1,-0.05,0.05,0.6046240634081222,133.79059542439822,26.75811908487964,0,0.95,0.1,-0.05
Indirect Heating Oil,0.039696860339227716,0.001984843016961386,7626.127751714183,381.30638758570916,25.0,1,-0.05,0.05,0.4542348646294967,137.0531336165139,27.41062672330278,0,0.95,0.1,-0.05
Indirect Heating Gas,0.039696860339227716,0.001984843016961386,8403.175748827141,420.158787441357,25.0,1,-0.05,0.05,0.5897069941644886,237.36753856472168,47.473507712944354,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.4460483579935042,0.02230241789967521,36344.568747744495,1817.2284373872246,25.0,1,-0.05,0.05,0.42157860908375744,109.2708845666592,21.854176913331838,0,0.9,0.1,-0.05
Indirect Heating Electric,0.05774088776614941,0.0028870443883074704,6466.546373150488,323.32731865752436,25.0,1,-0.05,0.05,0.9,934.9365079365081,186.9873015873016,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.7217610970768675,0.03608805485384338,0.0,0.0,20.0,1,-0.05,0.05,0.5417498932277904,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.7888848791050163,0.03944424395525081,22168.673079754604,1108.4336539877302,20.0,1,-0.432959407,0.05,3.0,934.9365079365081,186.9873015873016,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.15878744135691086,0.007939372067845544,4541.883796463371,227.09418982316856,15.0,1,-0.05,0.05,0.7415950899436113,133.79059542439822,26.75811908487964,0,0.9,0.1,-0.05
Direct Heating Oil,0.010826416456153013,0.0005413208228076507,1902.7774679177194,95.13887339588598,15.0,1,-0.05,0.05,0.4995037726255273,137.0531336165139,27.41062672330278,0,0.9,0.1,-0.05
Direct Heating Gas,0.010826416456153013,0.0005413208228076507,1902.7774679177194,95.13887339588598,15.0,1,-0.05,0.05,0.5148069374396529,237.36753856472168,47.473507712944354,0,0.95,0.1,-0.05
Direct Heating Biomass,0.15878744135691086,0.007939372067845544,4541.883796463371,227.09418982316856,15.0,1,-0.05,0.05,0.7377731706151918,109.2708845666592,21.854176913331838,0,0.9,0.1,-0.05
Direct Heating Electric,0.04330566582461205,0.0021652832912306018,1138.8523998556475,56.94261999278239,12.5,1,-0.05,0.05,0.5735769138992501,934.9365079365081,186.9873015873016,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.7217610970768675,0.03608805485384338,0.0,0.0,20.0,1,-0.05,0.05,0.0712540523955947,0.0,0.0,0,1.0,0.1,-0.05
