Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:P,EV truck mandates,36,2023.4649589624269,2023.4649589624269,-0.0
FTT:P,EV truck mandates,38,2021.5739814239325,2021.5739814239325,-0.0
FTT:P,EV truck mandates,40,2037.7050740544564,2037.847769174653,0.1426951201965494
FTT:P,EV truck mandates,45,2028.8871918346158,2028.9042646812597,0.017072846643941375
FTT:P,EV truck mandates,47,2022.1639724539807,2022.1639724539807,-0.0
FTT:P,EV truck mandates,48,2032.2448690359795,2032.7276697706425,0.48280073466298745
FTT:P,EV truck mandates,50,2027.953643749809,2027.9642368078485,0.010593058039376047
FTT:P,EV truck mandates,52,2026.279530584492,2026.2846398280756,0.005109243583547141
FTT:P,EV truck mandates,54,2027.7912161832576,2027.8077488709482,0.01653268769064198
FTT:P,EV truck mandates,58,2025.9411279287372,2025.9448258123439,0.003697883606719188
FTT:P,EV truck mandates,61,2024.8594949656554,2024.8594545394808,-4.0426174564345274e-05
FTT:P,EV truck mandates,65,2031.41155764201,2031.460188529088,0.04863088707816132
FTT:P,EV truck mandates,67,2024.3938354263146,2024.3938159025315,-1.9523783066688338e-05
FTT:P,EV truck mandates,69,2032.992342075871,2033.0670856958168,0.07474361994582068
FTT:P,All mandates,2,2022.1675751168173,2022.1675751168173,-0.0
FTT:P,All mandates,7,2028.9837453759596,2030.2783994355568,1.2946540595971783
FTT:P,All mandates,9,2022.8310723229715,2022.8310723229715,-0.0
FTT:P,All mandates,13,2027.0570307261253,2027.9784835524074,0.9214528262821204
FTT:P,All mandates,16,2022.8564715538857,2022.8564715538857,-0.0
FTT:P,All mandates,17,2026.5716483984454,2027.3961058160944,0.8244574176490005
FTT:P,All mandates,19,2028.4652243363314,2029.7812399240752,1.3160155877437774
FTT:P,All mandates,20,2030.8048949833421,2033.1054625680038,2.3005675846616214
FTT:P,All mandates,21,2022.4165660390695,2022.4165660390695,-0.0
FTT:P,All mandates,26,2026.5991333839788,2027.6404458714692,1.0413124874903588
FTT:P,All mandates,27,2026.1598462737036,2026.9652022004411,0.8053559267375476
FTT:P,All mandates,28,2028.1398890476194,2029.296248011973,1.156358964353558
FTT:P,All mandates,31,2022.5742730075585,2022.5742730075585,-0.0
FTT:P,All mandates,35,2022.3934488000755,2022.3934488000755,-0.0
FTT:P,All mandates,36,2023.4649589624269,2023.4649589624269,-0.0
FTT:P,All mandates,38,2021.5739814239325,2021.5739814239325,-0.0
FTT:P,All mandates,40,2035.459957525026,2037.847769174653,2.387811649626883
FTT:P,All mandates,45,2027.753204064458,2028.9042646812597,1.1510606168017148
FTT:P,All mandates,47,2022.1639724539807,2022.1639724539807,-0.0
FTT:P,All mandates,48,2030.1029520112336,2032.7276697706425,2.6247177594088953
FTT:P,All mandates,50,2027.0580709108488,2027.9642368078485,0.9061658969997097
FTT:P,All mandates,52,2025.709436363289,2026.2846398280756,0.5752034647866822
FTT:P,All mandates,54,2026.5898819675256,2027.8077488709482,1.217866903422646
FTT:P,All mandates,58,2025.4929729007158,2025.9448258123439,0.45185291162806607
FTT:P,All mandates,61,2024.6671546056068,2024.8594545394808,0.1922999338739828
FTT:P,All mandates,65,2029.7568412482049,2031.460188529088,1.7033472808832357
FTT:P,All mandates,67,2024.3076134829782,2024.3938159025315,0.08620241955327401
FTT:P,All mandates,69,2031.4569809645614,2033.0670856958168,1.6101047312554329
