Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:H,EV mandates,23,2029.303966873896,2029.3825851779118,0.07861830401589032
FTT:H,EV mandates,24,2021.0,2021.0,-0.0
FTT:H,EV mandates,25,2035.1379576410066,2035.2360051800752,0.09804753906860242
FTT:H,EV mandates,26,2021.0,2021.0,-0.0
FTT:H,EV mandates,27,2028.7323505240333,2028.749514903929,0.01716437989557562
FTT:H,EV mandates,29,2021.0,2021.0,-0.0
FTT:H,EV mandates,31,2023.8946980844337,2023.8946980844337,-0.0
FTT:H,EV mandates,34,2028.7560883112596,2028.822792274671,0.066703963411328
FTT:H,EV mandates,37,2021.0,2021.0,-0.0
FTT:H,EV mandates,41,2021.0,2021.0,-0.0
FTT:H,EV mandates,42,2024.9353840731235,2024.9353840731235,-0.0
FTT:H,EV mandates,43,2023.6633985501967,2023.6633985501967,-0.0
FTT:H,EV mandates,44,2021.0,2021.0,-0.0
FTT:H,EV mandates,46,2045.8885511846622,2046.2950640541717,0.40651286950946997
FTT:H,EV mandates,47,2021.0,2021.0,-0.0
FTT:H,EV mandates,48,2021.0,2021.0,-0.0
FTT:H,EV mandates,50,2026.9308391776472,2026.931099053164,0.00025987551680373144
FTT:H,EV mandates,51,2021.0,2021.0,-0.0
FTT:H,EV mandates,52,2021.0,2021.0,-0.0
FTT:H,EV mandates,54,2025.8296247493804,2025.8299381063766,0.0003133569962301408
FTT:H,EV mandates,57,2026.0181633187392,2026.018520480841,0.0003571621018636506
FTT:H,EV mandates,60,2028.7860546788302,2028.7890452525044,0.0029905736741966393
FTT:H,EV mandates,63,2034.5864731583545,2034.6140152533214,0.027542094966975128
FTT:H,EV mandates,64,2039.6228595525786,2040.2416093770182,0.6187498244396465
FTT:H,EV mandates,65,2026.030675868547,2026.0310585128311,0.00038264428417278396
FTT:H,EV mandates,66,2040.6735347739775,2040.8770936379663,0.20355886398874645
FTT:H,EV mandates,67,2021.0,2021.0,-0.0
FTT:H,EV mandates,68,2024.366163627142,2024.366163627142,-0.0
FTT:H,EV mandates,69,2029.7535869479482,2029.7627846308494,0.009197682901231019
FTT:H,EV truck mandates,1,2028.0053316067833,2028.0264785809995,0.021146974216208037
FTT:H,EV truck mandates,2,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,3,2035.1000623214243,2035.2508217992556,0.15075947783134325
FTT:H,EV truck mandates,4,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,6,2021.8565761407112,2021.8565761407112,-0.0
FTT:H,EV truck mandates,7,2023.8165848818705,2023.8165848818705,-0.0
FTT:H,EV truck mandates,8,2023.1061326153242,2023.1061326153242,-0.0
FTT:H,EV truck mandates,9,2024.9790252060675,2024.9790252060675,-0.0
FTT:H,EV truck mandates,11,2023.8587148658874,2023.8587148658874,-0.0
FTT:H,EV truck mandates,12,2021.8085194811965,2021.8085194811965,-0.0
FTT:H,EV truck mandates,13,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,16,2022.4771203762543,2022.4771203762543,-0.0
FTT:H,EV truck mandates,17,2023.3295271091913,2023.3295271091913,-0.0
FTT:H,EV truck mandates,18,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,19,2021.9335160818298,2021.9335160818298,-0.0
FTT:H,EV truck mandates,20,2025.5811396834736,2025.5812057857972,6.610232367165736e-05
FTT:H,EV truck mandates,21,2040.5908390424095,2040.8535701002402,0.26273105783070605
FTT:H,EV truck mandates,22,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,23,2029.3396572229565,2029.3825851779118,0.042927954955302994
FTT:H,EV truck mandates,24,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,25,2035.2075624741042,2035.2360051800752,0.028442705970974203
FTT:H,EV truck mandates,26,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,27,2028.7422467822814,2028.749514903929,0.007268121647484804
FTT:H,EV truck mandates,29,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,31,2023.8946980844337,2023.8946980844337,-0.0
FTT:H,EV truck mandates,34,2028.8007786639212,2028.822792274671,0.02201361074980923
FTT:H,EV truck mandates,37,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,41,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,42,2024.9353840731235,2024.9353840731235,-0.0
FTT:H,EV truck mandates,43,2023.6633985501967,2023.6633985501967,-0.0
FTT:H,EV truck mandates,44,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,46,2046.1156823006368,2046.2950640541717,0.17938175353492625
FTT:H,EV truck mandates,47,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,48,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,50,2026.9310470756282,2026.931099053164,5.197753580432618e-05
FTT:H,EV truck mandates,51,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,52,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,54,2025.8299129464742,2025.8299381063766,2.5159902406812762e-05
FTT:H,EV truck mandates,57,2026.0186213013599,2026.018520480841,-0.00010082051880999643
FTT:H,EV truck mandates,60,2028.7874721529968,2028.7890452525044,0.0015730995075955434
FTT:H,EV truck mandates,63,2034.5998036152846,2034.6140152533214,0.014211638036840668
FTT:H,EV truck mandates,64,2039.8255561291664,2040.2416093770182,0.416053247851778
FTT:H,EV truck mandates,65,2026.03115879412,2026.0310585128311,-0.00010028128895100963
FTT:H,EV truck mandates,66,2040.7537788940353,2040.8770936379663,0.12331474393090502
FTT:H,EV truck mandates,67,2021.0,2021.0,-0.0
FTT:H,EV truck mandates,68,2024.366163627142,2024.366163627142,-0.0
FTT:H,EV truck mandates,69,2029.7615482968197,2029.7627846308494,0.0012363340297270042
FTT:H,All mandates,1,2027.4619860526311,2028.0264785809995,0.5644925283684188
FTT:H,All mandates,2,2021.0,2021.0,-0.0
FTT:H,All mandates,3,2032.3685988660159,2035.2508217992556,2.8822229332397455
FTT:H,All mandates,4,2021.0,2021.0,-0.0
FTT:H,All mandates,6,2021.8565761407112,2021.8565761407112,-0.0
FTT:H,All mandates,7,2023.8165848818705,2023.8165848818705,-0.0
FTT:H,All mandates,8,2023.1061326153242,2023.1061326153242,-0.0
FTT:H,All mandates,9,2024.9472089710955,2024.9790252060675,0.03181623497198416
FTT:H,All mandates,11,2023.8587148658874,2023.8587148658874,-0.0
FTT:H,All mandates,12,2021.8085194811965,2021.8085194811965,-0.0
FTT:H,All mandates,13,2021.0,2021.0,-0.0
FTT:H,All mandates,16,2022.4771203762543,2022.4771203762543,-0.0
FTT:H,All mandates,17,2023.3295271091913,2023.3295271091913,-0.0
FTT:H,All mandates,18,2021.0,2021.0,-0.0
FTT:H,All mandates,19,2021.9335160818298,2021.9335160818298,-0.0
FTT:H,All mandates,20,2025.4435077565263,2025.5812057857972,0.13769802927095043
FTT:H,All mandates,21,2036.1997038403379,2040.8535701002402,4.6538662599023155
FTT:H,All mandates,22,2021.0,2021.0,-0.0
FTT:H,All mandates,23,2028.0895526389115,2029.3825851779118,1.2930325390002508
FTT:H,All mandates,24,2021.0,2021.0,-0.0
FTT:H,All mandates,25,2032.5530535979349,2035.2360051800752,2.6829515821402765
FTT:H,All mandates,26,2021.0,2021.0,-0.0
FTT:H,All mandates,27,2028.1387769667706,2028.749514903929,0.6107379371583193
FTT:H,All mandates,29,2021.0,2021.0,-0.0
FTT:H,All mandates,31,2023.8946980844337,2023.8946980844337,-0.0
FTT:H,All mandates,34,2027.6728897859637,2028.822792274671,1.149902488707312
FTT:H,All mandates,37,2021.0,2021.0,-0.0
FTT:H,All mandates,41,2021.0,2021.0,-0.0
FTT:H,All mandates,42,2024.860669334462,2024.9353840731235,0.07471473866144152
FTT:H,All mandates,43,2023.6633985501967,2023.6633985501967,-0.0
FTT:H,All mandates,44,2021.0,2021.0,-0.0
FTT:H,All mandates,46,2040.320211039751,2046.2950640541717,5.97485301442066
FTT:H,All mandates,47,2021.0,2021.0,-0.0
FTT:H,All mandates,48,2021.0,2021.0,-0.0
FTT:H,All mandates,50,2027.215754035649,2026.931099053164,-0.2846549824851081
FTT:H,All mandates,51,2021.0,2021.0,-0.0
FTT:H,All mandates,52,2021.0,2021.0,-0.0
FTT:H,All mandates,54,2025.6322661815288,2025.8299381063766,0.19767192484778207
FTT:H,All mandates,57,2025.614203413397,2026.018520480841,0.4043170674440262
FTT:H,All mandates,60,2029.3796625210655,2028.7890452525044,-0.5906172685611182
FTT:H,All mandates,63,2032.891807169432,2034.6140152533214,1.7222080838894271
FTT:H,All mandates,64,2035.8969903076468,2040.2416093770182,4.344619069371447
FTT:H,All mandates,65,2025.8165823427196,2026.0310585128311,0.21447617011153852
FTT:H,All mandates,66,2036.5483707337874,2040.8770936379663,4.328722904178903
FTT:H,All mandates,67,2021.0,2021.0,-0.0
FTT:H,All mandates,68,2024.3216019705167,2024.366163627142,0.0445616566253193
FTT:H,All mandates,69,2028.8904545584182,2029.7627846308494,0.8723300724311684
