Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:Fr,Coal phase-out,1,2032.4279192874951,2032.8347447055696,0.40682541807450434
FTT:Fr,Coal phase-out,2,2031.4533322853115,2031.9968860454796,0.5435537601681517
FTT:Fr,Coal phase-out,3,2033.4957507868583,2033.9607435984483,0.4649928115900366
FTT:Fr,Coal phase-out,5,2039.4502043083396,2039.690880410861,0.24067610252132
FTT:Fr,Coal phase-out,6,2035.0326557370688,2035.3219818524242,0.28932611535537944
FTT:Fr,Coal phase-out,7,2033.8094380253567,2034.1880011357198,0.3785631103630749
FTT:Fr,Coal phase-out,8,2049.239725596214,2049.604857317868,0.36513172165405194
FTT:Fr,Coal phase-out,9,2030.1707552434557,2030.4675992909995,0.2968440475438001
FTT:Fr,Coal phase-out,10,2032.042727865256,2032.5377240420792,0.49499617682317876
FTT:Fr,Coal phase-out,11,2029.9154647946368,2030.238865060555,0.32340026591828064
FTT:Fr,Coal phase-out,12,2039.3048073024606,2039.442686827039,0.13787952457846586
FTT:Fr,Coal phase-out,13,2031.1533703582434,2031.4569172599474,0.30354690170406684
FTT:Fr,Coal phase-out,14,2026.6405797072891,2026.7135132461801,0.07293353889099308
FTT:Fr,Coal phase-out,15,2038.8153625696045,2039.0995779104285,0.2842153408239483
FTT:Fr,Coal phase-out,16,2034.0292274827866,2035.611760992087,1.582533509300447
FTT:Fr,Coal phase-out,17,2043.6275723731092,2043.7691835773296,0.14161120422045315
FTT:Fr,Coal phase-out,19,2038.0871398258128,2038.3090809393211,0.22194111350836465
FTT:Fr,Coal phase-out,20,2026.8588383335216,2026.9870929686097,0.12825463508806934
FTT:Fr,Coal phase-out,21,2036.6516287763015,2037.0904091266796,0.43878035037801055
FTT:Fr,Coal phase-out,22,2049.4974065433466,2049.6363803922927,0.13897384894607967
FTT:Fr,Coal phase-out,23,2037.0814636480573,2038.1319540074237,1.0504903593664494
FTT:Fr,Coal phase-out,24,2034.0373993695603,2035.1671017142648,1.129702344704583
FTT:Fr,Coal phase-out,25,2041.6704293834932,2042.2563095299397,0.5858801464464705
FTT:Fr,Coal phase-out,26,2040.0983402608597,2039.6659013297453,-0.4324389311143477
FTT:Fr,Coal phase-out,27,2044.7756322256987,2044.994561209033,0.2189289833343082
FTT:Fr,Coal phase-out,29,2023.7410475601405,2023.7410475601405,-0.0
FTT:Fr,Coal phase-out,32,2029.5160456662775,2029.7517934178384,0.23574775156089345
FTT:Fr,Coal phase-out,33,2048.541854923105,2045.6952938871068,-2.846561035998093
FTT:Fr,Coal phase-out,34,2042.3327410059187,2043.0514418597322,0.718700853813516
FTT:Fr,Coal phase-out,35,2042.8945847688935,2043.4764761267586,0.5818913578650609
FTT:Fr,Coal phase-out,37,2030.3055973398546,2030.54661412577,0.2410167859154626
FTT:Fr,Coal phase-out,38,2032.3861959540893,2032.7235884905933,0.33739253650401224
FTT:Fr,Coal phase-out,42,2023.133825296304,2023.133825296304,-0.0
FTT:Fr,Coal phase-out,43,2028.5744638645829,2028.7402211802366,0.16575731565376373
FTT:Fr,Coal phase-out,44,2037.4682356265034,2037.8214517860504,0.3532161595469461
FTT:Fr,Coal phase-out,48,2034.455938993481,2034.821887539691,0.3659485462101202
FTT:Fr,Coal phase-out,49,2031.3190011423478,2030.9040799738736,-0.4149211684741658
FTT:Fr,Coal phase-out,50,2038.1765989055891,2037.156840076937,-1.0197588286521295
FTT:Fr,Coal phase-out,51,2044.815930550246,2044.9718083349344,0.15587778468830038
FTT:Fr,Coal phase-out,53,2048.3014768354224,2048.454250730489,0.1527738950667299
FTT:Fr,Coal phase-out,54,2043.5392551652146,2043.1718337464772,-0.36742141873742185
FTT:Fr,Coal phase-out,56,2046.4033381942006,2046.5153523591293,0.1120141649287234
FTT:Fr,Coal phase-out,57,2041.6033168622937,2042.3093595585606,0.7060426962668771
FTT:Fr,Coal phase-out,58,2049.2068148083727,2049.341806680849,0.13499187247634836
FTT:Fr,Coal phase-out,59,2048.688360399228,2048.7979853143465,0.1096249151187294
FTT:Fr,Coal phase-out,62,2043.2925341162472,2043.1573538644493,-0.13518025179791948
FTT:Fr,Coal phase-out,63,2049.385127765943,2049.500939372936,0.11581160699324755
FTT:Fr,Coal phase-out,64,2044.6087369450108,2044.7115587828143,0.10282183780350351
FTT:Fr,Coal phase-out,65,2049.0114614879026,2049.158739505996,0.14727801809340235
FTT:Fr,Coal phase-out,66,2049.5069384548,2049.8858606309673,0.3789221761671797
FTT:Fr,Coal phase-out,67,2038.1987431119574,2038.321209937092,0.12246682513455198
FTT:Fr,Coal phase-out,68,2036.4648859366105,2036.5922239390848,0.12733800247428917
FTT:Fr,Heat pump mandates,1,2032.8351131881802,2032.8347447055696,-0.000368482610610954
FTT:Fr,Heat pump mandates,2,2031.997061114365,2031.9968860454796,-0.00017506888525531394
FTT:Fr,Heat pump mandates,3,2033.961316016834,2033.9607435984483,-0.0005724183856727905
FTT:Fr,Heat pump mandates,5,2039.6914924277355,2039.690880410861,-0.0006120168745837873
FTT:Fr,Heat pump mandates,6,2035.321978416746,2035.3219818524242,3.435678081586957e-06
FTT:Fr,Heat pump mandates,7,2034.1882661850927,2034.1880011357198,-0.0002650493729561276
FTT:Fr,Heat pump mandates,8,2049.6061578455046,2049.604857317868,-0.0013005276364310703
FTT:Fr,Heat pump mandates,9,2030.4684834347058,2030.4675992909995,-0.0008841437063438207
FTT:Fr,Heat pump mandates,10,2032.5379890477316,2032.5377240420792,-0.000265005652408945
FTT:Fr,Heat pump mandates,11,2030.2388877392643,2030.238865060555,-2.267870922878501e-05
FTT:Fr,Heat pump mandates,12,2039.4431460775422,2039.442686827039,-0.00045925050312689564
FTT:Fr,Heat pump mandates,13,2031.456966652104,2031.4569172599474,-4.939215659760521e-05
FTT:Fr,Heat pump mandates,14,2026.713517072296,2026.7135132461801,-3.826115971605759e-06
FTT:Fr,Heat pump mandates,15,2039.1029520741572,2039.0995779104285,-0.0033741637287221238
FTT:Fr,Heat pump mandates,16,2035.6126001137084,2035.611760992087,-0.0008391216213112784
FTT:Fr,Heat pump mandates,17,2043.7699548224743,2043.7691835773296,-0.0007712451447332569
FTT:Fr,Heat pump mandates,19,2038.3093619151252,2038.3090809393211,-0.0002809758041166788
FTT:Fr,Heat pump mandates,20,2026.987104887501,2026.9870929686097,-1.1918891232198803e-05
FTT:Fr,Heat pump mandates,21,2037.0954534536777,2037.0904091266796,-0.00504432699813151
FTT:Fr,Heat pump mandates,22,2049.6376032281455,2049.6363803922927,-0.0012228358527863747
FTT:Fr,Heat pump mandates,23,2038.1324187250182,2038.1319540074237,-0.0004647175944683113
FTT:Fr,Heat pump mandates,24,2035.1675489165716,2035.1671017142648,-0.000447202306759209
FTT:Fr,Heat pump mandates,25,2042.2569424670494,2042.2563095299397,-0.000632937109685372
FTT:Fr,Heat pump mandates,26,2039.6668959724232,2039.6659013297453,-0.0009946426778242312
FTT:Fr,Heat pump mandates,27,2044.9951785984229,2044.994561209033,-0.0006173893898449023
FTT:Fr,Heat pump mandates,29,2023.7410475601405,2023.7410475601405,-0.0
FTT:Fr,Heat pump mandates,32,2029.752121113941,2029.7517934178384,-0.0003276961026585923
FTT:Fr,Heat pump mandates,33,2045.6997873850275,2045.6952938871068,-0.004493497920748268
FTT:Fr,Heat pump mandates,34,2043.0531428204467,2043.0514418597322,-0.0017009607145155314
FTT:Fr,Heat pump mandates,35,2043.4776146780991,2043.4764761267586,-0.001138551340545746
FTT:Fr,Heat pump mandates,37,2030.5467101380157,2030.54661412577,-9.601224564903532e-05
FTT:Fr,Heat pump mandates,38,2032.7237606904212,2032.7235884905933,-0.00017219982782989973
FTT:Fr,Heat pump mandates,42,2023.133825296304,2023.133825296304,-0.0
FTT:Fr,Heat pump mandates,43,2028.7398217868813,2028.7402211802366,0.0003993933553374518
FTT:Fr,Heat pump mandates,44,2037.8222290054498,2037.8214517860504,-0.0007772193994242116
FTT:Fr,Heat pump mandates,48,2034.8225490113584,2034.821887539691,-0.0006614716673993826
FTT:Fr,Heat pump mandates,49,2030.9039722827413,2030.9040799738736,0.00010769113237074635
FTT:Fr,Heat pump mandates,50,2037.157273915262,2037.156840076937,-0.0004338383250797051
FTT:Fr,Heat pump mandates,51,2044.9730634587072,2044.9718083349344,-0.0012551237728075648
FTT:Fr,Heat pump mandates,53,2048.456152074447,2048.454250730489,-0.0019013439577975078
FTT:Fr,Heat pump mandates,54,2043.172928469073,2043.1718337464772,-0.001094722595780695
FTT:Fr,Heat pump mandates,56,2046.516204305241,2046.5153523591293,-0.0008519461116520688
FTT:Fr,Heat pump mandates,57,2042.3098197462248,2042.3093595585606,-0.00046018766420274915
FTT:Fr,Heat pump mandates,58,2049.3432294452496,2049.341806680849,-0.0014227644005586626
FTT:Fr,Heat pump mandates,59,2048.798984576873,2048.7979853143465,-0.0009992625264203525
FTT:Fr,Heat pump mandates,62,2043.1578398287836,2043.1573538644493,-0.00048596433430248
FTT:Fr,Heat pump mandates,63,2049.5021564215226,2049.500939372936,-0.0012170485865681258
FTT:Fr,Heat pump mandates,64,2044.7121622773561,2044.7115587828143,-0.0006034945417923154
FTT:Fr,Heat pump mandates,65,2049.162587491471,2049.158739505996,-0.003847985475204041
FTT:Fr,Heat pump mandates,66,2049.886655678422,2049.8858606309673,-0.0007950474546305486
FTT:Fr,Heat pump mandates,67,2038.321644958073,2038.321209937092,-0.0004350209810581873
FTT:Fr,Heat pump mandates,68,2036.592468865855,2036.5922239390848,-0.000244926770164966
FTT:Fr,EV mandates,1,2032.255767314289,2032.8347447055696,0.5789773912806595
FTT:Fr,EV mandates,2,2031.532717977002,2031.9968860454796,0.46416806847764747
FTT:Fr,EV mandates,3,2033.3423143471523,2033.9607435984483,0.6184292512959928
FTT:Fr,EV mandates,5,2039.031652443868,2039.690880410861,0.6592279669928303
FTT:Fr,EV mandates,6,2034.8190633289053,2035.3219818524242,0.5029185235189289
FTT:Fr,EV mandates,7,2033.574216270574,2034.1880011357198,0.6137848651458171
FTT:Fr,EV mandates,8,2049.290328496984,2049.604857317868,0.314528820884334
FTT:Fr,EV mandates,9,2030.4315735411328,2030.4675992909995,0.036025749866666956
FTT:Fr,EV mandates,10,2031.952826998416,2032.5377240420792,0.5848970436632044
FTT:Fr,EV mandates,11,2029.7597791725418,2030.238865060555,0.47908588801328733
FTT:Fr,EV mandates,12,2038.791936527921,2039.442686827039,0.6507502991180445
FTT:Fr,EV mandates,13,2030.8366801030324,2031.4569172599474,0.6202371569149818
FTT:Fr,EV mandates,14,2026.4926511988908,2026.7135132461801,0.2208620472893017
FTT:Fr,EV mandates,15,2038.5257326836588,2039.0995779104285,0.573845226769663
FTT:Fr,EV mandates,16,2035.1002780174686,2035.611760992087,0.5114829746185023
FTT:Fr,EV mandates,17,2043.1865320261807,2043.7691835773296,0.5826515511489561
FTT:Fr,EV mandates,19,2037.4535095325148,2038.3090809393211,0.855571406806348
FTT:Fr,EV mandates,20,2026.7083227726384,2026.9870929686097,0.27877019597121944
FTT:Fr,EV mandates,21,2036.24278800697,2037.0904091266796,0.8476211197096291
FTT:Fr,EV mandates,22,2049.1965408123324,2049.6363803922927,0.43983957996033496
FTT:Fr,EV mandates,23,2037.5238446231765,2038.1319540074237,0.6081093842472001
FTT:Fr,EV mandates,24,2034.6489510266965,2035.1671017142648,0.5181506875683226
FTT:Fr,EV mandates,25,2041.7836233245105,2042.2563095299397,0.4726862054292269
FTT:Fr,EV mandates,26,2038.8937951740597,2039.6659013297453,0.7721061556856057
FTT:Fr,EV mandates,27,2044.4295440115263,2044.994561209033,0.5650171975066769
FTT:Fr,EV mandates,29,2023.7410475601405,2023.7410475601405,-0.0
FTT:Fr,EV mandates,32,2029.2086150146959,2029.7517934178384,0.5431784031425195
FTT:Fr,EV mandates,33,2044.866133856767,2045.6952938871068,0.8291600303398354
FTT:Fr,EV mandates,34,2042.581893010627,2043.0514418597322,0.4695488491051947
FTT:Fr,EV mandates,35,2042.8840072241203,2043.4764761267586,0.5924689026383021
FTT:Fr,EV mandates,37,2030.0496662670964,2030.54661412577,0.49694785867359315
FTT:Fr,EV mandates,38,2032.2541731238566,2032.7235884905933,0.4694153667367118
FTT:Fr,EV mandates,42,2023.133825296304,2023.133825296304,-0.0
FTT:Fr,EV mandates,43,2028.342663045417,2028.7402211802366,0.3975581348195192
FTT:Fr,EV mandates,44,2037.1775985085217,2037.8214517860504,0.6438532775287058
FTT:Fr,EV mandates,48,2034.1437931740322,2034.821887539691,0.6780943656588079
FTT:Fr,EV mandates,49,2030.2814718549284,2030.9040799738736,0.6226081189452088
FTT:Fr,EV mandates,50,2036.6794274948115,2037.156840076937,0.4774125821254529
FTT:Fr,EV mandates,51,2044.5161887132808,2044.9718083349344,0.4556196216535682
FTT:Fr,EV mandates,53,2048.018992591987,2048.454250730489,0.4352581385019221
FTT:Fr,EV mandates,54,2042.7743827402621,2043.1718337464772,0.39745100621507845
FTT:Fr,EV mandates,56,2046.140661130682,2046.5153523591293,0.3746912284473183
FTT:Fr,EV mandates,57,2041.9084320232746,2042.3093595585606,0.40092753528597314
FTT:Fr,EV mandates,58,2048.969584776316,2049.341806680849,0.37222190453303483
FTT:Fr,EV mandates,59,2048.4553207429617,2048.7979853143465,0.3426645713848302
FTT:Fr,EV mandates,62,2042.7514110635152,2043.1573538644493,0.40594280093409907
FTT:Fr,EV mandates,63,2049.1485288331382,2049.500939372936,0.3524105397978019
FTT:Fr,EV mandates,64,2044.3258359476065,2044.7115587828143,0.3857228352078437
FTT:Fr,EV mandates,65,2048.822812634222,2049.158739505996,0.33592687177406333
FTT:Fr,EV mandates,66,2049.5752351213046,2049.8858606309673,0.31062550966271374
FTT:Fr,EV mandates,67,2037.8284999494797,2038.321209937092,0.4927099876122156
FTT:Fr,EV mandates,68,2036.1113819769757,2036.5922239390848,0.4808419621090252
FTT:Fr,EV truck mandates,1,2029.5687404435394,2032.8347447055696,3.2660042620302647
FTT:Fr,EV truck mandates,2,2029.4554307697224,2031.9968860454796,2.5414552757572437
FTT:Fr,EV truck mandates,3,2029.9905567511234,2033.9607435984483,3.9701868473248396
FTT:Fr,EV truck mandates,5,2032.4825948347,2039.690880410861,7.208285576160961
FTT:Fr,EV truck mandates,6,2030.968213996401,2035.3219818524242,4.353767856023296
FTT:Fr,EV truck mandates,7,2029.8093119045614,2034.1880011357198,4.3786892311584324
FTT:Fr,EV truck mandates,8,2038.63064780529,2049.604857317868,10.974209512578227
FTT:Fr,EV truck mandates,9,2028.254776060999,2030.4675992909995,2.2128232300005948
FTT:Fr,EV truck mandates,10,2029.4058223399202,2032.5377240420792,3.1319017021589843
FTT:Fr,EV truck mandates,11,2028.3505207436895,2030.238865060555,1.8883443168656413
FTT:Fr,EV truck mandates,12,2032.0183271587766,2039.442686827039,7.424359668262468
FTT:Fr,EV truck mandates,13,2028.7054530729754,2031.4569172599474,2.7514641869720435
FTT:Fr,EV truck mandates,14,2026.1335141138295,2026.7135132461801,0.579999132350622
FTT:Fr,EV truck mandates,15,2032.3104099468924,2039.0995779104285,6.7891679635361015
FTT:Fr,EV truck mandates,16,2030.9585655695876,2035.611760992087,4.653195422499493
FTT:Fr,EV truck mandates,17,2034.655600819348,2043.7691835773296,9.113582757981703
FTT:Fr,EV truck mandates,19,2031.677687461412,2038.3090809393211,6.631393477909114
FTT:Fr,EV truck mandates,20,2026.2729730984738,2026.9870929686097,0.7141198701358462
FTT:Fr,EV truck mandates,21,2031.519142594441,2037.0904091266796,5.571266532238496
FTT:Fr,EV truck mandates,22,2037.4953474962579,2049.6363803922927,12.141032896034858
FTT:Fr,EV truck mandates,23,2031.7214016764951,2038.1319540074237,6.410552330928567
FTT:Fr,EV truck mandates,24,2030.7639048605706,2035.1671017142648,4.403196853694226
FTT:Fr,EV truck mandates,25,2034.3081320547792,2042.2563095299397,7.948177475160492
FTT:Fr,EV truck mandates,26,2032.4207521484213,2039.6659013297453,7.245149181323995
FTT:Fr,EV truck mandates,27,2035.5301095550806,2044.994561209033,9.464451653952437
FTT:Fr,EV truck mandates,29,2023.7410475601405,2023.7410475601405,-0.0
FTT:Fr,EV truck mandates,32,2027.8972326860026,2029.7517934178384,1.854560731835818
FTT:Fr,EV truck mandates,33,2036.2155889670792,2045.6952938871068,9.479704920027643
FTT:Fr,EV truck mandates,34,2034.0071256915194,2043.0514418597322,9.044316168212845
FTT:Fr,EV truck mandates,35,2034.7016632054037,2043.4764761267586,8.774812921354851
FTT:Fr,EV truck mandates,37,2028.0033923694796,2030.54661412577,2.5432217562904498
FTT:Fr,EV truck mandates,38,2029.1137993363786,2032.7235884905933,3.6097891542146954
FTT:Fr,EV truck mandates,42,2023.133825296304,2023.133825296304,-0.0
FTT:Fr,EV truck mandates,43,2027.2264891416253,2028.7402211802366,1.5137320386113515
FTT:Fr,EV truck mandates,44,2031.3985837429518,2037.8214517860504,6.4228680430985605
FTT:Fr,EV truck mandates,48,2030.1320270776766,2034.821887539691,4.689860462014394
FTT:Fr,EV truck mandates,49,2028.4382749130057,2030.9040799738736,2.4658050608679787
FTT:Fr,EV truck mandates,50,2030.86579289005,2037.156840076937,6.291047186886999
FTT:Fr,EV truck mandates,51,2035.2706855772728,2044.9718083349344,9.701122757661551
FTT:Fr,EV truck mandates,53,2037.507790169836,2048.454250730489,10.946460560653122
FTT:Fr,EV truck mandates,54,2034.040225015031,2043.1718337464772,9.13160873144625
FTT:Fr,EV truck mandates,56,2036.095799366944,2046.5153523591293,10.419552992185345
FTT:Fr,EV truck mandates,57,2033.6809873652821,2042.3093595585606,8.628372193278437
FTT:Fr,EV truck mandates,58,2037.2678753009766,2049.341806680849,12.07393137987242
FTT:Fr,EV truck mandates,59,2037.18467478819,2048.7979853143465,11.61331052615651
FTT:Fr,EV truck mandates,62,2033.765636502422,2043.1573538644493,9.391717362027293
FTT:Fr,EV truck mandates,63,2037.4622443933479,2049.500939372936,12.038694979588172
FTT:Fr,EV truck mandates,64,2034.5135371868037,2044.7115587828143,10.198021596010676
FTT:Fr,EV truck mandates,65,2037.1080294218257,2049.158739505996,12.050710084170305
FTT:Fr,EV truck mandates,66,2037.8256180800777,2049.8858606309673,12.060242550889598
FTT:Fr,EV truck mandates,67,2031.4149221906616,2038.321209937092,6.90628774643028
FTT:Fr,EV truck mandates,68,2030.5612359060149,2036.5922239390848,6.030988033069889
FTT:Fr,All mandates,1,2029.1849130300086,2032.8347447055696,3.6498316755610176
FTT:Fr,All mandates,2,2028.9734507461621,2031.9968860454796,3.023435299317498
FTT:Fr,All mandates,3,2029.6518600660277,2033.9607435984483,4.308883532420623
FTT:Fr,All mandates,5,2032.0791591415564,2039.690880410861,7.611721269304553
FTT:Fr,All mandates,6,2030.6177394268336,2035.3219818524242,4.704242425590564
FTT:Fr,All mandates,7,2029.4073672397856,2034.1880011357198,4.780633895934216
FTT:Fr,All mandates,8,2038.0666042483804,2049.604857317868,11.538253069487837
