cat,Scenario,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
MDV,Current traj.,22.141537745870032,19.22464231896224,15.608607053049075,12.36753318244517,9.171499910563481,6.081083161010227,3.1154862240761028,0.17517226873589234,-2.3437574639592484,-4.581794537519494,-6.5772230069129485,-8.443858330747878,-10.249233297271395,-12.159124723365814,-14.026431696265519,-15.839008510665387,-17.58770913093514,-19.267054554723426,-20.85924996005826,-22.353250706262006,-23.764391502038904,-25.092921432398196,-26.325839679293942,-27.47740849190152,-28.556598336293714,-29.560660468064086,-30.481894065169836,-31.345974000313372
MDV,+ Europe,22.141537745870032,19.22464231896224,15.40185538201119,11.861303340768913,8.356903535083985,4.972156430756419,1.7424525733398912,-1.4793039238716135,-4.210701160075459,-6.679103352108196,-8.864438055751707,-10.901228299631915,-12.83476517356663,-14.838484992033889,-16.778025886974138,-18.639468285234408,-20.420319622090002,-22.196135417165337,-23.83482886261849,-25.35419567718181,-26.768948745070386,-28.090466450775235,-29.31132704634272,-30.447697712823796,-31.50775542414125,-32.49152189113748,-33.38859816606169,-34.22516297062873
MDV,+ China,22.141537745870032,19.22464231896224,15.335475540808556,11.600627535243554,7.856204300339697,4.294722128937384,0.9358408824594593,-2.3545900460758764,-5.15850191027913,-7.665888793052206,-9.861009129766328,-11.896648611772742,-13.81434366854937,-15.800580024526447,-17.71308206323768,-19.539616091292437,-21.277182845865987,-22.985572853297494,-24.563669510904948,-26.015059011038996,-27.368427837681857,-28.629791080432053,-29.79607542154833,-30.88006706874934,-31.892838988056493,-32.837442476593885,-33.69949954348848,-34.50631044082923
MDV,+ US and India,22.141537745870032,19.22464231896224,14.794146103213851,10.369982640442897,6.033201069227032,2.0346519209390097,-1.6155752492263775,-5.05310279595966,-7.939636785040681,-10.472198356874738,-12.68730099426461,-14.694913963003449,-16.578713063129207,-18.528025904990983,-20.406592267405347,-22.209493879845535,-23.92449358729503,-25.586771639878254,-27.12893737001887,-28.557393709060765,-29.89498874528805,-31.130711321772953,-32.27313563487526,-33.338451782866706,-34.32758234708113,-35.244342654457164,-36.07454231744508,-36.851951097690595
MDV,+ RoW,22.141537745870032,19.22464231896224,13.883461051269178,8.53447079394781,3.599981015615916,-0.7570390885478683,-4.632640544796694,-8.194704988255905,-11.225152654270255,-13.81809970438252,-16.025832567862317,-18.01230390991804,-19.885786764853222,-21.81990154517738,-23.68373132794853,-25.47673262438133,-27.16693991732704,-28.817620611107195,-30.33712085664065,-31.752996972902498,-33.08406565562848,-34.31601832823084,-35.4555504811344,-36.517344999351636,-37.504198788293735,-38.412410253912846,-39.241281693980895,-40.0139307684232
MDV,Current traj.,11.383250588004113,6.566183905974668,3.1046544610591456,-0.3763998788164715,-3.6358390730659464,-6.650875715808766,-9.486867081658023,-12.119970604633345,-14.616459740635944,-16.940226775552297,-19.10301255554363,-21.14528593416178,-23.042665009753296,-24.82084729299247,-26.436262237241923,-27.958438921381646,-29.406889747125422,-30.773835484829377,-32.037436675266,-33.1934375616354,-34.275035659385836,-35.27983359310718,-36.23026150231691,-37.122356509080554,-37.95209847723927,-38.70690935406593,-39.41395378452932,-40.088090192570554
MDV,+ Europe,11.383250588004113,6.566183905974668,2.9087194581336604,-0.8674041479073062,-4.435620523662802,-7.747140018527454,-10.849467141301485,-13.763746732696397,-16.477949810801395,-19.017221605347096,-21.361033163295005,-23.558816012897868,-25.582823031161634,-27.450225729279335,-29.13179034466383,-30.693387561399316,-32.1755740824814,-33.63621533127795,-34.94848435193901,-36.12584174192393,-37.21219385280417,-38.21540386912216,-39.15695354250898,-40.033323242755856,-40.84768494367225,-41.58447738874281,-42.274557454355694,-42.92671660565395
MDV,+ China,11.383250588004113,6.566183905974668,2.8458171519615885,-1.1184874392328248,-4.922598610402576,-8.411001431607147,-11.64290803568331,-14.626793385502157,-17.40945681402497,-19.988652347345365,-22.352060544988827,-24.53745800018325,-26.543363486271677,-28.391885810285835,-30.043104105328283,-31.570124620516218,-33.0133821825153,-34.40554435918046,-35.651961941891415,-36.76625507018406,-37.78942809248039,-38.73289300420402,-39.61927631766172,-40.449174535518964,-41.21975080634816,-41.91861376917268,-42.57591429743527,-43.198738299882464
MDV,+ US and India,11.383250588004113,6.566183905974668,2.3328471018020287,-2.3055640192143523,-6.697243208849552,-10.627699840845095,-14.156091493014639,-17.28906243049836,-20.1535609794124,-22.760345132129196,-25.138516462106796,-27.296179056803606,-29.262659228068674,-31.064288505239137,-32.689855223836176,-34.189642588846226,-35.605026279751364,-36.95709020055466,-38.17454223768047,-39.26684157334318,-40.27153102107924,-41.19802454333104,-42.068780977840056,-42.87876573722228,-43.631132158066684,-44.30589505579569,-44.93958284159695,-45.53568603275043
MDV,+ RoW,11.383250588004113,6.566183905974668,1.469582104706194,-4.089895752769742,-9.101401374570715,-13.413231598016758,-17.180425424964437,-20.44730878262135,-23.453836914694357,-26.11846224528087,-28.496699004008985,-30.619697774279246,-32.56800097052581,-34.347778839070415,-35.95378561751126,-37.44164335902711,-38.848945296001894,-40.189026061994596,-41.391789170998074,-42.4784385249399,-43.47855178317004,-44.41407046080022,-45.290231809940344,-46.106489314860696,-46.86561302274649,-47.54854509904505,-48.18749800203167,-48.791742209607555
MDV,Current traj.,2.6124832512045795,-2.0749313553086033,-5.610348504622202,-8.723636555378947,-11.73528243666755,-14.592230425279515,-17.29748531951594,-19.832746256567273,-22.205207499321673,-24.38971552833439,-26.37433694832282,-28.112049591650152,-29.535080565618685,-30.63350739187612,-31.53369339017778,-32.38708569437185,-33.26499525662027,-34.15920824004126,-35.08003500205333,-35.97571251758544,-36.838717941048934,-37.66474034396502,-38.46727008497007,-39.25155412542459,-39.942627744503156,-40.58627504897438,-41.18285075037072,-41.735968762507376
MDV,+ Europe,2.6124832512045795,-2.0749313553086033,-5.781921540059371,-9.160056401797839,-12.450154974296561,-15.57430465778798,-18.518849150339328,-21.30520770687425,-23.86666345635257,-26.247871415379493,-28.394333324560286,-30.270751716373354,-31.799106314288558,-32.97592815785723,-33.93342355000255,-34.82677094399872,-35.73280803085284,-36.71101079100228,-37.679152859872474,-38.60023929247758,-39.467448921367094,-40.291651586539906,-41.08739309020003,-41.86085125635357,-42.53899226194624,-43.17028099882028,-43.75133634699392,-44.28620127546509
MDV,+ China,2.6124832512045795,-2.0749313553086033,-5.837001753617112,-9.382240004014433,-12.883219630844128,-16.166435257203453,-19.2272074677131,-22.076337318607145,-24.698457213880644,-27.115430491825457,-29.269594329572204,-31.144669244006298,-32.656561216346425,-33.814137360233076,-34.74752472251495,-35.611498140137954,-36.4802889899457,-37.39918289812712,-38.30917962586305,-39.172937705023465,-39.98510733990305,-40.757446299055204,-41.50524771751446,-42.234689124861404,-42.87370702405198,-43.47134747689078,-44.022725631617,-44.532677951898684
MDV,+ US and India,2.6124832512045795,-2.0749313553086033,-6.2861830341685705,-10.433734255236423,-14.46326303446777,-18.14266728365772,-21.46921201466179,-24.454053307609342,-27.149141875176365,-29.588640918420538,-31.758375278171936,-33.60718140959817,-35.08470610621418,-36.20444663283775,-37.109734867535884,-37.95141108405747,-38.80090446389899,-39.68658524346374,-40.5742722070048,-41.42117430935488,-42.21998420589774,-42.98141650284684,-43.711528693926084,-44.433616769700315,-45.054939481424285,-45.63335522765037,-46.164433930335704,-46.652821154516936
MDV,+ RoW,2.6124832512045795,-2.0749313553086033,-7.042166207475317,-12.02135835244877,-16.618311115654386,-20.648002768383186,-24.194344324672553,-27.299067095618344,-30.12047726376451,-32.61320081057853,-34.77628393556284,-36.611947297872604,-38.06178412319784,-39.163911323222585,-40.054603229171796,-40.886946335333164,-41.732106705681375,-42.616828807001085,-43.499804785402056,-44.34875602017184,-45.15474781152604,-45.92708966616572,-46.66959055587885,-47.397924692361514,-48.03484012932327,-48.621520894806494,-49.16433107283927,-49.665127640679756
HDV,Current traj.,-13.767502046852725,-16.44941034863714,-19.44863351965827,-21.993098616811317,-24.49790005359876,-26.91003293428805,-29.226100020863996,-31.547910880324984,-33.463890009174435,-35.12813224141858,-36.57639899375656,-37.9252929924633,-39.24231516024969,-40.69636166212678,-42.133601810770585,-43.53608849816896,-44.88709581380936,-46.1849650415256,-47.41468760416312,-48.565995355343105,-49.65574999311023,-50.6823808894483,-51.63464993660034,-52.524949682682944,-53.36014247743587,-54.131554515964226,-54.833212210293624,-55.48891841465241
HDV,+ Europe,-13.767502046852725,-16.44941034863714,-19.537778964837333,-22.238784731105742,-24.914111101039527,-27.49129342299597,-29.95430996528873,-32.42349882738613,-34.45039471569019,-36.22307845943388,-37.757835483026334,-39.183952025949615,-40.55549866727941,-42.04632329395656,-43.51495174578806,-44.937146506626334,-46.300734108185104,-47.63732521004475,-48.88645476235806,-50.05121809541292,-51.14230396936969,-52.1651570957467,-53.111191175044546,-53.99352336805493,-54.817919445279664,-55.57937895172365,-56.26755737528811,-56.908030367791994
HDV,+ China,-13.767502046852725,-16.44941034863714,-19.566399114805368,-22.361003226666913,-25.1592855226186,-27.833381364609323,-30.36757670714206,-32.87720043379772,-34.94231200982037,-36.73502747858729,-38.27549204214644,-39.700230371075094,-41.06465874444537,-42.54845033427634,-44.00292203301173,-45.4060985530471,-46.747119493637655,-48.05127012408999,-49.273062818401655,-50.40187923967594,-51.462312282646366,-52.453862529044756,-53.371920167695976,-54.22578891550693,-55.024091038687224,-55.76498273650554,-56.43422974684043,-57.05872749301226
HDV,+ US and India,-13.767502046852725,-16.44941034863714,-19.79979888501623,-22.942742638754044,-26.05791176513262,-28.97559520452386,-31.67542664933262,-34.27213969479097,-36.38333106978055,-38.190567782686024,-39.739126486902485,-41.149484892556764,-42.496546721847565,-43.96172533936355,-45.39373762783268,-46.78527914128933,-48.11605823645303,-49.397323306206026,-50.600077685232534,-51.72002654867638,-52.77618613359193,-53.7518946854195,-54.65581963760261,-55.5017876078416,-56.2875894350427,-57.011893944921674,-57.66320103727799,-58.27275367447758
HDV,+ RoW,-13.767502046852725,-16.44941034863714,-20.19252187362037,-23.8394323001292,-27.32836952237569,-30.48868813407569,-33.343424717957014,-36.028984341653974,-38.2154004256342,-40.060905149682526,-41.60866420300753,-43.00437152110763,-44.34955453028853,-45.80455976025878,-47.22830813759415,-48.615244705844084,-49.925103912314135,-51.200367934329904,-52.390075639359,-53.50151221714322,-54.552546748164175,-55.52452087729436,-56.42433486172043,-57.26489211242174,-58.0469307920186,-58.76134249486662,-59.40967373542132,-60.01274249151878
HDV,Current traj.,28.67496733759543,22.55387795642971,18.485627457383902,14.376068424399532,10.569575968554457,7.077856421900262,3.8023875625306367,0.7761769266101604,-2.098799655023158,-4.775216236858484,-7.270667393751123,-9.645011436116945,-11.858111372017516,-13.94106504202425,-15.824441194676105,-17.604020566523406,-19.30214231093243,-20.907301228871408,-22.38712856844835,-23.735048241498465,-24.998952943887048,-26.174728758756213,-27.293222733891547,-28.346644750847812,-29.326773358624088,-30.213560131343858,-31.043976756658225,-31.838036157183957
HDV,+ Europe,28.67496733759543,22.55387795642971,18.282455110835414,13.85781395837029,9.71826540131999,5.905843975602097,2.3426182733867824,-0.9840350701762367,-4.093644508675047,-6.992716750501873,-9.675617242210667,-12.20942172183133,-14.554634809774896,-16.727293837709116,-18.677724228698107,-20.49387446469887,-22.22684651205569,-23.927479080259364,-25.45664564558648,-26.82542261213878,-28.093463155156442,-29.268125354948296,-30.376985784648266,-31.411818527394612,-32.37492781007654,-33.24140578580817,-34.054085847541884,-34.82437756903072
HDV,+ China,28.67496733759543,22.55387795642971,18.217229708444084,13.594199319156482,9.203453539789969,5.200448674575481,1.497454031816947,-1.9049965654211416,-5.087314596993679,-8.028953113067635,-10.737015574536965,-13.252568867830382,-15.57809870603354,-17.731181730184257,-19.647300626922927,-21.42567983274361,-23.118249627818738,-24.74572340778799,-26.204926882013776,-27.50718115725244,-28.70746426556936,-29.817979988892,-30.86764674863687,-31.85402601146616,-32.770419753386605,-33.59644253911396,-34.37428434221326,-35.112865091743615
HDV,+ US and India,28.67496733759543,22.55387795642971,17.68531340217097,12.346303589472985,7.3256687508583065,2.844195741574332,-1.180700803528309,-4.745090188095762,-8.015137537238653,-10.986880561233459,-13.707639754176888,-16.192871112414323,-18.473703201330263,-20.57253293383741,-22.461330257178428,-24.208962058356473,-25.86936494158525,-27.454208658113966,-28.882148562021445,-30.1610632264053,-31.341261722117043,-32.43282823058652,-33.465653629017396,-34.4297101035029,-35.32673394789659,-36.12583302724579,-36.87857643055469,-37.588074463309326
HDV,+ RoW,28.67496733759543,22.55387795642971,16.790131461168215,10.460991212371109,4.757440850089794,-0.15074661497060096,-4.443091600530793,-8.159229707819861,-11.580116261817336,-14.61392577808492,-17.337450710657482,-19.77721452056066,-22.037596232055257,-24.10813163654352,-25.972323746080683,-27.705823548466704,-29.356358721136505,-30.925134752106615,-32.335758266232006,-33.60694724992769,-34.77861972835301,-35.880211382068666,-36.91691005225985,-37.88566761085944,-38.788600699939806,-39.59518809665919,-40.35101485905958,-41.067841098299944
HDV,Current traj.,29.377366391220225,23.553651761459285,19.334776895736958,15.718966205804431,12.224989098055714,8.89750133918725,5.74473883341074,2.789821108929238,0.01953696612841051,-2.529253489494803,-4.84211772727729,-6.843489320311004,-8.41395852969,-9.524690946292834,-10.37409761677675,-11.202872875897707,-12.121734941209974,-13.112329271116257,-14.187227725107148,-15.258641831005198,-16.310544272764858,-17.33645487806366,-18.35084898604409,-19.360304003152027,-20.238121903814314,-21.062776178404683,-21.825302255548117,-22.530365208305632
HDV,+ Europe,29.377366391220225,23.553651761459285,19.11882693683988,15.183033366711339,11.357118757985067,7.712480268797735,4.275853525592509,1.0206067757967856,-1.9752846083638724,-4.764729705916741,-7.276058420515398,-9.448353685953986,-11.147978240407248,-12.354003765313548,-13.272178652118685,-14.148520518774438,-15.100153215061615,-16.194216993537054,-17.324731170223735,-18.42627990234309,-19.480455687521747,-20.502057004410542,-21.506261791333785,-22.49992815071438,-23.359605966134968,-24.166229269721953,-24.907388617023702,-25.587917445233956
HDV,+ China,29.377366391220225,23.553651761459285,19.04949682582667,14.908180938135317,10.826440138166387,6.991927567831558,3.4168834087804782,0.08826939455756377,-2.9809816983715063,-5.812936265666014,-8.332909130814036,-10.503114160608362,-12.181926915635815,-13.36349955904989,-14.251222975183726,-15.091530885950016,-15.997592522342961,-17.018923366680095,-18.07922677859193,-19.111366184646062,-20.099059349928634,-21.058067789100022,-22.004569191826725,-22.94509714545601,-23.7575881452457,-24.523556578190718,-25.22884291041298,-25.879442958630992
HDV,+ US and India,29.377366391220225,23.553651761459285,18.484107515461588,13.609512770830817,8.892918160939859,4.587743986952189,0.6992115842373028,-2.7869762162344403,-5.9412461755571515,-8.797450703118631,-11.334863370637095,-13.470188766825402,-15.10395590568077,-16.235876644030448,-17.087070287690313,-17.897654337497656,-18.77750966637675,-19.754716769861425,-20.784378304043713,-21.793037376005223,-22.761627843003936,-23.704507715884546,-24.62421240157103,-25.55628002218114,-26.343544546254602,-27.084276199609107,-27.762132686655367,-28.384137206317902
HDV,+ RoW,29.377366391220225,23.553651761459285,17.53276364964645,11.663726214809639,6.2913881825863,1.5897616585806706,-2.545931764733988,-6.164775480586464,-9.468041440977537,-12.3823768946844,-14.90640079926762,-17.023994066508802,-18.61547100656268,-19.718864939128828,-20.54531852182334,-21.339367900698686,-22.208441996070594,-23.177889370232545,-24.19581040592997,-25.20161277486803,-26.173410194479565,-27.123834391808487,-28.053140765577247,-28.98452825570734,-29.78728445145238,-30.529757871298898,-31.21541847535537,-31.846256015207356
