Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:Fr,Coal phase-out,1,2026.8086863593342,2026.893778819478,0.08509246014386918
FTT:Fr,Coal phase-out,2,2025.968740371182,2026.0057991642857,0.037058793103597054
FTT:Fr,Coal phase-out,3,2025.2505481008657,2025.2569393769386,0.006391276072918117
FTT:Fr,Coal phase-out,4,2025.2600488032815,2025.2675392618114,0.007490458529900934
FTT:Fr,Coal phase-out,5,2025.5651945957952,2025.579057629046,0.013863033250800072
FTT:Fr,Coal phase-out,6,2025.9605821388348,2025.9804741496291,0.019892010794364978
FTT:Fr,Coal phase-out,7,2025.5632765410019,2025.579805619395,0.016529078393205054
FTT:Fr,Coal phase-out,8,2025.5917509864025,2025.6055890467715,0.013838060368925653
FTT:Fr,Coal phase-out,9,2025.8194621471343,2025.8483462617867,0.028884114652328208
FTT:Fr,Coal phase-out,10,2025.4704637661723,2025.4799161442713,0.009452378099013004
FTT:Fr,Coal phase-out,11,2026.454826726409,2026.5446900736315,0.08986334722249012
FTT:Fr,Coal phase-out,12,2025.5495394952918,2025.5641074483162,0.014567953024425151
FTT:Fr,Coal phase-out,13,2025.9079018821035,2025.9354382048323,0.027536322728792584
FTT:Fr,Coal phase-out,14,2026.00897817535,2026.0341638564244,0.02518568107439023
FTT:Fr,Coal phase-out,15,2025.5221125545197,2025.5360306290418,0.013918074522052848
FTT:Fr,Coal phase-out,16,2025.5309811670688,2025.5817026494758,0.05072148240697061
FTT:Fr,Coal phase-out,17,2025.765040665224,2025.8116400408476,0.04659937562360028
FTT:Fr,Coal phase-out,18,2025.266308583008,2025.2691338080324,0.00282522502448046
FTT:Fr,Coal phase-out,19,2025.9119506026625,2025.9248477038452,0.012897101182716142
FTT:Fr,Coal phase-out,20,2025.1494372828809,2025.1529005085306,0.003463225649738888
FTT:Fr,Coal phase-out,21,2025.271710227381,2025.2803827951147,0.008672567733810865
FTT:Fr,Coal phase-out,22,2025.8432708858859,2025.858415167245,0.01514428135919843
FTT:Fr,Coal phase-out,23,2025.308713047499,2025.3484872194874,0.03977417198848343
FTT:Fr,Coal phase-out,24,2025.7075486828223,2025.8006460770766,0.09309739425430053
FTT:Fr,Coal phase-out,25,2025.7332639676733,2025.7543466624847,0.021082694811411784
FTT:Fr,Coal phase-out,26,2025.6098466258534,2025.67952268682,0.06967606096668533
FTT:Fr,Coal phase-out,27,2025.6228888299083,2025.6599763240615,0.0370874941531838
FTT:Fr,Coal phase-out,28,2026.1749618248468,2026.1994182339536,0.02445640910673319
FTT:Fr,Coal phase-out,29,2026.1697652453088,2026.1978533338365,0.028088088527738364
FTT:Fr,Coal phase-out,30,2026.311878733134,2026.3413873519912,0.02950861885710765
FTT:Fr,Coal phase-out,31,2025.7647588007292,2025.7988664014342,0.03410760070505603
FTT:Fr,Coal phase-out,32,2025.6928713651657,2025.704622952685,0.011751587519256645
FTT:Fr,Coal phase-out,33,2026.1769882900096,2026.1776227698836,0.000634479873951932
FTT:Fr,Coal phase-out,34,2025.6057067044926,2025.6219161071192,0.016209402626600422
FTT:Fr,Coal phase-out,35,2039.9961084853283,2039.3415403138208,-0.6545681715074352
FTT:Fr,Coal phase-out,36,2046.9327274556695,2047.7455080054099,0.8127805497404097
FTT:Fr,Coal phase-out,37,2036.3260883560213,2038.1178815903675,1.791793234346187
FTT:Fr,Coal phase-out,38,2044.7098182955933,2047.604178431637,2.8943601360435878
FTT:Fr,Coal phase-out,39,2045.8225298655227,2047.9676141933464,2.1450843278237244
FTT:Fr,Coal phase-out,40,2043.3653242875143,2044.2460604728278,0.8807361853134807
FTT:Fr,Coal phase-out,41,2034.3433653579673,2036.213850950068,1.8704855921007493
FTT:Fr,Coal phase-out,42,2030.5045597966237,2030.864053674088,0.3594938774642742
FTT:Fr,Coal phase-out,43,2028.0287642335927,2028.1526744293433,0.12391019575056816
FTT:Fr,Coal phase-out,44,2030.5224061554884,2030.8846502094511,0.3622440539627405
FTT:Fr,Coal phase-out,45,2028.0730170272368,2028.1821710192617,0.10915399202485787
FTT:Fr,Coal phase-out,46,2029.778580621769,2030.0671001763578,0.2885195545889019
FTT:Fr,Coal phase-out,47,2028.0740626231748,2028.1716330284105,0.09757040523572869
FTT:Fr,Coal phase-out,52,2030.8053590801367,2031.022852688487,0.21749360835042353
FTT:Fr,Coal phase-out,53,2031.40895893672,2031.664631127341,0.25567219062099866
FTT:Fr,Coal phase-out,54,2033.2539571643545,2034.077370415936,0.8234132515815418
FTT:Fr,Coal phase-out,55,2029.3149679090666,2029.4281723198926,0.11320441082602883
FTT:Fr,Coal phase-out,56,2033.6528484752746,2034.0749473948138,0.4220989195391667
FTT:Fr,Coal phase-out,57,2032.4766994864087,2036.3845297555924,3.9078302691837052
FTT:Fr,Coal phase-out,58,2030.5082281078246,2030.7194444671982,0.21121635937356587
FTT:Fr,Coal phase-out,59,2032.7291819757108,2033.0951387008477,0.36595672513681166
FTT:Fr,Coal phase-out,60,2033.7681624868733,2034.5700283909332,0.8018659040599232
FTT:Fr,Coal phase-out,61,2031.3879710771707,2033.3307818292021,1.9428107520313915
FTT:Fr,Coal phase-out,62,2032.1623684724661,2032.504212302665,0.34184383019896813
FTT:Fr,Coal phase-out,63,2032.454427987075,2032.7749333223312,0.32050533525625724
FTT:Fr,Coal phase-out,64,2031.1242728096424,2031.3834840075563,0.2592111979138281
FTT:Fr,Coal phase-out,65,2034.2688807466338,2034.7055407024884,0.43665995585456585
