Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:Tr,Coal phase-out,5,2032.4858315648642,2032.6720849243236,0.18625335945944244
FTT:Tr,Coal phase-out,6,2034.1883457581657,2034.3935455044093,0.20519974624357928
FTT:Tr,Coal phase-out,7,2030.7030236801086,2030.8948825571933,0.19185887708476912
FTT:Tr,Coal phase-out,8,2032.1559301184557,2032.3496260395814,0.193695921125709
FTT:Tr,Coal phase-out,9,2031.8511004399625,2032.033976578068,0.18287613810548464
FTT:Tr,Coal phase-out,10,2031.8146157810497,2032.0303459421534,0.2157301611036928
FTT:Tr,Coal phase-out,11,2031.3811791495953,2031.5661773089519,0.1849981593566099
FTT:Tr,Coal phase-out,12,2030.8129769721547,2030.98860145789,0.1756244857351703
FTT:Tr,Coal phase-out,13,2031.3166588633367,2031.5112434626376,0.1945845993009243
FTT:Tr,Coal phase-out,14,2031.0801733162368,2031.2767175658657,0.19654424962891426
FTT:Tr,Coal phase-out,15,2022.801450683373,2022.801450683373,-0.0
FTT:Tr,Coal phase-out,16,2031.6189351425508,2031.8861095749426,0.26717443239181193
FTT:Tr,Coal phase-out,17,2030.7038030036188,2030.884606460328,0.1808034567093273
FTT:Tr,Coal phase-out,18,2032.040983898347,2032.2313912630887,0.190407364741759
FTT:Tr,Coal phase-out,19,2031.4635423871266,2031.6432373115829,0.1796949244562711
FTT:Tr,Coal phase-out,20,2034.1992102682955,2034.4062873269343,0.207077058638788
FTT:Tr,Coal phase-out,21,2032.8325417547237,2033.0311112140398,0.19856945931610426
FTT:Tr,Coal phase-out,22,2034.2142880037727,2034.418041929439,0.20375392566620576
FTT:Tr,Coal phase-out,23,2032.7468623281443,2033.0154122667598,0.2685499386154788
FTT:Tr,Coal phase-out,24,2030.590893647743,2030.802330386848,0.21143673910501093
FTT:Tr,Coal phase-out,25,2032.7438169197835,2032.9342769645928,0.1904600448092424
FTT:Tr,Coal phase-out,26,2033.4942275501965,2033.6860017815027,0.19177423130622628
FTT:Tr,Coal phase-out,27,2032.6128242940533,2032.7966853477908,0.1838610537374734
FTT:Tr,Coal phase-out,28,2031.7737470483235,2031.9504551363957,0.17670808807224603
FTT:Tr,Coal phase-out,29,2031.36891194197,2031.5503021514942,0.18139020952412466
FTT:Tr,Coal phase-out,30,2031.8156605777451,2031.993889557699,0.1782289799539285
FTT:Tr,Coal phase-out,31,2031.4332630268927,2031.6285702107803,0.19530718388750756
FTT:Tr,Coal phase-out,32,2033.407752671337,2033.6032444333484,0.19549176201144292
FTT:Tr,Coal phase-out,33,2034.2950530735288,2034.4952348451538,0.2001817716250116
FTT:Tr,Coal phase-out,34,2030.943010465772,2031.1964567800753,0.2534463143033463
FTT:Tr,Coal phase-out,35,2030.7249605575869,2030.8996106810246,0.1746501234376865
FTT:Tr,Coal phase-out,39,2022.4231150987987,2022.4231150987987,-0.0
FTT:Tr,Coal phase-out,41,2027.2158454226062,2027.3163688861666,0.10052346356042108
FTT:Tr,Coal phase-out,51,2022.7260534397951,2022.7260534397951,-0.0
FTT:Tr,Coal phase-out,52,2022.736353603187,2022.736353603187,-0.0
FTT:Tr,Coal phase-out,53,2022.736353603187,2022.736353603187,-0.0
FTT:Tr,Coal phase-out,54,2022.736353603187,2022.736353603187,-0.0
