Model,Policy,Region,Crossover year,Crossover year_Baseline,Crossover year difference
FTT:Fr,Coal phase-out,1,2029.656766191239,2029.8655082638008,0.20874207256179034
FTT:Fr,Coal phase-out,2,2029.487844524785,2029.8457224027813,0.3578778779963159
FTT:Fr,Coal phase-out,3,2030.3751422513697,2030.8259613870348,0.4508191356651423
FTT:Fr,Coal phase-out,4,2041.609540389252,2041.9490987286863,0.33955833943423386
FTT:Fr,Coal phase-out,5,2032.5371130464061,2032.7445484955595,0.20743544915330858
FTT:Fr,Coal phase-out,6,2031.9711403045878,2032.1879221015117,0.21678179692389676
FTT:Fr,Coal phase-out,7,2029.9837900855885,2030.2285099977469,0.24471991215841626
FTT:Fr,Coal phase-out,8,2040.4971130370136,2040.968745204531,0.4716321675173276
FTT:Fr,Coal phase-out,9,2028.8539536974292,2028.9897472883672,0.13579359093796484
FTT:Fr,Coal phase-out,10,2029.3915500163898,2029.675934394918,0.2843843785281024
FTT:Fr,Coal phase-out,11,2027.3523296861192,2027.4193337006925,0.06700401457328553
FTT:Fr,Coal phase-out,12,2032.115867640058,2032.312424004896,0.19655636483798844
FTT:Fr,Coal phase-out,13,2029.0008526903716,2029.1549859431996,0.15413325282793267
FTT:Fr,Coal phase-out,14,2026.8127801635571,2026.855250392774,0.04247022921686039
FTT:Fr,Coal phase-out,15,2032.92450158052,2033.163540968809,0.23903938828902938
FTT:Fr,Coal phase-out,16,2030.6599278972017,2031.2844604043692,0.624532507167487
FTT:Fr,Coal phase-out,17,2035.799426878534,2036.0652979858705,0.26587110733657937
FTT:Fr,Coal phase-out,18,2042.0952390104567,2042.4473782510217,0.35213924056506585
FTT:Fr,Coal phase-out,19,2030.8185681735836,2030.9840168374099,0.16544866382628243
FTT:Fr,Coal phase-out,20,2027.8433845176378,2027.9810813972363,0.13769687959847943
FTT:Fr,Coal phase-out,21,2032.0622326062537,2032.4302645738846,0.3680319676309409
FTT:Fr,Coal phase-out,22,2039.60075699708,2039.8923672853966,0.29161028831663316
FTT:Fr,Coal phase-out,23,2032.0387677902968,2032.5441734966803,0.5054057063834989
FTT:Fr,Coal phase-out,24,2030.7730146431204,2031.141036684328,0.36802204120749593
FTT:Fr,Coal phase-out,25,2034.1386301373852,2034.477624619161,0.3389944817756714
FTT:Fr,Coal phase-out,26,2032.614442546148,2032.8173803063876,0.20293776023959254
FTT:Fr,Coal phase-out,27,2035.5641655786906,2035.8408822027425,0.27671662405191455
FTT:Fr,Coal phase-out,29,2023.6480547308297,2023.6480547308297,-0.0
FTT:Fr,Coal phase-out,31,2039.2562461641273,2039.716362516254,0.46011635212676083
FTT:Fr,Coal phase-out,32,2027.448525578816,2027.5213951959706,0.07286961715453799
FTT:Fr,Coal phase-out,33,2030.520390350206,2030.8336668982288,0.31327654802271354
FTT:Fr,Coal phase-out,34,2031.8488673790703,2032.147348991531,0.2984816124608187
FTT:Fr,Coal phase-out,35,2035.4877532497978,2036.0773272960573,0.5895740462594858
FTT:Fr,Coal phase-out,36,2040.3588668027307,2040.5145962025363,0.15572939980552292
FTT:Fr,Coal phase-out,37,2030.4228726266297,2030.5799612552364,0.15708862860674344
FTT:Fr,Coal phase-out,38,2028.9888992911463,2029.1220068749094,0.1331075837631488
FTT:Fr,Coal phase-out,42,2029.4865350198927,2029.9274193603512,0.4408843404585241
FTT:Fr,Coal phase-out,43,2027.5486526732047,2027.5955925366156,0.0469398634108984
FTT:Fr,Coal phase-out,44,2030.8064894801887,2030.9645346897726,0.15804520958386092
FTT:Fr,Coal phase-out,45,2041.9078980201102,2042.1378162528458,0.2299182327355993
FTT:Fr,Coal phase-out,47,2041.7161576777958,2041.972112833102,0.2559551553063102
FTT:Fr,Coal phase-out,48,2030.4822929704414,2030.7276528489976,0.24535987855620078
FTT:Fr,Coal phase-out,49,2029.4391815139697,2029.2653889515032,-0.1737925624665877
FTT:Fr,Coal phase-out,50,2031.141526961215,2030.7835501855475,-0.35797677566756647
FTT:Fr,Coal phase-out,51,2035.8876491799415,2036.0497229418622,0.16207376192073752
FTT:Fr,Coal phase-out,52,2039.150424673697,2039.3785499192475,0.22812524555047275
FTT:Fr,Coal phase-out,53,2040.8679786733978,2040.9435453958786,0.07556672248074392
FTT:Fr,Coal phase-out,54,2036.8517216484047,2036.8904301448388,0.03870849643408292
FTT:Fr,Coal phase-out,56,2040.4756523949375,2040.715108885668,0.2394564907306176
FTT:Fr,Coal phase-out,57,2033.3118043263912,2033.6231461585608,0.31134183216954625
FTT:Fr,Coal phase-out,58,2043.1322859246231,2043.469055275407,0.3367693507839249
FTT:Fr,Coal phase-out,59,2042.4648216976682,2042.7256236849464,0.2608019872782279
FTT:Fr,Coal phase-out,61,2038.5626989371365,2038.8851575554804,0.3224586183439442
FTT:Fr,Coal phase-out,62,2038.2390060665548,2038.277963184678,0.03895711812310765
FTT:Fr,Coal phase-out,63,2043.6100461019123,2043.8722399500282,0.262193848115885
FTT:Fr,Coal phase-out,64,2037.7115869280562,2037.9006993580226,0.18911242996637156
FTT:Fr,Coal phase-out,65,2042.0723049127123,2042.3820416140322,0.3097367013199346
FTT:Fr,Coal phase-out,66,2044.2093889138732,2045.307321190855,1.0979322769817372
FTT:Fr,Coal phase-out,67,2031.2114769314767,2031.3512895707079,0.13981263923119513
FTT:Fr,Coal phase-out,68,2034.4883851657535,2034.6603039014187,0.17191873566525828
FTT:Fr,Coal phase-out,69,2041.261107494981,2041.603128347807,0.3420208528259536
FTT:Fr,Coal phase-out,70,2047.5709743127927,2048.1927282433476,0.6217539305548598
FTT:Fr,Coal phase-out,71,2044.7771819006437,2045.1625150668253,0.385333166181681
FTT:Fr,Heat pump mandates,1,2029.8658181726237,2029.8655082638008,-0.00030990882282821985
FTT:Fr,Heat pump mandates,2,2029.84536566815,2029.8457224027813,0.0003567346313957387
FTT:Fr,Heat pump mandates,3,2030.8254878066743,2030.8259613870348,0.00047358036044897744
FTT:Fr,Heat pump mandates,4,2041.9469900327736,2041.9490987286863,0.0021086959127387672
FTT:Fr,Heat pump mandates,5,2032.7439818298997,2032.7445484955595,0.0005666656597895781
FTT:Fr,Heat pump mandates,6,2032.1874191327506,2032.1879221015117,0.0005029687611113332
FTT:Fr,Heat pump mandates,7,2030.2282747574445,2030.2285099977469,0.00023524030234511883
FTT:Fr,Heat pump mandates,8,2040.9658915335665,2040.968745204531,0.002853670964441335
FTT:Fr,Heat pump mandates,9,2028.9903804721473,2028.9897472883672,-0.0006331837801099027
FTT:Fr,Heat pump mandates,10,2029.6757319359522,2029.675934394918,0.00020245896575943334
FTT:Fr,Heat pump mandates,11,2027.419308409067,2027.4193337006925,2.5291625433965237e-05
FTT:Fr,Heat pump mandates,12,2032.312011608817,2032.312424004896,0.00041239607890020125
FTT:Fr,Heat pump mandates,13,2029.1549167030762,2029.1549859431996,6.924012336639862e-05
FTT:Fr,Heat pump mandates,14,2026.85523942852,2026.855250392774,1.096425398827705e-05
FTT:Fr,Heat pump mandates,15,2033.1632749358077,2033.163540968809,0.0002660330012531631
FTT:Fr,Heat pump mandates,16,2031.2846284915777,2031.2844604043692,-0.00016808720852168335
FTT:Fr,Heat pump mandates,17,2036.0634783519727,2036.0652979858705,0.0018196338978668791
FTT:Fr,Heat pump mandates,18,2042.4437343767165,2042.4473782510217,0.003643874305225836
FTT:Fr,Heat pump mandates,19,2030.9838428382864,2030.9840168374099,0.00017399912348992075
FTT:Fr,Heat pump mandates,20,2027.9810040047612,2027.9810813972363,7.73924750774313e-05
FTT:Fr,Heat pump mandates,21,2032.4282030493002,2032.4302645738846,0.0020615245844055607
