cat,Scenario,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
LDV,Current traj.,-43.009422466844086,-44.905140328232534,-46.77700779249259,-48.49295931178701,-50.181313751838445,-51.812581152097536,-53.37699645815472,-54.896687784330915,-56.26328141830953,-57.51179512426618,-58.65330997014491,-59.71758293860483,-60.724194196122575,-61.719404953586036,-62.66543101262624,-63.557718232009904,-64.39892187402091,-65.1910443412726,-65.93255718190503,-66.62528292678562,-67.27394877168877,-67.87921419125998,-68.44124615399376,-68.96518416393654,-69.45312370253562,-69.90389906259955,-70.31855782132108,-70.70617267461358
LDV,+ Europe,-43.009422466844086,-44.905140328232534,-46.87748877899773,-48.747357821005735,-50.618057471858606,-52.42089303070866,-54.13009665040498,-55.822978596612145,-57.321640669519795,-58.68818308496958,-59.94333861801948,-61.08913076994302,-62.16534788810513,-63.2052292978133,-64.18006382600821,-65.08734855650415,-65.93535793287397,-66.79133657863825,-67.5747966823218,-68.28789775523028,-68.94103369139461,-69.53919404908466,-70.08716719409055,-70.59308411505425,-71.06076428967877,-71.4907322089869,-71.88468788945288,-72.25073287605451
LDV,+ China,-43.009422466844086,-44.905140328232534,-46.91367299244822,-48.95614956223204,-50.99335533400611,-52.91121606200831,-54.7341087356817,-56.4828041659566,-58.015959189460396,-59.41011144513239,-60.66002033644093,-61.80426350846912,-62.857869641538464,-63.87460967004685,-64.82338172595874,-65.70597404507282,-66.52449121721004,-67.33047360480658,-68.06446120811711,-68.73115351767429,-69.34062834532622,-69.89909419045544,-70.41043328199216,-70.88313306195506,-71.32064315724936,-71.72428145927476,-72.094689638747,-72.44071616474146
LDV,"+ IN, CA and ½US",-43.009422466844086,-44.905140328232534,-47.115691945170035,-49.43233911801431,-51.70676584226651,-53.802831740730255,-55.737399561871264,-57.545421750938694,-59.13485505719351,-60.53953773459212,-61.79432667986489,-62.926844255366866,-63.960144372856234,-64.95838477211574,-65.8874127593688,-66.75244074792141,-67.55805069204158,-68.34857675911853,-69.0739878461054,-69.73593570206606,-70.3461076726689,-70.90747220542313,-71.42290508183125,-71.89980919947841,-72.34123549720461,-72.74762625899722,-73.1189846502939,-73.46455574985927
LDV,+ RoW,-43.009422466844086,-44.905140328232534,-47.639802144260344,-50.547823030774126,-53.25534112459125,-55.63381980303868,-57.73509769871606,-59.62284572486481,-61.27144356273354,-62.70707892826123,-63.944675500706694,-65.04238891051781,-66.0393043528156,-66.99961450236627,-67.89339731875444,-68.73080589926201,-69.50644050869926,-70.26380569458546,-70.95468744946615,-71.58804340874954,-72.17418170314401,-72.71083200328958,-73.20447865043184,-73.66095367710375,-74.08229495828304,-74.46831430144144,-74.82209284633731,-75.15169611051998
LDV,Current traj.,31.5506968060199,27.132012938652345,23.618598483338317,20.049204101265783,16.612333799431607,13.330747539944358,10.203466682152616,7.258226704346756,4.4395628074917575,1.781742941959683,-0.7369762786640561,-3.145164564420577,-5.4167881262484965,-7.564018135116408,-9.541118451445588,-11.397845390409252,-13.155250821170535,-14.810873543959687,-16.348823114475316,-17.77318183126619,-19.107552096952748,-20.351946174213126,-21.52390040796388,-22.620899104605506,-23.64074410644094,-24.57396365650526,-25.44400025979196,-26.26398752773171
LDV,+ Europe,31.5506968060199,27.132012938652345,23.33150208552331,19.358191426842193,15.44735397782966,11.723178063160685,8.22017351569947,4.802292061646105,1.622814054116024,-1.3725954420203403,-4.220244988451986,-6.869342418628641,-9.352784836214402,-11.638876155165725,-13.712669592364067,-15.619050504053796,-17.41286671529551,-19.26839980530727,-20.930570932143237,-22.417634299998795,-23.770273600585007,-25.00354232547195,-26.143280529935865,-27.194362039304277,-28.16415879335962,-29.04538039469449,-29.865939554805806,-30.63539997026684
LDV,+ China,31.5506968060199,27.132012938652345,23.228118364585374,18.776004675806885,14.417418744834839,10.39373362299153,6.585201612717365,3.021202040168535,-0.2563028672040378,-3.3268962358066587,-6.161813176498958,-8.804881916489585,-11.232260786271025,-13.451017407523903,-15.460415121453702,-17.304719479739095,-19.020186383404987,-20.732233116043922,-22.258126505232433,-23.617855651198177,-24.85105271039229,-25.974952828832276,-27.01517711356449,-27.97887296902347,-28.869057362240596,-29.67973134568483,-30.439306200215675,-31.15524628773362
LDV,"+ IN, CA and ½US",31.5506968060199,27.132012938652345,22.65090665047012,17.464325721753504,12.48383095161851,7.996677503921046,3.895488633936602,0.1772720934592604,-3.2587583845582238,-6.360473392125226,-9.227886377534919,-11.836814108524955,-14.21968327850873,-16.399546012674794,-18.359717931079427,-20.16483516344941,-21.8502793079432,-23.53120619411445,-25.04013522183586,-26.39735293468214,-27.637898150375857,-28.776382073455498,-29.83465534618318,-30.815147299517978,-31.722552310939143,-32.54706482219468,-33.31503668531812,-34.0353053046778
LDV,+ RoW,31.5506968060199,27.132012938652345,21.153098344602903,14.440083369219861,8.395366463654875,3.2273290573650297,-1.26750780959993,-5.176563049607865,-8.78221353119328,-11.977511320213742,-14.817327160679625,-17.35273277364111,-19.652425371633562,-21.75085375281729,-23.646786965381573,-25.40102389461589,-27.047116855793067,-28.65711810630795,-30.096184723835265,-31.39507720727169,-32.586467404990906,-33.68912617979935,-34.713327569654,-35.66165167408454,-36.53946619094484,-37.336569334346336,-38.07969161613857,-38.77888390129338
LDV,Current traj.,33.21881329497239,28.782778432096258,25.04304807963696,21.57532157817225,18.152359647516214,14.820579028673263,11.629155129020054,8.601525897450642,5.727519530787038,3.032396187708676,0.5147652093235368,-1.7886283959880598,-3.818979455472052,-5.558133689170001,-7.093600736528737,-8.538720119040802,-9.957330675753552,-11.34382729720915,-12.710623545133773,-14.02016290061602,-15.26468362116531,-16.451549796066377,-17.581317686013072,-18.662671260943217,-19.638282611254564,-20.545517966105777,-21.383550665420625,-22.165685046318714
LDV,+ Europe,33.21881329497239,28.782778432096258,24.749947558429067,20.87108529912892,16.966606703190195,13.186081340169464,9.614453377889067,6.107746418028807,2.8666618383611375,-0.1701569168453053,-3.024436591579409,-5.57281404685223,-7.814445915691849,-9.695990885989112,-11.328838048034724,-12.82924058063781,-14.282873919918423,-15.875675492761175,-17.370180990747627,-18.74865101531692,-20.013861182939742,-21.184579468392727,-22.281558567476278,-23.31823734976997,-24.24308178736663,-25.09904080739623,-25.888114448151438,-26.616432651677307
LDV,+ China,33.21881329497239,28.782778432096258,24.64440142463868,20.277197139901148,15.9175342324734,11.833386916844866,7.951008058545247,4.296548588101293,0.9616193501213778,-2.1570534804847137,-4.997987575879938,-7.541895904222457,-9.723888535875526,-11.539902168179848,-13.103783456990636,-14.541128098796849,-15.914141147421475,-17.362209101093836,-18.718551341782298,-19.966795339729206,-21.111749059394324,-22.172536292214865,-23.1695717843847,-24.115233816097874,-24.95919364172733,-25.743637690795648,-26.47076180172075,-27.145504023316796
LDV,"+ IN, CA and ½US",33.21881329497239,28.782778432096258,24.05511880177567,18.939687596349856,13.948175866961689,9.393967321715882,5.217821194395481,1.406831892556348,-2.0884188842109808,-5.237854560939685,-8.10055665125332,-10.619808558733311,-12.755685442883463,-14.5283783442073,-16.044827823934803,-17.44431076717027,-18.78863719494976,-20.20387506733787,-21.545162406203303,-22.79093498772218,-23.94451118334553,-25.02160308772615,-26.033207065448575,-26.999266134261855,-27.862239596158798,-28.662308175734353,-29.39801193488407,-30.077510841744225
LDV,+ RoW,33.21881329497239,28.782778432096258,22.5260353363076,15.857747189141644,9.788131431246027,4.549886056942925,-0.021609621013040425,-4.0193142570962985,-7.684118389862051,-10.924690010831437,-13.75529456905645,-16.20936040990141,-18.250897353658598,-19.9424387395849,-21.392647153790982,-22.739466219875666,-24.04463267308958,-25.395037952462474,-26.667535492958965,-27.85930927749661,-28.969607875840552,-30.011357242042656,-30.992032149580304,-31.927993730795258,-32.76293202667095,-33.53367326174712,-34.247238472947636,-34.90848939873773
MDV,Current traj.,22.141537745870032,19.53949234359993,16.23234864354827,13.263666217364834,10.293221255909268,7.371323671453362,4.538444748156414,1.7025728100005495,-0.7433793970486973,-2.9412794909636655,-4.936299625634944,-6.841019354556693,-8.716739789120995,-10.711150964754799,-12.67184425457779,-14.569436498660814,-16.39621843628543,-18.14774934241591,-19.80595367682677,-21.370011140039537,-22.84907400687042,-24.24651557104954,-25.545890343680906,-26.76270763352146,-27.9001663934809,-28.96150527217707,-29.930139739635706,-30.836184231915635
MDV,+ Europe,22.141537745870032,19.53949234359993,16.008770823494217,12.727126911035475,9.389851020210227,6.126563287732946,3.0049719189863078,-0.1910593029096511,-2.9120344787635717,-5.366262041931722,-7.6132975108324255,-9.700072141774598,-11.736481872224664,-13.834700903292218,-15.864167668473529,-17.801859597075783,-19.648234785052892,-21.542765088945178,-23.291814469267464,-24.900429306250796,-26.390352249893606,-27.772120471200783,-29.041523385633674,-30.21998571267918,-31.314437777594932,-32.32858032337292,-33.253162902292445,-34.111972686406055
