cat,Scenario,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
MDV,+ China,22.141537745870032,19.53949234359993,15.928256691532548,12.274315107576415,8.595587792255728,5.099111709320286,1.7412746599888909,-1.5668564506702747,-4.361488374670544,-6.876031440033106,-9.112017275610873,-11.200497989433863,-13.18787084053941,-15.239928713024199,-17.21530480667578,-19.10064042619042,-20.885170194689888,-22.67386438648122,-24.318240457460455,-25.829426908379013,-27.227263468062645,-28.526077272767075,-29.718818979559476,-30.827948954125723,-31.858904228983697,-32.81798065214251,-33.69244218991866,-34.509217800824565
MDV,"+ IN, CA and ½US",22.141537745870032,19.53949234359993,15.478751408237956,11.254440493528353,7.095261316414032,3.2428667608091626,-0.33757274823579814,-3.7632024986055144,-6.678736394341851,-9.214036924258428,-11.465051702803738,-13.532658535768958,-15.481058189480178,-17.49971777910809,-19.438004411272523,-21.28891093032131,-23.048658304314383,-24.80474803677813,-26.429273725964574,-27.92787847744407,-29.326916187431323,-30.630135889383904,-31.830208774387973,-32.94733384572344,-33.98601386072336,-34.948764760367304,-35.823791470792656,-36.6388446390644
MDV,+ RoW,22.141537745870032,19.53949234359993,14.312796135225787,8.906098414562821,3.924985309346769,-0.4490028658938461,-4.329790238082641,-7.898983892549256,-10.940181457805238,-13.545283638260104,-15.765023473889892,-17.771401913730177,-19.66185826570295,-21.61498465971666,-23.4897399685047,-25.298193321982616,-26.99777076099517,-28.69086837638396,-30.246041368228738,-31.69063019514589,-33.04535426836217,-34.2958326690145,-35.45147056959397,-36.527005122577684,-37.52465059716322,-38.444301378251176,-39.28088003344823,-40.06144365733267
MDV,Current traj.,11.383250588004113,6.865953820640099,3.7004742592796815,0.4814710311372112,-2.558505910453809,-5.415664941781776,-8.124643476735077,-10.657050123697578,-13.084279834204034,-15.36756626305266,-17.530267511746132,-19.61054075388174,-21.57400263681133,-23.436496445467075,-25.13862847303014,-26.741255945534583,-28.262625317174066,-29.698665547578184,-31.025592862213593,-32.247502979459576,-33.393724555909216,-34.46401988396162,-35.4790279385071,-36.43332319998154,-37.32132003219209,-38.1283038886662,-38.88138892593509,-39.594793749701104
MDV,+ Europe,11.383250588004113,6.865953820640099,3.4886278477563635,-0.03876122208943382,-3.4426241213259527,-6.641058559398368,-9.639329097295214,-12.527652314005332,-15.224772713166608,-17.757557769661698,-20.15912661417421,-22.41369166902525,-24.530501170336482,-26.488994118425275,-28.25747339960808,-29.88900343688861,-31.43359406782137,-33.011020191198334,-34.42688321860367,-35.69124595263727,-36.848684823155175,-37.90953238683682,-38.898601488162676,-39.8149138203736,-40.6629310827512,-41.42841975604162,-42.14295987207474,-42.81628814849338
MDV,+ China,11.383250588004113,6.865953820640099,3.412341013151259,-0.47246826006648607,-4.215133202414389,-7.643930718030347,-10.873231729186504,-13.873414933968634,-16.64698848230354,-19.231714859801308,-21.623033490131142,-23.870239922564302,-25.945151314461626,-27.849756007009372,-29.56994094690821,-31.15323719770243,-32.63855196357606,-34.10814035578118,-35.42185120046907,-36.5911908074515,-37.65830439181366,-38.636285967878564,-39.54989989613239,-40.40126277959548,-41.189178120921206,-41.90126421408331,-42.56977913712117,-43.2022694857774
MDV,"+ IN, CA and ½US",11.383250588004113,6.865953820640099,2.986419198188247,-1.454407276626227,-5.6729055086326445,-9.457675486764591,-12.913235590069958,-16.03103475711908,-18.92211466310063,-21.52897706668303,-23.947090633804653,-26.15885800251193,-28.19595760423365,-30.068481503477745,-31.746118075697368,-33.295443680053445,-34.75456321113821,-36.1987038011639,-37.496311931288105,-38.66176911652139,-39.731856310892184,-40.71809687490263,-41.64293295682171,-42.504233241660515,-43.30323060842918,-44.02310539603533,-44.6960155705104,-45.33006330765324
MDV,+ RoW,11.383250588004113,6.865953820640099,1.8812651521739352,-3.733013667523229,-8.788838460386865,-13.117354981073165,-16.888706275102923,-20.161011912109487,-23.176714724625263,-25.850639157162558,-28.24279402683045,-30.3850711896918,-32.35015155076696,-34.1470796605165,-35.76473315453659,-37.266664337749205,-38.68689649484761,-40.06662853165589,-41.305135128490406,-42.418025257186166,-43.44171653399395,-44.39506162877944,-45.286860485796105,-46.11609609041315,-46.88602914116482,-47.57826106252397,-48.22511286069081,-48.83614416270419
MDV,Current traj.,2.6124832512045795,-1.8110720844939592,-5.0859212714716415,-7.968367542927215,-10.786188749548351,-13.505014477659575,-16.098551863279596,-18.545030341357723,-20.855259660301595,-23.005268712650366,-24.989624641414608,-26.760920568182318,-28.243637910236878,-29.41543770440843,-30.391893047261412,-31.31494857057896,-32.25636561766599,-33.2089421056827,-34.186389298976756,-35.13880421246767,-36.05458922668839,-36.94242136244757,-37.801450668070615,-38.64044840167097,-39.382550482157164,-40.07238978858033,-40.70608073687255,-41.29717566955876
MDV,+ Europe,2.6124832512045795,-1.8110720844939592,-5.271419296505675,-8.430487193432693,-11.574829369050608,-14.60021862676773,-17.4530422441094,-20.215965655985624,-22.76827971247025,-25.137399300977243,-27.334366522279836,-29.259170760042128,-30.87140411867059,-32.12869696897121,-33.16256813445337,-34.116997249352295,-35.07740579754924,-36.157722268779274,-37.21680218619375,-38.21430439963599,-39.14392585118109,-40.01874400445527,-40.85608799238743,-41.66494128610253,-42.372841574641065,-43.029257588480164,-43.63190884983411,-44.185430677234336
MDV,+ China,2.6124832512045795,-1.8110720844939592,-5.338217425158694,-8.812860485706244,-12.26042669721526,-15.491048995155394,-18.549759545892936,-21.412914273455605,-24.026874407922527,-26.447992560309398,-28.63604028717716,-30.556092964995695,-32.1287835247547,-33.342028088872574,-34.32942965558938,-35.24180198827616,-36.14922468006945,-37.13587193636667,-38.10510102967985,-39.01756760043509,-39.868386951815665,-40.671042340359165,-41.44268294468428,-42.19107700740685,-42.845418012115076,-43.454407104843774,-44.01606644937838,-44.53411586659843
MDV,"+ IN, CA and ½US",2.6124832512045795,-1.8110720844939592,-5.711166472603651,-9.681479104053013,-13.555265334472077,-17.10575766320446,-20.364779667007987,-23.334990112596596,-26.05272231309504,-28.494609579460427,-30.694070315058212,-32.59518829658297,-34.13399228812854,-35.31487284769841,-36.26827995511215,-37.15361874739697,-38.04113695125049,-39.005913105882996,-39.9657482519808,-40.87715468402739,-41.73414495936855,-42.54799429677812,-43.32656155189128,-44.08959773464595,-44.75731921135578,-45.376684940054254,-45.943620403589264,-46.464723572103175
MDV,+ RoW,2.6124832512045795,-1.8110720844939592,-6.678955934009537,-11.706556777059852,-16.342643775003115,-20.386718653743138,-23.936309882400273,-27.04512407337975,-29.874092061523967,-32.37457166738982,-34.549854203778104,-36.40240187430445,-37.86700874340016,-38.983965990947894,-39.88492133280702,-40.72923294297803,-41.585697650320114,-42.505092249349396,-43.418382555283294,-44.2921221046482,-45.11841223500389,-45.90718942531939,-46.663450663512826,-47.40344654321931,-48.05013352768005,-48.64502548530554,-49.19493125726956,-49.70175579001555
HDV,Current traj.,-13.767502046852725,-16.30682133740465,-19.16724193944882,-21.58866440167168,-23.99057987919018,-26.326388651848745,-28.581479850782777,-30.854915633821314,-32.736887735628166,-34.38219256244242,-35.82965269659655,-37.194737473216435,-38.54313821599598,-40.03324721711722,-41.513238243054154,-42.95265850498592,-44.33779434245557,-45.66734655499414,-46.92422916985379,-48.10743750873561,-49.22694382296739,-50.28451428986651,-51.26602198834444,-52.186082204030185,-53.046542199827506,-53.84557023221766,-54.568641889601324,-55.244328641457784
HDV,+ Europe,-13.767502046852725,-16.30682133740465,-19.26363353542093,-21.847503040962632,-24.44431938903942,-26.965911358766906,-29.378411387568434,-31.832549425959325,-33.85338116031419,-35.618666233185074,-37.17885470780921,-38.62478547317844,-40.0437539670953,-41.57697897831975,-43.08489140839717,-44.54208490050749,-45.933782987459544,-47.320126876191665,-48.62073686204993,-49.82536837760736,-50.95162974410701,-52.00236113357839,-52.970443235899936,-53.87293178876227,-54.7132510695555,-55.4894723276821,-56.19193168348537,-56.84332579965573
HDV,+ China,-13.767502046852725,-16.30682133740465,-19.298345309585887,-22.053691646182696,-24.82352191101633,-27.467996789611046,-29.99887463740935,-32.51418204349209,-34.573788351890286,-36.36605056763256,-37.92205871607194,-39.37068730384528,-40.76549263697307,-42.27906929424632,-43.76047771025903,-45.19132198035298,-46.554498110977356,-47.89390520124485,-49.14472156926046,-50.30314091974306,-51.383983614583386,-52.394193560399806,-53.32382478759259,-54.19121124921841,-54.99837490965472,-55.74633094080322,-56.421874890533665,-57.05131600406248
HDV,"+ IN, CA and ½US",-13.767502046852725,-16.30682133740465,-19.492143861717032,-22.53051886103576,-25.55204618969666,-28.38859338025174,-31.041430580988195,-33.62310674567176,-35.74201567254029,-37.54880942053777,-39.111723242371305,-40.55032850963227,-41.924429644174,-43.42145937933132,-44.88540807501533,-46.297962393512705,-47.65049803999342,-48.9753346583746,-50.21851705660308,-51.37135763795552,-52.45608782173544,-53.47025774605601,-54.40511808552801,-55.278046660580245,-56.09055568778457,-56.840690310798514,-57.517149535011235,-58.14655141359482
HDV,+ RoW,-13.767502046852725,-16.30682133740465,-19.994922914464677,-23.667778986970255,-27.178416916291706,-30.34399898283011,-33.1986260956557,-35.88397512059911,-38.07237233762853,-39.92214609134012,-41.47318203553974,-42.87705042308744,-44.22906972685654,-45.691694856960105,-47.119254596603334,-48.512938512116634,-49.82412850872826,-51.11871839818335,-52.32698246050576,-53.45309348629009,-54.51649122509018,-55.49780366789699,-56.40623225684528,-57.254346139541376,-58.04199018415661,-58.76354461510166,-59.415881181406284,-60.02373938145778
HDV,Current traj.,28.67496733759543,22.867005958252264,19.10768025667694,15.27174912325657,11.694737302044237,8.367864752774954,5.225263619794642,2.304413962227019,-0.49867251628597253,-3.132186315300356,-5.6277094476811635,-8.041849029957385,-10.323421608408362,-12.494942709219282,-14.468904811829988,-16.33233814994961,-18.106302847962414,-19.78413072683264,-21.329071259410803,-22.745955004341056,-24.07677997209479,-25.32079220715972,-26.506598158309284,-27.62495689505871,-28.66609035741392,-29.607255341211335,-30.48582494315785,-31.32100275782087
HDV,+ Europe,28.67496733759543,22.867005958252264,18.888012889953444,14.723157109245344,10.75624460018172,7.062109194718607,3.6080253220797656,0.3094872687977358,-2.7790725742430173,-5.674317445980747,-8.41668510659131,-11.011129744872433,-13.452024461398283,-15.719988993611565,-17.76117900605287,-19.65028314191811,-21.44812385979696,-23.270085006197373,-24.907392303754868,-26.367038549825008,-27.70937774348533,-28.944310619604625,-30.10292918275644,-31.179710617935253,-32.17816045062057,-33.07485697957608,-33.913255546521086,-34.70586365391013
HDV,+ China,28.67496733759543,22.867005958252264,18.808909837631457,14.26981490669492,9.942831153711237,6.001809550416466,2.3027693031004373,-1.115999234228491,-4.288502538823691,-7.23480112733706,-9.966467949363492,-12.55127523760113,-14.949036467580514,-17.157857130461316,-19.149228026079868,-20.987065870246834,-22.722846767498627,-24.430966661552524,-25.960719952092422,-27.32070187684627,-28.567124104552956,-29.713905315326155,-30.792204374521695,-31.801107380632452,-32.73582281542397,-33.57573122636047,-34.36534794686729,-35.11424184233516
HDV,"+ IN, CA and ½US",28.67496733759543,22.867005958252264,18.36726214671869,13.239303270281788,8.4036089139254,4.0802177466603045,0.13633330414829645,-3.4089867529852658,-6.705318933163189,-9.675742421344271,-12.440343288022191,-14.980774345685337,-17.337047363073122,-19.511873303455662,-21.45545657795647,-23.25545872309589,-24.962362527213404,-26.644505251816856,-28.156718877720472,-29.513288895419976,-30.762948719665356,-31.918307366893398,-33.00853234727213,-34.02748950319868,-34.97419917173244,-35.82182308641227,-36.61599497062073,-37.36657794998036
HDV,+ RoW,28.67496733759543,22.867005958252264,17.221261559587372,10.83500260978776,5.084962753122981,0.1600879076218554,-4.1357811312045465,-7.856455192287366,-11.28598606795996,-14.32882351921119,-17.06665971039056,-19.52638276613103,-21.80420156290222,-23.892439103563497,-25.768744162712725,-27.51689139888459,-29.180685285348144,-30.790751331731443,-32.23999455023163,-33.53835018036971,-34.735421444653895,-35.85565881963773,-36.90911478823654,-37.89176722464252,-38.806248984103625,-39.62284579780765,-40.387176226244755,-41.111312085492564
HDV,Current traj.,29.377366391220225,23.883432016058787,19.989188668653064,16.660188077313673,13.40517018696578,10.252209027538342,7.238430185620843,4.393161244253354,1.6994112679940159,-0.8074001977264093,-3.1205078977427867,-5.163936363563923,-6.809295659663902,-8.012420436361653,-8.958202608377185,-9.875432074842658,-10.87518834943717,-11.940034069023216,-13.086408487548717,-14.2289440130575,-15.344971531722578,-16.44983371080357,-17.53449513676662,-18.612035556248724,-19.553367364517225,-20.435422328381154,-21.242662622763056,-21.99628560526044
HDV,+ Europe,29.377366391220225,23.883432016058787,19.755685781459384,16.092283172165892,12.444455592989044,8.925043669313458,5.601943786981292,2.374063977031,-0.6112508637109834,-3.386275879307485,-5.9618385183066716,-8.193919574492528,-9.99880404506654,-11.305658709591079,-12.320060247420878,-13.273894529033996,-14.294446684430422,-15.516315382705637,-16.759721767498537,-17.95604017588706,-19.087448073360868,-20.171684276018617,-21.227222442531666,-22.264728906339318,-23.161185196120385,-23.998876693648203,-24.766693073150087,-25.470168477397348
HDV,+ China,29.377366391220225,23.883432016058787,19.671599081018183,15.61640999142738,11.602559177983286,7.834898184431816,4.261237083183945,0.9140754217120054,-2.1456474985044856,-4.984671935167084,-7.548054274150789,-9.774143105942892,-11.52883236533072,-12.780266095305151,-13.736228102011207,-14.63694931333994,-15.591092436642496,-16.697071333745075,-17.830391961597115,-18.922659279610496,-19.957931057570985,-20.954301159449944,-21.930148956870134,-22.894030153399335,-23.72556813511137,-24.50569949813675,-25.22385556535769,-25.88437420447556
HDV,"+ IN, CA and ½US",29.377366391220225,23.883432016058787,19.202137348088204,14.541337949984419,10.013537904815225,5.863605869710483,2.0515594811377387,-1.4213101885070127,-4.606789242334468,-7.467185241162252,-10.042931931045874,-12.243339298691142,-13.95387783401502,-15.163008684436841,-16.074551523767152,-16.93980743161165,-17.866870084790612,-18.94195485552745,-20.059226848673166,-21.146023975112897,-22.184855876503356,-23.190856709594108,-24.16887350216753,-25.14831403017408,-25.993797885102275,-26.783171233599525,-27.504475835722335,-28.166080117406977
HDV,+ RoW,29.377366391220225,23.883432016058787,17.984183550379186,12.05463671106454,6.633443902551915,1.913679909288489,-2.2271186929504823,-5.852799846846132,-9.166964738403946,-12.092099268090882,-14.631474428548572,-16.77043104777942,-18.380749891973505,-19.50404483513728,-20.34375260775736,-21.153245121828064,-22.036359255713496,-23.049146981076003,-24.103765815183536,-25.13957575231744,-26.13589809928707,-27.106064978621934,-28.051934836389037,-28.997414654169194,-29.811960711330293,-30.56433849563384,-31.25859086124416,-31.896696901502146
