Model,Technology,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
FTT:P,Coal and oil,10.134565782013686,11.070420524274557,10.741060916205337,10.757459463565072,9.925894190079969,9.50705255065405,9.066142251523756,8.633242455124677,8.191958366883467,7.733752393278896,7.2642029496826215,6.74017168168284,6.212822385485213,5.711058191394784,5.25664672473798,4.861874032459358,4.476307877315132,4.123108153525369,3.791228964439416,3.5116238817211345,3.2649632736543936,3.046781966916172,2.8628174530304706,2.6747604744227322,2.494868720922738,2.324341238853229,2.156084292785082,2.005429602799846,1.8666993313749354,1.7373516195196474,1.6177158181893063
FTT:P,Gas,6.574510453527315,7.073725247527315,6.96768045143328,6.977689001501329,7.303390116886665,7.103201791231519,6.89071965632076,6.648043618235815,6.390434584214747,6.13579169774989,5.873527618601645,5.5696862314309,5.266163513344775,4.969913318707982,4.693542069319179,4.413271391710818,4.114346118021025,3.8166750072408466,3.5101415237626035,3.2098598051756952,2.922209251390456,2.6569029620667406,2.4136824330414393,2.1882006529576548,1.984345799429229,1.8022204655000171,1.639247788458307,1.4946399452053223,1.363034387674844,1.242996692513462,1.1343640884522201
FTT:P,Nuclear,2.673939476,2.7952191730000004,2.7466887976120464,2.800011098224067,2.780335652503197,2.8811093140560855,2.990564502794746,3.1006595865773363,3.2011157117633857,3.3065176145947186,3.407222310373121,3.489945806760311,3.5704949574503924,3.643844137726946,3.6694311466924407,3.696445708861156,3.712186531767907,3.7147682116063883,3.7067349813850203,3.6519809293234835,3.615289708321525,3.560758939127783,3.463654753324269,3.413872903992351,3.3613241665298066,3.3068715184499617,3.251852832406518,3.1812424649264095,3.116183095981558,3.0517438528044187,2.9698555634605293
FTT:P,Biomass + other,0.8143334369107964,0.8580587983890572,0.8525029185884061,0.8300811728795723,0.9508688774336609,1.0478715728202832,1.1466130347313273,1.2497116633189784,1.3543604181649564,1.4543652920426096,1.532749708438243,1.560794153606417,1.5702487552131241,1.5682104948891384,1.5577626849284372,1.5478626135699343,1.5299826293851386,1.5102910207397287,1.4862876998471657,1.4562555243546669,1.4243543026192609,1.3954794036812062,1.3732585246955888,1.3446012394146036,1.3124978511105916,1.2783892707854232,1.2406719510502702,1.2023401933034383,1.1629085401464574,1.1225981674212544,1.0825055904544905
FTT:P,Hydropower,4.216021627,4.243632924434783,4.413655873233735,4.560356986166243,5.108330241098273,5.350035373279844,5.518474315692928,5.6055148869139835,5.62897491125817,5.596551582586792,5.542553427865412,5.4602013721886005,5.368822252575409,5.261562455757643,5.148489662143475,5.032067063643091,4.92015404983032,4.8080339270004595,4.708452438378347,4.619892597705179,4.54508929900695,4.481164091099845,4.421799548964269,4.35717100662394,4.296609699977383,4.238667490956166,4.179148710506554,4.112133924235499,4.045885456587144,3.9768613251403813,3.912088265192353
FTT:P,Wind,1.6054154834935452,1.822483751846541,2.0334466594517995,2.301119509097402,2.5946445644564866,3.0834611810480737,3.61361330014836,4.189988848186397,4.802891765147665,5.433117602115101,6.074512051070938,6.708012170347103,7.3556470425302365,8.000599592026376,8.639064910486994,9.236699730769326,9.805334847945904,10.363544348217783,10.905084497287206,11.417449763771018,11.898501000606306,12.346139508058018,12.762829751729583,13.15728079824406,13.541291634124729,13.922290804374542,14.332176043572323,14.793047356439683,15.258997089937598,15.738582986405738,16.210508835207527
FTT:P,Solar,0.84586172105,1.017620337545338,1.1669290190241377,1.340127696082745,1.5495479357943065,1.9058538095657982,2.3325379665785717,2.844096967292274,3.4515263321384784,4.15607412124438,4.956097054215247,5.798786309594488,6.700711834408471,7.651780111873831,8.650203670614614,9.680581657471304,10.728522381756036,11.811187583587445,12.930489160635158,14.091481942229873,15.275137270394248,16.47670756974732,17.69736530557297,18.89279543970826,20.099810865217982,21.305339570518928,22.479226024015777,23.608667151743642,24.720519901978395,25.818209880101147,26.94384448648812
FTT:H,Coal,0.40344327198403035,0.4074518923906427,0.41221431969815386,0.4170189820201078,0.40965470490159317,0.3982650188544841,0.38715105629836416,0.3756356942823176,0.36406457515171564,0.3526427504900245,0.3414062178973632,0.32933983222427626,0.3176205533060724,0.3063266532971595,0.29559885201279634,0.2855875577030844,0.2763245433452296,0.26768839914651,0.2595255720470308,0.2517219702840959,0.24420854695960523,0.23694979138090655,0.22990820667893494,0.22306806955993672,0.2164177600997437,0.20994859596778478,0.2036510312831862,0.19752886194853567,0.1915825744084974,0.18580688533189943,0.18019860961314435
FTT:H,Oil,0.8248689379623915,0.8096081450668173,0.7930106575023341,0.7768271616876566,0.7524188091570154,0.7256068106482008,0.698450000972411,0.6731135085050014,0.6495538299191478,0.6273148979623571,0.6061170143177718,0.5849417869655003,0.5645634775031675,0.5449362679887078,0.5261022386327225,0.5081248730234776,0.4909378553017366,0.4744452763780405,0.45849143594975,0.4429545103574957,0.4277453290337674,0.4128410049249323,0.3981366765090553,0.38360575888082277,0.3692307065296394,0.35499919466643126,0.3409067137934843,0.3269816536050142,0.31325200639924955,0.2997504573061115,0.28651080524802747
FTT:H,Gas,3.447989091431019,3.4775605023366896,3.499264429723361,3.5158972346882984,3.4957479629504253,3.4563195811642213,3.405998189450232,3.349244181257728,3.286515110442631,3.2178612903059123,3.1441018410723367,3.0645106625165934,2.9823803280481065,2.898838738164358,2.8150024273228085,2.7320425783811197,2.6510464990425757,2.57300128048427,2.4985670823656507,2.4279137863757407,2.3607563230188675,2.296406405788943,2.234227914631602,2.1737490826180075,2.114451961791993,2.0559541665782395,1.9980610931136251,1.940700943850453,1.883858759923538,1.8275319922143136,1.7717338018967301
