,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2 Oil,0.0,0.0,0.5062,0.3151,0.3323,0.3682,0.3724,0.3246,0.3329,0.331,0.3293,0.3278,0.326,0.324,0.322,0.3204,0.319,0.3175,0.3164,0.3151,0.3138,0.3121,0.3102,0.3087,0.3071,0.3054,0.3036,0.3013,0.2988,0.296,0.293,0.2902,0.287,0.2831,0.2784,0.2732,0.272,0.2681,0.2579,0.2374,0.2001,0.12,0.1006,0.1726,0.2483,0.2635,0.2699,0.2735,0.2759,0.2786,0.2798
3 Coal,0.0,0.0,0.7463,0.6534,0.6524,0.6703,0.661,0.612,0.6311,0.6321,0.6332,0.6343,0.6355,0.6368,0.6381,0.6394,0.6408,0.6421,0.6435,0.6447,0.646,0.6471,0.6481,0.649,0.6497,0.6501,0.6502,0.6499,0.6492,0.6479,0.646,0.6438,0.6409,0.637,0.6321,0.6261,0.6029,0.5909,0.5781,0.5648,0.5513,0.5377,0.5225,0.5085,0.4982,0.4901,0.4843,0.4799,0.4765,0.4733,0.4703
4 Coal + CCS,0.0,0.0,0.7274,0.7274,0.7274,0.554,0.5615,0.5571,0.5639,0.5643,0.5647,0.5648,0.5652,0.5654,0.5657,0.566,0.5665,0.5669,0.5672,0.5674,0.5676,0.5678,0.568,0.5682,0.5685,0.5687,0.5688,0.5689,0.5689,0.5687,0.5684,0.5681,0.5675,0.5667,0.5655,0.5637,0.5558,0.552,0.5477,0.5431,0.5393,0.5363,0.5347,0.5338,0.533,0.5325,0.5319,0.5317,0.5313,0.5309,0.5303
5 IGCC,0.0,0.0,0.2827,0.2827,0.2827,0.3212,0.3229,0.295,0.3029,0.3017,0.3005,0.2998,0.2986,0.2973,0.2961,0.2951,0.2942,0.2935,0.2928,0.2922,0.2915,0.2907,0.2898,0.2891,0.2884,0.2876,0.2868,0.286,0.285,0.2839,0.2827,0.2817,0.2804,0.2787,0.2765,0.2737,0.2717,0.2681,0.2641,0.2594,0.2542,0.2484,0.2449,0.2473,0.2549,0.2584,0.26,0.2607,0.2609,0.2616,0.2618
6 IGCC + CCS,0.0,0.0,0.2827,0.2827,0.2827,0.2827,0.325,0.3194,0.3212,0.3207,0.3204,0.3198,0.3193,0.319,0.3184,0.318,0.3174,0.3167,0.3163,0.3155,0.315,0.3141,0.3131,0.312,0.3109,0.3095,0.3081,0.3062,0.3038,0.3015,0.2991,0.2966,0.2944,0.2919,0.2885,0.2863,0.2902,0.2939,0.2915,0.2794,0.2549,0.1673,0.081,0.1138,0.2096,0.2354,0.2458,0.2507,0.2531,0.2548,0.2556
7 CCGT,0.0,0.0,0.6885,0.4699,0.4739,0.5161,0.492,0.428,0.4447,0.4439,0.4431,0.4424,0.4412,0.4404,0.4398,0.4391,0.4383,0.4375,0.4367,0.4359,0.4349,0.434,0.4328,0.4313,0.4294,0.4272,0.4244,0.4211,0.417,0.4121,0.4065,0.4014,0.3948,0.3864,0.3768,0.3659,0.3554,0.3429,0.3317,0.3191,0.3056,0.2915,0.2799,0.2706,0.2677,0.2678,0.2683,0.2688,0.2694,0.2706,0.2703
8 CCGT + CCS,0.0,0.0,0.3289,0.3289,0.3289,0.3231,0.3237,0.2981,0.3038,0.3024,0.3011,0.3002,0.2988,0.2974,0.2959,0.2946,0.2934,0.2924,0.2914,0.2905,0.2895,0.2882,0.287,0.2859,0.2848,0.2837,0.2826,0.2813,0.28,0.2786,0.277,0.2757,0.274,0.272,0.2694,0.2662,0.2629,0.2581,0.2519,0.244,0.2336,0.2194,0.2086,0.2122,0.237,0.2478,0.2522,0.2538,0.2542,0.2549,0.2552
9 Solid Biomass,0.0,0.0,0.7334,0.5779,0.5925,0.6032,0.605,0.5793,0.5872,0.5869,0.5867,0.5862,0.5859,0.5856,0.5853,0.5852,0.5851,0.585,0.5849,0.5847,0.5844,0.5842,0.5839,0.5837,0.5834,0.5831,0.5827,0.5821,0.5814,0.5805,0.5794,0.5782,0.5769,0.5751,0.5729,0.5702,0.5607,0.5566,0.5535,0.5497,0.5435,0.5366,0.5322,0.529,0.5265,0.5246,0.5226,0.5216,0.5201,0.5185,0.5167
10 S Biomass CCS,0.0,0.0,0.728,0.728,0.728,0.5435,0.5461,0.5462,0.5482,0.5486,0.5487,0.5488,0.5492,0.5493,0.5497,0.5499,0.5503,0.5507,0.5509,0.5512,0.5514,0.5517,0.552,0.5524,0.5528,0.5532,0.5536,0.5541,0.5547,0.5552,0.5556,0.5559,0.5561,0.556,0.5557,0.5547,0.5487,0.5461,0.5433,0.5402,0.5378,0.5362,0.5357,0.5352,0.5346,0.5342,0.5338,0.5336,0.5333,0.5331,0.5327
