,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 Oil,0.0,0.0,0.2361,0.0932,0.0458,0.0995,0.0263,0.2012,0.0223,0.0204,0.0222,0.0209,0.0213,0.0218,0.0224,0.023,0.0244,0.0261,0.0285,0.0316,0.0359,0.0372,0.0386,0.0402,0.0418,0.0437,0.0457,0.0478,0.0501,0.0524,0.0547,0.0571,0.0595,0.0618,0.0641,0.0664,0.0689,0.0715,0.074,0.0765,0.0791,0.0809,0.0826,0.0843,0.086,0.0877,0.0892,0.0906,0.0919,0.0933,0.0945
3 Coal,0.0,0.0,0.3391,0.4152,0.3992,0.3962,0.4232,0.2231,0.2458,0.2226,0.236,0.2173,0.2175,0.2181,0.2186,0.219,0.2236,0.2298,0.238,0.2487,0.2622,0.2604,0.2584,0.2567,0.255,0.2536,0.2524,0.2513,0.2503,0.2492,0.248,0.2465,0.2448,0.2429,0.2409,0.2387,0.2371,0.2355,0.2339,0.2321,0.2302,0.2276,0.2255,0.224,0.2231,0.2226,0.2221,0.2219,0.222,0.2223,0.2226
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.0004,0.0013,0.0011,0.0014,0.0013,0.0015,0.0014,0.0015,0.0016,0.0016,0.0017,0.0018,0.002,0.0023,0.0026,0.003,0.0032,0.0034,0.0036,0.0038,0.0041,0.0044,0.0047,0.005,0.0054,0.0058,0.0062,0.0066,0.0071,0.0075,0.008,0.0086,0.0092,0.0098,0.0105,0.0111,0.0118,0.0124,0.0131,0.0138,0.0145,0.0152,0.016,0.0167,0.0175,0.0183
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.0023,0.0053,0.0045,0.0052,0.0047,0.0051,0.0048,0.0049,0.005,0.0052,0.0053,0.0056,0.006,0.0065,0.0072,0.0082,0.0085,0.0088,0.0091,0.0095,0.0099,0.0103,0.0107,0.0112,0.0117,0.0122,0.0128,0.0133,0.0138,0.0142,0.0147,0.0153,0.0158,0.0164,0.0169,0.0175,0.0179,0.0183,0.0186,0.019,0.0194,0.0198,0.0201,0.0204,0.0208,0.0211
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0007,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0008,0.0009,0.001,0.001,0.001,0.0011,0.0011,0.0011,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.0015,0.0016,0.0017,0.0017,0.0018,0.0018,0.0019,0.002,0.002,0.0021,0.0021,0.0022,0.0022,0.0023,0.0023,0.0024,0.0024,0.0024,0.0025
7 CCGT,0.0,0.0,0.41,0.7547,0.2938,0.5423,0.4654,1.1549,0.4899,0.4427,0.4719,0.4351,0.4329,0.4305,0.4272,0.4227,0.4287,0.4389,0.455,0.4793,0.5143,0.4999,0.4837,0.4665,0.4489,0.4314,0.4147,0.3992,0.3852,0.3727,0.3615,0.3517,0.3434,0.3369,0.332,0.3288,0.3285,0.3293,0.331,0.3333,0.3361,0.3372,0.3397,0.3433,0.348,0.3535,0.3588,0.3645,0.3706,0.3767,0.3827
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.0005,0.0015,0.0067,0.004,0.0036,0.0039,0.0037,0.0037,0.0038,0.0039,0.004,0.0042,0.0045,0.0049,0.0054,0.0061,0.0063,0.0065,0.0067,0.007,0.0073,0.0076,0.0079,0.0083,0.0087,0.009,0.0094,0.0097,0.0101,0.0104,0.0108,0.0112,0.0115,0.0119,0.0123,0.0127,0.013,0.0133,0.0136,0.0138,0.0141,0.0143,0.0146,0.0148,0.015,0.0152
9 Solid Biomass,0.0,0.0,0.0057,0.01,0.0102,0.0185,0.0381,0.0428,0.0584,0.0532,0.0575,0.0539,0.0548,0.0559,0.0571,0.0585,0.0616,0.0657,0.0711,0.0785,0.0886,0.0911,0.0937,0.0964,0.0993,0.1024,0.1058,0.1092,0.1129,0.1165,0.1201,0.1236,0.127,0.1303,0.1334,0.1364,0.1398,0.1433,0.1467,0.15,0.1533,0.1551,0.1568,0.1583,0.1599,0.1613,0.1624,0.1633,0.1642,0.165,0.1656
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0006,0.0007,0.0007,0.0007,0.0008,0.0009,0.0009,0.001,0.0011,0.0011,0.0012,0.0013,0.0014,0.0016,0.0017,0.0018,0.002,0.0021,0.0023,0.0025,0.0027,0.0029,0.0032,0.0034,0.0036,0.0039,0.0042,0.0044,0.0047,0.005,0.0054,0.0057
11 BIGCC,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0012,0.0011,0.001,0.0011,0.001,0.0011,0.0011,0.0011,0.0012,0.0012,0.0013,0.0014,0.0016,0.0018,0.0019,0.002,0.0021,0.0022,0.0023,0.0024,0.0026,0.0027,0.0029,0.003,0.0032,0.0034,0.0036,0.0037,0.0039,0.0041,0.0044,0.0046,0.0049,0.0051,0.0053,0.0056,0.0058,0.0061,0.0063,0.0066,0.0068,0.0071,0.0074,0.0076
12 BIGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0008,0.0009,0.0009,0.001,0.001,0.001,0.0011,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.0021,0.0022,0.0023,0.0025,0.0026,0.0027,0.0028,0.0029,0.0031,0.0032,0.0033,0.0035,0.0036,0.0038
13 Biogas,0.0,0.0,0.0126,0.0331,0.0428,0.0803,0.0854,0.1222,0.1097,0.0995,0.1071,0.1001,0.1014,0.103,0.1049,0.1069,0.1121,0.1191,0.1285,0.1414,0.1591,0.1629,0.1668,0.1708,0.1751,0.1795,0.1844,0.1895,0.1948,0.2003,0.2059,0.2114,0.2168,0.222,0.2272,0.2321,0.238,0.2441,0.2504,0.257,0.2639,0.2684,0.273,0.2775,0.2822,0.2867,0.2907,0.2945,0.2983,0.3018,0.3051
14 Biogas + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15 Tidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16 Large Hydro,0.0,0.0,0.9952,1.6971,1.721,1.2748,1.3646,1.0499,1.6311,1.4764,1.5877,1.4804,1.4967,1.5172,1.5397,1.5636,1.6307,1.7196,1.8379,1.9969,2.2107,2.2226,2.2287,2.2314,2.2302,2.2249,2.2165,2.2023,2.1813,2.1528,2.1162,2.0712,2.0192,1.9611,1.8978,1.8305,1.7684,1.7045,1.6397,1.5742,1.5093,1.4318,1.3562,1.2833,1.2136,1.1464,1.0801,1.0165,0.9568,0.9002,0.8486
17 Onshore,0.0,0.0,0.1724,0.2709,0.3825,0.3792,0.4905,0.6113,0.7038,0.6572,0.6935,0.6324,0.6251,0.6197,0.615,0.6099,0.6195,0.6334,0.6527,0.6794,0.7157,0.6785,0.6393,0.5987,0.5582,0.5192,0.4839,0.4523,0.4248,0.4012,0.381,0.3636,0.3489,0.3363,0.3255,0.3165,0.31,0.3045,0.2999,0.2962,0.2932,0.2879,0.2834,0.2795,0.2759,0.2726,0.269,0.2659,0.2631,0.2604,0.2577
18 Offshore,0.0,0.0,0.0246,0.0387,0.0546,0.0344,0.0438,0.0533,0.0591,0.0617,0.0741,0.077,0.0864,0.0965,0.1074,0.1185,0.1337,0.1512,0.172,0.1973,0.2297,0.2391,0.2465,0.2515,0.2544,0.2553,0.255,0.2535,0.2512,0.2483,0.2452,0.2417,0.2382,0.2352,0.2322,0.2294,0.2277,0.2262,0.2248,0.2236,0.2227,0.2196,0.2169,0.2144,0.2121,0.2099,0.2075,0.2051,0.2029,0.2008,0.1987
19 Solar PV,0.0,0.0,0.0013,0.0072,0.0228,0.0372,0.0431,0.0514,0.0489,0.0577,0.0768,0.0887,0.111,0.1392,0.1743,0.2177,0.2785,0.3592,0.4687,0.6208,0.8376,1.0173,1.2274,1.4678,1.7385,2.0392,2.3703,2.7285,3.1118,3.5171,3.9411,4.3785,4.8282,5.2867,5.7501,6.2169,6.7177,7.2231,7.7335,8.2459,8.762,9.1834,9.5992,10.0039,10.3992,10.7796,11.1231,11.4502,11.7689,12.0694,12.344
20 CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0003,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.001
22 Wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Fuel Cells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 CHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
