,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Power own use & trans.,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 O.energy own use & tra,544.9999,574.0764,634.075,662.075,651.0775,680.077,696.0794,676.0803,686.08,698.6118,698.6108,714.6609,727.7419,741.0151,754.5621,768.3383,802.8746,838.8678,876.5859,915.9594,957.0668,988.9843,1021.8998,1055.9912,1091.2449,1127.6183,1158.8657,1191.0396,1224.0134,1257.9742,1292.7992,1328.6625,1365.5221,1403.3225,1442.2054,1482.1879,1523.3361,1565.525,1608.8549,1653.505,1699.2672,1746.4122,1794.8141,1844.6171,1895.6858,1948.3475,2002.3152,2057.8901,2114.9312,2173.7234,2233.9653
3 Hydrogen production,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4 Iron & steel,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1023,0.1052,0.1013,0.1006,0.1037,0.105,0.1064,0.1077,0.109,0.1103,0.1118,0.1134,0.1151,0.1167,0.1186,0.1204,0.1224,0.1244,0.1265,0.1287,0.1308,0.1331,0.1358,0.1387,0.1413,0.1438,0.1465,0.149,0.1518,0.1548,0.1578,0.1608,0.164,0.1675,0.1711,0.1748,0.1788,0.1829,0.187,0.1913,0.195,0.1997,0.2046
5 Non-ferrous metals,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
6 Chemicals,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
7 Non-metallics nes,0.0,0.0957,0.0996,0.0995,0.0988,0.0996,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997,0.0997
8 Ore-extra.(non-energy),0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0991,0.0991,0.0991,0.099,0.099,0.099,0.099,0.099,0.099,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0992,0.0993,0.0993,0.0993,0.0993,0.0993,0.0993
"9 Food, drink & tob.",0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0904,0.0904,0.0904,0.0898,0.09,0.09,0.09,0.09,0.09,0.0901,0.0901,0.0902,0.0902,0.0903,0.0904,0.0905,0.0906,0.0907,0.0908,0.0908,0.0909,0.091,0.091,0.0911,0.0912,0.0912,0.0913,0.0914,0.0914,0.0915,0.0916,0.0916,0.0917,0.0918,0.0918,0.0919,0.092,0.092,0.0921,0.0921,0.0922,0.0923,0.0923,0.0924
"10 Tex., cloth. & footw.",0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
