,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.0,84.0926,84.0926,84.0926,84.0926,83.9799,84.0001,83.8144,83.5191,83.342,83.2104,83.0825,82.9568,82.8345,82.7169,82.6051,82.4989,82.3978,82.3051,82.2293,82.1639,82.1084,82.0677,82.0431,82.04,82.059,82.1059,82.1847,82.3066,82.4837,82.7292,83.0587,83.4974,84.0636,84.7849,85.6937,86.8189,88.1796,89.7788,91.5902,93.573,95.6663,97.8113,99.9514,102.0404,104.0501,105.9554,107.7283,109.3943
2 Oil,0.0,0.0,0.0,292.0004,519.1547,288.1086,389.5827,293.2391,369.0503,365.4378,359.2638,355.0446,350.6454,346.8691,343.2871,340.3524,336.9389,334.3629,332.2123,330.6795,329.2748,328.0976,327.4547,326.6575,326.1192,325.9491,325.4342,325.4707,325.5114,325.4868,325.5825,325.6729,326.0624,326.493,326.7199,327.3245,328.0611,328.768,329.7624,330.984,332.5471,334.4351,336.6543,339.1622,342.0045,345.1711,349.1659,352.7698,356.5465,361.0321,364.8494
3 Coal,0.0,0.0,0.0,100.0949,99.9079,100.089,99.5714,99.5274,99.6345,99.7017,99.7312,99.7874,99.8727,99.9679,100.0824,100.2105,100.3442,100.4987,100.6728,100.8694,101.0863,101.3234,101.5807,101.8592,102.1569,102.4678,102.7851,103.1153,103.4382,103.7628,104.0677,104.3509,104.6097,104.8481,105.0652,105.2644,105.4532,105.6163,105.7588,105.8881,105.9883,106.0753,106.1444,106.1933,106.2332,106.2639,106.2854,106.2985,106.3015,106.2992,106.291
4 Coal + CCS,0.0,0.0,0.0,154.2891,154.2891,190.5979,207.4122,182.3503,198.1962,194.8695,191.6826,189.0843,187.0323,185.0827,183.3671,181.8125,180.334,179.0561,177.9239,176.9022,175.9812,175.2147,174.5366,173.9209,173.3583,172.86,172.4124,172.0264,171.6759,171.3359,171.025,170.7515,170.5001,170.2507,170.0329,169.8459,169.6905,169.5738,169.4779,169.4238,169.4219,169.478,169.5779,169.7048,169.8565,170.0202,170.1812,170.3219,170.4304,170.5047,170.5277
5 IGCC,0.0,0.0,0.0,244.1232,244.1232,239.1666,356.3568,234.4294,309.9411,303.5724,297.0914,290.8218,285.1113,279.7565,274.8006,270.0832,265.0999,260.6879,256.675,253.0543,249.7293,246.74,244.0867,241.5969,239.3305,237.2865,235.3656,233.6744,232.1239,230.6846,229.368,228.1913,227.1232,226.1216,225.2418,224.4428,223.738,223.142,222.6142,222.1771,221.8464,221.6029,221.4242,221.2857,221.1754,221.0703,220.9467,220.7843,220.5715,220.3088,219.9839
6 IGCC + CCS,0.0,0.0,0.0,454.3914,454.3914,465.0681,543.3754,444.9371,492.388,489.6054,480.961,473.381,467.1778,462.1312,457.9525,454.5012,451.1064,448.4337,446.2054,446.3535,444.6215,443.2123,444.0609,442.8975,441.9266,442.9927,442.0885,443.2463,444.526,443.8292,445.0879,444.5036,445.9616,447.4124,446.9782,448.6894,450.6055,450.7359,453.0452,455.7548,459.0687,463.0285,467.6805,473.0125,479.1574,486.1704,497.5901,506.5172,516.0421,531.0592,542.065
7 CCGT,0.0,0.0,0.0,83.9093,95.9363,84.132,89.7326,85.8844,91.4929,90.9584,90.3955,89.9458,89.5218,89.1053,88.7078,88.3396,87.9795,87.668,87.3584,87.1047,86.8724,86.6351,86.4347,86.2836,86.1311,86.0324,85.9186,85.8315,85.7663,85.7191,85.7067,85.6717,85.6874,85.6862,85.7289,85.7689,85.8124,85.8624,85.9191,85.9803,86.0463,86.1223,86.2037,86.2884,86.3786,86.4749,86.5779,86.6889,86.8084,86.9369,87.0749
8 CCGT + CCS,0.0,0.0,0.0,167.3869,167.3869,179.3368,266.9831,178.9362,250.9888,246.3478,241.0959,235.7769,231.2577,227.0263,223.1279,219.5529,215.6654,212.3876,209.4501,206.8994,204.5811,202.5098,200.786,199.1258,197.6719,196.4394,195.1517,194.1334,193.2208,192.3547,191.5889,190.9234,190.4122,189.8891,189.5148,189.2519,189.0992,189.108,189.1712,189.3878,189.8105,190.4182,191.1896,192.0765,193.0899,194.2032,195.3713,196.5336,197.6579,198.741,199.7125
9 Solid Biomass,0.0,0.0,0.0,191.6554,221.9433,190.993,207.93,191.1091,204.3106,202.5928,200.5829,198.9038,197.5984,196.409,195.3559,194.3941,193.4708,192.6713,191.9623,191.3235,190.7482,190.2757,189.861,189.479,189.1292,188.819,188.5451,188.315,188.1089,187.9089,187.7347,187.584,187.4495,187.3157,187.204,187.1205,187.0582,187.0221,187.0233,187.0754,187.1917,187.3794,187.6274,187.929,188.2812,188.6713,189.0806,189.4873,189.8786,190.2408,190.5481
10 S Biomass CCS,0.0,0.0,0.0,206.7093,206.7093,246.7321,261.9973,242.8152,253.0658,250.5335,247.3696,245.0256,243.0543,241.2995,239.7783,238.4195,237.1007,235.9589,234.9377,234.0382,233.1736,232.4445,231.8138,231.1997,230.631,230.1394,229.6515,229.2387,228.8578,228.4634,228.1115,227.7838,227.5044,227.2376,226.993,226.8243,226.7126,226.6587,226.6644,226.7628,226.9772,227.3405,227.8395,228.4574,229.2101,230.0887,231.1236,232.199,233.3321,234.5754,235.7489
