,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556,0.8556
2 Oil,0.0,0.0,0.0763,0.2236,0.3266,0.3545,0.31,0.2566,0.3006,0.2993,0.2945,0.2836,0.287,0.2805,0.2763,0.2989,0.3223,0.338,0.3474,0.3538,0.3563,0.3573,0.3571,0.3558,0.3535,0.3498,0.3448,0.3391,0.3332,0.3266,0.3184,0.3083,0.2952,0.2737,0.2503,0.2296,0.1985,0.1805,0.1679,0.1457,0.1381,0.1434,0.1376,0.1325,0.138,0.1316,0.1266,0.1206,0.1248,0.1184,0.1126
3 Coal,0.0,0.0,0.6346,0.6346,0.6346,0.6346,0.6346,0.6346,0.6346,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4 Coal + CCS,0.0,0.0,0.6339,0.6339,0.6339,0.6339,0.6339,0.6339,0.6339,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5 IGCC,0.0,0.0,0.2105,0.2105,0.2105,0.2105,0.2105,0.2105,0.2105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6 IGCC + CCS,0.0,0.0,0.2105,0.2105,0.2105,0.0477,0.0645,0.0672,0.0781,0.0775,0.0765,0.0752,0.0755,0.0762,0.0773,0.0789,0.08,0.0816,0.0841,0.087,0.0889,0.0901,0.0909,0.0913,0.0914,0.0913,0.0909,0.0906,0.0905,0.0905,0.0905,0.0904,0.0903,0.0903,0.0907,0.0913,0.0919,0.0926,0.0937,0.0947,0.0959,0.0975,0.0992,0.1012,0.1036,0.1061,0.1091,0.1124,0.1162,0.1197,0.1231
7 CCGT,0.0,0.0,0.3823,0.2365,0.2259,0.2416,0.2462,0.2323,0.2359,0.2378,0.2388,0.2392,0.2426,0.2456,0.2477,0.2497,0.2502,0.2506,0.2524,0.2543,0.2561,0.2576,0.259,0.26,0.2608,0.2611,0.2614,0.2615,0.2609,0.2599,0.2586,0.2567,0.2547,0.2528,0.2521,0.2519,0.252,0.2523,0.2527,0.2535,0.2545,0.256,0.2577,0.2597,0.262,0.2644,0.2667,0.2692,0.2714,0.2749,0.2781
8 CCGT + CCS,0.0,0.0,0.2161,0.2161,0.2161,0.0503,0.0589,0.0595,0.0704,0.0701,0.0703,0.07,0.0715,0.0734,0.0758,0.0792,0.0822,0.0863,0.0925,0.0992,0.1032,0.1055,0.1069,0.1072,0.1067,0.1053,0.1033,0.1013,0.0997,0.0982,0.0964,0.0944,0.0926,0.091,0.09,0.0894,0.0885,0.0883,0.0884,0.0882,0.0886,0.0895,0.0903,0.0913,0.0928,0.0938,0.0954,0.0967,0.0989,0.1,0.1009
9 Solid Biomass,0.0,0.0,0.6487,0.3957,0.3961,0.3933,0.3999,0.4001,0.3992,0.4,0.4006,0.4018,0.4047,0.4075,0.4087,0.4091,0.4093,0.4094,0.4107,0.4119,0.4127,0.413,0.4131,0.4131,0.4129,0.4123,0.4116,0.4106,0.4095,0.4085,0.4075,0.4065,0.4056,0.4046,0.404,0.4038,0.4034,0.4029,0.4026,0.4022,0.4019,0.4016,0.4011,0.4006,0.4,0.3991,0.398,0.3966,0.3956,0.3946,0.3939
10 S Biomass CCS,0.0,0.0,0.5883,0.5883,0.5883,0.3772,0.3781,0.3782,0.3775,0.3778,0.3779,0.378,0.3781,0.3781,0.3781,0.3785,0.3791,0.3801,0.382,0.3841,0.3855,0.3865,0.387,0.3872,0.387,0.3865,0.3855,0.3848,0.3839,0.3831,0.3823,0.3815,0.3807,0.3801,0.3796,0.3794,0.3791,0.3788,0.3787,0.3786,0.3786,0.3787,0.3787,0.3787,0.3788,0.3788,0.3789,0.3788,0.3789,0.3788,0.3789
