,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1 Nuclear,0.0,0.0,1.5288,1.5491,1.5568,1.552,1.5048,1.5345,1.517,1.605,1.7884,1.8293,1.9572,2.091,2.2273,2.3672,2.483,2.6004,2.7215,2.8473,2.9834,3.0601,3.1413,3.2318,3.329,3.437,3.5694,3.7163,3.8791,4.059,4.256,4.4767,4.7178,4.9794,5.2573,5.5534,5.869,6.1921,6.5185,6.8408,7.1526,7.3797,7.5624,7.6984,7.7856,7.8236,7.8297,7.7932,7.7201,7.6125,7.4777
2 Oil,0.0,0.0,0.6383,0.578,0.2615,0.7183,0.3879,0.5111,0.3307,0.3352,0.3561,0.3468,0.3531,0.359,0.364,0.3684,0.368,0.3673,0.3666,0.366,0.366,0.3586,0.3519,0.3462,0.3412,0.3373,0.3355,0.3348,0.3351,0.3362,0.3382,0.3415,0.3457,0.3507,0.3562,0.3623,0.3691,0.376,0.3827,0.3892,0.3953,0.3976,0.3988,0.399,0.3985,0.3973,0.3963,0.395,0.3937,0.3923,0.3912
3 Coal,0.0,0.0,3.4189,2.7888,2.8809,3.0615,2.6014,2.7924,2.54,2.3996,2.3548,2.1155,1.9956,1.8783,1.7628,1.6525,1.5356,1.4281,1.3307,1.2433,1.167,1.0793,1.0027,0.9371,0.8799,0.8306,0.7909,0.7571,0.7284,0.7041,0.6835,0.6669,0.6533,0.6421,0.6326,0.6248,0.6187,0.6131,0.6078,0.6026,0.5971,0.5871,0.5767,0.5659,0.555,0.5441,0.5342,0.5247,0.5157,0.5075,0.5002
4 Coal + CCS,0.0,0.0,0.0,0.0,0.0,0.0038,0.0091,0.0158,0.0177,0.0186,0.0205,0.0207,0.0219,0.0231,0.0243,0.0254,0.0262,0.027,0.0278,0.0286,0.0294,0.0296,0.0299,0.0301,0.0304,0.0308,0.0313,0.032,0.0327,0.0335,0.0344,0.0354,0.0365,0.0378,0.0391,0.0405,0.042,0.0435,0.0451,0.0467,0.0482,0.0494,0.0503,0.0512,0.0519,0.0525,0.0532,0.0537,0.0542,0.0547,0.0552
5 IGCC,0.0,0.0,0.0,0.0,0.0,0.0206,0.0425,0.0754,0.0756,0.0779,0.0841,0.0834,0.0865,0.0895,0.0924,0.0952,0.0968,0.0983,0.0997,0.101,0.1026,0.1019,0.1014,0.101,0.1008,0.1007,0.1013,0.1021,0.1031,0.1044,0.1058,0.1077,0.1098,0.1121,0.1145,0.1171,0.1199,0.1227,0.1255,0.1282,0.1309,0.1322,0.1332,0.1339,0.1344,0.1345,0.1347,0.1348,0.1348,0.1348,0.1348
6 IGCC + CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
7 CCGT,0.0,0.0,1.6488,3.8992,2.3417,4.7289,2.7995,4.1364,3.2423,3.6183,4.2678,4.615,5.1958,5.8125,6.4448,7.0846,7.6376,8.1668,8.6683,9.1384,9.5879,9.7948,9.9638,10.1121,10.2308,10.3312,10.4541,10.5724,10.685,10.7934,10.8934,11.0023,11.1055,11.2029,11.2849,11.3584,11.4318,11.4886,11.533,11.5706,11.606,11.5814,11.5879,11.6244,11.6844,11.7665,11.8846,12.0159,12.1602,12.3126,12.4759
8 CCGT + CCS,0.0,0.0,0.0,0.0,0.0,0.005,0.0118,0.0289,0.0284,0.0299,0.0331,0.0335,0.0354,0.0373,0.0392,0.0409,0.0421,0.0432,0.0443,0.0453,0.0463,0.0464,0.0464,0.0465,0.0466,0.0469,0.0473,0.0479,0.0486,0.0494,0.0503,0.0514,0.0526,0.0539,0.0553,0.0568,0.0584,0.0601,0.0617,0.0633,0.0649,0.0659,0.0666,0.0672,0.0676,0.0679,0.0682,0.0684,0.0685,0.0687,0.0688
9 Solid Biomass,0.0,0.0,0.0314,0.0584,0.1058,0.1321,0.1034,0.1144,0.0804,0.0877,0.0998,0.1037,0.112,0.1202,0.1282,0.1359,0.1418,0.1474,0.1528,0.1581,0.1635,0.1654,0.1672,0.1693,0.1715,0.1739,0.1774,0.1812,0.1855,0.1903,0.1956,0.2015,0.2081,0.2151,0.2226,0.2304,0.2389,0.2474,0.2561,0.2646,0.273,0.2788,0.2836,0.2876,0.2908,0.2933,0.2958,0.2979,0.2999,0.3017,0.3036
10 S Biomass CCS,0.0,0.0,0.0,0.0,0.0,0.0001,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0008,0.0008,0.0009,0.0009,0.0009,0.001,0.001,0.0011,0.0011,0.0012,0.0013,0.0013,0.0014,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.0021,0.0022,0.0023,0.0024,0.0024,0.0025,0.0026,0.0027,0.0028
