,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate
1 Petrol Econ,8896.79811231046,2732.76945963347,0.04354545454545455,0.0151,0.038,0.02,0.15,15,1.5545454545454547,40000,0.375,15,0.37999799999999984,137.06431199999997,4,-0.014499569695115089,4
2 Petrol  Mid,20545.1587262992,8147.25545682563,0.06386666666666667,0.0253,0.051,0.03,0.15,15,2.2800000000000002,40000,0.375,15,0.06000000000000005,166.61383199999997,4,-0.014499569695115089,4
3 Petrol Lux,30096.9812268414,6942.00052331225,0.0958,0.0456,0.064,0.03,0.15,15,3.42,40000,0.375,15,-0.48,164.56809599999997,4,-0.014499569695115089,4
4 Adv Petrol Econ,10676.157734772552,1702.4,0.03483636363636364,0.0134,0.038,0.02,0.15,15,1.2436363636363639,40000,0.375,15,0.37999799999999984,130.24519199999997,4,-0.07400058144377691,4
5 Adv Petrol Mid,24654.19047155904,3758,0.05109333333333334,0.0224,0.051,0.03,0.15,15,1.8240000000000003,40000,0.375,15,0.06000000000000005,157.74897599999997,4,-0.07400058144377691,4
6 Adv Petrol Lux,36116.37747220968,68164,0.07664,0.0398,0.064,0.03,0.15,15,2.736,40000,0.375,15,-0.48,156.38515199999998,4,-0.07400058144377691,4
7 Diesel Econ,12132.3752724104,2697.90536851829,0.03832,0.0143,0.038,0.02,0.15,15,1.544,40000,0.375,15,0.4,150.18588,4,-0.014499569695115089,4
8 Diesel Mid,17919.9307097562,8192.21071865722,0.056352941176470585,0.0168,0.051,0.03,0.15,15,2.2705882352941176,40000,0.375,15,0.8,160.056,4,-0.014499569695115089,4
9 Diesel Lux,22742.5056090986,9372.22417737771,0.06842857142857142,0.0188,0.064,0.04,0.15,15,2.757142857142857,40000,0.375,15,-0.19999999999999996,197.40240000000003,4,-0.014499569695115089,4
10 Adv Diesel Econ,14558.85032689248,2697.90536851829,0.030656,0.0131,0.038,0,0.15,15,1.2352,40000,0.375,15,0.18000000000000016,142.98336,4,-0.07400058144377691,4
11 Adv Diesel Mid,21503.91685170744,8192.21071865722,0.04508235294117647,0.0152,0.051,0,0.15,15,1.8164705882352943,40000,0.375,15,-0.08000000000000007,152.05320000000003,4,-0.07400058144377691,4
12 Adv Diesel Lux,27291.006730918318,9372.22417737771,0.05474285714285714,0.0175,0.064,0,0.15,15,2.205714285714286,40000,0.375,15,-0.19999999999999996,186.732,4,-0.07400058144377691,4
13 LPG Econ,8896.79811231046,2732.76945963347,0.04207536,0.00667,0.039,0.02,0.15,15,1.5020640000000003,40000,0.375,15,0.1200000000000001,83.72364000000002,4,-0.014499569695115089,4
14 LPG Mid,20545.1587262992,8147.25545682563,0.04759344000000001,0.0001,0.056,0.03,0.15,15,1.6990560000000006,40000,0.375,15,-0.08000000000000007,153.44472,4,-0.014499569695115089,4
15 LPG Lux,30096.9812268414,6942.00052331225,0.05862960000000001,0,0.066,0.04,0.15,15,2.0930400000000007,40000,0.375,15,-0.19999999999999996,193.576416,4,-0.014499569695115089,4
16 Hybrid Econ,10676.157734772552,1702.4,0.01916,0,0.039,0.03,0.15,15,0.684,40000,0.375,15,0.1200000000000001,68.19120000000001,4,-0.15200309344504995,4
17 Hybrid Mid,68192.23,0,0.0237584,0.012,0.056,0.04,0.15,15,0.84816,40000,0.375,15,-0.8,95.01307199999998,4,-0.15200309344504995,4
18 Hybrid Lux,54188.87,0,0.025866000000000004,0.01,0.066,0.04,0.15,15,0.9234000000000002,40000,0.375,15,-1.1,120.24381600000001,4,-0.15200309344504995,4
19 Electric Econ,9575.44564964892,3127.61721564237,0.007,0,0.046,0.04,0.15,15,0.54,40000,0.375,15,0.1200000000000001,53.23768732394366,4,-0.15200309344504995,4
20 Electric Mid,27072.7494790371,4372.40685511009,0.009,0.0001,0.065,0.05,0.15,15,0.756,40000,0.375,15,-0.08000000000000007,74.53259718309859,4,-0.15200309344504995,4
21 Electric Lux,42423.5190094178,1492.71041686403,0.01,0,0.08,0.06,0.15,15,0.936,40000,0.375,15,-0.19999999999999996,92.27849295774648,4,-0.15200309344504995,4
22 motorcycles Econ,797,116,0.03832,0.015,0.03,0.03,0.15,7,1.368,10000,0.375,3.75,0.5200020000000003,29.322216,2,-0.014499569695115089,3
23 motorcycles Lux,1805,1053,0.0479,0.035,0.03,0.03,0.15,7,1.71,10000,0.375,3.75,-0.0799979999999999,45.915408,2,-0.014499569695115089,3
24 Adv motorcycles Econ,797,116,0.030656,0,0,0,0.15,7,1.0944,10000,0.375,3.75,0.5200020000000003,0,2,-0.014499569695115089,3
25 Adv motorcycles Lux,1805,1053,0.03832,0,0,0,0.15,7,1.368,10000,0.375,3.75,-0.0799979999999999,0,2,-0.014499569695115089,3
