,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4314808422506041,0.0215740421125302,43454.78080773214,2172.739040386607,25.0,1,-0.05,0.05,0.3197003625668289,310.40747637184364,62.08149527436874,0,0.9703846153846154,0.013387267641727442,-0.05
Indirect Heating Oil,0.0474628926475664,0.0023731446323783,9118.053158439763,455.9026579219883,25.0,1,-0.05,0.05,0.4445507569306585,127.66195514176891,25.5323910283538,0,0.9768538461538462,0.012945317400649168,-0.05
Indirect Heating Gas,0.0474628926475664,0.0023731446323783,10047.117707973764,502.35588539868826,25.0,1,-0.05,0.05,0.3944572566123811,272.2970235576245,54.4594047115249,0,0.9813999999999999,0.01250933852351345,-0.05
Indirect Heating Biomass,0.5333103210217466,0.0266655160510873,43454.78080773214,2172.739040386607,25.0,1,-0.05,0.05,0.3265914828594751,395.5509098603469,79.11018197206941,0,0.9116666666666666,0.00867163414004405,-0.05
Indirect Heating Electric,0.0690369347600966,0.0034518467380048,7731.618916120125,386.58094580600624,25.0,1,-0.05,0.05,0.9,874.6624629707999,174.93249259415995,0,0.9878205128205128,0.0028867513459481316,-0.05
Indirect Heating Steam Distributed,0.8629616845012081,0.0431480842250604,0.0,0.0,20.0,1,-0.05,0.05,0.5231532518474756,0.0,0.0,0,1.0,0.0,-0.05
Heat Pumps (Electricity),0.9432171211598204,0.047160856057991,26505.60627545737,1325.2803137728686,20.0,1,-0.432959407,0.05,3.0,874.6624629707999,174.93249259415995,0,0.9838461538461538,0.0113249475879504,-0.432959407
Direct Heating Coal,0.1898515705902656,0.0094925785295132,5430.428028995512,271.5214014497757,15.0,1,-0.05,0.05,0.2320169772388002,310.40747637184364,62.08149527436874,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Oil,0.0129444252675181,0.0006472212633759,2275.0243198136004,113.75121599068,15.0,1,-0.05,0.05,0.3850267880960795,127.66195514176891,25.5323910283538,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Gas,0.0129444252675181,0.0006472212633759,2275.0243198136004,113.75121599068,15.0,1,-0.05,0.05,0.3393861473255546,272.2970235576245,54.4594047115249,0,0.9878846153846155,0.012115384615384639,-0.05
Direct Heating Biomass,0.1898515705902656,0.0094925785295132,5430.428028995512,271.5214014497757,15.0,1,-0.05,0.05,0.140423637258716,395.5509098603469,79.11018197206941,0,0.9293589743589744,0.033969036835195206,-0.05
Direct Heating Electric,0.0517777010700724,0.0025888850535036,1361.649982740766,68.08249913703831,12.5,1,-0.05,0.05,0.2972675881573817,874.6624629707999,174.93249259415995,0,0.9902564102564102,0.016876392484004476,-0.05
Direct Heating Steam Distributed,0.8629616845012081,0.0431480842250604,0.0,0.0,20.0,1,-0.05,0.05,0.1897030952193479,0.0,0.0,0,1.0,0.0,-0.05
