,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.36088054853843377,0.01804402742692169,36344.568747744495,1817.2284373872246,25.0,1,-0.05,0.05,0.4046286300902383,103.6015351367464,20.720307027349282,0,0.95,0.1,-0.05
Indirect Heating Oil,0.039696860339227716,0.001984843016961386,7626.127751714183,381.30638758570916,25.0,1,-0.05,0.05,0.303846661452213,112.81260401917677,22.562520803835355,0,0.95,0.1,-0.05
Indirect Heating Gas,0.039696860339227716,0.001984843016961386,8403.175748827141,420.158787441357,25.0,1,-0.05,0.05,0.44342357631071716,219.8935837245696,43.97871674491393,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.4460483579935042,0.02230241789967521,36344.568747744495,1817.2284373872246,25.0,1,-0.05,0.05,0.3775739833820223,109.2708845666592,21.854176913331838,0,0.9,0.1,-0.05
Indirect Heating Electric,0.05774088776614941,0.0028870443883074704,6466.546373150488,323.32731865752436,25.0,1,-0.05,0.05,0.9,934.9365079365081,186.9873015873016,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.7217610970768675,0.03608805485384338,0.0,0.0,20.0,1,-0.05,0.05,0.34966041357403244,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.7888848791050163,0.03944424395525081,22168.673079754604,1108.4336539877302,20.0,1,-0.432959407,0.05,3.0,934.9365079365081,186.9873015873016,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.15878744135691086,0.007939372067845544,4541.883796463371,227.09418982316856,15.0,1,-0.05,0.05,0.03297900342114125,103.6015351367464,20.720307027349282,0,0.9,0.1,-0.05
Direct Heating Oil,0.010826416456153013,0.0005413208228076507,1902.7774679177194,95.13887339588598,15.0,1,-0.05,0.05,0.26237002935632237,112.81260401917677,22.562520803835355,0,0.9,0.1,-0.05
Direct Heating Gas,0.010826416456153013,0.0005413208228076507,1902.7774679177194,95.13887339588598,15.0,1,-0.05,0.05,0.3829796221900408,219.8935837245696,43.97871674491393,0,0.95,0.1,-0.05
Direct Heating Biomass,0.15878744135691086,0.007939372067845544,4541.883796463371,227.09418982316856,15.0,1,-0.05,0.05,0.140411991094599,109.2708845666592,21.854176913331838,0,0.9,0.1,-0.05
Direct Heating Electric,0.04330566582461205,0.0021652832912306018,1138.8523998556475,56.94261999278239,12.5,1,-0.05,0.05,0.27400570683885395,934.9365079365081,186.9873015873016,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.7217610970768675,0.03608805485384338,0.0,0.0,20.0,1,-0.05,0.05,0.1644501848069409,0.0,0.0,0,1.0,0.1,-0.05
