,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.43882745304546256,0.02194137265227313,44194.66385817097,2209.733192908548,25.0,1,-0.05,0.05,0.4046286300902383,92.78711218557531,18.557422437115065,0,0.95,0.1,-0.05
Indirect Heating Oil,0.04827101983500088,0.002413550991750044,9273.301737756714,463.6650868878357,25.0,1,-0.05,0.05,0.045570575364697,145.4346687388477,29.086933747769532,0,0.95,0.1,-0.05
Indirect Heating Gas,0.04827101983500088,0.002413550991750044,10218.185009654204,510.9092504827102,25.0,1,-0.05,0.05,0.15551706756824785,261.65849306394983,52.331698612789964,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5423907319641917,0.02711953659820959,44194.66385817097,2209.733192908548,25.0,1,-0.05,0.05,0.09210360659594367,88.38853393196341,17.677706786392683,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07021239248727401,0.0035106196243637013,7863.261365631035,393.16306828155183,25.0,1,-0.05,0.05,0.9,850.0163184251428,170.00326368502854,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.8776549060909251,0.04388274530454626,0.0,0.0,20.0,1,-0.05,0.05,0.1631884687588405,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),0.9592768123573808,0.047963840617869055,26956.904117956816,1347.845205897841,20.0,1,-0.432959407,0.05,3.0,850.0163184251428,170.00326368502854,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.19308407934000352,0.009654203967000176,5522.8892399508495,276.14446199754263,15.0,1,-0.05,0.05,0.02921184100018325,92.78711218557531,18.557422437115065,0,0.9,0.1,-0.05
Direct Heating Oil,0.013164823591363877,0.0006582411795681937,2313.7600331753547,115.68800165876776,15.0,1,-0.05,0.05,0.03299517143929868,145.4346687388477,29.086933747769532,0,0.9,0.1,-0.05
Direct Heating Gas,0.013164823591363877,0.0006582411795681937,2313.7600331753547,115.68800165876776,15.0,1,-0.05,0.05,0.2110088358505749,261.65849306394983,52.331698612789964,0,0.95,0.1,-0.05
Direct Heating Biomass,0.19308407934000352,0.009654203967000176,5522.8892399508495,276.14446199754263,15.0,1,-0.05,0.05,0.13946282721966158,88.38853393196341,17.677706786392683,0,0.9,0.1,-0.05
Direct Heating Electric,0.0526592943654555,0.002632964718272775,1384.8341232227488,69.24170616113744,12.5,1,-0.05,0.05,0.26688761493962043,850.0163184251428,170.00326368502854,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.8776549060909251,0.04388274530454626,0.0,0.0,20.0,1,-0.05,0.05,0.17813513098898673,0.0,0.0,0,1.0,0.1,-0.05
