,1 Investment cost mean (MEuro per MW),2 Investment cost SD,3 O&M cost mean (Euros/MJ/s/year),4 O&M cost SD,5 Lifetime (years),6 Leadtime (years),7 Learning rate,8 Discount rate,9 Conversion efficiency,10 Fuel cost mean,11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Learning exponent
Indirect Heating Coal,0.4657228017883755,0.023286140089418768,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.4046286300902383,123.97804596625812,24.79560919325161,0,0.95,0.1,-0.05
Indirect Heating Oil,0.051229508196721306,0.002561475409836065,9841.654247391949,492.08271236959763,25.0,1,-0.05,0.05,0.38083620721712425,325.68528393675746,65.1370567873515,0,0.95,0.1,-0.05
Indirect Heating Gas,0.051229508196721306,0.002561475409836065,10844.448584202679,542.222429210134,25.0,1,-0.05,0.05,0.2921637987876182,272.3932703402252,54.47865406804503,0,0.95,0.1,-0.05
Indirect Heating Biomass,0.5756333830104321,0.028781669150521605,46903.31594634873,2345.1657973174365,25.0,1,-0.05,0.05,0.09010662762859398,137.1789690335859,27.435793806717186,0,0.9,0.1,-0.05
Indirect Heating Electric,0.07451564828614009,0.003725782414307005,8345.193740685543,417.2596870342772,25.0,1,-0.05,0.05,0.9,1487.0976705023859,297.41953410047716,0,0.98,0.1,-0.05
Indirect Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.5192213586013685,0.0,0.0,0,1.0,0.1,-0.05
Heat Pumps (Electricity),1.0180700447093889,0.05090350223546945,28609.06906855439,1430.4534534277198,20.0,1,-0.432959407,0.05,3.0,1487.0976705023859,297.41953410047716,0,0.95,0.1,-0.432959407
Direct Heating Coal,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.2604186184688126,123.97804596625812,24.79560919325161,0,0.9,0.1,-0.05
Direct Heating Oil,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.32662172155258984,325.68528393675746,65.1370567873515,0,0.9,0.1,-0.05
Direct Heating Gas,0.013971684053651266,0.0006985842026825634,2455.5683511549923,122.77841755774963,15.0,1,-0.05,0.05,0.2747464562710132,272.3932703402252,54.47865406804503,0,0.95,0.1,-0.05
Direct Heating Biomass,0.2049180327868852,0.010245901639344263,5861.382265275708,293.06911326378537,15.0,1,-0.05,0.05,0.13946282721966158,137.1789690335859,27.435793806717186,0,0.9,0.1,-0.05
Direct Heating Electric,0.05588673621460506,0.002794336810730253,1469.709388971684,73.4854694485842,12.5,1,-0.05,0.05,0.26593915735434537,1487.0976705023859,297.41953410047716,0,0.98,0.1,-0.05
Direct Heating Steam Distributed,0.9314456035767508,0.04657228017883755,0.0,0.0,20.0,1,-0.05,0.05,0.17813513098898673,0.0,0.0,0,1.0,0.1,-0.05
