,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Indirect Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016927530466211805,3.910801472441374e-06,2.614671705168629e-05,7.0329984973554584e-06,2.107865945496018e-05,6.3504866952196815e-06,3.15643071722478e-06,1.2535763553184128e-05,0.00039388877727695787,-3.0156868384454767e-06,-6.422778679958754e-05,4.799694846857128e-06,0.00032244925832015784,-6.826853948170183e-06,-0.0008422553410033437,0.0001919519486700921,5.525151979179753e-05,-0.00019610764267557928,0.00020725933305264008,-0.00031265438279756626,0.00030013255227381174,-0.00030013255227381174,0.0003183645757088542,-1.475303798619492e-05,2.0453106108808452e-05,2.3471663816457483e-06,-9.89392927704547e-07,-3.084935012609874e-05,-4.238710684810639e-06,5.44940225419364e-06,-1.9340592004557207e-07,-3.383989223668832e-07,-8.101176816139795e-07,-2.058163380408689e-06,-2.1504428251063615e-06,-2.1586754786279898e-06,-2.1656793778926917e-06,-2.1713316474747044e-06,-3.454151091741289e-06,-3.4235551107430285e-06,-3.3917303754878412e-06,-3.35953701395531e-06,-3.3268521507203775e-06,-2.9098129559077734e-06,-2.880568604592256e-06,-2.851447128702285e-06,-2.8224485282380774e-06,-2.793572803199416e-06,-3.087122195187216e-06,-3.049522314924362e-06,-3.012045310086972e-06,-2.9751826823781002e-06,-2.938688680946544e-06,-3.2177387727021587e-06,-3.1744866228570214e-06,-3.1316030992892805e-06,-3.089333952849895e-06,-3.0476791835388913e-06,-3.0062701650791688e-06,-2.965598399173945e-06,-2.9254181349712583e-06,-2.8857293724715686e-06,-2.846532111674391e-06,-2.8080721034314925e-06,-2.769980721465938e-06,-2.732380841202677e-06,-2.695395338068367e-06,-2.6589013366365942e-06
Indirect Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007705769656467586,4.907155802272908e-05,-9.78482800132758e-05,0.0002022341709620691,0.0009241638267406633,0.00014107734920140724,-0.0005137893234392278,0.0007515129769756513,-0.0029051288298519123,-0.0020619535753967533,-0.00048400998697399687,0.00034829760183105365,-0.0015189139750826008,-0.00038768836087683397,0.0005798700372092224,-0.0003420155028569112,-0.0014165294206895116,-5.6557782580091917e-05,0.00018740041554556224,-4.940584294240027e-05,-0.00040865465839317434,1.4337862006251067e-05,4.541936343495682e-05,2.5090938494180256e-05,2.9739497925569707e-05,2.680818450379589e-05,1.540733395354369e-05,-5.387959050243824e-05,4.594161029041735e-06,4.0963136339972116e-05,3.2405629072285635e-05,3.194063269488861e-05,2.2680503685824294e-05,1.729227966528206e-05,1.739863874322754e-05,1.5245702071264127e-05,1.5209586619535143e-05,1.5424954478415135e-05,4.27386493182983e-06,3.4473430787239135e-06,6.026378488217885e-06,6.57340967013002e-06,6.433690831562608e-06,7.680906028103218e-06,5.651895964897398e-06,9.49786036116417e-06,6.2655406799323404e-06,9.587844274643444e-06,1.2469502262418158e-06,1.4643318593927882e-06,-5.6465170678249646e-08,2.8871693699907717e-06,1.1853181347367715e-06,2.3714046833395e-06,2.259295749909704e-06,2.8261732072025307e-06,2.845728015255682e-06,3.0297498877850477e-06,3.2058491483802397e-06,3.4575444352285658e-06,3.6783971792940804e-06,3.762763722438029e-06,4.187007667876702e-06,4.372778344378795e-06,4.405846637671832e-06,4.364431779965976e-06,4.17497801631048e-06,4.3795085899689065e-06
Indirect Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010522106201649024,8.327197291473114e-05,-2.7870371769029182e-05,0.0003714436098576315,0.0016485594083555082,0.0002724788086851881,-0.0006409419113288049,0.0008670750031090254,0.0022502113873561877,0.003830309649057207,0.002636424779830026,-0.0023866288201818387,-0.0025899997371481745,-0.002661582611109545,0.0035753004179308384,-0.0027486263730800127,-0.010071426502855998,0.0004508369979353922,4.2981330219695e-05,0.0006352207986447269,-0.0004169355562796311,-0.000777355590497875,-0.0003635721318695125,-2.5698509370616535e-05,0.00012960259417607868,4.249724255486035e-05,6.823022550525778e-05,-0.0004341456180444645,-6.842828167044687e-05,0.0002431248078974191,9.407609474906494e-05,8.56839695153999e-05,6.765734982899648e-05,3.879631335318277e-05,3.936251394499413e-05,3.3945696092328704e-05,3.57235568854151e-05,3.625635844644768e-05,3.280841072593336e-06,1.887478895547625e-06,5.460467077697258e-06,5.777632995056269e-06,5.411463730198372e-06,1.384308105264212e-05,9.92341032350993e-06,2.263365001010958e-05,1.328228204761046e-05,2.2781282113194226e-05,3.81210539897569e-06,3.5537377276496918e-06,1.3849501570413157e-06,1.1301203328315899e-05,6.588932176753078e-06,4.4407728270810624e-06,3.7829052362810343e-06,5.980765528575744e-06,6.6124520681999015e-06,7.194879522310965e-06,7.371273966486156e-06,8.614977491262245e-06,9.220731938596642e-06,9.54053933268506e-06,1.0151354988969769e-05,1.0430156422536943e-05,1.0938154184394467e-05,1.1504764946084626e-05,1.2347471154499429e-05,1.3084671301462945e-05
Indirect Heating Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014978344088899032,0.00044663084416432237,0.00039992190272740517,0.0004928612987968332,0.002086876968363932,0.0007304545604739595,-0.000928371686904026,0.0010769763962646891,0.008031441670133971,-0.004905032599112547,-0.00035525885320704316,0.012962047081885782,0.007738464078224937,0.01228032313967188,-0.010853555932045195,0.006816527186274582,0.03481109182925752,0.017357064376440603,0.016057165751863955,0.015391106908806122,0.007355029482290097,0.02205202540671538,0.007711454880410828,0.00608786642362591,0.0072245450725716065,0.0065084015114784104,0.0037426559205633422,-0.013098564994725745,0.001111501644075424,0.009953755704974743,0.007869374968315775,0.007756103423634589,0.005507802297390852,0.004198643792521697,0.0042244826535952655,0.0037017048086052384,0.003693027563642665,0.0037453227667423295,0.001037334265746951,0.0008366722871876732,0.0014627719513230569,0.0015955507729435495,0.0015616241645396833,0.0018647454103796926,0.001372119041539872,0.002306149753050657,0.0015212158601647107,0.002327997135782098,0.000302748255168212,0.0003554940214180088,-1.3704126234733071e-05,0.0007011964448367668,0.0002879312141760429,0.0005756772096994613,0.0005484372236045206,0.0006861259926605258,0.0006909041018757857,0.0007355952900659484,0.0007783435876574983,0.000839491564542761,0.0008931225861300244,0.0009136147611557617,0.0010166082819751793,0.00106170879686015,0.0010697603599828494,0.001059738035492841,0.0010138008831656496,0.0010634769979641012
Indirect Heating Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indirect Heating Steam Distributed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004636784177670267,-3.0547503225585684e-05,-2.353513067770963e-05,0.00015973595665988942,0.0006972835597381604,3.6157134021812894e-05,-0.00023496202054602982,0.000439636301899501,-6.908657962389315e-05,0.0005492295027437478,0.000540079471605228,-0.00046419180748591464,-0.0005670919923036393,0.0010792570190101237,-0.0006788369275308238,-0.002554755288897779,-0.0019620734660126954,0.0009549405815939764,-0.0012302136507087089,-3.365478841401029e-05,0.0013493076877484564,0.005469516563059404,0.008449700187924623,0.0005518036845721066,0.000696232179330967,0.0006092406149649818,0.00035146538770230773,-0.0012709472933590561,9.514477949704484e-05,0.00094543827133456,0.0007371302486754433,0.0007259197852120805,0.00051550296933288,0.0003909422573335163,0.0003933067221076343,0.00034437782925502114,0.00034368802619867667,0.0003485767324481721,9.379409356231332e-05,7.508733919695763e-05,0.00013350467211185654,0.00014588365905683086,0.00014273396822598184,0.00017179705588315277,0.0001258009253678617,0.00021343973736904,0.00013992438618047335,0.00021552526786591212,2.5902169125323318e-05,3.081325252920182e-05,-3.5933836890648177e-06,6.350929930234218e-05,2.4835175223972476e-05,5.118796640659598e-05,4.864778537392442e-05,6.162006969156626e-05,6.214095680934211e-05,6.636479507171261e-05,7.038020418513306e-05,7.617689436826804e-05,8.123140882740134e-05,8.318827947490873e-05,9.282675594820491e-05,9.706526516235971e-05,9.787834880751617e-05,9.701648845829766e-05,9.283754413098752e-05,9.753079857771366e-05
Heat Pumps (Electricity),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Heating Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023264204285696646,5.3747759933016465e-06,3.593451319463883e-05,9.665740322255332e-06,2.8969272311023072e-05,8.727736162465229e-06,4.338013106267317e-06,1.722841762184877e-05,2.476288189583646e-05,-3.183831488473689e-06,-3.529683170650933e-05,7.584038003704425e-06,8.374405289349917e-06,3.2527130277824972e-06,-4.843236280153172e-05,-0.0002999415237889252,0.0,0.0001727789920462087,-3.5159579362049106e-08,1.2874645224540205e-07,-1.3280481148336215e-05,6.65572995092674e-05,-0.00015970758022549795,2.359110810526603e-06,2.79617962764203e-06,2.520570439729303e-06,1.448634856748352e-06,-5.065889601958538e-06,4.319541475671047e-07,3.851453296381024e-06,3.04685573575004e-06,3.003135650069449e-06,2.1324758914787843e-06,1.6258620181336985e-06,1.6358621562567673e-06,1.433437835684359e-06,1.4300421734367857e-06,1.4502915811758247e-06,4.0183913271117747e-07,3.2412754614570213e-07,5.666147020837028e-07,6.180478987830707e-07,6.049111951649851e-07,7.221773888505678e-07,5.314049481988871e-07,8.930118361292784e-07,5.89101310628578e-07,9.014723416265835e-07,1.1724128053629398e-07,1.3768002820993325e-07,-5.308992112682681e-09,2.714586572418094e-07,1.1144648201256165e-07,2.2296521215808243e-07,2.1242445869550406e-07,2.657236502763241e-07,2.675622406935938e-07,2.848644228721622e-07,3.01421701887151e-07,3.250867023932113e-07,3.458518123224168e-07,3.5378415905487046e-07,3.9367260237545547e-07,4.111392113393081e-07,4.1424837237015596e-07,4.1035444713684733e-07,3.925415453978864e-07,4.117720053311967e-07
Direct Heating Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023103380581924226,1.1960966170643247e-05,0.0001613511681356719,7.608255978505694e-05,0.00026811619524677463,3.617246879688709e-05,-3.9266052637939587e-05,0.000218737205035703,-0.00046127448710488455,-0.0006900298780400406,-0.000421489603969549,0.0009154361353812653,-0.0003617852065135076,0.0008502366041840033,0.001083874012079053,-0.0005808070658408503,3.461069806113084e-05,-0.0005651371461782927,0.0018696211083201856,0.001653260631054176,0.0001787384401065401,-0.00029572148805627566,-0.0010905007057395734,0.00018330274776089076,0.000217262964797058,0.0001958481498476627,0.00011255882875840869,-0.00039361927373180025,3.3562807563963626e-05,0.0002992576562954149,0.00023674048116007753,0.00023334343350897135,0.00016569323013473046,0.00012632936701156754,0.00012710637705609998,0.00011137802126671416,0.00011111417854356996,0.0001126875561325031,3.1222872980421045e-05,2.518468804788313e-05,4.402592339037941e-05,4.802227923727436e-05,4.700155826945157e-05,5.6113133455376087e-05,4.129012793461975e-05,6.938695826202209e-05,4.577313132809492e-05,7.004433895739732e-05,9.109639435935823e-06,1.0697728724764178e-05,-4.125083220975039e-07,2.109231900166396e-05,8.659383989102504e-06,1.7324381653161317e-05,1.6505365833924344e-05,2.064670935479759e-05,2.078956770379392e-05,2.2133946069339324e-05,2.342044551029241e-05,2.5259214422357613e-05,2.6872662036014815e-05,2.7489004831679223e-05,3.058833413487972e-05,3.194548845033901e-05,3.2187070048637825e-05,3.188451232576713e-05,3.050045108549983e-05,3.1994656499993717e-05
Direct Heating Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050380073373531425,-5.746180415478583e-05,-1.106358962140438e-05,0.00013074991714044618,0.0005547392371435151,-2.1714873248369305e-05,-0.0002328363493553145,0.0005676589598024549,0.0017597614549402414,0.0009009343016588543,0.0002642332874960346,0.0007992121040258162,0.0008213931668676485,0.0022187970084554674,-0.001789334722743855,0.0011176132258232598,0.0023187613461523398,0.006208799653884017,0.0005535111978716913,-0.0029647007010949627,-0.006316642078192573,-0.0020728041003557195,-0.0003872514648293585,0.0002389940012373458,0.00041816002765551145,0.0003195557373543725,0.00017686047670065436,-0.0007419005036893331,3.667548370457814e-05,0.0004997231822094639,0.000377071691481356,0.00037095414105258346,0.0002616429876511304,0.00019417303444106332,0.0001951030096862504,0.00017000257518253066,0.0001696107619880841,0.00017209916272058654,3.7691575120274594e-05,2.8190798906236714e-05,5.825200904264016e-05,6.470316281890844e-05,6.3187952661803e-05,7.929511580174813e-05,5.5800164089746546e-05,0.00010077440198397384,6.319741912312397e-05,0.00010201894758760247,3.932955234448767e-06,6.570911581016237e-06,-1.0963976857172677e-05,2.351391877300409e-05,3.808140060973522e-06,1.6516829370096254e-05,1.5349250080476772e-05,2.212002059719299e-05,2.250945623949965e-05,2.4798998634150988e-05,2.698451663881715e-05,3.007265896275697e-05,3.2784090324548056e-05,3.390599951334364e-05,3.896833111269015e-05,4.1258552636219125e-05,4.178654670585716e-05,4.145241006307705e-05,3.9410504631717215e-05,4.1924066682055874e-05
