"energy_technologies","year","value"
"Nuclear","2019",2804296.51021694
"Oil","2019",706953.588983814
"Coal","2019",10122499.4249864
"Coal + CCS","2019",51302.5061907226
"IGCC","2019",71460.9516421409
"IGCC + CCS","2019",329.615246416823
"CCGT","2019",6408434.683573
"CCGT + CCS","2019",32543.6434898087
"Solid Biomass","2019",538900.858681679
"Biogas","2019",79633.0343362174
"Large Hydro","2019",4226906.56133405
"Onshore","2019",1279886.1158957
"Offshore","2019",203292.829466875
"Solar PV","2019",694732.407956393
"CSP","2019",18111.381636343
"Geothermal","2019",90697.6624729765
"Fuel Cells","2019",30451.7033597732
"Nuclear","2020",3059763.67299124
"Oil","2020",665410.890765277
"Coal","2020",10573824.2037615
"Coal + CCS","2020",55845.8289633698
"IGCC","2020",76207.7607830212
"IGCC + CCS","2020",379.651688581874
"CCGT","2020",7004210.44621176
"CCGT + CCS","2020",35375.2501226791
"Solid Biomass","2020",572864.8691668
"Biogas","2020",86852.6617769274
"Large Hydro","2020",4123051.82280289
"Onshore","2020",1440497.83998837
"Offshore","2020",251751.974997477
"Solar PV","2020",837345.932491774
"CSP","2020",20755.152350074
"Geothermal","2020",92531.0277210349
"Fuel Cells","2020",31563.1287854241
"Nuclear","2021",3040046.38700925
"Oil","2021",589695.758538379
"Coal","2021",10412143.826298
"Coal + CCS","2021",56744.3535551246
"IGCC","2021",75780.0446434191
"IGCC + CCS","2021",375.544056305421
"CCGT","2021",7058834.007166
"CCGT + CCS","2021",35632.3544058843
"Solid Biomass","2021",556226.471966889
"Biogas","2021",84780.2356116894
"Large Hydro","2021",3837256.77296945
"Onshore","2021",1462072.23059797
"Offshore","2021",279404.933401233
"Solar PV","2021",939578.291999792
"CSP","2021",21266.1509897765
"Geothermal","2021",89110.0408799266
"Fuel Cells","2021",29502.6169861719
"Nuclear","2022",3084494.16377657
"Oil","2022",542499.316925761
"Coal","2022",10553083.6957198
"Coal + CCS","2022",59541.1290334816
"IGCC","2022",77986.8332977289
"IGCC + CCS","2022",436.216677236568
"CCGT","2022",7306889.85131369
"CCGT + CCS","2022",37024.1730149899
"Solid Biomass","2022",566991.310840387
"Biogas","2022",92922.6420297455
"Large Hydro","2022",3663906.21223302
"Onshore","2022",1574340.90087218
"Offshore","2022",329974.261021113
"Solar PV","2022",1109533.49680495
"CSP","2022",23027.2600327569
"Geothermal","2022",87833.0390788119
"Fuel Cells","2022",29022.78573725
"Nuclear","2023",3178374.68561766
"Oil","2023",505943.175040239
"Coal","2023",10310955.6576662
"Coal + CCS","2023",63299.80091116
"IGCC","2023",84665.1100024172
"IGCC + CCS","2023",475.949684755501
"CCGT","2023",7210273.31449958
"CCGT + CCS","2023",38878.9137059547
"Solid Biomass","2023",617671.842522382
"Biogas","2023",103704.401258373
"Large Hydro","2023",3639195.55168233
"Onshore","2023",1932787.7040537
"Offshore","2023",416525.312447328
"Solar PV","2023",1527579.99771862
"CSP","2023",28429.4041463024
"Geothermal","2023",87402.2649342708
"Fuel Cells","2023",28940.6391305897
"Nuclear","2024",3298949.9891387
"Oil","2024",466653.369472762
"Coal","2024",9877847.00507301
"Coal + CCS","2024",69142.381533799
"IGCC","2024",92096.3335397602
"IGCC + CCS","2024",496.588129435031
"CCGT","2024",6904696.95770931
"CCGT + CCS","2024",40490.8931674489
"Solid Biomass","2024",682948.178988167
"Biogas","2024",115747.709004966
"Large Hydro","2024",3652361.76598315
"Onshore","2024",2381103.31741185
"Offshore","2024",522819.883150298
"Solar PV","2024",2227707.65599615
"CSP","2024",35454.5917228324
"Geothermal","2024",88536.759041554
"Fuel Cells","2024",29393.1495618389
"Nuclear","2025",3437875.90360703
"Oil","2025",433783.119507965
"Coal","2025",9371892.8669809
"Coal + CCS","2025",76063.083473826
"IGCC","2025",100504.123465947
"IGCC + CCS","2025",522.562869233387
"CCGT","2025",6578668.62608923
"CCGT + CCS","2025",42107.3588333008
"Solid Biomass","2025",739915.462495118
"Biogas","2025",127026.889544608
"Large Hydro","2025",3634911.15592196
"Onshore","2025",2748345.04601583
"Offshore","2025",631354.223282967
"Solar PV","2025",3187631.00275529
"CSP","2025",44518.2513760846
"Geothermal","2025",89825.2556062234
"Fuel Cells","2025",29901.931672268
"Nuclear","2026",3601874.82741498
"Oil","2026",405665.895701005
"Coal","2026",8768857.62080248
"Coal + CCS","2026",83431.3685399445
"IGCC","2026",108758.122775428
"IGCC + CCS","2026",545.309156080297
"CCGT","2026",6299062.82148767
"CCGT + CCS","2026",43686.8960214785
"Solid Biomass","2026",786997.019123395
"Biogas","2026",135678.059860854
"Large Hydro","2026",3581924.54474598
"Onshore","2026",3001732.16318895
"Offshore","2026",737906.875886252
"Solar PV","2026",4408474.65851635
"CSP","2026",54278.1983191256
"Geothermal","2026",91202.0553058985
"Fuel Cells","2026",30514.1994456362
"Nuclear","2027",3797238.054751
"Oil","2027",368157.190282176
"Coal","2027",8175519.38052738
"Coal + CCS","2027",91095.0614004131
"IGCC","2027",116356.491630852
"IGCC + CCS","2027",556.791000964845
"CCGT","2027",6068648.26096213
"CCGT + CCS","2027",44925.7335284249
"Solid Biomass","2027",821745.419435439
"Biogas","2027",142426.611108276
"Large Hydro","2027",3482265.301182
"Onshore","2027",3123998.54802349
"Offshore","2027",831740.012547577
"Solar PV","2027",5847391.21367201
"CSP","2027",66425.3218006524
"Geothermal","2027",92430.7353384729
"Fuel Cells","2027",31022.5956656885
"Nuclear","2028",4024968.90277553
"Oil","2028",326733.197327328
"Coal","2028",7699889.44446255
"Coal + CCS","2028",97962.4604211423
"IGCC","2028",121653.935230274
"IGCC + CCS","2028",562.731458513078
"CCGT","2028",5907534.1404437
"CCGT + CCS","2028",45807.6953964641
"Solid Biomass","2028",840586.484873261
"Biogas","2028",147255.662749041
"Large Hydro","2028",3330584.78872159
"Onshore","2028",3128805.93157416
"Offshore","2028",907692.77203286
"Solar PV","2028",7355015.294531
"CSP","2028",81643.1768419036
"Geothermal","2028",93257.7438011982
"Fuel Cells","2028",31347.7204767508
"Nuclear","2029",4272514.64937766
"Oil","2029",315181.681746647
"Coal","2029",7444759.81955556
"Coal + CCS","2029",103301.41260304
"IGCC","2029",123926.712440842
"IGCC + CCS","2029",611.346600777374
"CCGT","2029",5840341.35660017
"CCGT + CCS","2029",46471.5068898616
"Solid Biomass","2029",843510.348039483
"Biogas","2029",150553.889020161
"Large Hydro","2029",3136712.24200822
"Onshore","2029",3038476.69094604
"Offshore","2029",955604.509556244
"Solar PV","2029",8720477.36830992
"CSP","2029",98721.2451710897
"Geothermal","2029",93239.3184362111
"Fuel Cells","2029",31377.8045638223
"Nuclear","2030",4530951.26056801
"Oil","2030",335480.1148171
"Coal","2030",7449684.03367401
"Coal + CCS","2030",107261.794865663
"IGCC","2030",123888.955550935
"IGCC + CCS","2030",709.350473905253
"CCGT","2030",5886910.15433872
"CCGT + CCS","2030",48179.5399356952
"Solid Biomass","2030",833807.069163152
"Biogas","2030",153841.989773618
"Large Hydro","2030",2918321.3905821
"Onshore","2030",2886984.73508724
"Offshore","2030",977985.208702339
