"energy_technologies","year","value"
"Nuclear","2019",70.6573521486658
"Oil","2019",347.073495771242
"Coal","2019",76.0532587124246
"Coal + CCS","2019",135.715969601809
"IGCC","2019",256.87471289894
"IGCC + CCS","2019",823.775152941637
"CCGT","2019",99.6056018453985
"CCGT + CCS","2019",282.514701901335
"Solid Biomass","2019",165.562947211151
"S Biomass CCS","2019",200.469720479073
"BIGCC","2019",388.232087552787
"BIGCC + CCS","2019",446.737420527569
"Biogas","2019",226.290597336963
"Biogas + CCS","2019",230.726403792168
"Tidal","2019",372.977297567462
"Large Hydro","2019",1009.85134243189
"Onshore","2019",85.6615459889487
"Offshore","2019",14057.9952172741
"Solar PV","2019",85.1441746319041
"CSP","2019",142.699107590042
"Geothermal","2019",492.104060573056
"Wave","2019",265.186363616293
"Fuel Cells","2019",17772.817076182
"CHP","2019",107.217072614826
"Nuclear","2020",69.7321664192461
"Oil","2020",344.04957293202
"Coal","2020",77.1842563585922
"Coal + CCS","2020",132.663594335865
"IGCC","2020",253.182807359239
"IGCC + CCS","2020",801.661372257918
"CCGT","2020",100.033408561536
"CCGT + CCS","2020",275.047126428435
"Solid Biomass","2020",163.810896744153
"S Biomass CCS","2020",195.754316824607
"BIGCC","2020",380.04845973763
"BIGCC + CCS","2020",429.327079721606
"Biogas","2020",222.223298478417
"Biogas + CCS","2020",225.679147080041
"Tidal","2020",371.767359018582
"Large Hydro","2020",1014.28411064629
"Onshore","2020",84.4513647312786
"Offshore","2020",13247.1789463493
"Solar PV","2020",79.4259128746026
"CSP","2020",135.401504321483
"Geothermal","2020",491.341142541458
"Wave","2020",265.475317860938
"Fuel Cells","2020",17769.0525634605
"CHP","2020",107.728605539043
"Nuclear","2021",69.4483144881818
"Oil","2021",346.509765741748
"Coal","2021",77.618786843461
"Coal + CCS","2021",131.711863529489
"IGCC","2021",251.550897362954
"IGCC + CCS","2021",796.66309828529
"CCGT","2021",100.654176339699
"CCGT + CCS","2021",272.683893887771
"Solid Biomass","2021",163.426868698977
"S Biomass CCS","2021",194.603257166668
"BIGCC","2021",377.900785419662
"BIGCC + CCS","2021",424.400799608616
"Biogas","2021",220.617414358915
"Biogas + CCS","2021",223.667646717786
"Tidal","2021",371.245937741477
"Large Hydro","2021",992.48865117081
"Onshore","2021",84.0560026475669
"Offshore","2021",12931.3847450666
"Solar PV","2021",76.4538508954527
"CSP","2021",130.651326316405
"Geothermal","2021",491.026286678068
"Wave","2021",265.834292614509
"Fuel Cells","2021",17767.419910933
"CHP","2021",108.024239960006
"Nuclear","2022",69.0310740789145
"Oil","2022",347.688777764048
"Coal","2022",78.0186642073027
"Coal + CCS","2022",130.499915005676
"IGCC","2022",249.341013247041
"IGCC + CCS","2022",783.482231756909
"CCGT","2022",101.257172446141
"CCGT + CCS","2022",269.025102130886
"Solid Biomass","2022",162.852275703716
"S Biomass CCS","2022",192.819201271758
"BIGCC","2022",372.309339016558
"BIGCC + CCS","2022",414.681560900043
"Biogas","2022",218.726798234247
"Biogas + CCS","2022",221.064155011351
"Tidal","2022",370.929333207564
"Large Hydro","2022",1003.98458141741
"Onshore","2022",83.4913835126928
"Offshore","2022",12540.2995195372
"Solar PV","2022",73.5250805832182
"CSP","2022",125.628746472544
"Geothermal","2022",490.715586970181
"Wave","2022",266.256649532607
"Fuel Cells","2022",17765.8068623698
"CHP","2022",108.310583430532
"Nuclear","2023",68.733144376993
"Oil","2023",347.550038113531
"Coal","2023",78.5835860618228
"Coal + CCS","2023",129.44704822571
"IGCC","2023",247.807754914802
"IGCC + CCS","2023",776.541168294098
"CCGT","2023",101.579244937999
"CCGT + CCS","2023",266.751019320925
"Solid Biomass","2023",161.860599930346
"S Biomass CCS","2023",187.569275807766
"BIGCC","2023",366.512197789168
"BIGCC + CCS","2023",406.195640766939
"Biogas","2023",209.558970135461
"Biogas + CCS","2023",214.855512270376
"Tidal","2023",368.682661049056
"Large Hydro","2023",1006.51124881927
"Onshore","2023",83.2471538007825
"Offshore","2023",11798.675820032
"Solar PV","2023",70.3678267631028
"CSP","2023",119.982371560081
"Geothermal","2023",489.41559927854
"Wave","2023",266.617166421304
"Fuel Cells","2023",17764.4310211138
"CHP","2023",108.591644779855
"Nuclear","2024",68.4662163081682
"Oil","2024",357.336862794765
"Coal","2024",79.3412407139302
"Coal + CCS","2024",129.313135758791
"IGCC","2024",250.401403748447
"IGCC + CCS","2024",794.487575950269
"CCGT","2024",102.287638988361
"CCGT + CCS","2024",265.153593956077
"Solid Biomass","2024",161.112345591535
"S Biomass CCS","2024",183.298606106085
"BIGCC","2024",364.626248068659
"BIGCC + CCS","2024",403.022278972233
"Biogas","2024",200.206097691027
"Biogas + CCS","2024",207.985893112565
"Tidal","2024",368.32904780667
"Large Hydro","2024",1011.38339143394
"Onshore","2024",83.5346758976052
"Offshore","2024",11073.6951175386
"Solar PV","2024",67.6332152005439
"CSP","2024",116.214423658487
"Geothermal","2024",487.880473937987
"Wave","2024",266.922036285917
"Fuel Cells","2024",17762.9810629476
"CHP","2024",108.856766631923
"Nuclear","2025",68.2073666823885
"Oil","2025",373.977427243935
"Coal","2025",80.177805894053
"Coal + CCS","2025",129.192431124542
"IGCC","2025",253.087649762707
"IGCC + CCS","2025",819.860919426119
"CCGT","2025",103.103574662634
"CCGT + CCS","2025",263.53376937072
"Solid Biomass","2025",160.502439366654
"S Biomass CCS","2025",180.299923595677
"BIGCC","2025",364.469798921435
"BIGCC + CCS","2025",402.033273760781
"Biogas","2025",192.649277296703
"Biogas + CCS","2025",202.480416191969
"Tidal","2025",368.499849386435
"Large Hydro","2025",1002.22294648721
"Onshore","2025",84.0870013053945
"Offshore","2025",10478.2918612475
"Solar PV","2025",65.6174517226078
"CSP","2025",113.79986566183
"Geothermal","2025",486.497992670637
"Wave","2025",267.163595595774
"Fuel Cells","2025",17761.5700368288
"CHP","2025",109.128507535885
"Nuclear","2026",67.9442417523428
"Oil","2026",378.510006580042
"Coal","2026",81.1176102613902
"Coal + CCS","2026",129.331874685699
"IGCC","2026",255.519726027598
"IGCC + CCS","2026",848.575701934657
"CCGT","2026",104.106637251606
"CCGT + CCS","2026",263.394698198864
"Solid Biomass","2026",160.205234416089
"S Biomass CCS","2026",178.649511012055
"BIGCC","2026",366.882612219507
"BIGCC + CCS","2026",404.027131983201
"Biogas","2026",185.816498132357
"Biogas + CCS","2026",198.200776381176
"Tidal","2026",367.072547114554
"Large Hydro","2026",980.165153121784
"Onshore","2026",85.1220056418434
"Offshore","2026",9961.39332603943
"Solar PV","2026",64.0525038402138
"CSP","2026",110.554076042159
"Geothermal","2026",485.233504558577
"Wave","2026",267.329666276138
"Fuel Cells","2026",17760.1225823038
"CHP","2026",109.360910124039
"Nuclear","2027",67.6665112340856
"Oil","2027",389.911477051053
"Coal","2027",81.9867802418278
"Coal + CCS","2027",129.418907381224
"IGCC","2027",257.002122662682
"IGCC + CCS","2027",855.396975523788
"CCGT","2027",105.194715200906
"CCGT + CCS","2027",262.564985011227
"Solid Biomass","2027",159.957387847056
"S Biomass CCS","2027",177.085980965456
"BIGCC","2027",365.481718285154
"BIGCC + CCS","2027",401.526319523374
"Biogas","2027",180.088268361285
"Biogas + CCS","2027",194.82755617169
"Tidal","2027",365.767786087107
"Large Hydro","2027",951.667766943407
"Onshore","2027",86.2261707448961
"Offshore","2027",9514.05924767969
"Solar PV","2027",62.7838555235039
"CSP","2027",108.70896024178
"Geothermal","2027",484.078877847454
"Wave","2027",267.478472049285
"Fuel Cells","2027",17758.7633717602
"CHP","2027",109.629605664922
"Nuclear","2028",67.2486797643264
"Oil","2028",401.447692833059
"Coal","2028",82.8672809512817
"Coal + CCS","2028",129.958949257507
"IGCC","2028",261.298040285738
"IGCC + CCS","2028",898.076913199803
"CCGT","2028",107.254335103228
"CCGT + CCS","2028",272.134864618233
"Solid Biomass","2028",160.26606799152
"S Biomass CCS","2028",177.323800810606
"BIGCC","2028",382.377054408234
"BIGCC + CCS","2028",420.592644343033
"Biogas","2028",184.918338142556
"Biogas + CCS","2028",193.289369082124
"Tidal","2028",367.557800605961
"Large Hydro","2028",974.332707934512
"Onshore","2028",85.4903853765679
"Offshore","2028",9328.06019779871
"Solar PV","2028",61.423016919251
"CSP","2028",105.052304507158
"Geothermal","2028",483.643328251287
"Wave","2028",268.056681519904
"Fuel Cells","2028",17758.054358078
"CHP","2028",109.871971491325
"Nuclear","2029",66.9256149389577
"Oil","2029",407.793150626189
"Coal","2029",83.8942022024932
"Coal + CCS","2029",130.507347552958
"IGCC","2029",265.826103376279
"IGCC + CCS","2029",899.807619575275
"CCGT","2029",109.033646266783
"CCGT + CCS","2029",275.785718030321
"Solid Biomass","2029",160.977925008373
"S Biomass CCS","2029",177.555841262358
"BIGCC","2029",386.229458912737
"BIGCC + CCS","2029",421.350406546164
"Biogas","2029",187.935600491913
"Biogas + CCS","2029",192.486358695677
"Tidal","2029",368.458907539883
"Large Hydro","2029",1011.25663660044
"Onshore","2029",85.8519411414107
"Offshore","2029",9251.9220047598
"Solar PV","2029",60.6514642659059
"CSP","2029",101.847970914082
"Geothermal","2029",483.480035061967
"Wave","2029",269.091762950723
"Fuel Cells","2029",17757.6938111792
"CHP","2029",110.153731472418
"Nuclear","2030",66.6214780402218
"Oil","2030",413.546962391809
"Coal","2030",84.9238381800367
"Coal + CCS","2030",130.844486928975
"IGCC","2030",270.398384706169
"IGCC + CCS","2030",903.518296483826
"CCGT","2030",110.925527608717
"CCGT + CCS","2030",279.622354000733
"Solid Biomass","2030",161.650730885193
"S Biomass CCS","2030",177.642598048475
"BIGCC","2030",389.423537835962
"BIGCC + CCS","2030",421.394190346897
"Biogas","2030",190.474456029267
"Biogas + CCS","2030",191.70902771833
"Tidal","2030",368.671218720857
"Large Hydro","2030",1037.82189225622
"Onshore","2030",86.2930270378451
"Offshore","2030",9186.92098568768
"Solar PV","2030",60.2745040395315
"CSP","2030",98.8836569064696
"Geothermal","2030",483.326012884773
"Wave","2030",270.297564768805
"Fuel Cells","2030",17757.4063873302
"CHP","2030",110.434899643939
"Nuclear","2031",66.3567515553527
"Oil","2031",413.955568855537
"Coal","2031",85.8694155708886
"Coal + CCS","2031",131.199846478339
"IGCC","2031",276.173888510008
"IGCC + CCS","2031",905.833612688001
"CCGT","2031",112.776434315403
"CCGT + CCS","2031",283.418237320456
"Solid Biomass","2031",162.393249272784
"S Biomass CCS","2031",177.602668253567
"BIGCC","2031",392.189205020673
"BIGCC + CCS","2031",421.519295313696
"Biogas","2031",192.639993564908
"Biogas + CCS","2031",191.035271826675
"Tidal","2031",368.67396384819
"Large Hydro","2031",1048.30191578623
"Onshore","2031",86.6994027956582
"Offshore","2031",9136.44968630048
"Solar PV","2031",60.3139763046085
"CSP","2031",96.3288140979826
"Geothermal","2031",483.183197713568
"Wave","2031",271.641561636513
"Fuel Cells","2031",17757.1214402159
"CHP","2031",110.638809935872
"Nuclear","2032",66.1056384280237
"Oil","2032",413.473031735543
"Coal","2032",86.8036645265162
"Coal + CCS","2032",131.80308091248
"IGCC","2032",279.386211005311
"IGCC + CCS","2032",896.18746935639
"CCGT","2032",114.652605144848
"CCGT + CCS","2032",286.501485642807
"Solid Biomass","2032",163.148136182518
"S Biomass CCS","2032",177.981865478176
"BIGCC","2032",391.905829610174
"BIGCC + CCS","2032",416.552386612111
"Biogas","2032",194.422959392551
"Biogas + CCS","2032",190.40369383988
"Tidal","2032",368.289537003568
"Large Hydro","2032",1054.1523813828
"Onshore","2032",87.3362980848702
"Offshore","2032",9095.60536289104
"Solar PV","2032",60.6941266350404
"CSP","2032",94.1196154774579
"Geothermal","2032",483.051537552082
"Wave","2032",273.097967446171
"Fuel Cells","2032",17756.8796277997
"CHP","2032",110.842734277936
"Nuclear","2033",65.8678465759372
"Oil","2033",411.562216685485
"Coal","2033",87.6914916935244
"Coal + CCS","2033",132.223372847876
"IGCC","2033",282.462937910864
"IGCC + CCS","2033",885.03695455626
"CCGT","2033",116.3922485425
"CCGT + CCS","2033",287.984432196674
"Solid Biomass","2033",163.763054913782
"S Biomass CCS","2033",178.128732463363
"BIGCC","2033",390.127722863407
"BIGCC + CCS","2033",410.620470082091
"Biogas","2033",195.503620258784
"Biogas + CCS","2033",189.796936220602
"Tidal","2033",367.555007787411
"Large Hydro","2033",1058.45841362079
"Onshore","2033",87.8554987192418
"Offshore","2033",9061.57169972381
"Solar PV","2033",61.3862742622151
"CSP","2033",92.2622593874294
"Geothermal","2033",482.93049960227
"Wave","2033",274.639731507999
"Fuel Cells","2033",17756.7069520368
"CHP","2033",111.076949073063
"Nuclear","2034",65.6478131013683
"Oil","2034",411.799632589348
"Coal","2034",88.4798859728723
"Coal + CCS","2034",132.502797661396
"IGCC","2034",284.360466203197
"IGCC + CCS","2034",879.413473799264
"CCGT","2034",117.81809619376
"CCGT + CCS","2034",288.457766115863
"Solid Biomass","2034",164.264627731226
"S Biomass CCS","2034",178.084566808226
"BIGCC","2034",388.01873127166
"BIGCC + CCS","2034",405.89909932725
"Biogas","2034",195.91049569742
"Biogas + CCS","2034",189.208202509648
"Tidal","2034",366.574531170045
"Large Hydro","2034",1061.05213917838
"Onshore","2034",88.6097486607903
"Offshore","2034",9033.03998679543
"Solar PV","2034",62.2447772329993
"CSP","2034",90.70436681955
"Geothermal","2034",482.816563286941
"Wave","2034",276.18882350673
"Fuel Cells","2034",17756.5345394083
"CHP","2034",111.281920458844
"Nuclear","2035",65.4483154562333
"Oil","2035",409.814026306639
"Coal","2035",89.1769408897187
"Coal + CCS","2035",132.712039427926
"IGCC","2035",285.137541657001
"IGCC + CCS","2035",875.391415771727
"CCGT","2035",119.064851828758
"CCGT + CCS","2035",288.394722922096
"Solid Biomass","2035",164.689648712263
"S Biomass CCS","2035",178.000046524233
"BIGCC","2035",384.892067377973
"BIGCC + CCS","2035",400.546570391142
"Biogas","2035",196.205433265098
"Biogas + CCS","2035",188.62933716288
"Tidal","2035",365.970875148289
"Large Hydro","2035",1061.19851021762
"Onshore","2035",89.3713314696868
"Offshore","2035",9012.24705858519
"Solar PV","2035",63.2535741986727
"CSP","2035",90.0654512993337
"Geothermal","2035",482.707823186885
"Wave","2035",277.752232059312
"Fuel Cells","2035",17756.4277912928
"CHP","2035",111.529065959788
"Nuclear","2036",65.2773965673091
"Oil","2036",405.832008843164
"Coal","2036",89.7988715132632
"Coal + CCS","2036",133.129489595453
"IGCC","2036",285.702549538008
"IGCC + CCS","2036",868.723243657975
"CCGT","2036",120.365572248282
"CCGT + CCS","2036",289.293196140336
"Solid Biomass","2036",165.138330842195
"S Biomass CCS","2036",178.17080263632
"BIGCC","2036",382.966389738332
"BIGCC + CCS","2036",396.032236916509
"Biogas","2036",198.076926015806
"Biogas + CCS","2036",188.076573598223
"Tidal","2036",365.774263082124
"Large Hydro","2036",1060.3444656014
"Onshore","2036",90.2116451158551
"Offshore","2036",8990.81487839846
"Solar PV","2036",64.1549342224076
"CSP","2036",88.9215128216491
"Geothermal","2036",482.603728209945
"Wave","2036",279.263674754441
"Fuel Cells","2036",17756.2922019886
"CHP","2036",111.72704100667
"Nuclear","2037",65.1379807544081
"Oil","2037",401.849725089341
"Coal","2037",90.3716942856305
"Coal + CCS","2037",133.563898849809
"IGCC","2037",286.265104257337
"IGCC + CCS","2037",860.404728527502
"CCGT","2037",121.276572207044
"CCGT + CCS","2037",289.438703839501
"Solid Biomass","2037",165.434927809469
"S Biomass CCS","2037",178.417741739507
"BIGCC","2037",378.950214498139
"BIGCC + CCS","2037",390.043095007848
"Biogas","2037",199.524262045452
"Biogas + CCS","2037",187.535831557459
"Tidal","2037",366.147074654325
"Large Hydro","2037",1059.94380831215
"Onshore","2037",91.1211152108201
"Offshore","2037",8971.18431280885
"Solar PV","2037",65.2875158755391
"CSP","2037",87.9058881857831
"Geothermal","2037",482.504318765116
"Wave","2037",280.77756922098
"Fuel Cells","2037",17756.1865272583
"CHP","2037",111.93933131585
"Nuclear","2038",65.0370687950804
"Oil","2038",399.133635781862
"Coal","2038",90.8950142459579
"Coal + CCS","2038",133.696689963587
"IGCC","2038",286.588293388906
"IGCC + CCS","2038",856.723330356995
"CCGT","2038",121.77348048707
"CCGT + CCS","2038",289.362820844458
"Solid Biomass","2038",165.572020097125
"S Biomass CCS","2038",178.295005215789
"BIGCC","2038",375.349364878285
"BIGCC + CCS","2038",385.088449457749
"Biogas","2038",200.280950728715
"Biogas + CCS","2038",187.003611991077
"Tidal","2038",366.782293749008
"Large Hydro","2038",1060.68490405414
"Onshore","2038",91.9183256563906
"Offshore","2038",8953.16566636602
"Solar PV","2038",66.24070679255
"CSP","2038",86.9980632478651
"Geothermal","2038",482.409483661932
"Wave","2038",282.061756175134
"Fuel Cells","2038",17756.1019261628
"CHP","2038",112.158250181423
"Nuclear","2039",64.9758612784068
"Oil","2039",401.966983317559
"Coal","2039",91.372698369884
"Coal + CCS","2039",133.65090109769
"IGCC","2039",286.248693637383
"IGCC + CCS","2039",863.179594655007
"CCGT","2039",122.126910286516
"CCGT + CCS","2039",290.08528855594
"Solid Biomass","2039",165.656911955908
"S Biomass CCS","2039",177.957413486547
"BIGCC","2039",377.069078668813
"BIGCC + CCS","2039",386.836836853219
"Biogas","2039",200.927570454609
"Biogas + CCS","2039",186.481521909645
"Tidal","2039",367.102931875375
"Large Hydro","2039",1062.4992874685
"Onshore","2039",92.6092266106913
"Offshore","2039",8936.64287420604
"Solar PV","2039",67.1948281913296
"CSP","2039",86.1711279089337
"Geothermal","2039",482.318709567881
"Wave","2039",283.189671773202
"Fuel Cells","2039",17756.0338693657
"CHP","2039",112.380402743633
"Nuclear","2040",64.9431603713709
"Oil","2040",400.143176367182
