"energy_technologies","year","value"
"Nuclear","2019",47.1307475694982
"Oil","2019",261.070741165141
"Coal","2019",78.6046059480139
"Coal + CCS","2019",167.854637485517
"IGCC","2019",238.26941364791
"IGCC + CCS","2019",736.084576343049
"CCGT","2019",74.2811820345429
"CCGT + CCS","2019",170.531839681272
"Solid Biomass","2019",159.501178623447
"Biogas","2019",208.526234126536
"Large Hydro","2019",233.555653317054
"Onshore","2019",90.5298468958536
"Offshore","2019",112.017439509466
"Solar PV","2019",90.4409139344924
"CSP","2019",194.871265948559
"Geothermal","2019",1407.62439321284
"Fuel Cells","2019",17770.7355648988
"Nuclear","2020",45.8638100180794
"Oil","2020",261.976469483158
"Coal","2020",77.3083395417683
"Coal + CCS","2020",164.543576877227
"IGCC","2020",236.661616209418
"IGCC + CCS","2020",704.428087115077
"CCGT","2020",73.7553544679125
"CCGT + CCS","2020",166.854521094175
"Solid Biomass","2020",158.247812438678
"Biogas","2020",202.64899556364
"Large Hydro","2020",231.336470626996
"Onshore","2020",89.2584644204825
"Offshore","2020",107.310604065299
"Solar PV","2020",83.8424223035586
"CSP","2020",182.088992484699
"Geothermal","2020",1407.62439321284
"Fuel Cells","2020",17766.7084184391
"Nuclear","2021",45.1090391313434
"Oil","2021",264.668923529768
"Coal","2021",75.7629386097343
"Coal + CCS","2021",163.292091322719
"IGCC","2021",235.418369859045
"IGCC + CCS","2021",691.894174220306
"CCGT","2021",73.407970724731
"CCGT + CCS","2021",165.2234661476
"Solid Biomass","2021",158.078569516906
"Biogas","2021",199.873401071015
"Large Hydro","2021",229.213856826833
"Onshore","2021",88.3720927958308
"Offshore","2021",105.438490221234
"Solar PV","2021",79.840069890988
"CSP","2021",195.730906242325
"Geothermal","2021",1407.62439321284
"Fuel Cells","2021",17764.9255989049
"Nuclear","2022",43.1117299460085
"Oil","2022",267.003353323412
"Coal","2022",74.5149667305821
"Coal + CCS","2022",161.599953041646
"IGCC","2022",233.868067947089
"IGCC + CCS","2022",636.272619197835
"CCGT","2022",73.3142899003238
"CCGT + CCS","2022",163.725227244912
"Solid Biomass","2022",157.494012447848
"Biogas","2022",192.017370079838
"Large Hydro","2022",227.810078971798
"Onshore","2022",88.3328530976004
"Offshore","2022",103.174548199975
"Solar PV","2022",76.91295106532
"CSP","2022",185.916285862741
"Geothermal","2022",1407.62439321284
"Fuel Cells","2022",17763.2432748537
"Nuclear","2023",42.6719489950122
"Oil","2023",269.432815712413
"Coal","2023",73.426199334441
"Coal + CCS","2023",160.521734744851
"IGCC","2023",232.479643425236
"IGCC + CCS","2023",626.438377495554
"CCGT","2023",73.2775608723058
"CCGT + CCS","2023",162.918403382343
"Solid Biomass","2023",145.159541522093
"Biogas","2023",162.396924898474
"Large Hydro","2023",191.02672468291
"Onshore","2023",77.8660431521415
"Offshore","2023",89.821537346985
"Solar PV","2023",68.4477891368133
"CSP","2023",144.156757063984
"Geothermal","2023",1129.14060061825
"Fuel Cells","2023",17751.9955312261
"Nuclear","2024",42.2726963398661
"Oil","2024",271.991859058524
"Coal","2024",72.5346584028097
"Coal + CCS","2024",159.611686941356
"IGCC","2024",232.019993788461
"IGCC + CCS","2024",630.606286559623
"CCGT","2024",73.3400218197101
"CCGT + CCS","2024",162.887119566135
"Solid Biomass","2024",147.708153774085
"Biogas","2024",166.619811057674
"Large Hydro","2024",198.268113924837
"Onshore","2024",79.999858937215
"Offshore","2024",90.9278990539508
"Solar PV","2024",68.5106792142985
"CSP","2024",142.288795291096
"Geothermal","2024",1184.83735913717
"Fuel Cells","2024",17753.0946516212
"Nuclear","2025",41.9094831826354
"Oil","2025",274.578895228995
"Coal","2025",71.7996034509208
"Coal + CCS","2025",158.786738794146
"IGCC","2025",231.692351222955
"IGCC + CCS","2025",633.249950364539
"CCGT","2025",73.4482462627882
"CCGT + CCS","2025",162.992215383849
"Solid Biomass","2025",150.379007797404
"Biogas","2025",170.833755187998
"Large Hydro","2025",206.026301944282
"Onshore","2025",82.2269812940287
"Offshore","2025",92.1059406187604
"Solar PV","2025",68.9310652187294
"CSP","2025",139.716880082851
"Geothermal","2025",1240.53411765609
"Fuel Cells","2025",17754.2481348808
"Nuclear","2026",41.634849942056
"Oil","2026",276.937756465101
"Coal","2026",71.2000885012061
"Coal + CCS","2026",158.104467384141
"IGCC","2026",231.537995822002
"IGCC + CCS","2026",636.676108797758
"CCGT","2026",73.5853146884427
"CCGT + CCS","2026",163.096104118348
"Solid Biomass","2026",153.072452957165
"Biogas","2026",175.270500162272
"Large Hydro","2026",214.288582518756
"Onshore","2026",84.3574473829874
"Offshore","2026",93.95134626567
"Solar PV","2026",69.64314753802
"CSP","2026",136.51468688583
"Geothermal","2026",1296.230876175
"Fuel Cells","2026",17755.4068710346
"Nuclear","2027",41.3959898697643
"Oil","2027",279.238871760983
"Coal","2027",70.6881965959686
"Coal + CCS","2027",157.496980936351
"IGCC","2027",231.364974754543
"IGCC + CCS","2027",638.134598007904
"CCGT","2027",73.780009906216
"CCGT + CCS","2027",163.28272825359
"Solid Biomass","2027",155.73637874427
"Biogas","2027",179.880990546168
"Large Hydro","2027",223.195328937013
"Onshore","2027",86.5219525504506
"Offshore","2027",95.833432433048
"Solar PV","2027",70.5671665320871
"CSP","2027",169.279821030477
"Geothermal","2027",1351.92763469392
"Fuel Cells","2027",17756.6155293286
"Nuclear","2028",41.1853575416821
"Oil","2028",281.36289789528
"Coal","2028",70.2376751030403
"Coal + CCS","2028",156.965253081262
"IGCC","2028",231.140946663375
"IGCC + CCS","2028",632.509440116808
"CCGT","2028",73.9729073577159
"CCGT + CCS","2028",163.395912319272
"Solid Biomass","2028",158.362462502538
"Biogas","2028",184.329701680319
"Large Hydro","2028",232.749257321978
"Onshore","2028",88.5979417664819
"Offshore","2028",98.0323937975362
"Solar PV","2028",71.6215485288338
"CSP","2028",175.436595978344
"Geothermal","2028",1407.62439321284
"Fuel Cells","2028",17757.8359649487
"Nuclear","2029",41.0046837327859
"Oil","2029",283.545938673769
"Coal","2029",69.8395309507369
"Coal + CCS","2029",156.582455409561
"IGCC","2029",230.748754214091
"IGCC + CCS","2029",627.347988536774
"CCGT","2029",74.2145293404902
"CCGT + CCS","2029",163.628616825742
"Solid Biomass","2029",158.542130597468
"Biogas","2029",183.480347155248
"Large Hydro","2029",235.38106387533
"Onshore","2029",88.6896890840251
"Offshore","2029",98.0332063933012
"Solar PV","2029",71.9282769123801
"CSP","2029",171.804979325482
"Geothermal","2029",1407.62439321284
"Fuel Cells","2029",17757.3376616719
"Nuclear","2030",40.8515999864012
"Oil","2030",285.88757525376
"Coal","2030",69.4851247031795
"Coal + CCS","2030",156.317076870657
"IGCC","2030",230.458641450516
"IGCC + CCS","2030",623.198401895509
"CCGT","2030",74.4777208501195
"CCGT + CCS","2030",164.026927230433
"Solid Biomass","2030",158.703890089761
"Biogas","2030",182.633017612869
"Large Hydro","2030",238.378677967912
"Onshore","2030",88.8157240512744
"Offshore","2030",98.233219833764
"Solar PV","2030",72.3737562817949
"CSP","2030",168.381259395545
"Geothermal","2030",1407.62439321284
"Fuel Cells","2030",17756.90127971
"Nuclear","2031",40.7002452381507
"Oil","2031",288.170378167438
"Coal","2031",69.1820822527221
"Coal + CCS","2031",156.219818342258
"IGCC","2031",230.345867099847
"IGCC + CCS","2031",617.883919597998
"CCGT","2031",74.6911829801169
"CCGT + CCS","2031",164.550710505621
"Solid Biomass","2031",158.926172424629
"Biogas","2031",181.845860215973
"Large Hydro","2031",241.297882623939
"Onshore","2031",88.9018958497595
"Offshore","2031",98.505264409757
"Solar PV","2031",72.9101137450862
"CSP","2031",165.183612959321
"Geothermal","2031",1407.62439321284
"Fuel Cells","2031",17756.4974910864
"Nuclear","2032",40.5682235323114
"Oil","2032",290.391125571651
"Coal","2032",68.9086574466449
"Coal + CCS","2032",156.154759650805
"IGCC","2032",230.374740154542
"IGCC + CCS","2032",615.542126637531
"CCGT","2032",74.9358629501748
"CCGT + CCS","2032",165.259713544472
"Solid Biomass","2032",159.133230170732
"Biogas","2032",181.157971705531
"Large Hydro","2032",244.3172713792
"Onshore","2032",89.0885463792706
"Offshore","2032",98.8324316409649
"Solar PV","2032",73.5146999288476
"CSP","2032",162.250771098442
"Geothermal","2032",1407.62439321284
"Fuel Cells","2032",17756.1359732077
"Nuclear","2033",40.4579680678514
"Oil","2033",292.021605092316
"Coal","2033",68.6562700124253
"Coal + CCS","2033",156.080049401145
"IGCC","2033",230.394886447863
"IGCC + CCS","2033",610.632596474484
"CCGT","2033",75.2301985053906
