"energy_technologies","year","value"
"Nuclear","2019",47.1286610370663
"Oil","2019",261.068993005727
"Coal","2019",78.604825335844
"Coal + CCS","2019",167.85297475308
"IGCC","2019",238.242603454754
"IGCC + CCS","2019",736.507439876002
"CCGT","2019",74.2794194839634
"CCGT + CCS","2019",170.530651156591
"Solid Biomass","2019",159.499974171039
"Biogas","2019",208.614416139537
"Large Hydro","2019",233.550230965607
"Onshore","2019",90.5220435056723
"Offshore","2019",111.85896310915
"Solar PV","2019",90.0481474132684
"CSP","2019",194.504062634383
"Geothermal","2019",1407.62439321284
"Fuel Cells","2019",17770.7406524285
"Nuclear","2020",45.8572546880257
"Oil","2020",261.975954949133
"Coal","2020",77.3101181139344
"Coal + CCS","2020",164.545650571051
"IGCC","2020",236.580938324284
"IGCC + CCS","2020",704.723677027049
"CCGT","2020",73.749457033868
"CCGT + CCS","2020",166.850212375908
"Solid Biomass","2020",158.243665555103
"Biogas","2020",202.824634533929
"Large Hydro","2020",231.327778257466
"Onshore","2020",89.1603456825631
"Offshore","2020",106.732483124449
"Solar PV","2020",83.1571379028632
"CSP","2020",204.032640143499
"Geothermal","2020",1407.62439321284
"Fuel Cells","2020",17766.7197728159
"Nuclear","2021",45.1029590630721
"Oil","2021",264.648412285887
"Coal","2021",75.76878918002
"Coal + CCS","2021",163.312914150111
"IGCC","2021",235.27785249783
"IGCC + CCS","2021",692.196566460913
"CCGT","2021",73.3969858989566
"CCGT + CCS","2021",165.189646041783
"Solid Biomass","2021",158.090847567479
"Biogas","2021",200.213051784948
"Large Hydro","2021",229.20051293837
"Onshore","2021",88.1956140064924
"Offshore","2021",104.505619555538
"Solar PV","2021",79.1181808353672
"CSP","2021",194.058759007567
"Geothermal","2021",1407.62439321284
"Fuel Cells","2021",17764.9342984821
"Nuclear","2022",43.1139118567897
"Oil","2022",266.991993386396
"Coal","2022",74.5274560501496
"Coal + CCS","2022",161.638121115007
"IGCC","2022",233.678436928798
"IGCC + CCS","2022",637.778501199118
"CCGT","2022",73.2942095842231
"CCGT + CCS","2022",163.7055364474
"Solid Biomass","2022",157.523090070927
"Biogas","2022",192.571600672204
"Large Hydro","2022",227.788419450443
"Onshore","2022",88.0721334712049
"Offshore","2022",101.996480274264
"Solar PV","2022",76.2512675517918
"CSP","2022",184.099607057122
"Geothermal","2022",1407.62439321284
"Fuel Cells","2022",17763.2503373637
"Nuclear","2023",42.6848242407493
"Oil","2023",269.520203241064
"Coal","2023",73.4423596281289
"Coal + CCS","2023",160.440471196325
"IGCC","2023",232.953067805533
"IGCC + CCS","2023",631.786585367202
"CCGT","2023",73.253578149556
"CCGT + CCS","2023",162.936507792043
"Solid Biomass","2023",157.397154345813
"Biogas","2023",190.479835039542
"Large Hydro","2023",227.323140156519
"Onshore","2023",87.6483174054833
"Offshore","2023",100.299768556105
"Solar PV","2023",74.3416939134641
"CSP","2023",174.684585460159
"Geothermal","2023",1407.62439321284
"Fuel Cells","2023",17761.954826405
"Nuclear","2024",42.3034357807244
"Oil","2024",271.897856591525
"Coal","2024",72.5349392676822
"Coal + CCS","2024",159.460496587218
"IGCC","2024",232.403620953959
"IGCC + CCS","2024",628.600257996903
"CCGT","2024",73.2799261535397
"CCGT + CCS","2024",162.572527231648
"Solid Biomass","2024",157.41513255249
"Biogas","2024",188.77622546445
"Large Hydro","2024",227.458073998087
"Onshore","2024",87.5647798908343
"Offshore","2024",99.4014605723931
"Solar PV","2024",73.2191683737459
"CSP","2024",165.488004060526
"Geothermal","2024",1407.62439321284
"Fuel Cells","2024",17760.8822622274
"Nuclear","2025",41.9626317177903
"Oil","2025",274.295225844013
"Coal","2025",71.78692276391
"Coal + CCS","2025",158.608950625523
"IGCC","2025",231.873433051201
"IGCC + CCS","2025",622.660437110064
"CCGT","2025",73.3569511444812
"CCGT + CCS","2025",162.404812051618
"Solid Biomass","2025",157.52112441086
"Biogas","2025",186.925754980055
"Large Hydro","2025",228.064177249666
"Onshore","2025",87.5250329103616
"Offshore","2025",98.5586398778045
"Solar PV","2025",72.6857542386267
"CSP","2025",156.261061910101
"Geothermal","2025",1407.62439321284
"Fuel Cells","2025",17759.9716470852
"Nuclear","2026",41.703328750294
"Oil","2026",276.438043518271
"Coal","2026",71.1734565043415
"Coal + CCS","2026",157.936951961587
"IGCC","2026",231.439398572709
"IGCC + CCS","2026",617.62936686941
"CCGT","2026",73.4672480045828
"CCGT + CCS","2026",162.278323487006
"Solid Biomass","2026",157.803470637154
"Biogas","2026",185.341994366662
"Large Hydro","2026",229.18340814222
"Onshore","2026",87.5469734470648
"Offshore","2026",97.9495422350547
"Solar PV","2026",72.6270256644349
"CSP","2026",147.018175545839
"Geothermal","2026",1407.62439321284
"Fuel Cells","2026",17759.1607702744
"Nuclear","2027",41.4745408612032
"Oil","2027",278.345000626126
