Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,142.9696,198.9841,171.0475,136.493,127.4782,125.5947,116.8045,179.9748,199.075,190.8093,143.8288,180.1742,403.664,404.0789,349.2024,305.6029,271.0327,243.7649,222.3196,205.5794,192.6665,197.1231,201.6795,206.3517,211.1453,216.0589,221.0745,226.2191,231.4865,236.8794,242.3965,248.0586,253.8476,259.7797,265.8427,272.05,278.4111,284.8998,291.5639,298.3687,305.325
2 O.energy own use & tra,142.9696,199.7618,172.3267,136.4145,128.5436,126.1084,117.389,180.7047,203.1366,197.2054,148.5601,192.4725,423.7893,422.6382,369.2987,326.8149,293.1666,266.7189,246.0383,230.0324,217.8396,223.0049,228.2645,233.6378,239.133,244.7515,250.4762,256.3365,262.3265,268.45,274.7065,281.1175,287.6643,294.3645,301.2116,308.2196,315.3989,322.7242,330.2426,337.9202,345.7692
3 Hydrogen production,142.9696,177.4481,161.9797,130.6882,121.0552,116.9048,111.2745,173.0366,181.5577,163.2282,123.4263,127.1415,316.8793,293.8662,237.4648,191.8481,154.9944,125.267,101.2307,81.7916,66.0861,67.6575,69.2403,70.8516,72.4982,74.1791,75.8754,77.6143,79.3881,81.1981,83.0417,84.9382,86.8666,88.8422,90.856,92.9195,95.0407,97.1917,99.417,101.68,103.9902
4 Iron & steel,200.3649,252.992,228.8202,184.3139,170.9375,165.5743,157.0518,243.8899,257.9476,234.2724,177.0563,183.5823,464.7609,435.025,353.9457,288.4765,235.6933,193.2294,159.0092,131.4508,109.3054,112.1616,115.0478,117.9892,120.9955,124.066,127.1735,130.3576,133.6076,136.9258,140.3088,143.7847,147.3237,150.9482,154.6455,158.4329,162.3221,166.2732,170.3511,174.5032,178.7438
5 Non-ferrous metals,200.3649,305.5827,248.9724,196.4374,180.4439,176.6423,162.6382,250.2751,271.7659,256.0284,193.1498,225.4145,533.2166,517.4792,438.3605,374.8973,324.1666,283.8027,251.7312,226.3712,206.4749,211.6324,216.8729,222.223,227.6937,233.2855,238.9724,244.7955,250.7452,256.8254,263.0341,269.4007,275.8968,282.5465,289.3387,296.2921,303.42,310.6843,318.1514,325.7706,333.5578
6 Chemicals,200.3649,277.1144,235.0452,195.441,183.3678,171.8631,161.1394,248.622,261.9879,240.6354,181.7631,195.817,484.7821,459.1404,378.6345,313.7519,261.5691,219.7194,186.1276,159.2121,137.7245,141.2538,144.8286,148.4744,152.2014,156.0093,159.8712,163.8272,167.8668,171.9928,176.2022,180.5236,184.9274,189.4367,194.0391,198.7525,203.5889,208.509,213.5782,218.7443,224.0222
7 Non-metallics nes,200.3649,274.2628,239.1418,193.8497,181.2504,178.8783,166.2671,254.4806,297.3629,296.3327,222.9639,302.9112,660.035,670.2307,594.744,534.9971,488.0688,451.5953,423.5043,402.2168,386.4873,395.9079,405.5101,415.3226,425.3587,435.6212,446.0868,456.7986,467.7498,478.9468,490.3901,502.1118,514.0863,526.3405,538.866,551.6846,564.8125,578.2146,591.9604,606.0026,620.36
8 Ore-extra.(non-energy),200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,447.4039,414.1188,332.5424,266.5645,213.261,170.2646,135.4996,107.3838,84.668,86.9409,89.2301,91.5607,93.9421,96.3734,98.8269,101.3419,103.9074,106.5253,109.1919,111.9349,114.724,117.5814,120.4941,123.4787,126.5467,129.6578,132.8764,136.1494,139.4908
"9 Food, drink & tob.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,447.4039,414.1188,332.5424,266.5645,213.261,170.2646,135.4996,107.3838,84.668,86.9409,89.2301,91.5607,93.9421,96.3734,98.8269,101.3419,103.9074,106.5253,109.1919,111.9349,114.724,117.5814,120.4941,123.4787,126.5467,129.6578,132.8764,136.1494,139.4908
"10 Tex., cloth. & footw.",200.3649,248.6848,227.0066,183.153,169.6529,163.8363,155.9458,242.5023,254.4441,228.7562,172.9758,172.9758,447.4039,414.1188,332.5424,266.5645,213.261,170.2646,135.4996,107.3838,84.668,86.9409,89.2301,91.5607,93.9421,96.3734,98.8269,101.3419,103.9074,106.5253,109.1919,111.9349,114.724,117.5814,120.4941,123.4787,126.5467,129.6578,132.8764,136.1494,139.4908
