Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,645.1023,587.7142,587.7142,734.2871,779.7512,753.8561,729.5334,731.3557,733.333,735.3497,737.349,739.3813,753.6442,768.0831,783.121,798.4888,814.2515,830.4777,847.1541,864.215,881.7786,899.7653,918.496,937.6681,957.3984,977.7209,998.4499,1019.7092,1041.7031,1064.1442,1087.1837,1111.1112
2 O.energy own use & tra,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.3337,586.9456,586.9456,731.7019,778.0689,752.2061,727.6245,729.2203,730.8417,732.6319,734.3724,736.1783,750.0853,764.2976,778.9797,793.9916,809.3984,825.2687,841.5892,858.2942,875.502,893.2298,911.3782,930.0648,949.3423,969.05,989.326,1010.1,1031.5116,1053.4673,1076.0216,1099.3667
3 Hydrogen production,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
4 Iron & steel,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,645.1023,587.7142,587.7142,734.2871,779.7512,753.8561,729.5334,731.3557,733.333,735.3497,737.349,739.3813,753.6442,768.0831,783.121,798.4888,814.2515,830.4777,847.1541,864.215,881.7786,899.7653,918.496,937.6681,957.3984,977.7209,998.4499,1019.7092,1041.7031,1064.1442,1087.1837,1111.1112
5 Non-ferrous metals,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.7007,587.3126,587.3126,732.9364,778.8723,752.9941,728.5361,730.24,732.0314,733.9297,735.7938,737.7078,751.7848,766.1053,780.9573,796.1392,811.7159,827.7562,844.2466,861.1216,878.4993,896.3507,914.7772,933.6956,953.1894,973.1907,993.683,1014.6887,1036.3784,1058.5658,1081.3519,1104.9751
6 Chemicals,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.6996,587.3115,587.3115,732.9327,778.8698,752.9917,728.5333,730.2369,732.0278,733.9258,735.7896,737.7032,751.7797,766.0999,780.9514,796.1326,811.7089,827.7487,844.2386,861.113,878.4902,896.3413,914.7669,933.6847,953.1777,973.1782,993.6698,1014.6748,1036.3636,1058.5504,1081.3358,1104.9581
7 Non-metallics nes,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.7015,587.3135,587.3135,732.9392,778.8741,752.9958,728.5381,730.2423,732.0341,733.9327,735.7971,737.7113,751.7886,766.1094,780.9618,796.144,811.7211,827.7618,844.2526,861.128,878.506,896.3578,914.7849,933.7039,953.1981,973.2001,993.6929,1014.6991,1036.3894,1058.5774,1081.364,1104.9878
8 Ore-extra.(non-energy),484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
"9 Food, drink & tob.",484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
"10 Tex., cloth. & footw.",484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
11 Paper & pulp,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.6805,587.2925,587.2925,732.8687,778.8281,752.9508,728.4861,730.184,731.9661,733.8585,735.7158,737.6238,751.6915,766.006,780.8488,796.0212,811.5886,827.6196,844.1007,860.9663,878.3347,896.1794,914.5906,933.4963,952.9781,972.9633,993.4437,1014.4368,1036.1112,1058.2859,1081.0592,1104.6671
12 Engineering etc,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
13 Other industry,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.6863,587.2982,587.2982,732.8879,778.8407,752.9631,728.5003,730.1999,731.9846,733.8787,735.738,737.6477,751.718,766.0343,780.8796,796.0547,811.6248,827.6584,844.1422,861.0105,878.3815,896.2281,914.6436,933.553,953.0382,973.028,993.5118,1014.5084,1036.1871,1058.3655,1081.1425,1104.7546
14 Construction,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
15 Rail transport,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
16 Road transport,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
17 Domestic aviation,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
18 Other transp. serv.,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
19 Households,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
"20 Agriculture, forestry",693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
21 Fishing,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
22 Other final use,484.4204,614.8644,719.3694,747.916,659.2181,513.5251,480.0359,580.5169,591.2536,644.1779,586.7898,586.7898,731.1777,777.7278,751.8716,727.2375,728.7874,730.3367,732.0809,733.7689,735.5289,749.3638,763.5302,778.1401,793.0798,808.4145,824.2126,840.461,857.0939,874.2294,891.9048,909.9351,928.5234,947.709,967.2922,987.4763,1008.1519,1029.4454,1051.3027,1073.7587,1096.9856
23 Non-energy use,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
24 Aviation bunkers,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
25 Marine bunkers,693.5194,971.6831,1132.0767,1114.7981,999.8697,933.8017,767.9457,808.1087,1143.0024,1147.004,894.0915,894.0915,1132.0842,1208.812,1166.1936,1125.5896,1128.1442,1130.6979,1133.573,1136.3552,1139.2561,1162.0599,1185.4104,1209.4917,1234.1165,1259.3923,1285.4324,1312.2144,1339.63,1367.8744,1397.0085,1426.7275,1457.3663,1488.9897,1521.2683,1554.5376,1588.6169,1623.7147,1659.7418,1696.7556,1735.0404
