Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
11 Paper & pulp,985.5576,1013.3629,1165.3029,1192.8898,1220.6255,1389.1802,1293.2482,1168.29,1080.9453,1001.28,992.694,992.694,1006.5555,1040.6165,1075.0902,1109.7789,1145.0721,1180.7223,1216.89,1252.037,1287.7406,1323.9998,1372.6951,1422.6445,1473.8096,1526.2588,1580.0503,1634.9602,1691.6084,1749.3152,1808.6016,1869.355,1931.9836,1995.3599,2061.7339,2129.0696,2197.8335,2268.1519,2340.2808,2414.5747,2490.6851,2568.6191,2648.6077,2730.4756,2814.9312,2899.3086,2989.0195,3080.2629,3172.6685,3266.1436,3363.686,3464.2263,3565.2458,3671.488,3777.4377,3888.6287,4001.4451,4117.4062,4236.0244,4357.1855,4480.5674
12 Engineering etc,985.5576,1013.3629,1165.3029,1192.8898,1220.6255,1389.1802,1293.2482,1168.29,1080.9453,1001.28,992.694,992.694,1006.5555,1040.6165,1075.0902,1109.7789,1145.0721,1180.7223,1216.89,1252.037,1287.7406,1323.9998,1372.6951,1422.6445,1473.8096,1526.2588,1580.0503,1634.9602,1691.6084,1749.3152,1808.6016,1869.355,1931.9836,1995.3599,2061.7339,2129.0696,2197.8335,2268.1519,2340.2808,2414.5747,2490.6851,2568.6191,2648.6077,2730.4756,2814.9312,2899.3086,2989.0195,3080.2629,3172.6685,3266.1436,3363.686,3464.2263,3565.2458,3671.488,3777.4377,3888.6287,4001.4451,4117.4062,4236.0244,4357.1855,4480.5674
13 Other industry,985.5576,1013.3629,1165.3029,1192.8898,1220.6255,1389.1802,1293.2482,1168.29,1080.9453,1001.28,992.694,992.694,1006.5555,1040.6165,1075.0902,1109.7789,1145.0721,1180.7223,1216.89,1252.037,1287.7406,1323.9998,1372.6951,1422.6445,1473.8096,1526.2588,1580.0503,1634.9602,1691.6084,1749.3152,1808.6016,1869.355,1931.9836,1995.3599,2061.7339,2129.0696,2197.8335,2268.1519,2340.2808,2414.5747,2490.6851,2568.6191,2648.6077,2730.4756,2814.9312,2899.3086,2989.0195,3080.2629,3172.6685,3266.1436,3363.686,3464.2263,3565.2458,3671.488,3777.4377,3888.6287,4001.4451,4117.4062,4236.0244,4357.1855,4480.5674
14 Construction,985.5576,1013.3629,1165.3029,1192.8898,1220.6255,1389.1802,1293.2482,1168.29,1080.9453,1001.28,992.694,992.694,1006.5555,1040.6165,1075.0902,1109.7789,1145.0721,1180.7223,1216.89,1252.037,1287.7406,1323.9998,1372.6951,1422.6445,1473.8096,1526.2588,1580.0503,1634.9602,1691.6084,1749.3152,1808.6016,1869.355,1931.9836,1995.3599,2061.7339,2129.0696,2197.8335,2268.1519,2340.2808,2414.5747,2490.6851,2568.6191,2648.6077,2730.4756,2814.9312,2899.3086,2989.0195,3080.2629,3172.6685,3266.1436,3363.686,3464.2263,3565.2458,3671.488,3777.4377,3888.6287,4001.4451,4117.4062,4236.0244,4357.1855,4480.5674
15 Rail transport,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
16 Road transport,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
17 Domestic aviation,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
18 Other transp. serv.,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
19 Households,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
"20 Agriculture, forestry",635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
21 Fishing,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
22 Other final use,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
23 Non-energy use,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
24 Aviation bunkers,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
25 Marine bunkers,635.4253,653.3525,771.755,784.8,795.309,920.4744,866.975,807.5315,793.4005,820.8693,807.4899,807.4899,827.5126,876.7133,926.5106,976.618,1027.5988,1079.0951,1131.3392,1182.1085,1233.6823,1286.0582,1356.3981,1428.5497,1502.4572,1578.2196,1655.921,1735.2379,1817.066,1900.4227,1986.0612,2073.8193,2164.2861,2255.8325,2351.709,2448.9746,2548.3037,2649.8779,2754.0674,2861.3848,2971.3252,3083.9004,3199.4434,3317.7007,3439.6958,3561.5786,3691.1655,3822.9658,3956.4448,4091.4688,4232.3682,4377.5977,4523.5195,4676.9858,4830.0288,4990.6431,5153.606,5321.1113,5492.4536,5667.4692,5845.6934
