RTI,FUTI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Belgium (BE),11 Paper & pulp,608.1315,818.0035,885.1719,875.2772,880.3048,885.0666,889.4076,891.5706,1140.604,1038.4438,707.1845,749.7603,795.1498,843.4825,894.6503,949.1472,1007.2972,1068.9224,1134.6638,1204.3726,1278.3893,1335.0269,1394.2954,1456.0875,1520.8093,1588.4169,1658.6693,1731.7808,1808.3322,1888.374,1971.8131,2059.5095,2151.1184,2246.9233,2346.9478,2451.5005,2562.2402,2677.4719,2796.9666,2921.7583,3052.1624,3178.5195,3305.3235,3444.2568,3582.7979,3734.6565,3884.9734,4047.6589,4216.0542,4391.6582,4574.5537,4765.9692,4965.6528,5174.5669,5392.5679,5620.3335,5857.8594,6105.6997,6353.9565,6617.7363,6901.6621
1 Belgium (BE),12 Engineering etc,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),13 Other industry,608.1315,814.4621,880.3042,874.9246,879.8797,888.7051,894.0708,895.0121,1151.0125,1051.0378,722.4186,765.8815,812.2233,861.5729,913.7795,969.4232,1028.785,1091.7085,1158.8348,1229.9934,1305.5681,1363.5042,1424.1576,1487.3995,1553.636,1622.845,1694.7637,1769.6278,1848.0187,1929.9863,2015.438,2105.2549,2199.0925,2297.2346,2399.6826,2506.7888,2620.2334,2738.2566,2860.7375,2988.6238,3122.2954,3248.6523,3375.4565,3514.3896,3652.9307,3804.7896,3955.1064,4117.792,4286.187,4461.791,4644.6865,4836.1021,5035.7856,5244.6997,5462.7007,5690.4663,5927.9922,6175.8325,6424.0894,6687.8691,6971.7949
1 Belgium (BE),14 Construction,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),15 Rail transport,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),16 Road transport,1592.6246,1821.2959,1939.208,1939.208,1939.208,1939.208,1939.208,1939.208,2226.3267,2098.3213,1701.4203,1747.4232,1796.4408,1848.6237,1904.0229,1962.8604,2025.6912,2092.2188,2163.1909,2238.5225,2318.4331,2379.1475,2442.5747,2508.6785,2577.9316,2650.1953,2725.2766,2803.3367,2885.0532,2970.4844,3059.522,3153.0801,3250.7563,3352.8821,3459.5723,3571.0107,3689.0415,3811.9551,3939.0422,4071.8616,4210.5156,4357.7983,4505.6021,4667.5439,4829.0283,5006.0356,5181.2461,5370.8735,5567.1562,5771.8408,5985.0254,6208.1411,6440.8936,6684.4053,6938.5088,7203.9937,7480.8555,7769.7402,8059.1099,8366.5742,8697.5195
1 Belgium (BE),17 Domestic aviation,608.1315,779.1414,882.6797,877.0941,879.3999,893.9835,890.6826,900.1696,1190.1969,1098.4502,779.7696,826.5725,876.4987,929.6772,985.7941,1045.7554,1109.6793,1177.4906,1249.8307,1326.4474,1407.8876,1470.7114,1536.5786,1605.2787,1677.2177,1752.455,1830.6465,1912.1091,1997.4246,2086.6426,2179.6704,2277.4709,2379.6995,2486.6396,2598.2117,2714.9307,2838.5581,2967.0903,3100.8135,3240.3491,3386.3218,3512.679,3639.4829,3778.4163,3916.9573,4068.8159,4219.1328,4381.8184,4550.2134,4725.8174,4908.7129,5100.1284,5299.812,5508.7261,5726.7271,5954.4927,6192.0186,6439.8589,6688.1157,6951.8955,7235.8213
1 Belgium (BE),18 Other transp. serv.,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),19 Households,735.8435,942.7961,1037.9995,1037.9995,1037.9995,1037.9995,1037.9995,1037.9995,1284.3362,1174.5126,833.9868,873.4555,915.5107,960.2816,1007.8121,1058.2925,1112.1989,1169.277,1230.1683,1294.7998,1363.3602,1415.4508,1469.869,1526.5835,1586.0001,1647.9994,1712.4165,1779.389,1849.4985,1922.7954,1999.1862,2079.4556,2163.2581,2250.8779,2342.4143,2438.0239,2539.29,2644.7451,2753.781,2867.7351,2986.6948,3113.0579,3239.8679,3378.8076,3517.3552,3669.2207,3819.5447,3982.2378,4150.6411,4326.2524,4509.1567,4700.5815,4900.2744,5109.1982,5327.209,5554.9854,5792.522,6040.374,6288.6421,6552.4346,6836.3735
1 Belgium (BE),"20 Agriculture, forestry",608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),21 Fishing,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),22 Other final use,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),23 Non-energy use,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),24 Aviation bunkers,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
1 Belgium (BE),25 Marine bunkers,608.1315,779.1414,857.8065,857.8065,857.8065,857.8065,857.8065,857.8065,1104.1318,994.3132,653.8032,693.2701,735.3234,780.0922,827.6204,878.0984,932.0023,989.0779,1049.9666,1114.595,1183.1522,1235.2404,1289.656,1346.3678,1405.7817,1467.7782,1532.1921,1599.1616,1669.2679,1742.5613,1818.9486,1899.2141,1983.0128,2070.6287,2162.1606,2257.7659,2359.0273,2464.4775,2573.5083,2687.457,2806.4114,2932.7686,3059.5725,3198.5059,3337.0469,3488.9055,3639.2224,3801.908,3970.3032,4145.9067,4328.8022,4520.2178,4719.9014,4928.8154,5146.8164,5374.582,5612.1079,5859.9482,6108.2051,6371.9849,6655.9106
2 Denmark (DK),1 Power own use & trans.,826.3606,1054.1865,1064.374,1057.9873,1061.5168,1065.8026,1069.9204,1075.7189,1367.8809,1248.6808,863.4954,912.7722,965.2432,1021.2051,1080.4448,1143.4879,1210.5621,1281.7153,1357.4338,1437.7625,1523.0588,1588.1289,1656.0989,1727.118,1801.2919,1878.8472,1959.7867,2044.2191,2132.5864,2224.9216,2321.2959,2421.8892,2527.0439,2636.9631,2751.6797,2871.7559,2997.4038,3129.2141,3266.1255,3409.2883,3559.0991,3704.6772,3850.6523,4010.8442,4170.71,4346.1377,4520.1572,4708.3984,4903.4565,5107.0166,5319.2192,5541.1118,5773.1777,6015.7095,6269.0464,6533.4346,6809.8574,7097.958,7398.9761,7713.7549,8043.3433
2 Denmark (DK),2 O.energy own use & tra,826.3606,1043.2688,1055.6036,1051.9354,1053.953,1056.137,1058.4103,1062.6904,1351.5809,1228.9583,839.6386,887.526,938.506,992.8751,1050.4883,1111.7354,1176.9119,1246.0317,1319.5814,1397.6396,1480.4961,1543.533,1609.3341,1678.0828,1749.8845,1824.9321,1903.2623,1984.9498,2070.4368,2159.7561,2252.9785,2350.251,2451.9153,2558.1746,2669.0957,2785.1733,2906.5852,3034.0242,3166.259,3304.5757,3449.2698,3594.8477,3740.823,3901.0146,4060.8804,4236.3081,4410.3276,4598.5688,4793.627,4997.187,5209.3896,5431.2822,5663.3481,5905.8799,6159.2168,6423.605,6700.0278,6988.1284,7289.1465,7603.9253,7933.5137
2 Denmark (DK),3 Hydrogen production,826.3606,1023.0933,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1327.4595,1199.7719,804.3341,850.1654,898.9388,950.9509,1006.157,1064.7462,1127.1144,1193.2253,1263.5656,1338.2638,1417.5095,1477.5375,1540.1292,1605.5179,1673.8092,1745.1459,1819.6146,1897.2401,1978.4645,2063.3206,2151.8792,2244.2371,2340.7361,2441.5793,2546.8838,2657.0439,2772.1873,2893.157,3018.4714,3149.6169,3286.7385,3432.3164,3578.2917,3738.4834,3898.3491,4073.7769,4247.7964,4436.0376,4631.0957,4834.6558,5046.8584,5268.751,5500.8169,5743.3486,5996.6855,6261.0737,6537.4966,6825.5972,7126.6152,7441.394,7770.9824
2 Denmark (DK),4 Iron & steel,826.3606,1054.1865,1064.374,1057.9873,1061.5168,1065.8026,1069.9204,1075.7189,1367.8809,1248.6808,863.4954,912.7722,965.2432,1021.2051,1080.4448,1143.4879,1210.5621,1281.7153,1357.4338,1437.7625,1523.0588,1588.1289,1656.0989,1727.118,1801.2919,1878.8472,1959.7867,2044.2191,2132.5864,2224.9216,2321.2959,2421.8892,2527.0439,2636.9631,2751.6797,2871.7559,2997.4038,3129.2141,3266.1255,3409.2883,3559.0991,3704.6772,3850.6523,4010.8442,4170.71,4346.1377,4520.1572,4708.3984,4903.4565,5107.0166,5319.2192,5541.1118,5773.1777,6015.7095,6269.0464,6533.4346,6809.8574,7097.958,7398.9761,7713.7549,8043.3433
2 Denmark (DK),5 Non-ferrous metals,826.3606,1023.0933,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1327.4595,1199.7719,804.3341,850.1654,898.9388,950.9509,1006.157,1064.7462,1127.1144,1193.2253,1263.5656,1338.2638,1417.5095,1477.5375,1540.1292,1605.5179,1673.8092,1745.1459,1819.6146,1897.2401,1978.4645,2063.3206,2151.8792,2244.2371,2340.7361,2441.5793,2546.8838,2657.0439,2772.1873,2893.157,3018.4714,3149.6169,3286.7385,3432.3164,3578.2917,3738.4834,3898.3491,4073.7769,4247.7964,4436.0376,4631.0957,4834.6558,5046.8584,5268.751,5500.8169,5743.3486,5996.6855,6261.0737,6537.4966,6825.5972,7126.6152,7441.394,7770.9824
2 Denmark (DK),6 Chemicals,826.3606,1055.5826,1061.8184,1057.8278,1061.2155,1065.8058,1067.3569,1071.9996,1364.5259,1244.6213,858.585,907.5758,959.74,1015.374,1074.2789,1136.9524,1203.636,1274.3706,1349.6427,1429.504,1514.2982,1578.9498,1646.4734,1717.0253,1790.7108,1867.75,1948.1525,2032.0199,2119.7944,2211.5088,2307.2341,2407.144,2511.5803,2620.7463,2734.6816,2853.9348,2978.7109,3109.6213,3245.5703,3387.7356,3536.4934,3682.0713,3828.0466,3988.2383,4148.104,4323.5317,4497.5513,4685.7925,4880.8506,5084.4106,5296.6133,5518.5059,5750.5718,5993.1035,6246.4404,6510.8286,6787.2515,7075.3521,7376.3701,7691.1489,8020.7373
2 Denmark (DK),7 Non-metallics nes,826.3606,1053.5508,1063.4453,1058.0273,1062.5027,1067.6882,1072.5819,1078.9933,1372.3838,1254.1293,870.086,919.7466,972.6295,1029.0314,1088.7205,1152.2598,1219.8583,1291.573,1367.8907,1448.8466,1534.8169,1600.4487,1669.0179,1740.6643,1815.4934,1893.7415,1975.4019,2060.5925,2149.7559,2242.9241,2340.1687,2441.6797,2547.7986,2658.7288,2774.4939,2895.6748,3022.4929,3155.511,3293.7144,3438.2156,3589.4402,3735.0181,3880.9934,4041.1851,4201.0508,4376.4785,4550.498,4738.7393,4933.7974,5137.3574,5349.5601,5571.4526,5803.5186,6046.0503,6299.3872,6563.7754,6840.1982,7128.2988,7429.3169,7744.0957,8073.6841
2 Denmark (DK),8 Ore-extra.(non-energy),826.3606,1023.0933,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1327.4595,1199.7719,804.3341,850.1654,898.9388,950.9509,1006.157,1064.7462,1127.1144,1193.2253,1263.5656,1338.2638,1417.5095,1477.5375,1540.1292,1605.5179,1673.8092,1745.1459,1819.6146,1897.2401,1978.4645,2063.3206,2151.8792,2244.2371,2340.7361,2441.5793,2546.8838,2657.0439,2772.1873,2893.157,3018.4714,3149.6169,3286.7385,3432.3164,3578.2917,3738.4834,3898.3491,4073.7769,4247.7964,4436.0376,4631.0957,4834.6558,5046.8584,5268.751,5500.8169,5743.3486,5996.6855,6261.0737,6537.4966,6825.5972,7126.6152,7441.394,7770.9824
2 Denmark (DK),"9 Food, drink & tob.",826.3606,1023.0933,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1327.4595,1199.7719,804.3341,850.1654,898.9388,950.9509,1006.157,1064.7462,1127.1144,1193.2253,1263.5656,1338.2638,1417.5095,1477.5375,1540.1292,1605.5179,1673.8092,1745.1459,1819.6146,1897.2401,1978.4645,2063.3206,2151.8792,2244.2371,2340.7361,2441.5793,2546.8838,2657.0439,2772.1873,2893.157,3018.4714,3149.6169,3286.7385,3432.3164,3578.2917,3738.4834,3898.3491,4073.7769,4247.7964,4436.0376,4631.0957,4834.6558,5046.8584,5268.751,5500.8169,5743.3486,5996.6855,6261.0737,6537.4966,6825.5972,7126.6152,7441.394,7770.9824
2 Denmark (DK),"10 Tex., cloth. & footw.",826.3606,1023.0933,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1042.2726,1327.4595,1199.7719,804.3341,850.1654,898.9388,950.9509,1006.157,1064.7462,1127.1144,1193.2253,1263.5656,1338.2638,1417.5095,1477.5375,1540.1292,1605.5179,1673.8092,1745.1459,1819.6146,1897.2401,1978.4645,2063.3206,2151.8792,2244.2371,2340.7361,2441.5793,2546.8838,2657.0439,2772.1873,2893.157,3018.4714,3149.6169,3286.7385,3432.3164,3578.2917,3738.4834,3898.3491,4073.7769,4247.7964,4436.0376,4631.0957,4834.6558,5046.8584,5268.751,5500.8169,5743.3486,5996.6855,6261.0737,6537.4966,6825.5972,7126.6152,7441.394,7770.9824
2 Denmark (DK),11 Paper & pulp,826.3606,1056.0416,1063.9962,1056.5757,1055.1779,1055.7892,1054.7676,1060.26,1370.9326,1252.3734,867.9621,917.499,970.2492,1026.5093,1086.0536,1149.4329,1216.8624,1288.3962,1364.5209,1445.2747,1531.0277,1596.4785,1664.8546,1736.2988,1810.9167,1888.9417,1970.3698,2055.3159,2144.2227,2237.1226,2334.0867,2435.302,2541.1101,2651.7146,2767.1416,2887.9668,3014.4077,3147.0364,3284.8235,3428.8933,3579.6626,3725.2402,3871.2158,4031.4072,4191.2729,4366.7007,4540.7202,4728.9614,4924.0195,5127.5796,5339.7822,5561.6748,5793.7407,6036.2725,6289.6094,6553.9976,6830.4204,7118.521,7419.5391,7734.3179,8063.9062
