Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
1 Power own use & trans.,104.847,122.3468,144.3032,136.8993,146.3397,153.9416,172.645,189.3518,218.8817,243.6266,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066
2 O.energy own use & tra,104.847,122.3468,144.3032,136.8993,146.3397,153.9416,172.645,189.3518,218.8817,243.6266,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066
3 Hydrogen production,104.847,122.3468,144.3032,136.8993,146.3397,153.9416,172.645,189.3518,218.8817,243.6266,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066,254.5066
4 Iron & steel,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
5 Non-ferrous metals,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
6 Chemicals,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
7 Non-metallics nes,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
8 Ore-extra.(non-energy),179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
"9 Food, drink & tob.",179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
"10 Tex., cloth. & footw.",179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
