Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
11 Paper & pulp,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
12 Engineering etc,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
13 Other industry,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
14 Construction,179.9041,180.4232,193.3857,183.4517,208.9764,214.3467,202.3327,260.0755,291.3461,324.2832,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651,338.7651
15 Rail transport,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
16 Road transport,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
17 Domestic aviation,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
18 Other transp. serv.,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
19 Households,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
"20 Agriculture, forestry",218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
21 Fishing,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
22 Other final use,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
23 Non-energy use,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
24 Aviation bunkers,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
25 Marine bunkers,218.527,219.1574,234.9028,222.8361,214.6958,215.2288,203.1654,194.5885,223.4956,252.0944,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861,222.1861
