,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
1 Male Children,826.3299999999999,793.019,766.629,747.8720000000001,733.664,724.615,720.562,721.373,729.091,741.279,756.8050000000001,773.469,789.6879999999999,801.955,810.629,817.0409999999999,824.117,833.257,833.7270000000001,841.179,849.9649999999999,853.2,848.212,843.9399999999999,830.214,810.6120000000001,791.326,775.575,759.186,746.7280000000001,737.069,727.533,716.957,707.663,698.3,689.396,682.1020000000001,677.058,674.892,674.386,675.547,678.039,681.524,686.191,691.353,696.856,702.39,707.604,712.8567047025158,718.1484014213172,723.4793796029695,728.8499308426653,734.2603489001742,739.7109297159112,745.201971427124,750.7337743842006,756.306641167098,761.9208766018925,767.5767877774535,773.2746840622408,779.0148771212259,784.7976809329404,790.6234118066493,796.492388399653,802.4049317347174,808.3613652176326,814.3620146549036,820.4072082715707,826.4972767291626,832.632553143784,838.8133731043354,845.04007469087,851.3129984930856,857.6324876289546,863.9988877634916,870.4125471276609,876.8738165374242,883.3830494129295,889.9406017978425,896.5468323788217,903.2021025051379,909.9067762084392,916.6612202226632,923.4658040040966,930.3208997515836,937.2268824268848,944.1841297751868,951.1930223457641,958.2539435127951,965.367279496331,972.533419383422,979.7527551494,987.0256816793178,994.35259678955,1001.733901249552,1009.1699988037815,1016.6612961937827,1024.2082031804346
2 Male 15-19,404.747,400.39,391.825,380.545,364.899,346.287,327.217,309.372,290.646,273.392,258.095,245.266,235.258,224.433,218.647,218.965,223.236,227.984,232.616,235.087,237.039,241.328,249.42,260.189,274.516,289.728,301.538,307.369,308.07,302.704,293.547,284.48,277.888,273.323,270.986,269.87,268.094,264.541,259.714,253.69,246.992,240.545,234.963,230.174,226.209,223.105,220.857,219.45,218.05196348768658,216.66283335992438,215.28255287736138,213.91106566211147,212.54831569545163,211.19424731553386,209.8488052151116,208.51193443928082,207.1835803832352,205.86368879003595,204.55220574839552,203.24907769047573,201.95425138969966,200.66767395857767,199.38929284654716,198.11905583782615,196.85691104928048,195.6028069283047,194.3566922507163,193.11851611866354,191.88822795854648,190.66577751895124,189.4511148685975,188.24419039429907,187.0449547989374,185.85335909944806,184.66935462482,183.4928930141075,182.32392621445499,181.1624064791342,180.00828636559402,178.86151873352262,177.72205674292206,176.58985385219506,175.46486381624402,174.3470406845821,173.23633879945643,172.13271279398307,171.03611759029414,169.9465083976965,168.86384071084234,167.78807030791125,166.7191532488041,165.6570458733482,164.601704799514,163.5530869216432,162.511149408688,161.47584970246172,160.44714551590047,159.42499483133597
3 Male 20-24,377.209,381.745,385.298,389.412,394.038,397.917,398.786,395.029,384.309,368.443,349.077,328.967,309.998,295.063,277.399,256.907,236.055,218.608,211.464,211.625,216.909,223.438,228.691,232.443,234.92,237.365,242.029,250.131,261.365,275.689,290.571,302.132,307.99,308.374,302.973,293.996,285.115,278.649,274.061,271.715,270.595,268.857,265.388,260.493,254.447,247.788,241.417,235.924,230.55598311635055,225.3101055880153,220.1835883585121,215.17371560368,210.27783329294374,205.4933477833146,200.81772444538169,196.2484863205666,191.7832128089296,187.41953838683236,183.15515135377808,178.98779260776476,174.9152544485032,170.9353794078655,167.04605910694465,163.24523313911948,159.53088797853349,155.9010559134093,152.35381400363343,148.88728306205948,145.4996266589897,142.189050149308,138.95379972174842,135.79216146979613,132.70246048372806,129.68305996331267,126.73236035069849,123.8487984830322,121.03084676435745,118.27701235635543,115.58583638749876,112.95589318019961,110.38578949554258,107.8741637952024,105.41968552015527,103.02105438580176,100.67699969312801,98.3862796555401,96.14768074101505,93.96001702922008,91.8221295832593,89.7328858357152,87.6911789886597,85.6959274273168,83.7460741470662,81.84058619348446,79.97845411512701,78.15869142876109,76.38033409676628,74.64244001642585
4 Male 25-29,344.148,345.128,347.804,352.063,357.77,364.323,371.159,378.012,384.656,391.572,396.95,398.208,393.82,389.537,380.868,368.038,352.15,333.729,308.931,281.63,255.016,233.286,218.844,211.01,211.235,216.939,223.755,228.97,233.163,235.647,237.829,242.293,250.402,261.373,275.617,290.569,302.212,308.117,308.493,303.124,294.183,285.362,278.985,274.392,272.059,270.969,269.273,265.861,262.4922339818697,259.1661541211107,255.88221953479407,252.63989619360234,249.43865683498643,246.27798087742298,243.15735433575793,240.0762697376229,237.03422604091074,234.0307285522966,231.06528884679162,228.1374246883158,225.2466599512774,222.392524543146,219.57455432800666,216.79229105108263,214.04528226421465,211.33308125228436,208.65524696057,206.0113439230227,203.40094219145155,200.8236172656059,198.27895002414368,195.7665266564745,193.28593859546618,190.83678245100413,188.41865994439252,186.03117784358676,183.67394789924657,181.3465867815993,179.04871601810348,176.77996193190185,174.53995558105476,172.3283326985431,170.1447336330318,167.9888032903836,165.86019107591432,163.75855083737937,161.68354080868306,159.63482355430097,157.61206591440657,155.6149389506933,153.6431178928829,151.69628208591183,149.77411493778655,147.87630386809988,146.00254025719954,144.15251939600077,142.32594043643493,140.52250634252601
5 Male 30-34,327.94,330.212,331.785,332.154,332.356,332.987,335.127,339.303,344.782,351.615,359.361,367.448,375.3,381.364,390.724,402.167,411.991,416.816,411.461,397.926,378.285,355.687,332.188,306.505,279.56,253.767,232.602,218.312,210.992,211.246,216.686,223.282,228.487,232.428,234.866,237.161,241.744,249.897,260.815,274.992,289.869,301.473,307.406,307.722,302.368,293.518,284.824,278.565,272.4435413623852,266.4566016192906,260.60122472150414,254.87451957891824,249.2736586330554,243.79587646096215,238.43846840978262,233.19878926133717,228.07425192604694,223.06232616555934,218.16053734344382,213.36646520334114,208.67774267396263,204.0920547003497,199.60713710081637,195.22077544901032,190.93080398054082,186.73510452363337,182.63160545328319,178.61828066839112,174.69314859137705,170.85427118977668,167.09975301933878,163.42774028815026,159.83641994132722,156.3240187658197,152.8888025148884,149.52907505182114,146.24317751246585,143.02948748616714,139.88641821470162,136.8124178088166,133.80596848198545,130.86558580100098,127.98981795303717,125.17724502881718,122.42647832153358,119.73615964117499,117.10496064392024,114.53158217626908,112.01475363358573,109.55323233273822,107.14580289852417,104.79127666357965,102.4884910814752,100.23630915270893,98.03361886331345,95.87933263579943,93.77238679216461,91.71174102870319
6 Male 35-39,346.389,332.286,322.663,316.098,314.448,316.22,318.994,321.273,323.167,324.822,326.744,329.951,334.972,338.956,343.398,347.968,353.299,360.742,373.718,388.341,402.033,410.859,412.307,405.594,392.403,373.925,352.224,329.032,304.302,277.653,251.83,230.722,216.661,209.306,209.594,215.088,221.704,226.894,230.801,233.241,235.539,240.12,248.272,259.111,273.203,288.0,299.551,305.466,311.49779889234225,317.6487030136712,323.9210642420626,330.31728089629445,336.8397986528754,343.49111148118095,350.273762597055,357.19034543524145,364.24350464101764,371.43593708140884,378.7703928763704,386.2496764503319,393.876647604505,401.654222610366,409.58537532472957,417.673138326842,425.920604077927,434.3309261036286,442.9073201998024,451.65306566211717,460.57150653993574,469.6660529149561,478.94018220510026,488.39744049415015,498.04144388763876,507.8758798955152,517.9045088421119,528.1311653039535,538.5597595759568,549.1942791665834,560.0387903225146,571.097439583434,582.3744553675109,593.8741495881907,605.6009193029109,617.5592483943736,629.7537092850157,642.1889646853344,654.8697693767351,667.8009720295836,680.9875170571581,694.4344465062105,708.1469019848577,722.1301266285425,736.3894671048148,750.930375657699,765.7584121924302,780.879246401357,796.2986599318211,812.0225485968456
7 Male 40-44,394.828,386.561,376.368,362.461,346.692,330.87,317.775,309.109,304.542,304.591,307.756,311.674,314.893,316.364,317.485,318.163,319.102,320.97,325.816,330.524,336.056,343.807,354.26,365.778,380.265,394.593,403.927,405.376,399.586,386.681,368.182,346.674,323.997,299.464,273.283,248.049,227.451,213.753,206.603,206.96,212.398,218.93,224.079,227.903,230.322,232.657,237.276,245.418,253.83938840843575,262.5497522902505,271.55900768543256,280.87741089761914,290.5155701700631,300.48445776225384,310.7954224409414,321.4602023997832,332.49093862232166,343.90018870350536,355.7009411454883,367.9066301439819,380.53115088199286,393.5888753483577,407.09466869908147,421.06390618010744,435.51249063078274,450.45687058794584,465.91405901124637,481.9016526510143,498.43785208072717,515.5414824168812,533.2320147498531,551.5295883101512,570.4550333952894,590.0298950833845,610.2764577604732,631.2177704894714,652.8776732496548,675.2808240765344,698.4527271330219,722.4197617438424,747.2092124262475,772.8492999512164,799.3692134705053,826.7991437461204,855.1703175200415,884.5150330633252,914.8666969450561,946.2598620630058,978.7302669792931,1012.3148766058267,1047.0519242858477,1082.9809553194768,1120.142871982819,1158.579980091874,1198.3360371642623,1239.4563022335967,1281.987587373206,1325.9783109878683
8 Male 44-49,367.287,375.18,379.755,379.258,376.489,371.548,364.556,355.677,344.36,331.073,317.585,306.597,299.708,293.034,291.096,293.793,298.243,301.557,304.879,306.189,306.682,308.253,311.885,315.537,320.225,326.364,334.545,344.9,356.928,371.215,384.913,393.824,395.375,389.373,376.831,359.133,338.512,316.629,292.737,267.199,242.581,222.562,209.362,202.46,202.887,208.273,214.722,219.828,225.05541855981224,230.40714296237184,235.88612914900327,241.49540335208823,247.23806376655793,253.11728226113252,259.1363061302533,265.2984598876748,271.60714710270855,278.0658522801307,284.67814278479415,291.44767081200683,298.3781754047645,305.4734845189527,312.73751713765864,320.1742854357598,327.7878969959865,335.5825570776805,343.56257093950484,351.7323462173856,360.0963953590012,368.6593381161619,377.42590409645794,386.400935375584,395.5893891717844,404.9963405838946,414.62698539449326,424.4866429397112,434.58075904728366,444.91490904446806,455.4948008374891,466.3262780642112,477.4153233217808,488.76806147102036,500.39076301939934,512.2898475844512,524.4718874395485,536.9436111439958,549.7119072594438,562.7838281546792,576.1665939008897,589.8675962595578,603.8944027651851,618.2547609051011,632.956602398667,648.0080475782369,663.4174098742964,679.193200407256,695.3441326884356,711.8791274328361
9 Male 50-54,292.022,300.008,309.683,318.307,328.043,337.683,345.442,350.276,351.954,351.62,349.147,344.485,337.744,332.956,322.698,306.739,289.255,275.42,269.819,271.207,277.146,283.648,288.336,290.54,292.01,293.312,295.47,299.14,303.417,308.117,313.822,321.582,331.776,343.268,357.245,370.822,379.706,381.37,375.659,363.748,346.893,327.208,306.283,283.279,258.685,234.964,215.714,203.118,191.25750727351956,180.0895739839915,169.57376011051846,159.6719870111735,150.34839953705153,141.56923619777496,133.30270690831213,125.51887787441952,118.18956319986803,111.2882228229544,104.78986641271703,98.67096287685662,92.90935515368199,87.48417997953572,82.37579234117085,77.56569433951404,73.03646820722533,68.77171323750515,64.75598639576275,60.97474639909571,57.414301061087905,54.061757711256796,50.90497650961483,47.932526487293096,45.13364415404654,42.498194522755234,40.01663440978794,37.67997787833569,35.479763699582726,33.40802471388896,31.45725898103831,29.620402615085435,27.890804205433692,26.262200731520814,24.728694883897404,23.284733709575978,21.925088504323565,20.64483587908617,19.43933993198506,18.304235461328158,17.235412158849464,16.22899972593891,15.281353858967242,14.389043052957659,13.548836175819158,12.75769076814688,12.012742026222027,11.311292428317891,10.650801966747979,10.028878950285637
10 Male 55-59,207.032,223.184,236.693,246.512,254.213,260.833,268.178,277.16,286.211,296.638,307.278,316.359,322.746,325.137,329.059,335.715,342.109,343.489,331.266,310.944,287.598,268.461,257.464,251.723,253.316,259.53,266.16,270.809,273.395,274.892,276.091,278.315,282.251,286.13,290.643,296.37,304.2,314.398,325.451,338.947,352.127,360.911,362.875,357.357,346.117,330.399,312.109,292.609,274.32732436744857,257.18785442212425,241.11922723985327,226.05453852156214,211.9310640265285,198.68999840997373,186.2762103776053,174.63801313765617,163.726949194661,153.49758858892426,143.90733974161765,134.91627211792996,126.48694996989954,118.58427646669061,111.17534756332525,104.22931499942982,97.71725785756952,91.61206214638337,85.88830790714492,80.52216337369885,75.49128574509113,70.77472815774416,66.35285246984023,62.207247494777405,58.320652343249705,54.676884554773984,51.260772719427706,48.058093309257416,45.05551145634539,42.24052543095447,39.60141458857692,37.12719056915662,34.80755154529458,32.63283932894309,30.593999157995146,28.682541995334322,26.890509183371126,25.21043930689932,23.635337126300435,22.15864445174488,20.774212837119777,19.476277979990257,18.25943572100442,17.118619542811587,16.049079474807055,15.046362315869832,14.106293092747583,13.22495767688781,12.398686487337644,11.624039211856692
