Sector,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1 Power own use & trans.,1125.8186,1315.7852,1390.1663,1416.6594,1341.0776,1169.3783,1085.5731,1164.0103,1285.8154,1288.8933,1146.5757,1227.9668,1529.6965,1630.7097,1580.9431,1533.6785,1538.1945,1542.6447,1547.3484,1552.0608,1556.9592,1585.7755,1615.3818,1645.8342,1676.9695,1708.9807,1741.8635,1775.6665,1810.259,1845.8818,1882.6716,1920.1948,1958.8499,1998.793,2039.5485,2081.5186,2124.332,2168.4077,2213.6917,2260.1802,2308.1956
2 O.energy own use & tra,1125.8186,1317.9547,1390.6874,1417.0574,1341.4698,1169.7628,1085.7888,1164.4569,1286.7152,1290.3104,1147.624,1230.6917,1534.1554,1636.0806,1586.4417,1539.3076,1543.9573,1548.5442,1553.3879,1558.2437,1563.2886,1592.2546,1622.0144,1652.6237,1683.9194,1716.0948,1749.1458,1783.1205,1817.8889,1853.6917,1890.6655,1928.377,1967.2246,2007.3647,2048.3218,2090.4983,2133.5227,2177.8142,2223.3188,2270.0332,2318.2793
3 Hydrogen production,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1485.1072,1577.0024,1525.9587,1477.3873,1480.5664,1483.6487,1486.9529,1490.2335,1493.667,1520.9841,1549.0571,1577.9404,1607.4705,1637.8394,1669.0422,1701.1262,1733.9602,1767.7839,1802.7334,1838.3735,1875.1023,1913.075,1951.8147,1991.7227,2032.4265,2074.3442,2117.4204,2161.6506,2207.3557
4 Iron & steel,1125.8186,1320.5272,1392.163,1417.9375,1342.4921,1171.2917,1086.7908,1165.5381,1289.6727,1294.9666,1151.0682,1239.6445,1548.8062,1653.7273,1604.5078,1557.8032,1562.8922,1567.9286,1573.2321,1578.5583,1584.0846,1613.5432,1643.8069,1674.9316,1706.7549,1739.4697,1773.0728,1807.6123,1842.9586,1879.3524,1916.931,1955.2611,1994.7416,2035.5293,2077.1487,2120.0027,2163.7202,2208.7207,2254.9507,2302.4072,2351.4126
5 Non-ferrous metals,1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1485.1072,1577.0024,1525.9587,1477.3873,1480.5664,1483.6487,1486.9529,1490.2335,1493.667,1520.9841,1549.0571,1577.9404,1607.4705,1637.8394,1669.0422,1701.1262,1733.9602,1767.7839,1802.7334,1838.3735,1875.1023,1913.075,1951.8147,1991.7227,2032.4265,2074.3442,2117.4204,2161.6506,2207.3557
6 Chemicals,1125.8186,1321.493,1391.7557,1418.1649,1342.7141,1171.7627,1087.1067,1166.0244,1293.5454,1301.0642,1155.5789,1251.3689,1567.9924,1676.8368,1628.167,1582.0244,1587.6887,1593.3137,1599.2194,1605.1617,1611.3184,1641.4219,1672.3455,1704.1454,1736.6593,1770.0808,1804.4067,1839.686,1875.7889,1912.9568,1951.3274,1990.4675,2030.7769,2072.4126,2114.8994,2158.6406,2203.2659,2249.1951,2296.375,2344.803,2394.8022
7 Non-metallics nes,1125.8186,1320.204,1391.8833,1417.9484,1342.7335,1171.7843,1087.1248,1165.8224,1289.7458,1295.082,1151.1536,1239.8663,1549.1693,1654.1646,1604.9556,1558.2615,1563.3615,1568.4089,1573.7239,1579.0618,1584.6,1614.0708,1644.3469,1675.4845,1707.3208,1740.0491,1773.6658,1808.2192,1843.5798,1879.9883,1917.5819,1955.9274,1995.4236,2036.2273,2077.863,2120.7339,2164.4685,2209.4868,2255.7346,2303.2095,2352.2336
8 Ore-extra.(non-energy),1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1485.1072,1577.0024,1525.9587,1477.3873,1480.5664,1483.6487,1486.9529,1490.2335,1493.667,1520.9841,1549.0571,1577.9404,1607.4705,1637.8394,1669.0422,1701.1262,1733.9602,1767.7839,1802.7334,1838.3735,1875.1023,1913.075,1951.8147,1991.7227,2032.4265,2074.3442,2117.4204,2161.6506,2207.3557
"9 Food, drink & tob.",1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1485.1072,1577.0024,1525.9587,1477.3873,1480.5664,1483.6487,1486.9529,1490.2335,1493.667,1520.9841,1549.0571,1577.9404,1607.4705,1637.8394,1669.0422,1701.1262,1733.9602,1767.7839,1802.7334,1838.3735,1875.1023,1913.075,1951.8147,1991.7227,2032.4265,2074.3442,2117.4204,2161.6506,2207.3557
"10 Tex., cloth. & footw.",1125.8186,1304.7201,1385.5073,1413.6769,1337.7776,1164.9135,1082.7319,1160.4454,1276.8152,1274.7223,1136.093,1200.719,1485.1072,1577.0024,1525.9587,1477.3873,1480.5664,1483.6487,1486.9529,1490.2335,1493.667,1520.9841,1549.0571,1577.9404,1607.4705,1637.8394,1669.0422,1701.1262,1733.9602,1767.7839,1802.7334,1838.3735,1875.1023,1913.075,1951.8147,1991.7227,2032.4265,2074.3442,2117.4204,2161.6506,2207.3557
